,Unnamed: 0,BusStopCode,Description,Latitude,Longitude,RoadName,planning_area,X,Y
92,92,4029,BEF BENCOOLEN STN EXIT A,1.299481667,103.8509267,Bencoolen St,Rochor,29959.62633,31315.60575
93,93,4111,Capitol Bldg,1.293954442,103.851391,Stamford Rd,Downtown Core,30011.30312,30704.43404
94,94,4121,SMU,1.296185441,103.8495803,Stamford Rd,Museum,29809.78639,30951.12505
95,95,4142,Armenian Ch,1.293098264,103.8496599,Hill St,Downtown Core,29818.64736,30609.76098
96,96,4143,Stamford Ct,1.294116408,103.8502061,Hill St,Museum,29879.43394,30722.3425
97,97,4149,Grand Pk City Hall,1.292761324,103.8498374,Hill St,Downtown Core,29838.40182,30572.50402
98,98,4151,Cath Of The Good Shepherd,1.295337778,103.8511397,Victoria St,Museum,29983.33455,30857.39601
99,99,4159,Aft Chijmes,1.29489485,103.8510814,Victoria St,Downtown Core,29976.84661,30808.41927
100,100,4167,City Hall Stn Exit B,1.292500065,103.8514532,Nth Bridge Rd,Downtown Core,30018.22659,30543.61657
101,101,4168,Aft City Hall Stn Exit B,1.292082215,103.8512599,Nth Bridge Rd,Downtown Core,29996.7143,30497.41272
102,102,4179,AFT BRAS BASAH STN EXIT A,1.296479163,103.8514716,Bras Basah Rd,Museum,30020.2712,30983.60475
103,103,4211,Clarke Quay,1.290436111,103.8471244,River Valley Rd,Singapore River,29536.46978,30315.39216
104,104,4219,Opp Clarke Quay,1.290968028,103.8468678,River Valley Rd,Museum,29507.91208,30374.20864
105,105,4222,Clarke Quay Stn Exit E,1.288989622,103.8470898,Eu Tong Sen St,Singapore River,29532.61996,30155.44685
106,106,4223,Old Hill St Police Stn,1.290844761,103.848579,Hill St,Downtown Core,29698.35406,30360.57949
107,107,4229,High St Ctr,1.290448308,103.8487512,Hill St,Downtown Core,29717.51871,30316.74188
108,108,4239,Opp Clarke Quay Stn,1.288827179,103.8474938,New Bridge Rd,Singapore River,29577.58183,30137.48498
109,109,4249,Opp The Treasury,1.290430394,103.8502622,Nth Bridge Rd,Downtown Core,29885.6801,30314.76211
110,110,4251,Opp High St Ctr,1.289738333,103.8488847,Nth Boat Quay,Downtown Core,29732.37659,30238.2366
111,111,4311,Aft River Valley Rd,1.294645753,103.8439214,Clemenceau Ave,Museum,29180.00133,30780.87095
112,112,4321,Shell HSE,1.292140008,103.8430365,Clemenceau Ave,Singapore River,29081.52075,30503.7982
113,113,4329,Opp Shell HSE,1.291970571,103.8432838,Clemenceau Ave,Singapore River,29109.04318,30485.06283
114,114,4331,BEF FORT CANNING STN,1.291839394,103.8450409,River Valley Rd,Singapore River,29304.59333,30470.55879
115,115,4339,FORT CANNING STN EXIT B,1.292211,103.845005,River Valley Rd,Museum,29300.59778,30511.64905
116,116,5009,Opp OCBC Ctr,1.285925541,103.8492364,Nth Canal Rd,Singapore River,29771.52044,29816.63797
117,117,5012,Bef Pearl'S Hill Terr,1.281545833,103.8408772,Eu Tong Sen St,Outram,28841.21275,29332.34821
118,118,5013,Chinatown Stn Exit C,1.284069799,103.8429987,Eu Tong Sen St,Outram,29077.31732,29611.43612
119,119,5019,Aft Duxton Plain PkÂ ,1.281183889,103.84105,New Bridge Rd,Outram,28860.44409,29292.32637
120,120,5022,Aft Chinatown Stn Exit D,1.285710899,103.844372,Eu Tong Sen St,Outram,29230.15346,29792.90111
121,121,5023,Opp Hong Lim Pk,1.286929284,103.8454038,Eu Tong Sen St,Singapore River,29344.98355,29927.62435
122,122,5029,Boat Quay,1.287122834,103.8481978,Sth Bridge Rd,Singapore River,29655.93216,29949.02775
123,123,5039,New Bridge Ctr,1.282938191,103.8425428,New Bridge Rd,Outram,29026.57987,29486.30857
124,124,5049,Chinatown Pt,1.285311148,103.8445507,New Bridge Rd,Outram,29250.04147,29748.69879
125,125,5059,Hong Lim Pk,1.286764201,103.8457504,New Bridge Rd,Singapore River,29383.55731,29909.37051
126,126,5069,Outram Pk Stn Exit H,1.2802763,103.8402979,New Bridge Rd,Outram,28776.74177,29191.96963
127,127,5129,Hong Lim Pk,1.286011667,103.8463467,Upp Pickering St,Outram,29449.92092,29826.15952
128,128,5131,Opp Hong Lim Cplx,1.284073056,103.8453381,Upp Cross St,Outram,29337.67318,29611.79737
129,129,5189,Opp Sri Mariamman Tp,1.282091396,103.8452806,Sth Bridge Rd,Outram,29331.27493,29392.67561
130,130,5199,Opp Hong Lim Cplx,1.284514558,103.8466605,Sth Bridge Rd,Outram,29484.8451,29660.61711
131,131,5239,Bef The Pinnacle@Duxton,1.27854113,103.8415105,Neil Rd,Outram,28911.69492,29000.1039
132,132,5241,Opp Blk 333,1.280719882,103.8422749,Kreta Ayer Rd,Outram,28996.76566,29241.01932
133,133,5259,Aft Kreta Ayer Rd,1.279794478,103.8426271,Neil Rd,Outram,29035.96303,29138.69307
134,134,5269,Maxwell Rd FC,1.280977473,103.8446005,Sth Bridge Rd,Downtown Core,29255.58591,29269.50342
135,135,5271,Opp Fairfield Meth Ch,1.279753295,103.8438221,Tg Pagar Rd,Outram,29168.95688,29134.13978
136,136,5319,OCBC Ctr,1.284437,103.849114,Church St,Downtown Core,29757.89936,29652.0427
137,137,5411,Tg Pagar Plaza,1.275191657,103.8430919,Tg Pagar Rd,Outram,29087.69344,28629.73711
138,138,5419,The Amara,1.274706695,103.8431868,Tg Pagar Rd,Outram,29098.25527,28576.11256
139,139,5421,Aft Craig Rd,1.277774706,103.8434635,Tg Pagar Rd,Outram,29129.04846,28915.35747
140,140,5429,Bef Craig Rd,1.277694131,103.8437065,Tg Pagar Rd,Outram,29156.09245,28906.44801
141,141,5431,TOWER 15,1.27408,103.8420461,Hoe Chiang Rd,Downtown Core,28971.30457,28506.81541
142,142,5519,Opp Maritime Hse,1.275534722,103.8411269,Cantonment Rd,Outram,28869.00433,28667.67072
143,143,5521,Maritime Hse,1.276768611,103.8405922,Cantonment Rd,Outram,28809.49607,28804.10761
144,144,5629,Opp Southpoint,1.273211389,103.84187,Cantonment Rd,Downtown Core,28951.70634,28410.76884
145,145,5631,Blk 16,1.273460559,103.8403472,Cantonment Link,Bukit Merah,28782.23051,28438.32026
146,146,5641,Bef Cantonment Rd,1.272723931,103.8414062,Keppel Rd,Bukit Merah,28900.08919,28356.86809
147,147,5649,Opp Customs Port Br HQ,1.272384212,103.8409391,Keppel Rd,Bukit Merah,28848.10471,28319.30356
148,148,5651,Opp Fuji Xerox Twrs,1.273218611,103.8430731,Tg Pagar Rd,Downtown Core,29085.60197,28411.56788
149,149,6011,Opp Outram Pk Stn,1.28166,103.8380139,Outram Rd,Bukit Merah,28522.55082,29344.97145
150,150,6029,Outram Pk Stn,1.281770412,103.8383828,Outram Rd,Bukit Merah,28563.60635,29357.18031
151,151,6031,Opp Blk 13,1.286070556,103.8387917,Chin Swee Rd,Outram,28609.11256,29832.66811
152,152,6039,Blk 8,1.287059979,103.8396256,Chin Swee Rd,Outram,28701.91839,29942.07361
153,153,6049,BEF OUTRAM FLYOVER,1.284748569,103.8351771,Outram Rd,Bukit Merah,28206.83792,29686.48905
154,154,6051,Blk 55,1.28475981,103.8340567,Tiong Bahru Rd,Bukit Merah,28082.1467,29687.73195
155,155,6069,Aft Furama RiverFront,1.286231577,103.8349616,Outram Rd,Outram,28182.85445,29850.47239
156,156,6071,Blk 2B,1.286858595,103.8336003,Zion Rd,Bukit Merah,28031.35315,29919.80475
157,157,6081,Blk 94,1.288370864,103.8334988,Zion Rd,Bukit Merah,28020.05704,30087.02365
158,158,6129,Grand Copthorne Hotel,1.290781621,103.8344092,Kim Seng Rd,Bukit Merah,28121.37674,30353.59274
159,159,6131,The Boys' Brigade HQ,1.291524722,103.8322275,Zion Rd,Bukit Merah,27878.57226,30435.76101
160,160,6141,Holiday Inn Atrium,1.289633009,103.8338124,Havelock Rd,Bukit Merah,28054.95804,30226.58513
161,161,6149,Opp Holiday Inn Atrium,1.289840457,103.8341153,Havelock Rd,Bukit Merah,28088.66822,30249.52367
162,162,6151,Hotel Miramar,1.288709768,103.8373728,Havelock Rd,Singapore River,28451.20039,30124.49826
163,163,6159,Opp Hotel Miramar,1.289093854,103.8368794,Havelock Rd,Singapore River,28396.2891,30166.96842
164,164,6161,Blk 2,1.289017057,103.8399429,Havelock Rd,Outram,28737.23065,30158.47729
165,165,6169,River Pl Condo,1.289370789,103.8399894,Havelock Rd,Singapore River,28742.4056,30197.59116
166,166,6171,Opp State Ct,1.286101944,103.8425356,Upp Cross St,Outram,29025.77731,29836.14003
167,167,6189,Ctrl Sq,1.287791365,103.8432943,Havelock Rd,Outram,29110.21354,30022.9478
168,168,7011,Peace Ctr,1.300996991,103.8498102,Selegie Rd,Rochor,29835.36877,31483.16164
169,169,7021,Selegie Ctr,1.303245216,103.8499578,Selegie Rd,Rochor,29851.79368,31731.7589
170,170,7031,Tekka Ctr,1.305720833,103.8512058,S'goon Rd,Rochor,29990.68277,32005.50084
171,171,7111,Broadway Hotel,1.308793665,103.8531752,S'goon Rd,Rochor,30209.85616,32345.28046
172,172,7211,Aft Farrer Pk Stn Exit G,1.313137477,103.8563561,S'goon Rd,Kallang,30563.85617,32825.59991
173,173,7221,Sri Vadapathira K Tp,1.314966,103.857819,S'goon Rd,Kallang,30726.66101,33027.79015
174,174,7231,Bef Tai Hoe Hotel,1.309658889,103.8573711,Kitchener Rd,Kallang,30676.81969,32440.95657
175,175,7241,Bef S'Goon Rd,1.315571421,103.8590062,Lavender St,Kallang,30858.78426,33094.73583
176,176,7249,Aft Kempas Rd,1.315368056,103.8594669,Lavender St,Kallang,30910.05596,33072.2493
177,177,7319,Aft Allenby Rd,1.310388333,103.8587067,Jln Besar,Kallang,30825.45861,32521.61621
178,178,7329,Hoa Nam Bldg,1.312844726,103.8598909,Jln Besar,Kallang,30957.24604,32793.23291
179,179,7331,Aft King George's Ave,1.308249945,103.8589096,Kitchener Rd,Kallang,30848.04189,32285.16447
180,180,7351,ARC 380,1.313518333,103.8605453,Lavender St,Kallang,31030.07372,32867.7177
181,181,7359,OPP ARC 380,1.313682531,103.8607145,Lavender St,Kallang,31048.90387,32885.87408
182,182,7361,Bef Kallang Bahru,1.311676361,103.8618948,Lavender St,Kallang,31180.26251,32664.04355
183,183,7369,Aft Kallang Bahru,1.311408056,103.8623789,Lavender St,Kallang,31234.1386,32634.37638
184,184,7371,Aft Kallang Rd,1.3095075,103.8635014,Lavender St,Kallang,31359.06476,32424.22412
185,185,7379,Aperia/Bef Kallang RdÂ ,1.310173367,103.8633823,Lavender St,Kallang,31345.80917,32497.85212
186,186,7419,Opp Veerasamy Rd,1.306530241,103.856163,Jln Besar,Rochor,30542.37264,32095.00549
187,187,7517,IBIS S'PORE ON BENCOOLEN,1.301452162,103.8524778,Bencoolen St,Rochor,30132.24823,31533.4942
188,188,7518,OPP NAFA CAMPUS 3,1.300958284,103.8521118,Bencoolen St,Rochor,30091.51615,31478.88341
189,189,7529,JLN BESAR STN EXIT A,1.304319063,103.8550156,Jln Besar,Rochor,30414.67974,31850.50366
190,190,7531,Rochor Stn,1.303656444,103.8525732,Rochor Canal Rd,Rochor,30142.86353,31777.23245
191,191,7539,Opp Rochor Stn,1.304613007,103.852001,Sungei Rd,Rochor,30079.18211,31883.00378
192,192,7551,Fu Lu Shou Cplx,1.301719758,103.8546132,Rochor Rd,Downtown Core,30369.89873,31563.08549
193,193,7561,Bef Waterloo St,1.299454465,103.8526798,Middle Rd,Rochor,30154.7307,31312.59932
194,194,7569,Aft Waterloo St,1.299495313,103.853014,Middle Rd,Rochor,30191.92414,31317.11637
195,195,7571,SUNSHINE PLAZA,1.300634446,103.8511401,Middle Rd,Rochor,29983.37494,31443.07428
196,196,7589,Ch of Our Lady of Lourdes,1.303206098,103.8555,Ophir Rd,Rochor,30468.59011,31727.43818
197,197,8011,Opp Haw Par Glass Twr,1.29706985,103.8436103,Clemenceau Ave,Museum,29145.37753,31048.91496
198,198,8019,Aft Haw Par Glass Twr,1.296246337,103.8440701,Clemenceau Ave,Museum,29196.54959,30957.85535
199,199,8031,Dhoby Ghaut Stn Exit B,1.298311538,103.845257,Penang Rd,Museum,29328.64003,31186.21523
200,200,8041,YMCA,1.298110142,103.8478064,Orchard Rd,Museum,29612.36571,31163.94737
201,201,8057,Dhoby Ghaut Stn,1.299309973,103.8452902,Orchard Rd,Museum,29332.33438,31296.61704
202,202,8058,Aft Dhoby Ghaut Stn,1.298958343,103.8465412,Orchard Rd,Museum,29471.5597,31257.7363
203,203,8069,BENCOOLEN STN EXIT B,1.298213823,103.8493613,Bras Basah Rd,Museum,29785.41219,31175.41293
204,204,8079,Sch of the Arts,1.299214444,103.8491033,Prinsep St,Museum,29756.6984,31286.05627
205,205,8111,Winsland Hse,1.299869287,103.8409375,Penang Rd,Orchard,28847.91759,31358.46123
206,206,8121,Somerset Stn,1.300275693,103.8387762,Somerset Rd,Orchard,28607.38417,31403.39889
207,207,8137,Orchard Plaza,1.300739684,103.841005,Orchard Rd,Orchard,28855.42944,31454.70527
208,208,8138,Concorde Hotel S'pore,1.300478573,103.841847,Orchard Rd,Orchard,28949.13656,31425.83326
209,209,9011,Opp Ngee Ann City,1.302113351,103.8343167,Orchard Turn,Orchard,28111.0818,31606.59701
210,210,9022,Bef Orchard Stn Exit B,1.302528348,103.8323978,Orchard Blvd,River Valley,27897.52564,31652.48524
211,211,9023,Opp Orchard Stn/ION,1.303237273,103.8325418,Orchard Turn,Orchard,27913.55155,31730.87451
212,212,9037,Opp Mandarin Orchard,1.302340042,103.8370125,Orchard Rd,Orchard,28411.09987,31631.66361
213,213,9038,Opp Somerset Stn,1.301542625,103.8385248,Orchard Rd,Orchard,28579.40532,31543.48964
214,214,9047,Orchard Stn/Tang Plaza,1.304460652,103.8329447,Orchard Rd,Orchard,27958.39067,31866.14945
215,215,9048,Orchard Stn/Lucky Plaza,1.303866844,103.8341307,Orchard Rd,Orchard,28090.38162,31800.48923
216,216,9059,Natl Youth Council,1.300442518,103.836238,Grange Rd,Orchard,28324.90529,31421.84507
217,217,9111,Opp Four Seasons Hotel,1.304537526,103.8291453,Orchard Blvd,River Valley,27535.55229,31874.65017
218,218,9121,Bef Tomlinson Rd,1.303973792,103.8269965,Orchard Blvd,River Valley,27296.41039,31812.31586
219,219,9131,Grange Residences,1.30392,103.8233381,Grange Rd,Tanglin,26889.2639,31806.36914
220,220,9139,Aft Cuscaden Rd,1.304199419,103.8235479,Grange Rd,Orchard,26912.61284,31837.26576
221,221,9141,British Council,1.305435,103.8217767,Napier Rd,Tanglin,26715.49512,31973.89079
222,222,9149,Opp British Council,1.306089814,103.8212215,Napier Rd,Tanglin,26653.70682,32046.29704
223,223,9159,Aft Tomlinson Rd,1.306026376,103.8256804,Tanglin Rd,Orchard,27149.94119,32039.28044
224,224,9169,Delfi Orchard,1.307013533,103.8283551,Orchard Rd,Orchard,27447.61082,32148.43444
225,225,9179,Royal Thai Embassy,1.305879662,103.83049,Orchard Rd,Orchard,27685.20524,32023.05645
226,226,9191,The Regent S'pore,1.304886531,103.8254976,Tomlinson Rd,Orchard,27129.59684,31913.24231
227,227,9212,Royal Plaza On Scotts,1.307022384,103.8326552,Scotts Rd,Orchard,27926.17205,32149.41259
228,228,9213,Thong Teck Bldg,1.307838056,103.8330508,Scotts Rd,Orchard,27970.19867,32239.6054
229,229,9219,Far East Plaza,1.307319997,103.8331609,Scotts Rd,Orchard,27982.45177,32182.3211
230,230,10009,Bt Merah Int,1.282101559,103.8172248,Bt Merah Ctrl,Bukit Merah,26208.89417,29393.80192
231,231,10011,BEF NEIL RD,1.277738059,103.8374971,New Bridge Rd,Bukit Merah,28465.0359,28911.30339
232,232,10017,Aft Hosp Dr,1.278320466,103.8376257,Eu Tong Sen St,Bukit Merah,28479.34795,28975.70297
233,233,10018,Outram Pk Stn Exit F/SGH,1.279008197,103.8386036,Eu Tong Sen St,Bukit Merah,28588.18021,29051.74891
234,234,10021,Blk 3,1.277448379,103.8383889,Neil Rd,Bukit Merah,28564.28617,28879.27225
235,235,10041,BEF KAMPONG BAHRU TER,1.276058348,103.8351907,Kg Bahru Rd,Bukit Merah,28208.35218,28725.56933
236,236,10049,OPP KAMPONG BAHRU TER,1.276233024,103.8348379,Kg Bahru Rd,Bukit Merah,28169.08833,28744.88408
237,237,10051,Blk 149,1.277411635,103.8321441,Jln Bt Merah,Bukit Merah,27869.28983,28875.20877
238,238,10059,Opp Blk 149,1.277396642,103.8327518,Jln Bt Merah,Bukit Merah,27936.92199,28873.55089
239,239,10061,Blk 140,1.278604722,103.8294864,Jln Bt Merah,Bukit Merah,27573.50925,29007.13445
240,240,10069,Opp Blk 140,1.278554722,103.8300825,Jln Bt Merah,Bukit Merah,27639.85038,29001.60561
241,241,10071,Blk 111,1.280453094,103.8263892,Jln Bt Merah,Bukit Merah,27228.81635,29211.51859
242,242,10079,Blk 201,1.280395014,103.8270891,Jln Bt Merah,Bukit Merah,27306.70952,29205.0962
243,243,10081,Opp Blk 120,1.282278354,103.8224174,Jln Bt Merah,Bukit Merah,26786.78812,29413.34795
244,244,10089,Blk 119,1.282923322,103.8216566,Jln Bt Merah,Bukit Merah,26702.11764,29484.66555
245,245,10091,Bt Merah Town Ctr,1.283941086,103.8178396,Jln Bt Merah,Bukit Merah,26277.31761,29597.2069
