BusStopCode,planning_area,Longitude,Latitude,subzone_name
21011,Jurong East,103.7286685,1.325343288,Jurong River
21019,Jurong East,103.7270332,1.325548678,Lakeside
21021,Jurong East,103.7237901,1.324193222,Jurong River
21029,Jurong West,103.7218077,1.324297286,Taman Jurong
21041,Boon Lay,103.7201203,1.320919722,Liu Fang
21049,Boon Lay,103.7202452,1.321072505,Jurong River
21051,Jurong East,103.7304481,1.312256111,Jurong River
21059,Jurong East,103.7301381,1.311953889,Penjuru Crescent
21069,Jurong East,103.7191853,1.312373056,Jurong Port
21071,Jurong East,103.7222674,1.313942214,Jurong River
21079,Jurong East,103.7227976,1.31342751,Jurong Port
21089,Jurong East,103.7229645,1.312064875,Jurong Port
21099,Jurong East,103.7111035,1.310143773,Jurong Port
21109,Jurong East,103.7210977,1.311002999,Jurong Port
21111,Boon Lay,103.7123833,1.314426405,Liu Fang
21119,Jurong East,103.7120194,1.313972918,Jurong Port
21121,Boon Lay,103.7160169,1.31469131,Liu Fang
21129,Jurong East,103.7149314,1.314274438,Jurong Port
21131,Boon Lay,103.7179936,1.314708333,Liu Fang
21139,Jurong East,103.7184656,1.314330447,Jurong Port
21141,Jurong East,103.7195737,1.315174311,Liu Fang
21149,Jurong East,103.719896,1.315633,Jurong River
21151,Boon Lay,103.7198894,1.316992032,Liu Fang
21159,Boon Lay,103.7204292,1.318685624,Jurong River
21161,Jurong West,103.7127413,1.350439494,Boon Lay Place
21169,Jurong West,103.7127581,1.350743561,Hong Kah
21171,Boon Lay,103.7190661,1.325816389,Tukang
21179,Boon Lay,103.7192953,1.325861667,Taman Jurong
21181,Boon Lay,103.720953,1.329915,Tukang
21189,Boon Lay,103.7212229,1.330260466,Taman Jurong
21191,Jurong West,103.7204454,1.332909822,Taman Jurong
21199,Jurong West,103.7205129,1.333309472,Taman Jurong
21201,Jurong West,103.7177864,1.336833964,Chin Bee
21209,Jurong West,103.718056,1.336876486,Taman Jurong
21211,Jurong West,103.7160683,1.340049722,Chin Bee
21219,Jurong West,103.7162593,1.340103561,Taman Jurong
21229,Jurong West,103.716007,1.34206,Taman Jurong
21231,Jurong West,103.7159904,1.343595351,Boon Lay Place
21239,Jurong West,103.7163304,1.344504826,Hong Kah
21241,Jurong West,103.7123543,1.349736652,Boon Lay Place
21249,Jurong West,103.7124932,1.34958422,Boon Lay Place
21251,Jurong West,103.7103474,1.336241214,Chin Bee
21259,Jurong West,103.710437,1.336041349,Chin Bee
21261,Jurong West,103.7102509,1.33393514,Chin Bee
21269,Jurong West,103.7104976,1.334181836,Chin Bee
21271,Jurong West,103.7194732,1.334658968,Taman Jurong
21279,Jurong West,103.7195252,1.334912826,Taman Jurong
21291,Boon Lay,103.7094335,1.31585423,Liu Fang
21299,Boon Lay,103.7099458,1.315870349,Liu Fang
21301,Boon Lay,103.7099705,1.318497215,Liu Fang
21309,Boon Lay,103.710547,1.319190308,Liu Fang
21311,Boon Lay,103.7095638,1.323205141,Tukang
21319,Boon Lay,103.7098042,1.323773402,Tukang
21321,Boon Lay,103.7088543,1.326240558,Tukang
21329,Boon Lay,103.7090179,1.326915483,Tukang
21331,Jurong West,103.7079679,1.330290492,Kian Teck
21339,Jurong West,103.7083232,1.330424656,Chin Bee
21341,Jurong West,103.7089583,1.335173458,Kian Teck
21349,Jurong West,103.7092447,1.335064598,Chin Bee
21351,Jurong West,103.7095643,1.338821386,Kian Teck
21359,Jurong West,103.7099597,1.338670103,Chin Bee
21361,Jurong West,103.7076718,1.343023233,Jurong West Central
21369,Jurong West,103.7080031,1.343091237,Boon Lay Place
21371,Jurong West,103.7061787,1.345227226,Jurong West Central
21379,Jurong West,103.7064891,1.345348552,Boon Lay Place
21381,Jurong West,103.7086071,1.349646534,Wenya
21389,Jurong West,103.7089646,1.349514399,Boon Lay Place
21391,Jurong West,103.7084794,1.344850642,Boon Lay Place
21399,Jurong West,103.7080599,1.34481408,Boon Lay Place
21409,Jurong West,103.7120706,1.343389693,Boon Lay Place
21411,Jurong West,103.7103305,1.343932701,Boon Lay Place
21419,Jurong West,103.7105765,1.343880607,Boon Lay Place
21421,Jurong West,103.710326,1.347203078,Boon Lay Place
21429,Jurong West,103.7105915,1.347402033,Boon Lay Place
21431,Jurong West,103.7124106,1.347656389,Boon Lay Place
21439,Jurong West,103.7116589,1.348422778,Boon Lay Place
21441,Jurong West,103.7132623,1.346382425,Boon Lay Place
21449,Jurong West,103.7130614,1.346398056,Boon Lay Place
21451,Jurong West,103.71473,1.345248333,Boon Lay Place
21459,Jurong West,103.7149133,1.345580455,Boon Lay Place
21461,Boon Lay,103.7179936,1.327319722,Tukang
21469,Boon Lay,103.7180853,1.327475,Tukang
21471,Boon Lay,103.7154267,1.326731389,Tukang
21479,Boon Lay,103.7157017,1.326918056,Tukang
21481,Boon Lay,103.7120884,1.32600146,Tukang
21489,Boon Lay,103.7126543,1.326278397,Tukang
21491,Boon Lay,103.7108268,1.326863545,Tukang
21499,Boon Lay,103.7110243,1.32655549,Tukang
21501,Jurong West,103.7100021,1.330427715,Chin Bee
21509,Jurong West,103.7099872,1.331156391,Chin Bee
21511,Jurong West,103.711077,1.333119969,Chin Bee
21519,Jurong West,103.7112916,1.33295908,Chin Bee
21521,Jurong West,103.7145853,1.334138933,Chin Bee
21529,Jurong West,103.7150971,1.334083039,Chin Bee
21531,Jurong West,103.7163448,1.331875761,Chin Bee
21539,Jurong West,103.716354,1.331311,Chin Bee
21541,Jurong West,103.7198636,1.331380758,Taman Jurong
21549,Boon Lay,103.7189959,1.330882806,Tukang
21551,Jurong West,103.7209862,1.326661043,Taman Jurong
21559,Jurong West,103.7206391,1.326626599,Taman Jurong
21561,Jurong West,103.7227432,1.328893152,Taman Jurong
21569,Jurong West,103.7228981,1.328572039,Taman Jurong
21571,Jurong West,103.7230701,1.330567195,Taman Jurong
21579,Jurong West,103.7231809,1.330134723,Taman Jurong
21581,Jurong West,103.7232864,1.33243351,Taman Jurong
21589,Jurong West,103.7234581,1.332465687,Taman Jurong
21591,Jurong West,103.7224281,1.334761036,Taman Jurong
21599,Jurong West,103.7226849,1.334683562,Taman Jurong
21601,Jurong West,103.7210977,1.337270296,Taman Jurong
21609,Jurong West,103.7210263,1.337751668,Taman Jurong
21611,Jurong West,103.7193196,1.338364342,Taman Jurong
21619,Jurong West,103.7181621,1.337935099,Taman Jurong
21621,Jurong West,103.7220593,1.339214998,Taman Jurong
21629,Jurong West,103.7227567,1.33954477,Taman Jurong
21631,Jurong West,103.7249361,1.333636261,Taman Jurong
21639,Jurong West,103.7251164,1.333788611,Lakeside
21641,Jurong West,103.7250087,1.336301262,Taman Jurong
21649,Jurong West,103.7251798,1.336708866,Lakeside
21651,Jurong West,103.7240217,1.338730149,Taman Jurong
21659,Jurong East,103.7241081,1.338960105,Lakeside
21661,Jurong West,103.7214143,1.341765605,Taman Jurong
21669,Jurong East,103.7220952,1.341342145,Lakeside
21671,Jurong West,103.7237617,1.338065,Taman Jurong
21679,Jurong West,103.7235836,1.337762198,Taman Jurong
21681,Jurong West,103.714663,1.342287323,Chin Bee
21689,Jurong West,103.7144234,1.342419846,Boon Lay Place
21691,Jurong West,103.7113881,1.341078598,Chin Bee
21699,Jurong West,103.7120308,1.341549821,Boon Lay Place
21711,Jurong West,103.7157628,1.346998842,Hong Kah
21719,Jurong West,103.715073,1.347794746,Boon Lay Place
21751,Jurong East,103.7248047,1.330893333,Taman Jurong
21759,Jurong East,103.7249113,1.330323876,Lakeside
21761,Jurong East,103.7247681,1.328313333,Taman Jurong
21769,Jurong East,103.7249038,1.328475541,Lakeside
21771,Jurong West,103.7237302,1.326579924,Taman Jurong
21779,Jurong West,103.7242577,1.326435722,Taman Jurong
22009,Jurong West,103.705457,1.339323347,Jurong West Central
22011,Boon Lay,103.707755,1.32129798,Liu Fang
22019,Boon Lay,103.7071133,1.322024022,Tukang
22021,Boon Lay,103.7036931,1.321682451,Liu Fang
22029,Boon Lay,103.7026821,1.322449717,Tukang
22031,Boon Lay,103.6985518,1.32216806,Liu Fang
22039,Boon Lay,103.6986162,1.322840765,Tukang
22041,Boon Lay,103.6987308,1.314635,Liu Fang
22049,Boon Lay,103.6978889,1.314466389,Samulun
22051,Boon Lay,103.7020447,1.313869167,Liu Fang
22059,Boon Lay,103.7012625,1.313606111,Samulun
22061,Boon Lay,103.704641,1.314276178,Liu Fang
22069,Boon Lay,103.7037946,1.31365448,Samulun
22071,Boon Lay,103.7069513,1.314336368,Liu Fang
22079,Boon Lay,103.7080498,1.313943992,Samulun
22081,Boon Lay,103.7003759,1.305995557,Samulun
22089,Boon Lay,103.7008781,1.305892778,Samulun
22091,Boon Lay,103.6965559,1.308807216,Shipyard
22099,Boon Lay,103.6968896,1.308797648,Samulun
22141,Pioneer,103.6959517,1.317333006,Benoi Sector
22149,Pioneer,103.6963118,1.317319604,Liu Fang
22151,Pioneer,103.6962716,1.320952337,Benoi Sector
22159,Boon Lay,103.6966332,1.320952433,Liu Fang
22161,Pioneer,103.6964311,1.325516569,Joo Koon
22169,Boon Lay,103.6966158,1.326245429,Tukang
22171,Jurong West,103.6963769,1.329541667,Kian Teck
22179,Jurong West,103.6966591,1.330004723,Kian Teck
22181,Jurong West,103.6963769,1.333016111,Kian Teck
22189,Jurong West,103.6966629,1.333697107,Kian Teck
22191,Jurong West,103.6983275,1.33130584,Kian Teck
22199,Jurong West,103.6984743,1.331022482,Kian Teck
22219,Boon Lay,103.7026074,1.327645561,Tukang
22221,Jurong West,103.6978569,1.327909161,Kian Teck
22229,Boon Lay,103.6988747,1.327643343,Tukang
22231,Jurong West,103.697179,1.340794867,Jurong West Central
22239,Jurong West,103.6974219,1.340819722,Jurong West Central
22241,Jurong West,103.6993839,1.340122707,Jurong West Central
22249,Jurong West,103.6986544,1.340160074,Jurong West Central
22251,Jurong West,103.7026567,1.340733333,Jurong West Central
22259,Jurong West,103.7025464,1.340891364,Jurong West Central
22271,Jurong West,103.7001115,1.329245828,Kian Teck
22281,Jurong West,103.7037526,1.328492643,Kian Teck
22289,Jurong West,103.70284,1.329263333,Kian Teck
22299,Jurong West,103.7017741,1.330688334,Kian Teck
22309,Jurong West,103.7033808,1.33327,Kian Teck
22319,Jurong West,103.7054525,1.331981389,Kian Teck
22329,Jurong West,103.7050159,1.330243469,Kian Teck
22331,Boon Lay,103.7031792,1.304858477,Samulun
22341,Jurong West,103.7010333,1.344916161,Jurong West Central
22349,Jurong West,103.7007963,1.345205373,Yunnan
22351,Jurong West,103.6980338,1.342774219,Jurong West Central
22359,Jurong West,103.6972753,1.342526667,Yunnan
22361,Jurong West,103.6958728,1.340778056,Jurong West Central
22369,Jurong West,103.6951104,1.340331864,Yunnan
22391,Boon Lay,103.6957231,1.313427499,Shipyard
22399,Boon Lay,103.696016,1.313457071,Samulun
22401,Boon Lay,103.6971497,1.310078753,Shipyard
22409,Boon Lay,103.6974199,1.310142566,Samulun
22411,Jurong West,103.703801,1.34626796,Jurong West Central
22419,Jurong West,103.7028613,1.346225978,Yunnan
22421,Boon Lay,103.6987239,1.307755,Samulun
22429,Boon Lay,103.6990807,1.307257497,Samulun
22431,Jurong West,103.7074221,1.333082426,Kian Teck
22439,Jurong West,103.7068094,1.333112575,Kian Teck
22441,Jurong West,103.7036275,1.342669872,Jurong West Central
22449,Jurong West,103.7038066,1.342762115,Jurong West Central
22451,Jurong West,103.6956128,1.338170226,Yunnan
22459,Jurong West,103.6957204,1.338562904,Jurong West Central
22461,Jurong West,103.696205,1.335961944,Yunnan
22469,Jurong West,103.6963187,1.336490625,Jurong West Central
22471,Jurong West,103.6931454,1.335090477,Yunnan
22479,Jurong West,103.6931026,1.334742425,Kian Teck
22481,Jurong West,103.7055409,1.342462238,Jurong West Central
22489,Jurong West,103.7053683,1.342584603,Jurong West Central
22491,Jurong West,103.704782,1.337212743,Jurong West Central
22499,Jurong West,103.7048816,1.337527553,Jurong West Central
22501,Jurong West,103.7029713,1.337691991,Jurong West Central
22509,Jurong West,103.7032349,1.337994051,Jurong West Central
22511,Jurong West,103.7002967,1.337461817,Jurong West Central
22519,Jurong West,103.6999522,1.337733596,Jurong West Central
22521,Jurong West,103.6977679,1.337416479,Jurong West Central
22529,Jurong West,103.6972862,1.337772628,Jurong West Central
22531,Jurong West,103.6981438,1.339226733,Jurong West Central
22539,Jurong West,103.6983868,1.339195237,Jurong West Central
22541,Jurong West,103.6976102,1.334968048,Jurong West Central
22549,Jurong West,103.6979536,1.334635631,Kian Teck
22551,Jurong West,103.7006562,1.334982043,Jurong West Central
22559,Jurong West,103.701014,1.334654622,Kian Teck
22561,Jurong West,103.7041443,1.334970385,Jurong West Central
22569,Jurong West,103.704582,1.334649396,Kian Teck
22571,Jurong West,103.706891,1.337803814,Kian Teck
22591,Jurong West,103.7032958,1.344258333,Jurong West Central
22599,Jurong West,103.703081,1.344840383,Jurong West Central
22609,Jurong West,103.6983014,1.330482103,Kian Teck
23011,Pioneer,103.6925083,1.322405185,Benoi Sector
23019,Pioneer,103.692567,1.323021,Joo Koon
23021,Pioneer,103.6851861,1.322435952,Benoi Sector
23029,Pioneer,103.6862289,1.323021944,Joo Koon
23031,Pioneer,103.6809911,1.322395431,Benoi Sector
23039,Pioneer,103.6815139,1.323031111,Joo Koon
23041,Jurong West,103.6905597,1.333340887,Kian Teck
23049,Jurong West,103.6906114,1.334107641,Safti
23051,Jurong West,103.6892814,1.331689722,Kian Teck
23059,Jurong West,103.6881376,1.330712847,Safti
23061,Jurong West,103.6865222,1.329527778,Kian Teck
23069,Jurong West,103.6858202,1.329899505,Safti
23071,Jurong West,103.682578,1.32977056,Kian Teck
23079,Jurong West,103.6818154,1.330179089,Safti
23081,Pioneer,103.678268,1.330116606,Joo Koon
23089,Jurong West,103.6784347,1.330433729,Safti
23091,Pioneer,103.6927623,1.324518616,Joo Koon
23099,Pioneer,103.6928614,1.324671172,Joo Koon
23101,Pioneer,103.6909133,1.324534722,Joo Koon
23109,Pioneer,103.6906839,1.324681389,Joo Koon
23111,Pioneer,103.6883647,1.324546667,Joo Koon
23119,Pioneer,103.6884774,1.324675615,Joo Koon
23121,Pioneer,103.6856463,1.324549519,Joo Koon
23129,Pioneer,103.6855876,1.324680967,Joo Koon
23131,Pioneer,103.6840469,1.325371111,Joo Koon
23139,Pioneer,103.6841478,1.325171667,Joo Koon
23141,Pioneer,103.6840151,1.326668807,Joo Koon
23149,Pioneer,103.6841647,1.326830346,Joo Koon
23151,Jurong West,103.6848346,1.32788229,Kian Teck
23159,Pioneer,103.6856335,1.32766374,Joo Koon
23161,Jurong West,103.6886947,1.327883956,Kian Teck
23169,Pioneer,103.6886764,1.327688333,Joo Koon
23171,Jurong West,103.6911897,1.327896036,Kian Teck
23179,Pioneer,103.6910203,1.327672844,Joo Koon
23181,Jurong West,103.6944886,1.327903056,Kian Teck
23189,Pioneer,103.6939753,1.327644597,Joo Koon
23191,Pioneer,103.6836277,1.319661456,Benoi Sector
23199,Pioneer,103.6831235,1.319512645,Benoi Sector
23201,Pioneer,103.6862855,1.3196459,Benoi Sector
23209,Pioneer,103.6857761,1.319503271,Benoi Sector
23211,Pioneer,103.6892047,1.317920619,Benoi Sector
23219,Pioneer,103.6885253,1.318327273,Benoi Sector
23221,Pioneer,103.671781,1.308966596,Gul Circle
23229,Pioneer,103.6718064,1.308687576,Gul Basin
23231,Pioneer,103.6749183,1.309265,Gul Circle
23239,Pioneer,103.67513,1.30916,Gul Basin
23241,Pioneer,103.6798116,1.31025436,Benoi Sector
23249,Pioneer,103.6794885,1.309903487,Gul Basin
23251,Pioneer,103.6837814,1.311722356,Benoi Sector
23259,Boon Lay,103.683665,1.311395562,Shipyard
23261,Boon Lay,103.6857734,1.312648632,Benoi Sector
23269,Boon Lay,103.6857799,1.312406285,Shipyard
23279,Boon Lay,103.6916285,1.314928759,Shipyard
23281,Pioneer,103.6789674,1.306506176,Gul Basin
23291,Pioneer,103.6793048,1.303824095,Gul Basin
23301,Pioneer,103.679539,1.302120571,Gul Basin
23311,Pioneer,103.6774556,1.301786389,Gul Basin
23321,Pioneer,103.6761848,1.30404333,Gul Basin
23331,Pioneer,103.6758422,1.306893333,Gul Basin
23341,Pioneer,103.678508,1.311184964,Gul Circle
23349,Pioneer,103.6787158,1.310768551,Benoi Sector
23351,Pioneer,103.6787494,1.316154859,Gul Circle
23359,Pioneer,103.6788828,1.315005008,Benoi Sector
23361,Pioneer,103.6788383,1.319107705,Gul Circle
23369,Pioneer,103.6791102,1.319078267,Benoi Sector
23371,Pioneer,103.6790815,1.325954453,Joo Koon
23379,Pioneer,103.6793944,1.326543123,Joo Koon
23389,Boon Lay,103.693773,1.307556447,Shipyard
23399,Boon Lay,103.6923708,1.305336389,Shipyard
23409,Boon Lay,103.6893364,1.303521389,Shipyard
23419,Boon Lay,103.6861461,1.303807778,Shipyard
23429,Boon Lay,103.6847205,1.304568337,Shipyard
23439,Boon Lay,103.6846866,1.30774278,Shipyard
23441,Pioneer,103.678627,1.313041869,Gul Circle
23449,Pioneer,103.6787758,1.312841667,Benoi Sector
23451,Boon Lay,103.6972844,1.304026667,Samulun
23461,Boon Lay,103.6964347,1.305469168,Samulun
23469,Boon Lay,103.6968346,1.305085201,Samulun
23471,Pioneer,103.6809719,1.319663409,Benoi Sector
23479,Pioneer,103.6806599,1.319509245,Benoi Sector
23481,Jurong West,103.6817467,1.327916917,Kian Teck
23489,Pioneer,103.6804886,1.327596882,Joo Koon
23491,Pioneer,103.6778086,1.327924084,Joo Koon
23499,Pioneer,103.678051,1.327550924,Joo Koon
23501,Pioneer,103.6958354,1.324531603,Joo Koon
23509,Pioneer,103.6956168,1.32468013,Joo Koon
23519,Pioneer,103.679366,1.324793524,Joo Koon
24009,Pioneer,103.6783979,1.326972547,Joo Koon
24011,Pioneer,103.6776263,1.32230924,Gul Circle
24019,Pioneer,103.6772821,1.322887219,Joo Koon
24021,Pioneer,103.6708798,1.321852572,Gul Circle
24029,Pioneer,103.6713266,1.322470964,Joo Koon
24041,Pioneer,103.6749932,1.330353131,Joo Koon
24049,Western Water Catchment,103.6737907,1.33094145,Western Water Catchment
24089,Pioneer,103.67069,1.314455761,Gul Circle
24129,Pioneer,103.6698714,1.326141806,Joo Koon
24139,Pioneer,103.6719301,1.327335922,Joo Koon
24149,Pioneer,103.6746632,1.327540111,Joo Koon
24159,Pioneer,103.6766424,1.326842223,Joo Koon
24169,Pioneer,103.6667159,1.310386247,Gul Circle
24179,Pioneer,103.6647713,1.309403123,Gul Circle
24189,Pioneer,103.6619381,1.311162291,Gul Circle
24199,Pioneer,103.6599367,1.313081523,Gul Circle
24209,Pioneer,103.6598693,1.315237641,Gul Circle
24219,Pioneer,103.6626715,1.318227016,Gul Circle
24229,Pioneer,103.6661535,1.319537781,Gul Circle
24239,Pioneer,103.6690039,1.319791667,Gul Circle
24249,Pioneer,103.6723107,1.320014171,Gul Circle
24259,Pioneer,103.6756286,1.320224304,Gul Circle
24269,Pioneer,103.6766083,1.317960072,Gul Circle
24279,Pioneer,103.6767463,1.314802775,Gul Circle
24289,Pioneer,103.6748585,1.312404575,Gul Circle
24299,Pioneer,103.6716501,1.312158594,Gul Circle
24301,Pioneer,103.6658491,1.312609859,Gul Circle
24331,Pioneer,103.6686833,1.308548333,Gul Circle
24339,Pioneer,103.6689933,1.308406667,Gul Basin
24341,Pioneer,103.6706958,1.295596248,Pioneer Sector
24349,Pioneer,103.6709164,1.29557792,Gul Basin
24351,Pioneer,103.6683905,1.298117633,Pioneer Sector
24359,Pioneer,103.6685335,1.298225564,Gul Basin
24369,Pioneer,103.6669833,1.300776877,Gul Basin
24379,Pioneer,103.6658843,1.30366278,Gul Basin
24381,Pioneer,103.6653272,1.306888056,Pioneer Sector
24389,Pioneer,103.6655156,1.306684311,Gul Basin
24391,Pioneer,103.664471,1.298593199,Pioneer Sector
24401,Pioneer,103.6635578,1.300316389,Pioneer Sector
24411,Pioneer,103.6617336,1.302437778,Pioneer Sector
24421,Pioneer,103.6595061,1.304632778,Pioneer Sector
24431,Pioneer,103.6577,1.307266111,Pioneer Sector
24441,Pioneer,103.6609683,1.307134983,Pioneer Sector
24451,Pioneer,103.6637872,1.305993401,Pioneer Sector
24461,Pioneer,103.6662602,1.297239315,Pioneer Sector
24489,Pioneer,103.6711106,1.325743957,Joo Koon
24499,Pioneer,103.6743957,1.32598701,Joo Koon
24501,Pioneer,103.6647979,1.324248968,Joo Koon
24509,Tuas,103.6641162,1.324314785,Tengeh
24511,Pioneer,103.6608911,1.319446944,Gul Circle
24519,Tuas,103.6598081,1.319071944,Tuas North
24521,Pioneer,103.6588784,1.317440843,Gul Circle
24529,Tuas,103.6581665,1.317212489,Tuas North
24531,Pioneer,103.6568842,1.306226389,Pioneer Sector
24539,Pioneer,103.6554803,1.304920202,Pioneer Sector
24541,Pioneer,103.6556555,1.302756576,Pioneer Sector
24549,Pioneer,103.6554358,1.302736389,Pioneer Sector
24559,Pioneer,103.65748,1.300793056,Pioneer Sector
24571,Pioneer,103.6690675,1.323675558,Joo Koon
24581,Pioneer,103.6669958,1.324961389,Joo Koon
24599,Pioneer,103.6692664,1.325622844,Joo Koon
24601,Tuas,103.654865,1.31334,Tuas Bay
24609,Tuas,103.6547517,1.313431037,Tuas Bay
24611,Tuas,103.6525406,1.310855629,Tuas Bay
24619,Tuas,103.6526047,1.31113972,Tuas Bay
24621,Tuas,103.6497794,1.307971389,Tuas Bay
24629,Tuas,103.6501553,1.308511389,Tuas Bay
24631,Pioneer,103.6782444,1.320566576,Gul Circle
24639,Pioneer,103.6779157,1.320410128,Gul Circle
24641,Pioneer,103.6655139,1.31424,Gul Circle
24651,Pioneer,103.6688261,1.314900278,Gul Circle
24671,Pioneer,103.66123,1.309578056,Gul Circle
24679,Pioneer,103.661255,1.309293931,Pioneer Sector
24681,Pioneer,103.6586335,1.312008749,Gul Circle
24689,Pioneer,103.6588959,1.311524362,Pioneer Sector
24691,Tuas,103.6571281,1.313445,Gul Circle
24699,Tuas,103.6569025,1.313453056,Tuas Bay
24701,Tuas,103.649116,1.321386,Tuas North
24709,Tuas,103.649026,1.32089,Tuas Bay
24711,Tuas,103.639994,1.329871,Tuas North
24719,Tuas,103.639332,1.330051,Tuas Bay
25009,Tuas,103.6392036,1.344995428,Tuas Promenade
25061,Tuas,103.6452875,1.327585,Tuas North
25069,Tuas,103.645518,1.327511796,Tuas North
25071,Tuas,103.6432064,1.329582778,Tuas North
25079,Tuas,103.6434715,1.32944569,Tuas North
25091,Tuas,103.645205,1.334433056,Tuas North
25099,Tuas,103.6449493,1.333929107,Tuas North
25101,Tuas,103.6478375,1.334284729,Tuas North
25109,Tuas,103.6473225,1.334623333,Tuas North
25111,Tuas,103.6498161,1.332398885,Tuas North
25119,Tuas,103.6499169,1.332126389,Tuas North
25121,Tuas,103.6516966,1.330607633,Tuas North
25129,Tuas,103.6522639,1.329944444,Tuas North
25151,Tuas,103.6532552,1.329137281,Tuas North
25161,Tuas,103.6551062,1.327354229,Tuas North
25169,Tuas,103.6545006,1.327749444,Tuas North
25171,Tuas,103.657112,1.325466454,Tuas North
25179,Tuas,103.6571133,1.325291389,Tuas North
25181,Tuas,103.6588132,1.323852969,Tuas North
25189,Tuas,103.6586167,1.323839722,Tuas North
25191,Tuas,103.6596844,1.321299796,Tuas North
25199,Tuas,103.6593317,1.321094722,Tuas North
25201,Tuas,103.6587083,1.31926,Tuas North
25209,Tuas,103.6588092,1.319308056,Tuas North
25219,Tuas,103.6569223,1.32877104,Tuas North
25221,Tuas,103.6515311,1.334705894,Tengeh
25229,Tuas,103.6517625,1.333712729,Tuas North
25231,Tuas,103.6474027,1.338658954,Tengeh
25239,Tuas,103.647955,1.337405,Tuas North
25249,Tuas,103.6453517,1.339855,Tuas Promenade
25259,Tuas,103.6407071,1.344188178,Tuas Promenade
25269,Tuas,103.6374692,1.347771507,Tengeh
25321,Tuas,103.6564458,1.317650216,Tuas North
25329,Tuas,103.6564625,1.317791389,Tuas North
25331,Tuas,103.6538131,1.320197778,Tuas North
25339,Tuas,103.6539689,1.320181798,Tuas North
25341,Tuas,103.6519889,1.321943056,Tuas North
25349,Tuas,103.6524818,1.321592221,Tuas North
25351,Tuas,103.6530315,1.323969716,Tuas North
25359,Tuas,103.6529239,1.32365,Tuas North
25361,Tuas,103.6511246,1.324958464,Tuas North
25369,Tuas,103.6514726,1.325135769,Tuas North
25371,Tuas,103.6491744,1.323878056,Tuas North
25379,Tuas,103.649001,1.324216409,Tuas North
25381,Tuas,103.6473958,1.325563056,Tuas North
25389,Tuas,103.6472054,1.32595623,Tuas North
25391,Tuas,103.6370433,1.328969994,Tuas Promenade
25399,Tuas,103.6379445,1.329238655,Tuas Bay
25411,Tuas,103.6383056,1.343870621,Tuas Promenade
25419,Tuas,103.6383761,1.344389081,Tuas Promenade
25421,Tuas,103.6374504,1.341466526,Tuas Promenade
25429,Tuas,103.6369654,1.340558073,Tuas Promenade
25431,Tuas,103.6365874,1.338976449,Tuas Promenade
25439,Tuas,103.6364265,1.339125254,Tuas Promenade
25441,Tuas,103.6351235,1.334832118,Tuas Promenade
25449,Tuas,103.6348856,1.33559255,Tuas Promenade
25451,Tuas,103.6341031,1.3322833,Tuas Promenade
25459,Tuas,103.6341217,1.3328,Tuas Promenade
25461,Tuas,103.6329188,1.329448265,Tuas Promenade
25469,Tuas,103.6326458,1.329294722,Tuas Promenade
25471,Tuas,103.6418412,1.335523534,Tuas Promenade
25479,Tuas,103.6416297,1.335528056,Tuas Promenade
25491,Tuas,103.6381665,1.339010336,Tuas Promenade
25499,Tuas,103.6382378,1.338749722,Tuas Promenade
25501,Tuas,103.6436359,1.333790554,Tuas North
25509,Tuas,103.6436494,1.333559305,Tuas North
25511,Tuas,103.6408047,1.329815,Tuas North
25519,Tuas,103.6409965,1.329814516,Tuas North
25531,Tuas,103.645156,1.332349,Tuas North
25539,Tuas,103.64507,1.332311,Tuas North
25541,Tuas,103.647851,1.329782,Tuas North
25549,Tuas,103.647687,1.329815,Tuas North
25551,Tuas,103.645927,1.325522,Tuas North
25559,Tuas,103.645879,1.325651,Tuas North
25561,Tuas,103.637711,1.31836,Tuas Bay
25569,Tuas,103.637247,1.318191,Tuas Bay
25571,Tuas,103.635242,1.315444,Tuas View
25579,Tuas,103.634947,1.315542,Tuas View
25589,Tuas,103.648426,1.328334,Tuas North
25591,Tuas,103.63509,1.310246,Tuas View
25599,Tuas,103.635806,1.30943,Tuas View
25601,Tuas,103.634717,1.301632,Tuas View
25609,Tuas,103.634519,1.301942,Tuas View
25611,Tuas,103.633033,1.297703,Tuas View
25621,Tuas,103.631889,1.294382,Tuas View
25631,Tuas,103.631397,1.290329,Tuas View
25641,Tuas,103.638434,1.296157,Tuas View
25651,Tuas,103.63553,1.299345,Tuas View
25661,Tuas,103.639925,1.293361,Tuas View
25669,Tuas,103.639523,1.293396,Tuas View
25671,Tuas,103.641614,1.294546,Tuas View
25681,Tuas,103.637033,1.332541,Tuas Promenade
25689,Tuas,103.637126,1.332109,Tuas Promenade
25691,Tuas,103.639669,1.328519,Tuas Bay
25701,Tuas,103.627651,1.295593,Tuas View
25709,Tuas,103.627284,1.295671,Tuas View
25711,Tuas,103.625073,1.288627,Tuas View Extension
25719,Tuas,103.624893,1.289014,Tuas View Extension
25729,Tuas,103.628258,1.284932,Tuas View Extension
25741,Tuas,103.62711,1.280501,Tuas View Extension
25751,Tuas,103.621508,1.27637,Tuas View Extension
25761,Tuas,103.624222,1.275062,Tuas View Extension
25771,Tuas,103.632329,1.274334,Tuas View Extension
25781,Tuas,103.635811,1.276398,Tuas View Extension
25791,Tuas,103.636168,1.28207,Tuas View Extension
25801,Tuas,103.634186,1.28451,Tuas View Extension
