"long.f","lat.f","between.f","closeness.f","eigen.f","degree.f","long.t","lat.t","BusStopCode","Description","RoadName","planning_area","combined.f"
103.8135078,1.325544444,0.441819785182525,0.986379357671255,1.44775264002885e-05,0,103.8145129,1.329736124,"41121","S'Pore Bible Coll","Adam Rd","Novena",-Inf
103.8139987,1.325429464,0.85514992861381,0.984998522179354,0.00303721891679873,0.142857142857143,103.8119772,1.323068358,"41129","Opp S'Pore Bible Coll","Adam Rd","Novena",-7.91431676978321
103.8139987,1.325429464,0.85514992861381,0.984998522179354,0.00303721891679873,0.142857142857143,103.8124537,1.320742213,"41129","Opp S'Pore Bible Coll","Adam Rd","Novena",-7.91431676978321
103.8145129,1.329736124,0.44190276355614,0.98685562801381,9.85026803259577e-06,0.142857142857143,103.817961,1.334893066,"41131","Opp The Japanese Assn","Adam Rd","Novena",-14.3038189776253
103.8145129,1.329736124,0.44190276355614,0.98685562801381,9.85026803259577e-06,0.142857142857143,103.8187389,1.335063889,"41131","Opp The Japanese Assn","Adam Rd","Novena",-14.3038189776253
103.8148553,1.32963,0.855066950240195,0.984523310578157,0.00446398178264445,0,103.8139987,1.325429464,"41139","Aft The Japanese Assn","Adam Rd","Novena",-Inf
103.817961,1.334893066,0.00642119253680427,0.985879598263578,6.70195844453351e-06,0,103.819318,1.337999729,"41141","Aft Adam Dr","Adam Rd","Bukit Timah",-Inf
103.819318,1.337999729,0.00650417091041938,0.986355101509777,4.55990099392066e-06,0,103.8223113,1.34054276,"41151","Aft Sime Rd","Lornie Rd","Central Water Catchment",-Inf
103.8198945,1.3387017,0.00444749265010223,0.983574179634147,0.00230973524632065,0,103.820113,1.335077222,"41159","Aft Lornie Wk","Lornie Rd","Novena",-Inf
103.8187389,1.335063889,0.433422670124011,0.987306439002841,6.70195844454419e-06,0,103.8327133,1.340648333,"41161","AFT KHEAM HOCK RD","Lornie Highway","Novena",-Inf
103.820113,1.335077222,0.85498397186658,0.98404836970721,0.00656098025913286,0,103.8148553,1.32963,"41169","Bef Kheam Hock Rd","Lornie Highway","Novena",-Inf
103.7950306,1.331614521,0.860862471022375,0.983615646485007,0.000543920566175048,0,103.7923706,1.332545377,"42011","Sixth Ave Ctr","Bt Timah Rd","Bukit Timah",-Inf
103.7965703,1.331703681,0.619762466015816,0.988233584751858,1.24504215196804e-06,0,103.7999332,1.330449211,"42019","Opp Sixth Ave Stn","Dunearn Rd","Bukit Timah",-Inf
103.7923706,1.332545377,0.86094544939599,0.984092102947778,0.00037007450147888,0,103.789975,1.333326111,"42021","Aft Maple Ave","Bt Timah Rd","Bukit Timah",-Inf
103.7920617,1.333251515,0.64690787780216,0.987937243201024,1.82991270551559e-06,0.142857142857143,103.7965703,1.331703681,"42029","Aft Swiss Club Rd","Dunearn Rd","Bukit Timah",-15.6048399237192
103.7920617,1.333251515,0.64690787780216,0.987937243201024,1.82991270551559e-06,0.142857142857143,103.7951553,1.330161334,"42029","Aft Swiss Club Rd","Dunearn Rd","Bukit Timah",-15.6048399237192
103.789975,1.333326111,0.861028427769605,0.984568831942439,0.000251792532148473,0,103.7868911,1.334425,"42031","The Tessarina","Bt Timah Rd","Bukit Timah",-Inf
103.7877987,1.334747527,0.646824899428545,0.987458747212374,2.68953183989108e-06,0,103.7920617,1.333251515,"42039","Opp The Nexus","Dunearn Rd","Bukit Timah",-Inf
103.7868911,1.334425,0.86111140614322,0.985045833702887,0.000171315448625555,0,103.7826361,1.335983056,"42041","The Nexus","Bt Timah Rd","Bukit Timah",-Inf
103.7846323,1.335803493,0.64674192105493,0.986980525225962,3.95296534945664e-06,0,103.7877987,1.334747527,"42049","Hua Guan Gdns","Dunearn Rd","Bukit Timah",-Inf
103.7826361,1.335983056,0.861194384516835,0.985523108463287,0.000116560180269614,0,103.7803874,1.336875671,"42051","King Albert Pk Stn","Bt Timah Rd","Bukit Timah",-Inf
103.7818015,1.336798961,0.646658942681315,0.986502577006504,5.80990893005238e-06,0,103.7846323,1.335803493,"42059","Opp King Albert Pk Stn","Dunearn Rd","Bukit Timah",-Inf
103.7803874,1.336875671,0.86127736289045,0.986000656458075,7.93056068993282e-05,0.142857142857143,103.7769492,1.338762252,"42061","King Albert Pk","Bt Timah Rd","Bukit Timah",-11.5515488205929
103.7803874,1.336875671,0.86127736289045,0.986000656458075,7.93056068993282e-05,0.142857142857143,103.7786231,1.336074269,"42061","King Albert Pk","Bt Timah Rd","Bukit Timah",-11.5515488205929
103.7769492,1.338762252,0.876995985839492,0.98423116747456,5.97681240866312e-05,0.142857142857143,103.7753903,1.342786369,"42071","Pei Hwa Presby Pr Sch","Upp Bt Timah Rd","Bukit Timah",-11.8180955772058
103.7769492,1.338762252,0.876995985839492,0.98423116747456,5.97681240866312e-05,0.142857142857143,103.7753198,1.34009255,"42071","Pei Hwa Presby Pr Sch","Upp Bt Timah Rd","Bukit Timah",-11.8180955772058
103.7794145,1.340070909,0.664142337826349,0.989431450003866,5.85563568925367e-07,0.285714285714286,103.7818015,1.336798961,"42089","Opp Bt Timah Plaza","Jln Anak Bt","Bukit Timah",-16.0233376382948
103.7794145,1.340070909,0.664142337826349,0.989431450003866,5.85563568925367e-07,0.285714285714286,103.7769492,1.338762252,"42089","Opp Bt Timah Plaza","Jln Anak Bt","Bukit Timah",-16.0233376382948
103.7794145,1.340070909,0.664142337826349,0.989431450003866,5.85563568925367e-07,0.285714285714286,103.7786231,1.336074269,"42089","Opp Bt Timah Plaza","Jln Anak Bt","Bukit Timah",-16.0233376382948
103.7753903,1.342786369,0.419932805020983,0.978983355785006,4.06652369871619e-05,0,103.7726286,1.345848056,"42091","Beauty World Stn Exit B","Upp Bt Timah Rd","Bukit Timah",-Inf
103.7769164,1.343246111,0.262859910861502,0.988952097879203,1.0713381787002e-08,0,103.7794145,1.340070909,"42109","Opp Beauty World Ctr","Jln Anak Bt","Bukit Panjang",-Inf
103.7726286,1.345848056,0.420015783394598,0.979457007342388,2.76679505086848e-05,0,103.7711814,1.347423333,"42111","WOH HUP BLDG","Upp Bt Timah Rd","Bukit Panjang",-Inf
103.7733028,1.345825131,0.262776932487887,0.98847302049238,1.5746096140234e-08,0,103.7769164,1.343246111,"42119","Southaven II","Upp Bt Timah Rd","Bukit Panjang",-Inf
103.7951553,1.330161334,0.0250865108910189,0.985133086399147,1.24504215197521e-06,0,103.794444,1.328778054,"42129","Sixth Ave Ville","Sixth Ave","Bukit Timah",-Inf
103.794218,1.328583358,0.0258125716601511,0.983139462320493,4.20557371856109e-05,0,103.7950306,1.331614521,"42131","Aft Lantana Ave","Sixth Ave","Bukit Timah",-Inf
103.794444,1.328778054,0.025169489264634,0.985610250613705,8.47105960579632e-07,0,103.7930739,1.325666111,"42139","Ave Villa","Sixth Ave","Bukit Timah",-Inf
103.7781747,1.33608649,0.101389570700119,0.98922445995562,7.953606090193e-06,0.142857142857143,103.7818015,1.336798961,"42141","Bef Dunearn Rd","Clementi Rd","Bukit Timah",-15.9874143477504
103.7781747,1.33608649,0.101389570700119,0.98922445995562,7.953606090193e-06,0.142857142857143,103.7769492,1.338762252,"42141","Bef Dunearn Rd","Clementi Rd","Bukit Timah",-15.9874143477504
103.7786231,1.336074269,0.103403278016957,0.984975107977589,5.43566228641109e-05,0,103.7780086,1.330819444,"42149","Aft Bt Timah Rd","Clementi Rd","Bukit Timah",-Inf
103.7753198,1.34009255,0.455004279923184,0.984279717352703,4.06652369871895e-05,0,103.7726463,1.340276692,"42151","Beauty World Stn Exit C","Jln Jurong Kechil","Bukit Timah",-Inf
103.775309,1.340368053,0.398891612575062,0.988470443817958,1.24918446067446e-06,0,103.7770788,1.341061606,"42159","Opp Beauty World Stn","Jln Jurong Kechil","Bukit Timah",-Inf
103.7726463,1.340276692,0.455087258296799,0.984757675973226,2.76679505086679e-05,0.142857142857143,103.7702636,1.342618333,"42161","Blk 18","Jln Jurong Kechil","Bukit Timah",-13.2437717692983
103.7726463,1.340276692,0.455087258296799,0.984757675973226,2.76679505086679e-05,0.142857142857143,103.7701606,1.34027048,"42161","Blk 18","Jln Jurong Kechil","Bukit Timah",-13.2437717692983
103.7736613,1.340385757,0.398808634201447,0.987990354812866,1.83600090345332e-06,0,103.775309,1.340368053,"42169","Opp Blk 19","Jln Jurong Kechil","Bukit Timah",-Inf
103.7702636,1.342618333,0.431372360913244,0.983762798413316,1.88248130851742e-05,0,103.7694333,1.343628056,"42171","Signature Pk Condo","Jln Jurong Kechil","Bukit Timah",-Inf
103.7710081,1.341978333,0.373807941717663,0.987510541549238,5.06734904701454e-07,0,103.7736613,1.340385757,"42179","Aft Chun Tin Rd","Jln Jurong Kechil","Bukit Timah",-Inf
103.7694333,1.343628056,0.431455339286859,0.984240460631732,1.28080895467771e-05,0,103.7669639,1.346429444,"42181","Opp The Hillford","Jln Jurong Kechil","Bukit Timah",-Inf
103.7696017,1.343788537,0.373724963344048,0.987031003789581,7.44778511081943e-07,0,103.7710081,1.341978333,"42189","The Hillford","Jln Jurong Kechil","Bukit Timah",-Inf
103.7669639,1.346429444,0.431538317660474,0.984718396739165,8.71441097953927e-06,0,103.7646464,1.346945,"42191","Bef Bt Batok East Ave 6","Jln Jurong Kechil","Bukit Timah",-Inf
103.7676072,1.346076667,0.373641984970433,0.986551741296677,1.09464539642753e-06,0,103.7696017,1.343788537,"42199","Aft Bt Batok East Ave 6","Jln Jurong Kechil","Bukit Timah",-Inf
103.763831,1.339393535,0.0224439213467678,0.986074038475819,6.9587142172678e-06,0,103.7655952,1.339742601,"42201","Bef Toh Tuck Rise","Toh Tuck Rd","Bukit Batok",-Inf
103.763636,1.339146614,0.0219049316090756,0.985383828313316,5.92914020812849e-06,0,103.7593318,1.333273442,"42209","Aft Toh Tuck Rise","Toh Tuck Rd","Bukit Batok",-Inf
103.7655952,1.339742601,0.0225268997203829,0.986552705331315,4.73459334885111e-06,0,103.7679072,1.339573813,"42211","Highgate Pk","Toh Tuck Rd","Bukit Timah",-Inf
103.7653539,1.339599167,0.0218219532354605,0.984905671094481,8.71441097952771e-06,0,103.763636,1.339146614,"42219","Opp Highgate Pk","Toh Tuck Rd","Bukit Timah",-Inf
103.7679072,1.339573813,0.022609878093998,0.987031646848295,3.22133852305526e-06,0,103.7706058,1.340568056,"42221","Goodluck Gdn","Toh Tuck Rd","Bukit Timah",-Inf
103.7682739,1.339432222,0.0217389748618454,0.984427787908786,1.28080895467506e-05,0,103.7653539,1.339599167,"42229","Aft Toh Tuck Terr","Toh Tuck Rd","Bukit Timah",-Inf
103.7706058,1.340568056,0.0226928564676131,0.987510863263232,2.19174512266287e-06,0,103.7736613,1.340385757,"42231","Bef Jln Jurong Kechil","Toh Tuck Rd","Bukit Timah",-Inf
103.7701606,1.34027048,0.0216559964882303,0.983950178520725,1.88248130851696e-05,0,103.7682739,1.339432222,"42239","Aft Jln Jurong Kechil","Toh Tuck Rd","Bukit Timah",-Inf
103.7770788,1.341061606,0.398974590948677,0.988950808802278,8.49924318581653e-07,0,103.7794145,1.340070909,"42259","Goh & Goh Bldg","Jln Jurong Kechil","Bukit Timah",-Inf
103.7602806,1.3386575,0.104975718196963,0.984666134178502,6.9587142172543e-06,0,103.7590819,1.341692752,"42311","Opp Burgundy Hill","Bt Batok East Ave 3","Bukit Batok",-Inf
103.7604384,1.339153739,0.0704414526793628,0.985383667865726,5.97427311841527e-07,0,103.7593318,1.333273442,"42319","Burgundy Hill","Bt Batok East Ave 3","Bukit Batok",-Inf
103.7510619,1.349993543,0.0554995665776251,0.986835536899391,3.00961614543449e-06,0.285714285714286,103.7543035,1.348970783,"43009","Bt Batok Int","Bt Batok Ctrl","Bukit Batok",-16.8710929326513
103.7510619,1.349993543,0.0554995665776251,0.986835536899391,3.00961614543449e-06,0.285714285714286,103.7499878,1.351555236,"43009","Bt Batok Int","Bt Batok Ctrl","Bukit Batok",-16.8710929326513
103.7510619,1.349993543,0.0554995665776251,0.986835536899391,3.00961614543449e-06,0.285714285714286,103.7520167,1.348470601,"43009","Bt Batok Int","Bt Batok Ctrl","Bukit Batok",-16.8710929326513
103.7711814,1.347423333,0.420098761768214,0.979930928982843,1.88248130851834e-05,0,103.7697953,1.351320078,"43011","Bt Regency","Upp Bt Timah Rd","Bukit Timah",-Inf
103.7710775,1.348201944,0.262693954114271,0.987994217607268,2.31429765841801e-08,0,103.7733028,1.345825131,"43019","Springdale Condo","Upp Bt Timah Rd","Bukit Panjang",-Inf
103.7697953,1.351320078,0.420181740141829,0.980405120937442,1.28080895467545e-05,0,103.7684533,1.35582941,"43021","Aft Old Jurong Rd","Upp Bt Timah Rd","Bukit Panjang",-Inf
103.7700085,1.352185801,0.262610975740656,0.987515688988007,3.4014612963889e-08,0,103.7710775,1.348201944,"43029","Opp The Hillside","Upp Bt Timah Rd","Bukit Panjang",-Inf
103.7684533,1.35582941,0.420264718515444,0.980879583437525,8.71441097955313e-06,0,103.7670504,1.359101482,"43041","Hume Pk Condo","Upp Bt Timah Rd","Bukit Batok",-Inf
103.7688514,1.35569962,0.262527997367041,0.987037434399011,4.99933053463054e-08,0,103.7700085,1.352185801,"43049","Opp Hume Pk Condo","Upp Bt Timah Rd","Bukit Panjang",-Inf
103.7670504,1.359101482,0.420347696889059,0.981354316714693,5.92914020814434e-06,0,103.7673915,1.363011339,"43051","Opp The Rail Mall","Upp Bt Timah Rd","Bukit Batok",-Inf
103.7674364,1.359408611,0.262445018993426,0.986559453604959,7.34781424717711e-08,0,103.7688514,1.35569962,"43059","The Rail Mall","Upp Bt Timah Rd","Bukit Batok",-Inf
103.7673915,1.363011339,0.491698577725677,0.981829321000811,4.50709804762771e-06,0,103.7669801,1.365113515,"43061","Hillview Stn","Upp Bt Timah Rd","Bukit Batok",-Inf
103.7676858,1.362967782,0.262362040619811,0.986081746370804,1.07995208076934e-07,0,103.7674364,1.359408611,"43069","HILLVIEW STN EXIT A","Upp Bt Timah Rd","Bukit Panjang",-Inf
103.7669801,1.365113515,0.491781556099292,0.982304596528011,3.06655450603934e-06,0,103.7657278,1.367042778,"43071","Opp Dairy Farm Rd","Upp Bt Timah Rd","Bukit Batok",-Inf
103.7657278,1.367042778,0.491864534472907,0.982780143528688,2.08643265335497e-06,0.142857142857143,103.7647411,1.368632533,"43081","Opp Assumption Eng Sch","Upp Bt Timah Rd","Bukit Batok",-15.7528867431771
103.7657278,1.367042778,0.491864534472907,0.982780143528688,2.08643265335497e-06,0.142857142857143,103.7666933,1.371186693,"43081","Opp Assumption Eng Sch","Upp Bt Timah Rd","Bukit Batok",-15.7528867431771
103.7660853,1.367056642,0.333777279087869,0.986509646203297,1.58726998011619e-07,0.142857142857143,103.7676858,1.362967782,"43089","Aft Assumption Eng Sch","Upp Bt Timah Rd","Bukit Batok",-18.7128537660134
103.7660853,1.367056642,0.333777279087869,0.986509646203297,1.58726998011619e-07,0.142857142857143,103.7659102,1.36203856,"43089","Aft Assumption Eng Sch","Upp Bt Timah Rd","Bukit Batok",-18.7128537660134
103.7647411,1.368632533,0.487662272551971,0.983246359978053,1.41957405564177e-06,0,103.7629815,1.372299722,"43091","Bef Cashew Stn","Upp Bt Timah Rd","Bukit Panjang",-Inf
103.7649864,1.368722051,0.333694300714254,0.986031325181628,2.33290535501488e-07,0,103.7660853,1.367056642,"43099","Assumption Pathway Sch","Upp Bt Timah Rd","Bukit Panjang",-Inf
103.7639108,1.37043731,0.257549665389303,0.985553278195968,2.79628390624428e-07,0,103.7649864,1.368722051,"43109","Cashew Stn","Upp Bt Timah Rd","Bukit Panjang",-Inf
103.7629815,1.372299722,0.487745250925586,0.983722445135302,9.65854563335793e-07,0,103.7625712,1.374486067,"43111","Min Of Defence","Upp Bt Timah Rd","Bukit Batok",-Inf
103.7630082,1.37337831,0.257466687015688,0.985075505010888,4.10986522727677e-07,0,103.7639108,1.37043731,"43119","Bef Hazel Pk Terr","Upp Bt Timah Rd","Bukit Panjang",-Inf
103.7666933,1.371186693,0.00214262014727564,0,1.41957405564479e-06,0,103.7700625,1.3733175,"43121","Aft Cashew Terr","Cashew Rd","Bukit Panjang",-Inf
103.7676025,1.371628817,0.0738367993087812,0.985553599156437,6.32526228340982e-08,0,103.7649864,1.368722051,"43129","Cashew Pk Condo","Cashew Rd","Bukit Panjang",-Inf
103.7702931,1.373225305,0.0737538209351661,0.985076146564343,9.29661522573404e-08,0,103.7676025,1.371628817,"43139","Opp Bt Panjang Pr Sch","Cashew Rd","Bukit Panjang",-Inf
103.7558602,1.344218917,0.151507100694802,0.985119612960354,1.578650052825e-06,0,103.7592006,1.346634091,"43141","Opp Blk 291A","Bt Batok East Ave 6","Bukit Batok",-Inf
103.7561003,1.34399483,0.113287706334688,0.984739719522333,2.74472656369876e-06,0,103.7521198,1.344758664,"43149","Blk 291A","Bt Batok East Ave 6","Bukit Batok",-Inf
103.7576616,1.348831907,0.058172902572814,0.985621645564186,1.57460961199377e-08,0,103.7568139,1.34694985,"43161","Blk 272","Bt Batok East Ave 4","Bukit Batok",-Inf
103.7578877,1.34931075,0.0576855034116033,0.978988132361541,4.43278040900003e-06,0,103.760063,1.353936257,"43169","Blk 254","Bt Batok East Ave 4","Bukit Batok",-Inf
103.754605,1.348596445,0.373389073802519,0.986478638580213,3.35869318436908e-06,0.142857142857143,103.7510619,1.349993543,"43171","Blk 229","Bt Batok East Ave 3","Bukit Batok",-15.5486166590992
103.754605,1.348596445,0.373389073802519,0.986478638580213,3.35869318436908e-06,0.142857142857143,103.7499878,1.351555236,"43171","Blk 229","Bt Batok East Ave 3","Bukit Batok",-15.5486166590992
103.7543035,1.348970783,0.231514749750704,0.985619077674436,2.77210993746862e-06,0,103.7568139,1.34694985,"43179","Blk 231","Bt Batok East Ave 3","Bukit Batok",-Inf
103.7568172,1.346489444,0.423807178138055,0.986101498176695,4.93647168634661e-06,0.142857142857143,103.7578877,1.34931075,"43181","Keming Pr Sch","Bt Batok East Ave 3","Bukit Batok",-15.0372425506203
103.7568172,1.346489444,0.423807178138055,0.986101498176695,4.93647168634661e-06,0.142857142857143,103.754605,1.348596445,"43181","Keming Pr Sch","Bt Batok East Ave 3","Bukit Batok",-15.0372425506203
103.7568139,1.34694985,0.291995488339688,0.986097804714038,1.89681085067091e-06,0.142857142857143,103.7592006,1.346634091,"43189","Blk 283","Bt Batok East Ave 3","Bukit Batok",-16.3662633943545
103.7568139,1.34694985,0.291995488339688,0.986097804714038,1.89681085067091e-06,0.142857142857143,103.7586133,1.344064118,"43189","Blk 283","Bt Batok East Ave 3","Bukit Batok",-16.3662633943545
103.7593134,1.346384928,0.43178725278132,0.985671560491321,4.03408832682269e-06,0.142857142857143,103.7561003,1.34399483,"43191","Blk 288C","Bt Batok East Ave 6","Bukit Batok",-15.2208947374098
103.7593134,1.346384928,0.43178725278132,0.985671560491321,4.03408832682269e-06,0.142857142857143,103.7568172,1.346489444,"43191","Blk 288C","Bt Batok East Ave 6","Bukit Batok",-15.2208947374098
103.7592006,1.346634091,0.373393049849588,0.985597571908085,2.36464576142857e-06,0,103.7638425,1.346979974,"43199","Ch Of St. Mary","Bt Batok East Ave 6","Bukit Batok",-Inf
103.7646464,1.346945,0.43384689455498,0.985196606971254,5.92914020810275e-06,0.142857142857143,103.7593134,1.346384928,"43201","Opp Autobacs","Bt Batok East Ave 6","Bukit Timah",-14.831519136111
103.7646464,1.346945,0.43384689455498,0.985196606971254,5.92914020810275e-06,0.142857142857143,103.7606744,1.348859958,"43201","Opp Autobacs","Bt Batok East Ave 6","Bukit Timah",-14.831519136111
103.7638425,1.346979974,0.375701626744094,0.986076286604502,1.60886562420263e-06,0.142857142857143,103.7676072,1.346076667,"43209","Autobacs","Bt Batok East Ave 6","Bukit Batok",-16.2788729116986
103.7638425,1.346979974,0.375701626744094,0.986076286604502,1.60886562420263e-06,0.142857142857143,103.7684526,1.348102188,"43209","Autobacs","Bt Batok East Ave 6","Bukit Batok",-16.2788729116986
103.7544676,1.341374026,0.00214336102561149,0,1.0740872246573e-06,0,103.7574111,1.339721793,"43219","Opp Sbst Bt Batok Depot","Bt Batok St 23","Bukit Batok",-Inf
103.7609602,1.349049286,0,0.986403453893906,0,0,103.7638425,1.346979974,"43229","Opp Blk 266","Bt Batok East Ave 2","Bukit Batok",-Inf
103.760063,1.353936257,0.0687111313259872,0.979460990090334,3.24415542797046e-06,0,103.7618871,1.355843929,"43231","Opp The Petals Condo","Hillview Ave","Bukit Batok",-Inf
103.7600284,1.353085764,0.0741394481089756,0.986467071264555,2.314297659425e-08,0.142857142857143,103.7576616,1.348831907,"43239","The Petals Condo","Hillview Ave","Bukit Batok",-22.1429174969824
103.7600284,1.353085764,0.0741394481089756,0.986467071264555,2.314297659425e-08,0.142857142857143,103.7590517,1.351503776,"43239","The Petals Condo","Hillview Ave","Bukit Batok",-22.1429174969824
103.7618871,1.355843929,0.0687941096996023,0.979934116996749,2.20726936500138e-06,0,103.7631966,1.358595344,"43241","Opp Hillview Apts","Hillview Ave","Bukit Batok",-Inf
103.7620471,1.355650523,0.0740564697353605,0.985988774637775,3.40146130453576e-08,0,103.7600284,1.353085764,"43249","Hillview Apts","Hillview Ave","Bukit Batok",-Inf
103.7631966,1.358595344,0.0688770880732174,0.980407513310699,1.50178934331431e-06,0,103.7643675,1.361455,"43251","Hillbrooks","Hillview Ave","Bukit Batok",-Inf
103.7626631,1.357572778,0.0739734913617454,0.985510752026045,4.9993305421957e-08,0,103.7620471,1.355650523,"43259","Opp Hillbrooks","Hillview Ave","Bukit Batok",-Inf
103.7643675,1.361455,0.0689600664468325,0.980881179262358,1.02179247700813e-06,0,103.7658812,1.362225692,"43261","Opp Hillview Hts","Hillview Ave","Bukit Batok",-Inf
103.7642753,1.360369354,0.0738905129881303,0.985033003193957,7.34781425140648e-08,0,103.7626631,1.357572778,"43268","Hillington Green Condo","Hillview Ave","Bukit Batok",-Inf
103.7658812,1.362225692,0.0690430448204476,0.981355115082162,6.95210597037429e-07,0,103.7673915,1.363011339,"43271","Glendale Pk Condo","Hillview Rd","Bukit Batok",-Inf
103.7659102,1.36203856,0.0738075346145152,0.984555527906375,1.07995208075995e-07,0,103.7642753,1.360369354,"43279","Aft Hillview Stn","Hillview Rd","Bukit Batok",-Inf
103.7451088,1.349905996,0.0304556561909175,0.985727417391199,2.01643032843852e-06,0.142857142857143,103.7432344,1.348939167,"43321","Opp Blk 144","Bt Batok West Ave 6","Bukit Batok",-18.5659508872521
103.7451088,1.349905996,0.0304556561909175,0.985727417391199,2.01643032843852e-06,0.142857142857143,103.7459028,1.34682314,"43321","Opp Blk 144","Bt Batok West Ave 6","Bukit Batok",-18.5659508872521
103.74484,1.349762042,0.0284502220154966,0.98599021971499,1.05786775763877e-06,0,103.7462359,1.35235542,"43329","Blk 146","Bt Batok West Ave 6","Bukit Batok",-Inf
103.7432344,1.348939167,0.000308946266049081,0.982546493528397,1.3719456386544e-06,0,103.741393,1.34972199,"43331","Opp Bt Batok Presby Ch","Bt Batok St 11","Bukit Batok",-Inf
103.741393,1.34972199,0.106337279706642,0.983023298684631,2.30539461968423e-06,0,103.7385,1.3479,"43341","Princess E Pr Sch","Bt Batok West Ave 3","Bukit Batok",-Inf
103.7407375,1.349891389,0.143101416143537,0.985510912498083,5.16097122918754e-07,0,103.7433686,1.351422778,"43349","Opp Princess E Pr Sch","Bt Batok West Ave 3","Bukit Batok",-Inf
103.7411014,1.347011226,0.138036895319395,0.98442714685402,5.16097122887973e-07,0,103.743432,1.346914351,"43351","Blk 168","Bt Batok West Ave 8","Bukit Batok",-Inf
103.7410645,1.346898822,0.0941205663876583,0.983023938660281,7.19755617650322e-07,0,103.7385,1.3479,"43359","Blk 169","Bt Batok West Ave 8","Bukit Batok",-Inf
103.743432,1.346914351,0.13811987369301,0.984904388250347,3.51143893655438e-07,0,103.7459028,1.34682314,"43361","Blk 154A","Bt Batok West Ave 8","Bukit Batok",-Inf
103.7435831,1.34687448,0.0940375880140432,0.982547612845073,1.05786775763493e-06,0,103.7410645,1.346898822,"43369","Blk 183","Bt Batok West Ave 8","Bukit Batok",-Inf
103.7459028,1.34682314,0.168432540365109,0.985381902944265,1.61085810015967e-06,0.142857142857143,103.7483578,1.345274241,"43371","Blk 109","Bt Batok West Ave 6","Bukit Batok",-17.0805996460392
103.7459028,1.34682314,0.168432540365109,0.985381902944265,1.61085810015967e-06,0.142857142857143,103.7462831,1.344753412,"43371","Blk 109","Bt Batok West Ave 6","Bukit Batok",-17.0805996460392
103.7451866,1.347165537,0.124546710924864,0.985798527993681,1.55481133493316e-06,0.142857142857143,103.74484,1.349762042,"43379","Blk 185","Bt Batok West Ave 6","Bukit Batok",-17.4174442199797
103.7451866,1.347165537,0.124546710924864,0.985798527993681,1.55481133493316e-06,0.142857142857143,103.7435831,1.34687448,"43379","Blk 185","Bt Batok West Ave 6","Bukit Batok",-17.4174442199797
103.7476605,1.346965558,0.0147642234768012,0.985780388595971,8.64490316868698e-07,0.142857142857143,103.7477975,1.349893952,"43381","Blk 102","Bt Batok Ave 1","Bukit Batok",-20.1369059179195
103.7476605,1.346965558,0.0147642234768012,0.985780388595971,8.64490316868698e-07,0.142857142857143,103.7520709,1.348686769,"43381","Blk 102","Bt Batok Ave 1","Bukit Batok",-20.1369059179195
103.748343,1.347604991,0.0236499971896966,0.984373300013588,3.40130068364111e-06,0,103.7483578,1.345274241,"43389","Opp Blk 102","Bt Batok Ave 1","Bukit Batok",-Inf
103.7477975,1.349893952,0.0127045817031406,0.986254710987677,5.8818482501891e-07,0,103.7501989,1.3517652,"43391","Bt Batok CC","Bt Batok Ctrl","Bukit Batok",-Inf
103.7480888,1.350667146,0.0133368472749542,0.983896042161773,2.95140172904377e-06,0,103.748343,1.347604991,"43399","Opp Blk 120","Bt Batok Ctrl","Bukit Batok",-Inf
103.7468164,1.352264988,0.136235054510665,0.985322058272269,2.96366791428378e-06,0.142857142857143,103.7451088,1.349905996,"43401","Bt Batok Polyclinic","Bt Batok West Ave 3","Bukit Batok",-16.6831533172359
103.7468164,1.352264988,0.136235054510665,0.985322058272269,2.96366791428378e-06,0.142857142857143,103.7437763,1.351548687,"43401","Bt Batok Polyclinic","Bt Batok West Ave 3","Bukit Batok",-16.6831533172359
103.7462359,1.35235542,0.173942452548819,0.986468517170245,9.58668079205059e-07,0.142857142857143,103.7501989,1.3517652,"43409","Opp Blk 127","Bt Batok West Ave 3","Bukit Batok",-17.566285717032
103.7462359,1.35235542,0.173942452548819,0.986468517170245,9.58668079205059e-07,0.142857142857143,103.7473086,1.355468029,"43409","Opp Blk 127","Bt Batok West Ave 3","Bukit Batok",-17.566285717032
103.7501989,1.3517652,0.212180171299772,0.986733320797406,1.06471915889366e-06,0.285714285714286,103.7510619,1.349993543,"43411","Opp Blk 628","Bt Batok Ctrl","Bukit Batok",-16.5692374310133
103.7501989,1.3517652,0.212180171299772,0.986733320797406,1.06471915889366e-06,0.285714285714286,103.7543035,1.348970783,"43411","Opp Blk 628","Bt Batok Ctrl","Bukit Batok",-16.5692374310133
103.7501989,1.3517652,0.212180171299772,0.986733320797406,1.06471915889366e-06,0.285714285714286,103.7536205,1.351092789,"43411","Opp Blk 628","Bt Batok Ctrl","Bukit Batok",-16.5692374310133
103.7499878,1.351555236,0.349760981915619,0.985798688521085,4.33785114370383e-06,0.285714285714286,103.7480888,1.350667146,"43419","Aft Bt Batok Stn/Blk 628","Bt Batok Ctrl","Bukit Batok",-14.6657028108242
103.7499878,1.351555236,0.349760981915619,0.985798688521085,4.33785114370383e-06,0.285714285714286,103.7468164,1.352264988,"43419","Aft Bt Batok Stn/Blk 628","Bt Batok Ctrl","Bukit Batok",-14.6657028108242
