"long.f","lat.f","between.f","closeness.f","eigen.f","degree.f","BusStopCode","planning_area","Description","RoadName","subzone_name","district","combined.f"
103.8498374,1.292761324,0.004,0.926,0.349,0.125,"4149","Downtown Core","Grand Pk City Hall","Hill St","City Hall","Central Region",6.69996807191487
103.8511397,1.295337778,0.049,0.956,0.445,0.125,"4151","Others","Cath Of The Good Shepherd","Victoria St","Bras Basah","Central Region",7.02517229882612
103.8510814,1.29489485,0.004,0.919,0.386,0.125,"4159","Downtown Core","Aft Chijmes","Victoria St","City Hall","Central Region",6.75780102555094
103.8514532,1.292500065,0.09,0.96,0.41,0.125,"4167","Downtown Core","City Hall Stn Exit B","Nth Bridge Rd","City Hall","Central Region",7.05551271659427
103.8512599,1.292082215,0.014,0.961,0.358,0.25,"4168","Downtown Core","Aft City Hall Stn Exit B","Nth Bridge Rd","City Hall","Central Region",7.04725932641755
103.8514716,1.296479163,0.553,0.989,0.379,0.25,"4179","Others","AFT BRAS BASAH STN EXIT A","Bras Basah Rd","Bras Basah","Central Region",8.18218483225264
103.8471244,1.290436111,0.011,0.94,0.335,0.125,"4211","Others","Clarke Quay","River Valley Rd","Clarke Quay","Central Region",6.71179064683067
103.8468678,1.290968028,0.006,0.97,0.138,0.375,"4219","Others","Opp Clarke Quay","River Valley Rd","Fort Canning","Central Region",6.85075090219935
103.8470898,1.288989622,0.11,0.979,0.341,0.5,"4222","Others","Clarke Quay Stn Exit E","Eu Tong Sen St","Clarke Quay","Central Region",7.71788371842181
103.848579,1.290844761,0.079,0.969,0.309,0.25,"4223","Downtown Core","Old Hill St Police Stn","Hill St","Fort Canning","Central Region",7.10896916102833
103.8487512,1.290448308,0.004,0.933,0.316,0.125,"4229","Downtown Core","High St Ctr","Hill St","City Hall","Central Region",6.64879920762797
103.8474938,1.288827179,0.005,0.94,0.286,0.125,"4239","Others","Opp Clarke Quay Stn","New Bridge Rd","Boat Quay","Central Region",6.60484325146209
103.8502622,1.290430394,0.1,0.968,0.39,0.125,"4249","Downtown Core","Opp The Treasury","Nth Bridge Rd","City Hall","Central Region",7.05251126200331
103.8488847,1.289738333,0.004,0.932,0.324,0.125,"4251","Downtown Core","Opp High St Ctr","Nth Boat Quay","City Hall","Central Region",6.66240022532739
103.8439214,1.294645753,0.01,0.947,0.271,0.125,"4311","Others","Aft River Valley Rd","Clemenceau Ave","Fort Canning","Central Region",6.59829298973848
103.8430365,1.292140008,0.008,0.94,0.299,0.125,"4321","Others","Shell HSE","Clemenceau Ave","Robertson Quay","Central Region",6.63654885241009
103.8432838,1.291970571,0.046,0.979,0.179,0.25,"4329","Others","Opp Shell HSE","Clemenceau Ave","Clarke Quay","Central Region",6.79868456506914
103.8450409,1.291839394,0.011,0.947,0.303,0.125,"4331","Others","BEF FORT CANNING STN","River Valley Rd","Clarke Quay","Central Region",6.66217247115033
103.845005,1.292211,0.006,0.962,0.153,0.125,"4339","Others","FORT CANNING STN EXIT B","River Valley Rd","Fort Canning","Central Region",6.37851831185192
103.8492364,1.285925541,0,0,0.319,0,"5009","Others","Opp OCBC Ctr","Nth Canal Rd","Boat Quay","Central Region",4.65460037813655
103.8408772,1.281545833,0.023,0.981,0.299,0.25,"5012","Others","Bef Pearl'S Hill Terr","Eu Tong Sen St","People's Park","Central Region",6.98738937111449
103.8429987,1.284069799,0.079,0.986,0.32,0.375,"5013","Others","Chinatown Stn Exit C","Eu Tong Sen St","People's Park","Central Region",7.39559670374775
103.84105,1.281183889,0.034,0.969,0.283,0.375,"5019","Others","Aft Duxton Plain Pk ","New Bridge Rd","Chinatown","Central Region",7.20018503193969
103.844372,1.285710899,0.024,0.971,0.275,0.125,"5022","Others","Aft Chinatown Stn Exit D","Eu Tong Sen St","Pearl's Hill","Central Region",6.67563728936315
103.8454038,1.286929284,0.054,0.971,0.304,0.125,"5023","Others","Opp Hong Lim Pk","Eu Tong Sen St","Clarke Quay","Central Region",6.79711223190636
103.8481978,1.287122834,0.1,0.975,0.353,0.5,"5029","Others","Boat Quay","Sth Bridge Rd","Boat Quay","Central Region",7.713070063054
103.8425428,1.282938191,0.034,0.962,0.313,0.125,"5039","Others","New Bridge Ctr","New Bridge Rd","Chinatown","Central Region",6.75626434968805
103.8445507,1.285311148,0.007,0.954,0.27,0.125,"5049","Others","Chinatown Pt","New Bridge Rd","China Square","Central Region",6.60088868452887
103.8457504,1.286764201,0.005,0.947,0.259,0.125,"5059","Others","Hong Lim Pk","New Bridge Rd","Boat Quay","Central Region",6.56377884595477
103.8402979,1.2802763,0,0.964,0.256,0.125,"5069","Others","Outram Pk Stn Exit H","New Bridge Rd","Chinatown","Central Region",6.5739771855758
103.8463467,1.286011667,0.097,0.97,0.304,0.125,"5129","Others","Hong Lim Pk","Upp Pickering St","Boat Quay","Central Region",6.88746125204433
103.8453381,1.284073056,0.065,0.966,0.335,0.25,"5131","Others","Opp Hong Lim Cplx","Upp Cross St","Chinatown","Central Region",7.12357400399405
103.8452806,1.282091396,0.003,0.942,0.289,0.125,"5189","Others","Opp Sri Mariamman Tp","Sth Bridge Rd","Chinatown","Central Region",6.60935286793324
103.8466605,1.284514558,0.008,0.938,0.319,0.25,"5199","Others","Opp Hong Lim Cplx","Sth Bridge Rd","China Square","Central Region",6.92327093006147
103.8415105,1.27854113,0.003,0.957,0.237,0.125,"5239","Others","Bef The Pinnacle@Duxton","Neil Rd","Chinatown","Central Region",6.53227352117215
103.8422749,1.280719882,0.005,0.981,0.215,0.25,"5241","Others","Opp Blk 333","Kreta Ayer Rd","Chinatown","Central Region",6.783423942942
103.8426271,1.279794478,0.003,0.95,0.261,0.125,"5259","Others","Aft Kreta Ayer Rd","Neil Rd","Chinatown","Central Region",6.56800834755951
103.8446005,1.280977473,0.004,0.913,0.289,0.125,"5269","Downtown Core","Maxwell Rd FC","Sth Bridge Rd","Maxwell","Central Region",6.5648085379678
103.8438221,1.279753295,0.005,0.974,0.238,0.125,"5271","Others","Opp Fairfield Meth Ch","Tg Pagar Rd","Chinatown","Central Region",6.5659517299319
103.849114,1.284437,0.097,0.978,0.275,0.125,"5319","Downtown Core","OCBC Ctr","Church St","Phillip","Central Region",6.84444103520345
103.8430919,1.275191657,0.005,0.958,0.291,0.125,"5411","Others","Tg Pagar Plaza","Tg Pagar Rd","Chinatown","Central Region",6.64338792217777
103.8431868,1.274706695,0.004,0.927,0.237,0.125,"5419","Others","The Amara","Tg Pagar Rd","Anson","Central Region",6.48625394832035
103.8434635,1.277774706,0.005,0.966,0.263,0.125,"5421","Others","Aft Craig Rd","Tg Pagar Rd","Chinatown","Central Region",6.60204797432302
103.8437065,1.277694131,0.004,0.92,0.261,0.125,"5429","Others","Bef Craig Rd","Tg Pagar Rd","Chinatown","Central Region",6.5219223157364
103.8420461,1.27408,0.004,0.934,0.214,0.125,"5431","Downtown Core","TOWER 15","Hoe Chiang Rd","Anson","Central Region",6.45206108157532
103.8411269,1.275534722,0.036,0.961,0.287,0.125,"5519","Others","Opp Maritime Hse","Cantonment Rd","Chinatown","Central Region",6.7092223222351
103.8405922,1.276768611,0.048,0.968,0.346,0.25,"5521","Others","Maritime Hse","Cantonment Rd","Everton Park","Central Region",7.11075010599431
103.84187,1.273211389,0.041,0.968,0.353,0.375,"5629","Downtown Core","Opp Southpoint","Cantonment Rd","Anson","Central Region",7.34715426099662
103.8403472,1.273460559,0.053,0.973,0.383,0.25,"5631","Bukit Merah","Blk 16","Cantonment Link","Everton Park","Central Region",7.19882195033477
103.8414062,1.272723931,0.083,0.968,0.21,0.375,"5641","Bukit Merah","Bef Cantonment Rd","Keppel Rd","Everton Park","Central Region",7.16143790830442
103.8409391,1.272384212,0.075,0.941,0.382,0.125,"5649","Bukit Merah","Opp Customs Port Br HQ","Keppel Rd","City Terminals","Central Region",6.94126038665325
103.8430731,1.273218611,0.005,0.951,0.321,0.125,"5651","Downtown Core","Opp Fuji Xerox Twrs","Tg Pagar Rd","Anson","Central Region",6.68951322510238
103.8380139,1.28166,0.058,0.973,0.336,0.25,"6011","Bukit Merah","Opp Outram Pk Stn","Outram Rd","Singapore General Hospital","Central Region",7.12156876353392
103.8383828,1.281770412,0.087,0.984,0.278,0.5,"6029","Bukit Merah","Outram Pk Stn","Outram Rd","People's Park","Central Region",7.55705618835289
103.8387917,1.286070556,0.009,0.976,0.298,0.125,"6031","Others","Opp Blk 13","Chin Swee Rd","Pearl's Hill","Central Region",6.69460353623964
103.8396256,1.287059979,0.023,0.977,0.304,0.125,"6039","Others","Blk 8","Chin Swee Rd","Pearl's Hill","Central Region",6.73882930287909
103.8351771,1.284748569,0.077,0.976,0.239,0.125,"6049","Bukit Merah","BEF OUTRAM FLYOVER","Outram Rd","Pearl's Hill","Central Region",6.72856019625347
103.8340567,1.28475981,0.036,0.951,0.311,0.25,"6051","Bukit Merah","Blk 55","Tiong Bahru Rd","Tiong Bahru","Central Region",6.9909391704574
103.8349616,1.286231577,0.022,0.972,0.256,0.25,"6069","Others","Aft Furama RiverFront","Outram Rd","Pearl's Hill","Central Region",6.88763242020124
103.8336003,1.286858595,0.016,0.957,0.284,0.125,"6071","Bukit Merah","Blk 2B","Zion Rd","Tiong Bahru","Central Region",6.65286107530119
103.8334988,1.288370864,0.016,0.964,0.257,0.375,"6081","Bukit Merah","Blk 94","Zion Rd","Bukit Ho Swee","Central Region",7.10196696486502
103.8344092,1.290781621,0.014,0.964,0.176,0.125,"6129","Bukit Merah","Grand Copthorne Hotel","Kim Seng Rd","Robertson Quay","Central Region",6.44640386124181
103.8322275,1.291524722,0.015,0.947,0.257,0.125,"6131","Bukit Merah","The Boys' Brigade HQ","Zion Rd","Bukit Ho Swee","Central Region",6.58221424924951
103.8338124,1.289633009,0.026,0.951,0.254,0.25,"6141","Bukit Merah","Holiday Inn Atrium","Havelock Rd","Bukit Ho Swee","Central Region",6.8589166595035
103.8341153,1.289840457,0.009,0.963,0.238,0.125,"6149","Bukit Merah","Opp Holiday Inn Atrium","Havelock Rd","Bukit Ho Swee","Central Region",6.55729927892241
103.8373728,1.288709768,0.035,0.967,0.281,0.25,"6151","Others","Hotel Miramar","Havelock Rd","Robertson Quay","Central Region",6.95681492335162
103.8368794,1.289093854,0.009,0.971,0.215,0.125,"6159","Others","Opp Hotel Miramar","Havelock Rd","Robertson Quay","Central Region",6.52464767713666
103.8399429,1.289017057,0.027,0.959,0.298,0.125,"6161","Others","Blk 2","Havelock Rd","Pearl's Hill","Central Region",6.707361620261
103.8399894,1.289370789,0.009,0.978,0.195,0.25,"6169","Others","River Pl Condo","Havelock Rd","Robertson Quay","Central Region",6.74766705063308
103.8425356,1.286101944,0.042,0.973,0.329,0.375,"6171","Others","Opp State Ct","Upp Cross St","Pearl's Hill","Central Region",7.31205925490992
103.8432943,1.287791365,0.077,0.985,0.278,0.375,"6189","Others","Ctrl Sq","Havelock Rd","Clarke Quay","Central Region",7.30920508538113
103.8498102,1.300996991,0.156,0.971,0.413,0.125,"7011","Others","Peace Ctr","Selegie Rd","Selegie","Central Region",7.21597284370535
103.8499578,1.303245216,0.176,0.979,0.387,0.375,"7021","Others","Selegie Ctr","Selegie Rd","Selegie","Central Region",7.71165344309128
103.8512058,1.305720833,0.041,0.93,0.381,0.125,"7031","Others","Tekka Ctr","S'goon Rd","Farrer Park","Central Region",6.84818191391603
103.8531752,1.308793665,0.041,0.937,0.345,0.25,"7111","Others","Broadway Hotel","S'goon Rd","Farrer Park","Central Region",7.04383192956889
103.8563561,1.313137477,0.065,0.944,0.34,0.25,"7211","Kallang","Aft Farrer Pk Stn Exit G","S'goon Rd","Lavender","Central Region",7.09771573260028
103.857819,1.314966,0.052,0.929,0.308,0.25,"7221","Kallang","Sri Vadapathira K Tp","S'goon Rd","Lavender","Central Region",6.98470612756475
103.8573711,1.309658889,0.025,0.937,0.332,0.25,"7231","Kallang","Bef Tai Hoe Hotel","Kitchener Rd","Lavender","Central Region",6.98412180099164
103.8590062,1.315571421,0.002,0.916,0.241,0.125,"7241","Kallang","Bef S'Goon Rd","Lavender St","Lavender","Central Region",6.47185790550985
103.8594669,1.315368056,0.015,0.942,0.308,0.125,"7249","Kallang","Aft Kempas Rd","Lavender St","Bendemeer","Central Region",6.67260834953068
103.8587067,1.310388333,0.063,0.974,0.228,0.125,"7319","Kallang","Aft Allenby Rd","Jln Besar","Lavender","Central Region",6.67365487423647
103.8598909,1.312844726,0.063,0.966,0.252,0.125,"7329","Kallang","Hoa Nam Bldg","Jln Besar","Lavender","Central Region",6.70800865506958
103.8589096,1.308249945,0.025,0.93,0.367,0.125,"7331","Kallang","Aft King George's Ave","Kitchener Rd","Lavender","Central Region",6.78692154583545
103.8605453,1.313518333,0.013,0.965,0.266,0.375,"7351","Kallang","ARC 380","Lavender St","Lavender","Central Region",7.1144107196873
103.8607145,1.313682531,0.016,0.949,0.284,0.125,"7359","Kallang","OPP ARC 380","Lavender St","Kallang Bahru","Central Region",6.64001844356818
103.8618948,1.311676361,0.013,0.958,0.294,0.125,"7361","Kallang","Bef Kallang Bahru","Lavender St","Lavender","Central Region",6.66703501413436
