"long.f","lat.f","between.f","closeness.f","eigen.f","degree.f","BusStopCode","planning_area","Description","RoadName","subzone_name","district","combined.f"
103.7845539,1.296481774,0.013,0.94,0.103,0.25,"18079","Queenstown","Opp NUH","Buona Vista Flyover","One North","Central Region",6.50683704392257
103.7873375,1.294785193,0.008,0.902,0.067,0.125,"18081","Queenstown","Blk 55","Ayer Rajah Cres","One North","Central Region",6.10600194256541
103.7875736,1.294806759,0.008,0.889,0.082,0.125,"18089","Queenstown","S'pore Post","Ayer Rajah Cres","One North","Central Region",6.11698347764047
103.7895362,1.293931694,0.008,0.896,0.074,0.125,"18099","Queenstown","Ayer Rajah Bus Pk","Ayer Rajah Cres","One North","Central Region",6.11127858897015
103.786354,1.292825,0.033,0.928,0.231,0.25,"18101","Queenstown","PSB Science Pk Bldg","Buona Vista Flyover","Kent Ridge","Central Region",6.79217578196151
103.786726,1.294034366,0.022,0.937,0.119,0.125,"18109","Queenstown","Opp PSB Science Pk Bldg","Buona Vista Flyover","One North","Central Region",6.30375729058831
103.7844842,1.300593056,0.024,0.943,0.117,0.25,"18111","Queenstown","Fairfield Meth Pr Sch","Dover Rd","Dover","Central Region",6.56541497911154
103.7846675,1.300046389,0.023,0.912,0.191,0.125,"18119","Queenstown","Opp Fairfield Meth Pr Sch","Dover Rd","Dover","Central Region",6.41290387360948
103.7854209,1.29751168,0.066,0.92,0.209,0.25,"18121","Queenstown","Opp Ayer Rajah Ind Est","Buona Vista Flyover","One North","Central Region",6.80738043848612
103.7857077,1.297762254,0.057,0.945,0.128,0.5,"18129","Queenstown","Ayer Rajah Ind Est","Buona Vista Flyover","One North","Central Region",7.13033149465176
103.7918328,1.289500735,0.107,0.936,0.256,0.25,"18131","Queenstown","Science Pk","AYE","Kent Ridge","Central Region",7.01293718124887
103.7878809,1.304182797,0.067,0.922,0.19,0.125,"18141","Queenstown","Aft Anglo-Chinese JC","Nth Buona Vista Rd","One North","Central Region",6.52299376690793
103.7872414,1.302530011,0.057,0.94,0.134,0.5,"18149","Queenstown","Essec Business Sch","Nth Buona Vista Rd","One North","Central Region",7.13471483423969
103.7886429,1.300510831,0.009,0.858,0.122,0.125,"18151","Queenstown","Opp One-North Stn/Galaxis","Portsdown Rd","One North","Central Region",6.15285221038142
103.7885837,1.300346899,0.009,0.915,0.049,0.125,"18159","Queenstown","One-North Stn/Galaxis","Portsdown Rd","One North","Central Region",6.09038262568565
103.7941291,1.299054786,0.009,0.864,0.11,0.125,"18171","Queenstown","Bef Weyhill Cl","Portsdown Rd","One North","Central Region",6.1376066041524
103.7930455,1.299881075,0.009,0.909,0.055,0.125,"18179","Queenstown","Opp Weyhill Cl","Portsdown Rd","One North","Central Region",6.09369187730154
103.7936936,1.297145853,0.009,0.87,0.1,0.125,"18181","Queenstown","Opp Tanglin Trust Sch","Portsdown Rd","One North","Central Region",6.12639529730088
103.7939032,1.29839663,0.009,0.902,0.06,0.125,"18189","Queenstown","Tanglin Trust Sch","Portsdown Rd","One North","Central Region",6.09315960712876
103.7959439,1.294456111,0.009,0.876,0.09,0.125,"18191","Queenstown","Bef Whitchurch Rd","Portsdown Rd","One North","Central Region",6.11505020001215
103.7940762,1.295443428,0.009,0.896,0.067,0.125,"18199","Queenstown","Aft Whitchurch Rd","Portsdown Rd","One North","Central Region",6.09850202571191
103.7932288,1.294980987,0.009,0.889,0.074,0.125,"18201","Queenstown","Mediacorp Campus","Media Circle","One North","Central Region",6.10214101063749
103.7952226,1.291618169,0.009,0.883,0.082,0.125,"18211","Queenstown","Infinite Studios","Portsdown Rd","One North","Central Region",6.10945771412425
103.7834655,1.296300678,0.004,0.877,0.105,0.125,"18221","Queenstown","NUH","Lower Kent Ridge Rd","National University Of S'pore","Central Region",6.13713806968761
103.7831878,1.296789434,0.004,0.907,0.087,0.125,"18239","Queenstown","Opp NUH","Lower Kent Ridge Rd","National University Of S'pore","Central Region",6.14786908360026
103.7870786,1.290923045,0.011,0.85,0.095,0.125,"18241","Queenstown","Opp Dnv Gl Technology Ctr","Science Pk Dr","Kent Ridge","Central Region",6.08759638864442
103.787127,1.290724,0.011,0.9,0.043,0.125,"18249","Queenstown","Dnv Gl Technology Ctr","Science Pk Dr","Kent Ridge","Central Region",6.05748103077227
103.7884536,1.290681389,0.011,0.856,0.086,0.125,"18251","Queenstown","Opp Reuters","Science Pk Dr","Kent Ridge","Central Region",6.07835531763462
103.7893381,1.290159968,0.011,0.862,0.078,0.125,"18261","Queenstown","Opp DSO Natl Laboratories","Science Pk Dr","Kent Ridge","Central Region",6.07113468400568
103.7891869,1.290103333,0.011,0.894,0.047,0.125,"18269","Queenstown","Bef Reuters","Science Pk Dr","Kent Ridge","Central Region",6.0564608310144
103.7899278,1.288407,0.011,0.868,0.07,0.125,"18271","Queenstown","Blk 85","Science Pk Dr","Kent Ridge","Central Region",6.06381869366242
103.7897662,1.288406368,0.011,0.887,0.052,0.125,"18279","Queenstown","Opp Blk 85","Science Pk Dr","Kent Ridge","Central Region",6.05595000503989
103.7912122,1.287525569,0.011,0.875,0.064,0.125,"18281","Queenstown","The Rutherford","Science Pk Dr","Kent Ridge","Central Region",6.06234556195237
103.791206,1.287381057,0.011,0.881,0.057,0.125,"18289","Queenstown","Opp The Rutherford","Science Pk Dr","Kent Ridge","Central Region",6.05701643388937
103.780927,1.297385215,0.004,0.884,0.095,0.125,"18301","Queenstown","Lim Seng Tjoe Bldg (LT 27)","Lower Kent Ridge Rd","National University Of S'pore","Central Region",6.12746782924898
103.781342,1.297520117,0.004,0.9,0.097,0.125,"18309","Queenstown","Blk S17","Lower Kent Ridge Rd","National University Of S'pore","Central Region",6.15769110050699
103.7779213,1.297438148,0.004,0.89,0.086,0.125,"18311","Queenstown","Blk S12","Lower Kent Ridge Rd","National University Of S'pore","Central Region",6.11815757006877
103.7781311,1.297526389,0.004,0.894,0.107,0.125,"18319","Queenstown","Opp University Hall","Lower Kent Ridge Rd","National University Of S'pore","Central Region",6.16899880939412
103.7756192,1.298793333,0.004,0.896,0.078,0.125,"18321","Queenstown","Opp University Health Ctr","Lower Kent Ridge Rd","National University Of S'pore","Central Region",6.11086817715734
103.7761142,1.298924444,0.004,0.887,0.118,0.125,"18329","Queenstown","University Health Ctr","Lower Kent Ridge Rd","National University Of S'pore","Central Region",6.18063540005931
103.7848914,1.29370722,0.004,0.871,0.116,0.125,"18331","Queenstown","Kent Ridge Stn Exit A/NUH","Lower Kent Ridge Rd","National University Of S'pore","Central Region",6.1503928380706
103.7850791,1.293793029,0.004,0.913,0.079,0.125,"18339","Queenstown","Opp Kent Ridge Stn Exit A","Lower Kent Ridge Rd","National University Of S'pore","Central Region",6.14055643860929
103.7842367,1.307816389,0.006,0.922,0.149,0.125,"19011","Queenstown","Blk 19A CP","C'wealth Ave West","Dover","Central Region",6.30596893722263
103.7847592,1.308073056,0.009,0.93,0.128,0.125,"19019","Queenstown","Blk 27","C'wealth Ave West","Ghim Moh","Central Region",6.28227271122209
103.7812018,1.309654902,0.032,0.929,0.163,0.125,"19021","Queenstown","SP SMA","C'wealth Ave West","Singapore Polytechnic","Central Region",6.40358369647267
103.7820188,1.30956092,0.012,0.923,0.141,0.25,"19029","Queenstown","Opp SP SMA","C'wealth Ave West","Singapore Polytechnic","Central Region",6.55629564622259
103.7783836,1.311234167,0.032,0.936,0.148,0.125,"19031","Queenstown","Dover Stn Exit A","C'wealth Ave West","Singapore Polytechnic","Central Region",6.38419658754015
103.7786839,1.311679511,0.038,0.927,0.156,0.25,"19039","Queenstown","Dover Stn Exit B","C'wealth Ave West","Singapore Polytechnic","Central Region",6.65098857510995
103.7755275,1.312359722,0.032,0.943,0.134,0.25,"19041","Queenstown","Opp Sch Of Science & Tech","C'wealth Ave West","Singapore Polytechnic","Central Region",6.61836962272892
103.7747922,1.312663022,0.038,0.92,0.173,0.125,"19049","Queenstown","Sch Of Science & Tech","C'wealth Ave West","Singapore Polytechnic","Central Region",6.42253943650639
103.7739233,1.308964444,0.021,0.915,0.168,0.125,"19051","Queenstown","New Town Sec Sch","Dover Rd","Singapore Polytechnic","Central Region",6.36686159457265
103.7727225,1.308945,0.011,0.925,0.128,0.125,"19059","Queenstown","University Town","Dover Rd","Dover","Central Region",6.27867265974649
103.7778212,1.307524427,0.021,0.922,0.152,0.125,"19061","Queenstown","Ayer Rajah Telecoms","Dover Rd","Singapore Polytechnic","Central Region",6.34553606836471
103.7767117,1.307787583,0.011,0.919,0.141,0.125,"19069","Queenstown","Opp Ayer Rajah Telecoms","Dover Rd","Dover","Central Region",6.29585544576247
103.7810831,1.305155,0.024,0.929,0.143,0.125,"19071","Queenstown","Opp Acs Independent","Dover Rd","Dover","Central Region",6.34499721365035
103.7801297,1.306103056,0.011,0.912,0.156,0.125,"19079","Queenstown","Dover Ct Intl Sch","Dover Rd","Dover","Central Region",6.31531515282171
103.7828247,1.302569722,0.024,0.936,0.13,0.125,"19081","Queenstown","Opp ACS Boarding Sch","Dover Rd","Dover","Central Region",6.32943470590706
103.7818439,1.303703056,0.023,0.919,0.173,0.25,"19089","Queenstown","Acs Independent","Dover Rd","Dover","Central Region",6.63965077025715
103.7820822,1.307392778,0.011,0.922,0.156,0.125,"19091","Queenstown","S'pore Poly","Dover Ave","Singapore Polytechnic","Central Region",6.33148277359323
103.7819124,1.30697118,0.001,0.922,0.128,0.125,"19099","Queenstown","Opp S'pore Poly","Dover Ave","Dover","Central Region",6.2514285332548
103.7612873,1.313086246,0.086,0.941,0.177,0.25,"20011","Clementi","Blk 506","AYE","Clementi Central","West Region",6.81975759814317
103.7615108,1.313576111,0.081,0.929,0.169,0.125,"20019","Clementi","Blk 431","AYE","Clementi Central","West Region",6.52182599730973
103.7578896,1.316759237,0.047,0.922,0.18,0.125,"20021","Clementi","NEWEST","AYE","West Coast","West Region",6.45958467341693
103.7576799,1.317728339,0.027,0.947,0.105,0.25,"20029","Clementi","OPP NEWEST","AYE","Faber","West Region",6.55334492607489
103.7546468,1.320559871,0.047,0.929,0.163,0.25,"20031","Clementi","The Infiniti","AYE","West Coast","West Region",6.68814990668419
103.7547151,1.321024998,0.027,0.94,0.116,0.125,"20039","Clementi","Opp The Infiniti","AYE","Faber","West Region",6.31338004252775
103.7475443,1.322587082,0.006,0.932,0.148,0.25,"20051","Jurong East","Cycle & Carriage","AYE","Teban Gardens","West Region",6.57179970537078
103.7476935,1.323321088,0.027,0.933,0.128,0.125,"20059","Jurong East","Opp Cycle & Carriage","AYE","International Business Park","West Region",6.3270813860214
103.7429857,1.323806141,0.007,0.912,0.14,0.125,"20061","Jurong East","Aft Jurong Town Hall Rd","Jln Ahmad Ibrahim","Teban Gardens","West Region",6.27353383832734
103.7441879,1.324056365,0.023,0.939,0.123,0.25,"20069","Jurong East","Bef Jurong Town Hall Rd","Jln Ahmad Ibrahim","Lakeside","West Region",6.56926774982866
103.7387923,1.326604729,0.048,0.919,0.155,0.25,"20081","Jurong East","Carrier S'pore","Jln Ahmad Ibrahim","Teban Gardens","West Region",6.65785328935636
103.739223,1.327029677,0.032,0.934,0.135,0.25,"20089","Jurong East","Opp Carrier S'pore","Jln Ahmad Ibrahim","Lakeside","West Region",6.6059478404134
103.7622193,1.319937142,0.029,0.923,0.192,0.125,"20101","Clementi","Nan Hua Pr Sch","C'wealth Ave West","Faber","West Region",6.44594402323056
103.76207,1.320852201,0.021,0.954,0.096,0.25,"20109","Clementi","Blk 203","C'wealth Ave West","Clementi North","West Region",6.53236122506075
103.73708,1.320239722,0.022,0.91,0.108,0.25,"20121","Jurong East","Opp Blk 51","West Coast Rd","Teban Gardens","West Region",6.48890654969245
103.7375411,1.32034555,0.024,0.919,0.116,0.25,"20129","Jurong East","Bet Blks 50/51","West Coast Rd","Teban Gardens","West Region",6.52463284187304
103.7518512,1.315593616,0.035,0.914,0.16,0.125,"20131","Clementi","S'pore Food Industries Bldg","West Coast Rd","Pandan","West Region",6.37982915843779
103.7520438,1.315841669,0.021,0.931,0.104,0.125,"20139","Clementi","Opp Angliss Bldg","West Coast Rd","West Coast","West Region",6.2604727925802
103.7487711,1.317719998,0.035,0.921,0.145,0.25,"20141","Jurong East","Opp Blk 408","West Coast Rd","Teban Gardens","West Region",6.61217579895035
103.7489727,1.317959697,0.021,0.924,0.115,0.125,"20149","Jurong East","Blk 408","West Coast Rd","Teban Gardens","West Region",6.27223267513851
103.7463105,1.318296687,0.023,0.927,0.131,0.25,"20151","Jurong East","Opp Blk 411","West Coast Rd","Teban Gardens","West Region",6.56653267347187
103.7464017,1.318511375,0.019,0.933,0.118,0.25,"20159","Jurong East","Blk 411","West Coast Rd","Teban Gardens","West Region",6.54032534492799
103.742137,1.319154766,0.007,0.912,0.115,0.125,"20161","Jurong East","Opp Blks 34/35","West Coast Rd","Teban Gardens","West Region",6.22165707304315
103.7425125,1.319283478,0.02,0.932,0.103,0.375,"20169","Jurong East","Blk 35","West Coast Rd","Teban Gardens","West Region",6.74801603958787
103.7398443,1.319676814,0.007,0.919,0.104,0.25,"20171","Jurong East","Opp Blk 47","West Coast Rd","Teban Gardens","West Region",6.4616715402542
103.7391007,1.32000212,0.02,0.925,0.114,0.125,"20179","Jurong East","Aft Teban Gdns Rd","West Coast Rd","Teban Gardens","West Region",6.26954045411858
103.7474585,1.320484789,0.003,0.91,0.12,0.125,"20181","Jurong East","Ayer Rajah CC","Pandan Gdns","Teban Gardens","West Region",6.21988511313199
103.747273,1.320305014,0.013,0.934,0.123,0.375,"20189","Jurong East","Opp Ayer Rajah CC","Pandan Gdns","Teban Gardens","West Region",6.77751224485013
103.7484564,1.319241667,0.003,0.917,0.109,0.125,"20191","Jurong East","Blk 407","Pandan Gdns","Teban Gardens","West Region",6.2082214235245
103.7481997,1.319081111,0.013,0.927,0.136,0.125,"20199","Jurong East","Blk 410","Pandan Gdns","Teban Gardens","West Region",6.30292049147745
103.7434053,1.321276111,0.021,0.911,0.136,0.125,"20201","Jurong East","Teban Gdn PO","Teban Gdns Rd","Teban Gardens","West Region",6.2948402663371
103.7440744,1.320433333,0.01,0.934,0.091,0.375,"20209","Jurong East","Bef Jurong Town Hall Rd","Teban Gdns Rd","Teban Gardens","West Region",6.70365521512
103.74184,1.321771939,0.021,0.918,0.123,0.125,"20211","Jurong East","Blk 41","Teban Gdns Rd","Teban Gardens","West Region",6.27921728790154
103.7414333,1.3220569,0.01,0.927,0.1,0.125,"20219","Jurong East","Opp Blk 41","Teban Gdns Rd","Teban Gardens","West Region",6.22113155855074
103.739444,1.322344073,0.021,0.925,0.111,0.25,"20231","Jurong East","Bef Hasanah Mque","Teban Gdns Rd","Teban Gardens","West Region",6.51722776001248
103.7394701,1.322468796,0.01,0.92,0.111,0.125,"20239","Jurong East","Aft Hasanah Mque","Teban Gdns Rd","Teban Gardens","West Region",6.23293482451786
103.7363836,1.321162775,0.006,0.917,0.098,0.125,"20241","Jurong East","Opp Blk 54","Penjuru Rd","Jurong River","West Region",6.19181650128951
103.7367036,1.32162,0.008,0.912,0.127,0.125,"20249","Jurong East","Blk 54","Penjuru Rd","Teban Gardens","West Region",6.24888329679968
103.744471,1.31975501,0.013,0.932,0.122,0.125,"20251","Jurong East","Bef Teban Gdns Rd","Jurong Town Hall Rd","Teban Gardens","West Region",6.28195758748228
103.74477,1.319621876,0.015,0.93,0.127,0.25,"20259","Jurong East","C'wealth Sec Sch","Jurong Town Hall Rd","Teban Gardens","West Region",6.54532625136254
103.7454642,1.321599731,0.029,0.939,0.124,0.25,"20261","Jurong East","Aft Pandan Gdns","Jurong Town Hall Rd","Teban Gardens","West Region",6.58459619372027
103.7458094,1.321517806,0.013,0.923,0.127,0.375,"20269","Jurong East","Bef Pandan Gdns","Jurong Town Hall Rd","Teban Gardens","West Region",6.76807978653418
103.7455089,1.325275533,0.035,0.935,0.143,0.25,"20271","Jurong East","Opp German Ctr","Jurong Town Hall Rd","Lakeside","West Region",6.63064732893421
103.7548421,1.312342195,0.051,0.92,0.177,0.25,"20281","Clementi","Opp The Japanese Sec Sch","West Coast Highway","Pandan","West Region",6.71073395204158
103.7550342,1.312488018,0.021,0.938,0.094,0.25,"20289","Clementi","The Japanese Sec Sch","West Coast Highway","West Coast","West Region",6.50241430094172
103.7577143,1.310950623,0.05,0.913,0.195,0.25,"20291","Clementi","Tanglin Sec Sch","West Coast Rd","Clementi West","West Region",6.73349445370362
103.7585754,1.310928042,0.044,0.945,0.102,0.125,"20299","Clementi","Opp Tanglin Sec Sch","West Coast Rd","Clementi Central","West Region",6.32936922720311
103.7540377,1.310623031,0.015,0.937,0.107,0.125,"20309","Clementi","Blk L Pandan Light Ind Pk","Pandan Loop","Pandan","West Region",6.26311852197357
103.7528442,1.312594685,0.015,0.93,0.118,0.125,"20319","Clementi","Blk T Pandan Light Ind Pk","Pandan Loop","Pandan","West Region",6.2748529182987
103.7510207,1.315033046,0.015,0.923,0.131,0.125,"20329","Clementi","S'pore Food Ind","Pandan Loop","Pandan","West Region",6.29057623272676
103.7492633,1.313291389,0.015,0.917,0.145,0.125,"20331","Clementi","Vejoil Pte Ltd","Pandan Loop","Pandan","West Region",6.30976852537871
103.7504733,1.311864722,0.015,0.91,0.16,0.125,"20341","Clementi","Pan Tech Ind Cplx","Pandan Loop","Pandan","West Region",6.32916013649479
103.7286685,1.325343288,0.045,0.924,0.141,0.25,"21011","Jurong East","Aft Jurong Lake","Jln Ahmad Ibrahim","Jurong River","West Region",6.63066082730918
103.7270332,1.325548678,0.032,0.927,0.15,0.125,"21019","Jurong East","Aft Yuan Ching Rd","Jln Ahmad Ibrahim","Lakeside","West Region",6.37379055742081
103.7237901,1.324193222,0.03,0.93,0.128,0.125,"21021","Jurong East","Bef Jurong Port Rd","Jln Ahmad Ibrahim","Jurong River","West Region",6.32885803681537
103.7218077,1.324297286,0.018,0.929,0.146,0.25,"21029","Jurong West","AFT CORP PL","Jln Ahmad Ibrahim","Taman Jurong","West Region",6.58961796510441
103.7201203,1.320919722,0.017,0.93,0.063,0.125,"21041","Boon Lay","Aft Jln Terusan","Jurong Port Rd","Liu Fang","West Region",6.16273727924964
103.7202452,1.321072505,0.016,0.88,0.146,0.125,"21049","Boon Lay","Bef Jln Terusan","Jurong Port Rd","Jurong River","West Region",6.25400411644565
103.7304481,1.312256111,0.004,0.899,0.098,0.125,"21051","Jurong East","Bef Penjuru Rd","Jln Boon Lay","Jurong River","West Region",6.1581788388736
103.7301381,1.311953889,0.005,0.903,0.08,0.125,"21059","Jurong East","Aft Penjuru Rd","Jln Boon Lay","Penjuru Crescent","West Region",6.12873490335357
103.7191853,1.312373056,0.018,0.89,0.108,0.125,"21069","Jurong East","Bef Jln Tepong","Jurong Port Rd","Jurong Port","West Region",6.19584319317378
103.7222674,1.313942214,0.004,0.892,0.108,0.125,"21071","Jurong East","Jurong Abattoir","Jln Buroh","Jurong River","West Region",6.16784771814048
103.7227976,1.31342751,0.024,0.91,0.085,0.25,"21079","Jurong East","Opp Jurong Abattoir","Jln Buroh","Jurong Port","West Region",6.44476735385096
103.7229645,1.312064875,0.018,0.903,0.088,0.125,"21089","Jurong East","Bef Jln Buroh","Fishery Port Rd","Jurong Port","West Region",6.1747550896339
103.7111035,1.310143773,0.006,0.865,0.057,0.125,"21099","Jurong East","Jurong Island Checkpt","Jurong Pier Way","Jurong Port","West Region",6.01973604778596
103.7210977,1.311002999,0.018,0.897,0.098,0.125,"21109","Jurong East","Ctrl Fish Proc Fty","Jln Tepong","Jurong Port","West Region",6.18617894355268
103.7123833,1.314426405,0.006,0.871,0.052,0.125,"21111","Boon Lay","Aft Jurong Pier Rd","Jln Buroh","Liu Fang","West Region",6.0187019739122
103.7120194,1.313972918,0.006,0.859,0.063,0.125,"21119","Jurong East","Bef Jurong Pier Rd","Jln Buroh","Jurong Port","West Region",6.02287859673717
103.7160169,1.31469131,0.006,0.877,0.047,0.125,"21121","Boon Lay","SPC Svc Stn","Jln Buroh","Liu Fang","West Region",6.0176205073014
103.7149314,1.314274438,0.006,0.853,0.07,0.125,"21129","Jurong East","Opp SPC Svc Stn","Jln Buroh","Jurong Port","West Region",6.02810582061767
103.7179936,1.314708333,0.006,0.884,0.042,0.125,"21131","Boon Lay","Bef Jurong Port Rd","Jln Buroh","Liu Fang","West Region",6.01811891933166
103.7184656,1.314330447,0.006,0.847,0.077,0.125,"21139","Jurong East","Aft Jurong Port Rd","Jln Buroh","Jurong Port","West Region",6.03325545569076
103.7195737,1.315174311,0.017,0.916,0.077,0.125,"21141","Jurong East","Aft Jln Buroh","Jurong Port Rd","Liu Fang","West Region",6.1701642084434
103.719896,1.315633,0.016,0.893,0.119,0.25,"21149","Jurong East","Jurong Port Workshops","Jurong Port Rd","Jurong River","West Region",6.47102325933864
103.7198894,1.316992032,0.017,0.923,0.07,0.125,"21151","Boon Lay","CWT Distripark","Jurong Port Rd","Liu Fang","West Region",6.16649119724741
103.7204292,1.318685624,0.016,0.887,0.132,0.125,"21159","Boon Lay","Sin Soon Huat","Jurong Port Rd","Jurong River","West Region",6.23652680107101
103.7127413,1.350439494,0.017,0.952,0.239,0.375,"21161","Jurong West","Blk 216B","Corporation Rd","Boon Lay Place","West Region",7.04970158944808
103.7127581,1.350743561,0.003,0.908,0.246,0.125,"21169","Jurong West","Opp Blk 216B","Corporation Rd","Hong Kah","West Region",6.47096531908859
103.7190661,1.325816389,0.048,0.937,0.116,0.25,"21171","Boon Lay","OPP CORP PL","Corporation Rd","Tukang","West Region",6.60630693423439
103.7192953,1.325861667,0.035,0.923,0.161,0.25,"21179","Boon Lay","CORP PL","Corporation Rd","Taman Jurong","West Region",6.6481623928222
103.720953,1.329915,0.041,0.933,0.105,0.25,"21181","Boon Lay","Opp Blk 161","Corporation Rd","Tukang","West Region",6.56155807175422
103.7212229,1.330260466,0.027,0.916,0.161,0.125,"21189","Boon Lay","Blk 161","Corporation Rd","Taman Jurong","West Region",6.36749903851478
103.7204454,1.332909822,0.036,0.94,0.095,0.125,"21191","Jurong West","Jurong Stadium","Corporation Rd","Taman Jurong","West Region",6.28906590429753
103.7205129,1.333309472,0.014,0.909,0.166,0.125,"21199","Jurong West","Opp Jurong Stadium","Corporation Rd","Taman Jurong","West Region",6.3375358838781
103.7177864,1.336833964,0.036,0.954,0.078,0.125,"21201","Jurong West","Sime Rengo Packaging Ltd","Corporation Rd","Chin Bee","West Region",6.27545983759883
103.718056,1.336876486,0.014,0.896,0.203,0.125,"21209","Jurong West","Opp Sime Rengo Packaging Ltd","Corporation Rd","Taman Jurong","West Region",6.3910302174114
103.7160683,1.340049722,0.052,0.962,0.139,0.25,"21211","Jurong West","Opp Lakepoint Condo","Corporation Rd","Chin Bee","West Region",6.70288500434757
103.7162593,1.340103561,0.019,0.925,0.225,0.25,"21219","Jurong West","Lakepoint Condo","Corporation Rd","Taman Jurong","West Region",6.74456917743421
103.716007,1.34206,0.019,0.918,0.248,0.125,"21229","Jurong West","Opp S'Pore A'Space Mfg","Corporation Rd","Taman Jurong","West Region",6.52677341362393
103.7159904,1.343595351,0.001,0.932,0.137,0.125,"21231","Jurong West","Blk 203","Corporation Rd","Boon Lay Place","West Region",6.28618868345671
103.7163304,1.344504826,0.006,0.928,0.194,0.125,"21239","Jurong West","Opp Blk 203","Corporation Rd","Hong Kah","West Region",6.40693342796618
103.7123543,1.349736652,0.134,0.955,0.262,0.375,"21241","Jurong West","Opp Blk 213","Boon Lay Ave","Boon Lay Place","West Region",7.3499213347034
103.7124932,1.34958422,0.089,0.953,0.156,0.125,"21249","Jurong West","Blk 213","Boon Lay Ave","Boon Lay Place","West Region",6.55096493568045
103.7103474,1.336241214,0.027,0.884,0.253,0.125,"21251","Jurong West","Sime Darby","Chin Bee Dr","Chin Bee","West Region",6.49910721148753
103.710437,1.336041349,0.017,0.964,0.081,0.125,"21259","Jurong West","Opp Sime Darby","Chin Bee Dr","Chin Bee","West Region",6.25595127505369
103.7102509,1.33393514,0.017,0.956,0.089,0.125,"21261","Jurong West","AFT CHIN BEE AVE","Quality Rd","Chin Bee","West Region",6.26013250507244
103.7104976,1.334181836,0.027,0.89,0.229,0.25,"21269","Jurong West","Bef Chin Bee Ave","Quality Rd","Chin Bee","West Region",6.71348038712098
103.7194732,1.334658968,0.036,0.947,0.086,0.125,"21271","Jurong West","Opp Assyakirin Mque","Corporation Rd","Taman Jurong","West Region",6.28125414680232
103.7195252,1.334912826,0.014,0.902,0.184,0.125,"21279","Jurong West","Assyakirin Mque","Corporation Rd","Taman Jurong","West Region",6.36263794266815
103.7094335,1.31585423,0.009,0.928,0.032,0.125,"21291","Boon Lay","Aft Jln Buroh","Jurong Pier Rd","Liu Fang","West Region",6.07421161127624
103.7099458,1.315870349,0.02,0.813,0.153,0.125,"21299","Boon Lay","Bef Jln Buroh","Jurong Pier Rd","Liu Fang","West Region",6.16733246263246
103.7099705,1.318497215,0.009,0.935,0.029,0.125,"21301","Boon Lay","Opp Jln Pesawat","Jurong Pier Rd","Liu Fang","West Region",6.07889249962536
103.710547,1.319190308,0.02,0.808,0.169,0.125,"21309","Boon Lay","Aft Jln Pesawat","Jurong Pier Rd","Liu Fang","West Region",6.19168966776515
103.7095638,1.323205141,0.009,0.942,0.026,0.125,"21311","Boon Lay","Bef Tractor Rd","Jln Boon Lay","Tukang","West Region",6.08354414454317
103.7098042,1.323773402,0.02,0.803,0.187,0.125,"21319","Boon Lay","Opp Tractor Rd","Jln Boon Lay","Tukang","West Region",6.21980685269086
103.7088543,1.326240558,0.009,0.949,0.024,0.125,"21321","Boon Lay","UTOC ENGRG","Jln Boon Lay","Tukang","West Region",6.09037851368708
103.7090179,1.326915483,0.02,0.798,0.207,0.125,"21329","Boon Lay","OPP UTOC ENGRG","Jln Boon Lay","Tukang","West Region",6.25159144285373
103.7079679,1.330290492,0.009,0.956,0.022,0.125,"21331","Jurong West","Opp Premier Milk Pte Ltd","Jln Boon Lay","Kian Teck","West Region",6.09719134705422
103.7083232,1.330424656,0.02,0.792,0.229,0.125,"21339","Jurong West","Premier Milk Pte Ltd","Jln Boon Lay","Chin Bee","West Region",6.28528827215974
103.7089583,1.335173458,0.009,0.964,0.02,0.125,"21341","Jurong West","Opp Beecham Pte Ltd","Jln Boon Lay","Kian Teck","West Region",6.1055847739759
103.7092447,1.335064598,0.02,0.787,0.253,0.125,"21349","Jurong West","Beecham Pte Ltd","Jln Boon Lay","Chin Bee","West Region",6.32411793945196
103.7095643,1.338821386,0.027,0.971,0.073,0.125,"21351","Jurong West","BEF BOON LAY WAY","Jln Boon Lay","Kian Teck","West Region",6.2722119589122
103.7099597,1.338670103,0.048,0.879,0.279,0.25,"21359","Jurong West","AFT ST KINETICS","Jln Boon Lay","Chin Bee","West Region",6.83924219920112
103.7076718,1.343023233,0.14,0.948,0.302,0.25,"21361","Jurong West","Blk 695","Jln Boon Lay","Jurong West Central","West Region",7.18978016622377
103.7080031,1.343091237,0.197,0.971,0.228,0.375,"21369","Jurong West","Opp Blk 695","Jln Boon Lay","Boon Lay Place","West Region",7.43708543472364
103.7061787,1.345227226,0.24,0.948,0.297,0.375,"21371","Jurong West","Blk 680C","Jln Boon Lay","Jurong West Central","West Region",7.6198007423264
103.7064891,1.345348552,0.273,0.966,0.252,0.375,"21379","Jurong West","Blk 263","Jln Boon Lay","Boon Lay Place","West Region",7.62591798652024
103.7086071,1.349646534,0.002,0.901,0.269,0.125,"21381","Jurong West","ST. JOSEPH'S HME","Jurong West Ave 2","Wenya","West Region",6.50222474830401
103.7089646,1.349514399,0.007,0.959,0.216,0.125,"21389","Jurong West","OPP ST. JOSEPH'S HME","Jurong West Ave 2","Boon Lay Place","West Region",6.50294127290694
