"from","to","DAY_TYPE","weight","category"
"243","202","WEEKDAY",480,1
"208","202","WEEKENDS/HOLIDAY",60,1
"176","202","WEEKDAY",20,1
"216","202","WEEKDAY",40,1
"202","202","WEEKDAY",1940,1
"202","202","WEEKENDS/HOLIDAY",300,1
"216","202","WEEKENDS/HOLIDAY",60,1
"208","208","WEEKENDS/HOLIDAY",80,1
"241","208","WEEKDAY",20,1
"248","208","WEEKDAY",400,1
"216","208","WEEKDAY",60,1
"241","208","WEEKENDS/HOLIDAY",20,1
"212","208","WEEKDAY",20,1
"251","208","WEEKDAY",100,1
"239","208","WEEKDAY",400,1
"200","208","WEEKDAY",380,1
"145","208","WEEKDAY",20,1
"251","208","WEEKENDS/HOLIDAY",60,1
"67","208","WEEKDAY",20,1
"200","208","WEEKENDS/HOLIDAY",100,1
"266","208","WEEKDAY",80,1
"231","208","WEEKENDS/HOLIDAY",20,1
"208","208","WEEKDAY",180,1
"168","208","WEEKDAY",40,1
"248","208","WEEKENDS/HOLIDAY",100,1
"163","208","WEEKDAY",20,1
"231","208","WEEKDAY",140,1
"176","208","WEEKDAY",80,1
"45","208","WEEKENDS/HOLIDAY",40,1
"5","208","WEEKDAY",20,1
"228","208","WEEKDAY",120,1
"266","208","WEEKENDS/HOLIDAY",100,1
"126","208","WEEKENDS/HOLIDAY",40,1
"239","208","WEEKENDS/HOLIDAY",40,1
"8","14","WEEKDAY",7880,1
"8","14","WEEKENDS/HOLIDAY",1780,1
"233","114","WEEKDAY",20,1
"59","84","WEEKDAY",360,1
"113","84","WEEKDAY",80,1
"59","84","WEEKENDS/HOLIDAY",120,1
"130","206","WEEKENDS/HOLIDAY",20,1
"30","206","WEEKDAY",500,1
"283","206","WEEKDAY",20,1
"195","206","WEEKENDS/HOLIDAY",80,1
"136","206","WEEKDAY",20,1
"222","206","WEEKENDS/HOLIDAY",460,1
"255","206","WEEKENDS/HOLIDAY",640,1
"283","206","WEEKENDS/HOLIDAY",60,1
"195","206","WEEKDAY",80,1
"95","206","WEEKDAY",20,1
"268","206","WEEKENDS/HOLIDAY",1640,1
"281","206","WEEKENDS/HOLIDAY",80,1
"130","206","WEEKDAY",40,1
"233","206","WEEKENDS/HOLIDAY",40,1
"281","206","WEEKDAY",240,1
"233","206","WEEKDAY",20,1
"320","206","WEEKENDS/HOLIDAY",40,1
"95","206","WEEKENDS/HOLIDAY",20,1
"268","206","WEEKDAY",880,1
"255","206","WEEKDAY",140,1
"320","206","WEEKDAY",40,1
"222","206","WEEKDAY",680,1
"152","112","WEEKENDS/HOLIDAY",40,1
"79","112","WEEKDAY",20,1
"86","112","WEEKDAY",60,1
"242","157","WEEKENDS/HOLIDAY",20,1
"113","157","WEEKDAY",20,1
"162","157","WEEKDAY",460,1
"162","157","WEEKENDS/HOLIDAY",300,1
"249","157","WEEKENDS/HOLIDAY",480,1
"103","157","WEEKENDS/HOLIDAY",20,1
"182","157","WEEKDAY",100,1
"182","157","WEEKENDS/HOLIDAY",20,1
"8","157","WEEKDAY",20,1
"242","157","WEEKDAY",40,1
"254","157","WEEKDAY",40,1
"249","157","WEEKDAY",6080,1
"192","135","WEEKENDS/HOLIDAY",320,1
"77","135","WEEKENDS/HOLIDAY",60,1
"147","135","WEEKENDS/HOLIDAY",60,1
"192","135","WEEKDAY",600,1
"74","104","WEEKENDS/HOLIDAY",20,1
"146","104","WEEKDAY",20,1
"166","152","WEEKENDS/HOLIDAY",1960,1
"135","152","WEEKDAY",640,1
"193","152","WEEKDAY",13740,1
"135","152","WEEKENDS/HOLIDAY",100,1
"150","152","WEEKDAY",140,1
"112","152","WEEKDAY",160,1
"193","152","WEEKENDS/HOLIDAY",7760,1
"150","152","WEEKENDS/HOLIDAY",40,1
"152","152","WEEKDAY",660,1
"166","152","WEEKDAY",1640,1
"172","152","WEEKDAY",9920,1
"206","152","WEEKENDS/HOLIDAY",40,1
"146","152","WEEKENDS/HOLIDAY",280,1
"45","152","WEEKENDS/HOLIDAY",160,1
"144","152","WEEKDAY",20,1
"187","152","WEEKENDS/HOLIDAY",40,1
"177","152","WEEKDAY",20,1
"206","152","WEEKDAY",120,1
"45","152","WEEKDAY",60,1
"112","152","WEEKENDS/HOLIDAY",40,1
"172","152","WEEKENDS/HOLIDAY",1260,1
"152","152","WEEKENDS/HOLIDAY",300,1
"140","152","WEEKDAY",20,1
"146","152","WEEKDAY",460,1
"187","152","WEEKDAY",80,1
"153","149","WEEKENDS/HOLIDAY",700,1
"149","149","WEEKDAY",1240,1
"249","149","WEEKDAY",260,1
"213","149","WEEKDAY",20,1
"272","149","WEEKDAY",440,1
"272","149","WEEKENDS/HOLIDAY",100,1
"232","149","WEEKDAY",20,1
"103","149","WEEKDAY",20,1
"221","149","WEEKDAY",60,1
"149","149","WEEKENDS/HOLIDAY",780,1
"247","149","WEEKENDS/HOLIDAY",40,1
"148","149","WEEKDAY",120,1
"279","149","WEEKDAY",120,1
"199","149","WEEKENDS/HOLIDAY",2300,1
"137","149","WEEKDAY",400,1
"156","149","WEEKENDS/HOLIDAY",20,1
"190","149","WEEKDAY",40,1
"137","149","WEEKENDS/HOLIDAY",80,1
"184","149","WEEKENDS/HOLIDAY",440,1
"247","149","WEEKDAY",460,1
"254","149","WEEKDAY",740,1
"180","149","WEEKENDS/HOLIDAY",40,1
"66","149","WEEKDAY",760,1
"231","149","WEEKENDS/HOLIDAY",100,1
"279","149","WEEKENDS/HOLIDAY",100,1
"249","149","WEEKENDS/HOLIDAY",20,1
"182","149","WEEKENDS/HOLIDAY",280,1
"108","149","WEEKDAY",80,1
"199","149","WEEKDAY",5000,1
"66","149","WEEKENDS/HOLIDAY",280,1
"70","149","WEEKENDS/HOLIDAY",20,1
"153","149","WEEKDAY",1560,1
"184","149","WEEKDAY",940,1
"182","149","WEEKDAY",1080,1
"180","149","WEEKDAY",240,1
"231","149","WEEKDAY",140,1
"189","149","WEEKENDS/HOLIDAY",100,1
"254","149","WEEKENDS/HOLIDAY",200,1
"189","149","WEEKDAY",240,1
"70","149","WEEKDAY",20,1
"6","133","WEEKDAY",20,1
"185","133","WEEKDAY",160,1
"110","133","WEEKDAY",22,1
"137","133","WEEKENDS/HOLIDAY",20,1
"126","133","WEEKENDS/HOLIDAY",60,1
"237","133","WEEKENDS/HOLIDAY",60,1
"195","133","WEEKDAY",6,1
"32","133","WEEKENDS/HOLIDAY",20,1
"200","133","WEEKDAY",80,1
"270","133","WEEKENDS/HOLIDAY",20,1
"38","133","WEEKDAY",120,1
"156","133","WEEKDAY",2,1
"126","133","WEEKDAY",20,1
"163","133","WEEKDAY",540,1
"113","133","WEEKDAY",18,1
"181","133","WEEKDAY",24,1
"133","133","WEEKENDS/HOLIDAY",18,1
"132","133","WEEKDAY",80,1
"270","133","WEEKDAY",440,1
"170","133","WEEKDAY",60,1
"243","133","WEEKDAY",22,1
"200","133","WEEKENDS/HOLIDAY",42,1
"133","133","WEEKDAY",90,1
"132","133","WEEKENDS/HOLIDAY",20,1
"137","133","WEEKDAY",420,1
"185","133","WEEKENDS/HOLIDAY",140,1
"181","133","WEEKENDS/HOLIDAY",10,1
"110","133","WEEKENDS/HOLIDAY",10,1
"163","133","WEEKENDS/HOLIDAY",140,1
"132","113","WEEKENDS/HOLIDAY",60,1
"132","113","WEEKDAY",40,1
"197","113","WEEKDAY",840,1
"197","113","WEEKENDS/HOLIDAY",180,1
"199","113","WEEKDAY",20,1
"199","113","WEEKENDS/HOLIDAY",20,1
"105","82","WEEKDAY",180,1
"77","82","WEEKDAY",20,1
"167","82","WEEKDAY",194,1
"221","82","WEEKDAY",40,1
"68","82","WEEKENDS/HOLIDAY",340,1
"77","82","WEEKENDS/HOLIDAY",80,1
"105","82","WEEKENDS/HOLIDAY",20,1
"167","82","WEEKENDS/HOLIDAY",24,1
"243","82","WEEKDAY",2,1
"138","82","WEEKDAY",60,1
"260","82","WEEKENDS/HOLIDAY",18,1
"109","82","WEEKENDS/HOLIDAY",4,1
"189","82","WEEKDAY",20,1
"109","82","WEEKDAY",22,1
"68","82","WEEKDAY",1820,1
"308","96","WEEKDAY",2,1
"70","96","WEEKENDS/HOLIDAY",18,1
"32","96","WEEKDAY",126,1
"118","96","WEEKDAY",6,1
"221","96","WEEKDAY",90,1
"118","96","WEEKENDS/HOLIDAY",8,1
"70","96","WEEKDAY",18,1
"119","96","WEEKENDS/HOLIDAY",18,1
"133","96","WEEKDAY",2,1
"221","96","WEEKENDS/HOLIDAY",36,1
"163","96","WEEKDAY",12,1
"103","96","WEEKDAY",10,1
"32","96","WEEKENDS/HOLIDAY",18,1
"119","96","WEEKDAY",36,1
"170","96","WEEKENDS/HOLIDAY",34,1
"103","96","WEEKENDS/HOLIDAY",2,1
"170","96","WEEKDAY",50,1
"110","131","WEEKDAY",20,1
"281","131","WEEKDAY",40,1
"165","131","WEEKDAY",180,1
"181","131","WEEKDAY",40,1
"181","131","WEEKENDS/HOLIDAY",20,1
"249","131","WEEKDAY",20,1
"126","131","WEEKDAY",80,1
"320","131","WEEKDAY",20,1
"126","131","WEEKENDS/HOLIDAY",20,1
"70","28","WEEKDAY",20,1
"170","28","WEEKENDS/HOLIDAY",40,1
"287","28","WEEKDAY",20,1
"133","28","WEEKDAY",40,1
"170","28","WEEKDAY",20,1
"48","28","WEEKDAY",260,1
"48","28","WEEKENDS/HOLIDAY",100,1
"126","137","WEEKENDS/HOLIDAY",100,1
"149","137","WEEKENDS/HOLIDAY",20,1
"180","137","WEEKDAY",120,1
"163","137","WEEKDAY",20,1
"250","137","WEEKDAY",100,1
"240","137","WEEKENDS/HOLIDAY",20,1
"103","137","WEEKENDS/HOLIDAY",20,1
"216","137","WEEKDAY",100,1
"202","137","WEEKDAY",20,1
"266","137","WEEKDAY",20,1
"133","137","WEEKDAY",40,1
"202","137","WEEKENDS/HOLIDAY",20,1
"103","137","WEEKDAY",240,1
"250","137","WEEKENDS/HOLIDAY",40,1
"163","137","WEEKENDS/HOLIDAY",20,1
"149","137","WEEKDAY",40,1
"240","137","WEEKDAY",700,1
"272","137","WEEKENDS/HOLIDAY",40,1
"126","137","WEEKDAY",380,1
"138","137","WEEKDAY",60,1
"243","204","WEEKDAY",20,1
"262","204","WEEKENDS/HOLIDAY",20,1
"272","204","WEEKENDS/HOLIDAY",140,1
"231","204","WEEKDAY",780,1
"231","204","WEEKENDS/HOLIDAY",140,1
"263","204","WEEKDAY",340,1
"262","204","WEEKDAY",20,1
"263","204","WEEKENDS/HOLIDAY",40,1
"239","204","WEEKENDS/HOLIDAY",20,1
"272","204","WEEKDAY",200,1
"126","118","WEEKDAY",940,1
"48","118","WEEKENDS/HOLIDAY",140,1
"138","118","WEEKENDS/HOLIDAY",20,1
"24","118","WEEKENDS/HOLIDAY",100,1
"132","118","WEEKENDS/HOLIDAY",20,1
"48","118","WEEKDAY",360,1
"163","118","WEEKENDS/HOLIDAY",240,1
"167","118","WEEKDAY",20,1
"92","118","WEEKDAY",40,1
"69","118","WEEKDAY",280,1
"69","118","WEEKENDS/HOLIDAY",20,1
"163","118","WEEKDAY",1160,1
"24","118","WEEKDAY",120,1
"126","118","WEEKENDS/HOLIDAY",240,1
"183","207","WEEKENDS/HOLIDAY",20,1
"136","207","WEEKDAY",60,1
"237","207","WEEKDAY",300,1
"237","207","WEEKENDS/HOLIDAY",80,1
"54","207","WEEKENDS/HOLIDAY",320,1
"183","207","WEEKDAY",260,1
"136","207","WEEKENDS/HOLIDAY",120,1
"206","207","WEEKDAY",280,1
"206","207","WEEKENDS/HOLIDAY",40,1
"114","207","WEEKDAY",480,1
"54","207","WEEKDAY",340,1
"150","207","WEEKDAY",40,1
"217","250","WEEKDAY",660,1
"132","250","WEEKDAY",60,1
"132","250","WEEKENDS/HOLIDAY",60,1
"250","250","WEEKDAY",120,1
"181","250","WEEKDAY",500,1
"105","250","WEEKDAY",40,1
"250","250","WEEKENDS/HOLIDAY",120,1
"181","250","WEEKENDS/HOLIDAY",100,1
"238","250","WEEKENDS/HOLIDAY",20,1
"105","250","WEEKENDS/HOLIDAY",40,1
"217","250","WEEKENDS/HOLIDAY",180,1
"120","117","WEEKENDS/HOLIDAY",260,1
"117","117","WEEKENDS/HOLIDAY",880,1
"118","117","WEEKENDS/HOLIDAY",100,1
"204","117","WEEKENDS/HOLIDAY",80,1
"120","117","WEEKDAY",220,1
"78","117","WEEKDAY",60,1
"118","117","WEEKDAY",180,1
"29","117","WEEKDAY",40,1
"163","117","WEEKDAY",40,1
"170","117","WEEKENDS/HOLIDAY",680,1
"258","117","WEEKDAY",20,1
"270","117","WEEKDAY",80,1
"200","117","WEEKENDS/HOLIDAY",40,1
"113","117","WEEKDAY",400,1
"107","117","WEEKDAY",100,1
"117","117","WEEKDAY",2280,1
"163","117","WEEKENDS/HOLIDAY",40,1
"113","117","WEEKENDS/HOLIDAY",20,1
"130","117","WEEKDAY",20,1
"133","117","WEEKDAY",160,1
"133","117","WEEKENDS/HOLIDAY",20,1
"262","117","WEEKDAY",80,1
"149","117","WEEKDAY",100,1
"59","117","WEEKDAY",180,1
"167","117","WEEKDAY",100,1
"167","117","WEEKENDS/HOLIDAY",20,1
"204","117","WEEKDAY",200,1
"200","117","WEEKDAY",80,1
"59","117","WEEKENDS/HOLIDAY",200,1
"170","117","WEEKDAY",2000,1
"149","117","WEEKENDS/HOLIDAY",60,1
"262","117","WEEKENDS/HOLIDAY",40,1
"9","11","WEEKDAY",220,1
"11","11","WEEKDAY",200,1
"59","317","WEEKENDS/HOLIDAY",880,1
"120","317","WEEKENDS/HOLIDAY",660,1
"105","317","WEEKDAY",40,1
"167","317","WEEKDAY",60,1
"314","317","WEEKENDS/HOLIDAY",20,1
"314","317","WEEKDAY",20,1
"109","317","WEEKENDS/HOLIDAY",20,1
"120","317","WEEKDAY",1720,1
"284","317","WEEKENDS/HOLIDAY",40,1
"180","317","WEEKDAY",60,1
"194","317","WEEKDAY",180,1
"59","317","WEEKDAY",2280,1
"109","317","WEEKDAY",200,1
"189","317","WEEKENDS/HOLIDAY",40,1
"322","317","WEEKENDS/HOLIDAY",60,1
"156","317","WEEKDAY",40,1
"253","317","WEEKENDS/HOLIDAY",420,1
"284","317","WEEKDAY",360,1
"253","317","WEEKDAY",840,1
"189","317","WEEKDAY",40,1
"143","143","WEEKDAY",20,1
"193","143","WEEKENDS/HOLIDAY",180,1
"193","143","WEEKDAY",660,1
"112","143","WEEKDAY",40,1
"200","198","WEEKDAY",1520,1
"159","198","WEEKENDS/HOLIDAY",260,1
"200","198","WEEKENDS/HOLIDAY",860,1
"159","198","WEEKDAY",2060,1
"218","239","WEEKENDS/HOLIDAY",220,1
"139","239","WEEKDAY",620,1
"218","239","WEEKDAY",960,1
"163","239","WEEKENDS/HOLIDAY",20,1
"139","239","WEEKENDS/HOLIDAY",40,1
"202","239","WEEKENDS/HOLIDAY",40,1
"105","239","WEEKENDS/HOLIDAY",100,1
"202","239","WEEKDAY",40,1
"105","239","WEEKDAY",160,1
"176","239","WEEKDAY",40,1
"163","239","WEEKDAY",120,1
"194","239","WEEKENDS/HOLIDAY",40,1
"194","239","WEEKDAY",80,1
"315","257","WEEKDAY",60,1
"206","257","WEEKENDS/HOLIDAY",20,1
"257","257","WEEKDAY",40,1
"206","257","WEEKDAY",100,1
"35","147","WEEKDAY",60,1
"147","147","WEEKENDS/HOLIDAY",80,1
"80","147","WEEKDAY",1100,1
"80","147","WEEKENDS/HOLIDAY",160,1
"147","147","WEEKDAY",120,1
"146","147","WEEKDAY",20,1
"28","147","WEEKDAY",360,1
"171","147","WEEKDAY",20,1
"91","147","WEEKENDS/HOLIDAY",340,1
"28","147","WEEKENDS/HOLIDAY",320,1
"91","147","WEEKDAY",1040,1
"199","126","WEEKDAY",34,1
"24","126","WEEKDAY",36,1
"199","126","WEEKENDS/HOLIDAY",10,1
"9","126","WEEKENDS/HOLIDAY",2,1
"15","126","WEEKENDS/HOLIDAY",36,1
"270","126","WEEKDAY",198,1
"148","126","WEEKDAY",40,1
"109","126","WEEKDAY",468,1
"167","126","WEEKENDS/HOLIDAY",40,1
"24","126","WEEKENDS/HOLIDAY",18,1
"59","126","WEEKDAY",12,1
"29","126","WEEKDAY",12,1
"9","126","WEEKDAY",2,1
"170","126","WEEKDAY",420,1
"170","126","WEEKENDS/HOLIDAY",30,1
"163","126","WEEKDAY",720,1
"109","126","WEEKENDS/HOLIDAY",216,1
"171","126","WEEKENDS/HOLIDAY",18,1
"171","126","WEEKDAY",18,1
"137","126","WEEKDAY",90,1
"163","126","WEEKENDS/HOLIDAY",306,1
"167","126","WEEKDAY",290,1
"36","126","WEEKENDS/HOLIDAY",2,1
"48","126","WEEKDAY",30,1
"126","126","WEEKENDS/HOLIDAY",36,1
"113","126","WEEKDAY",106,1
"133","126","WEEKDAY",7542,1
"59","126","WEEKENDS/HOLIDAY",4,1
"126","126","WEEKDAY",414,1
"275","126","WEEKENDS/HOLIDAY",12,1
"137","126","WEEKENDS/HOLIDAY",72,1
"113","126","WEEKENDS/HOLIDAY",12,1
"133","126","WEEKENDS/HOLIDAY",90,1
"105","126","WEEKENDS/HOLIDAY",108,1
"208","126","WEEKENDS/HOLIDAY",14,1
"105","126","WEEKDAY",198,1
"8","126","WEEKDAY",54,1
"82","126","WEEKDAY",396,1
"4","126","WEEKDAY",6,1
"82","126","WEEKENDS/HOLIDAY",234,1
"208","126","WEEKDAY",16,1
"239","126","WEEKENDS/HOLIDAY",16,1
"78","126","WEEKENDS/HOLIDAY",2,1
"4","126","WEEKENDS/HOLIDAY",2,1
"31","126","WEEKDAY",36,1
"239","126","WEEKDAY",48,1
"31","126","WEEKENDS/HOLIDAY",54,1
"275","126","WEEKDAY",10,1
"95","126","WEEKDAY",54,1
"72","169","WEEKENDS/HOLIDAY",80,1
"206","169","WEEKDAY",20,1
"36","169","WEEKDAY",60,1
"51","169","WEEKDAY",780,1
"103","169","WEEKDAY",80,1
"60","169","WEEKDAY",60,1
"51","169","WEEKENDS/HOLIDAY",60,1
"36","169","WEEKENDS/HOLIDAY",80,1
"72","169","WEEKDAY",1800,1
"164","169","WEEKENDS/HOLIDAY",20,1
"164","169","WEEKDAY",20,1
"60","169","WEEKENDS/HOLIDAY",60,1
"4","55","WEEKDAY",160,1
"186","55","WEEKDAY",180,1
"4","55","WEEKENDS/HOLIDAY",180,1
"219","297","WEEKENDS/HOLIDAY",20,1
"249","85","WEEKDAY",342,1
"249","85","WEEKENDS/HOLIDAY",54,1
"181","85","WEEKDAY",18,1
"152","166","WEEKDAY",11540,1
"124","166","WEEKDAY",40,1
"152","166","WEEKENDS/HOLIDAY",14080,1
"163","159","WEEKENDS/HOLIDAY",60,1
"145","159","WEEKDAY",500,1
"218","159","WEEKDAY",100,1
"218","159","WEEKENDS/HOLIDAY",100,1
"231","159","WEEKDAY",380,1
"182","159","WEEKDAY",80,1
"231","159","WEEKENDS/HOLIDAY",180,1
"163","159","WEEKDAY",40,1
"253","159","WEEKDAY",20,1
"145","159","WEEKENDS/HOLIDAY",20,1
"208","231","WEEKENDS/HOLIDAY",100,1
"256","231","WEEKENDS/HOLIDAY",340,1
"170","231","WEEKDAY",280,1
"256","231","WEEKDAY",2640,1
"269","231","WEEKENDS/HOLIDAY",60,1
"246","231","WEEKENDS/HOLIDAY",80,1
"170","231","WEEKENDS/HOLIDAY",120,1
"231","231","WEEKENDS/HOLIDAY",80,1
"246","231","WEEKDAY",40,1
"272","231","WEEKDAY",320,1
"231","231","WEEKDAY",400,1
"243","231","WEEKENDS/HOLIDAY",320,1
"190","231","WEEKENDS/HOLIDAY",120,1
"208","231","WEEKDAY",60,1
"202","231","WEEKENDS/HOLIDAY",140,1
"202","231","WEEKDAY",160,1
"266","231","WEEKDAY",20,1
"204","231","WEEKENDS/HOLIDAY",240,1
"243","231","WEEKDAY",740,1
"190","231","WEEKDAY",220,1
"269","231","WEEKDAY",20,1
"272","231","WEEKENDS/HOLIDAY",280,1
"204","231","WEEKDAY",880,1
"267","231","WEEKDAY",20,1
"254","194","WEEKENDS/HOLIDAY",20,1
"70","194","WEEKDAY",20,1
"83","194","WEEKENDS/HOLIDAY",20,1
"231","203","WEEKDAY",200,1
"231","203","WEEKENDS/HOLIDAY",40,1
"225","276","WEEKDAY",15,1
"317","276","WEEKDAY",620,1
"276","276","WEEKENDS/HOLIDAY",380,1
"276","276","WEEKDAY",3020,1
"279","276","WEEKDAY",20,1
"117","244","WEEKDAY",380,1
"117","244","WEEKENDS/HOLIDAY",160,1
"214","244","WEEKDAY",80,1
"254","244","WEEKDAY",1300,1
"254","244","WEEKENDS/HOLIDAY",280,1
"232","244","WEEKENDS/HOLIDAY",40,1
"199","244","WEEKENDS/HOLIDAY",40,1
"189","229","WEEKENDS/HOLIDAY",400,1
"149","229","WEEKENDS/HOLIDAY",40,1
"246","229","WEEKENDS/HOLIDAY",20,1
"243","229","WEEKDAY",40,1
"246","229","WEEKDAY",120,1
"189","229","WEEKDAY",120,1
"133","65","WEEKENDS/HOLIDAY",20,1
"99","65","WEEKENDS/HOLIDAY",20,1
"99","65","WEEKDAY",140,1
"133","65","WEEKDAY",60,1
"204","197","WEEKDAY",80,1
"243","197","WEEKENDS/HOLIDAY",80,1
"149","197","WEEKDAY",160,1
"83","197","WEEKENDS/HOLIDAY",120,1
"83","197","WEEKDAY",120,1
"149","197","WEEKENDS/HOLIDAY",120,1
"163","197","WEEKDAY",940,1
"153","197","WEEKDAY",80,1
"82","197","WEEKDAY",60,1
"243","197","WEEKDAY",240,1
"163","197","WEEKENDS/HOLIDAY",180,1
"170","197","WEEKENDS/HOLIDAY",200,1
"197","197","WEEKDAY",60,1
"168","197","WEEKDAY",100,1
"24","197","WEEKENDS/HOLIDAY",20,1
"82","197","WEEKENDS/HOLIDAY",20,1
"162","197","WEEKDAY",300,1
"167","197","WEEKDAY",60,1
"167","197","WEEKENDS/HOLIDAY",20,1
"118","197","WEEKDAY",40,1
"269","197","WEEKDAY",20,1
"95","197","WEEKDAY",60,1
"170","197","WEEKDAY",320,1
"240","197","WEEKENDS/HOLIDAY",120,1
"240","197","WEEKDAY",460,1
"118","197","WEEKENDS/HOLIDAY",20,1
"38","197","WEEKDAY",100,1
"195","197","WEEKDAY",40,1
"162","197","WEEKENDS/HOLIDAY",200,1
"241","107","WEEKENDS/HOLIDAY",60,1
"156","107","WEEKDAY",220,1
"87","107","WEEKDAY",360,1
"52","107","WEEKDAY",180,1
"8","107","WEEKENDS/HOLIDAY",140,1
"65","107","WEEKENDS/HOLIDAY",300,1
"241","107","WEEKDAY",80,1
"107","107","WEEKDAY",60,1
"236","107","WEEKENDS/HOLIDAY",220,1
"87","107","WEEKENDS/HOLIDAY",20,1
"165","107","WEEKENDS/HOLIDAY",280,1
"240","107","WEEKDAY",80,1
"165","107","WEEKDAY",2220,1
"107","107","WEEKENDS/HOLIDAY",100,1
"7","107","WEEKDAY",100,1
"8","107","WEEKDAY",60,1
"7","107","WEEKENDS/HOLIDAY",20,1
"52","107","WEEKENDS/HOLIDAY",60,1
"65","107","WEEKDAY",360,1
"236","107","WEEKDAY",680,1
"287","303","WEEKDAY",460,1
"287","303","WEEKENDS/HOLIDAY",240,1
"313","278","WEEKDAY",180,1
"313","278","WEEKENDS/HOLIDAY",20,1
"236","278","WEEKENDS/HOLIDAY",40,1
"121","318","WEEKDAY",40,1
"255","318","WEEKENDS/HOLIDAY",20,1
"71","101","WEEKDAY",1340,1
"101","101","WEEKDAY",120,1
"119","101","WEEKDAY",20,1
"169","101","WEEKENDS/HOLIDAY",20,1
"206","101","WEEKDAY",40,1
"70","101","WEEKENDS/HOLIDAY",760,1
"71","101","WEEKENDS/HOLIDAY",120,1
"212","101","WEEKDAY",80,1
"268","101","WEEKDAY",20,1
"206","101","WEEKENDS/HOLIDAY",20,1
"164","101","WEEKENDS/HOLIDAY",1840,1
"101","101","WEEKENDS/HOLIDAY",160,1
"78","101","WEEKENDS/HOLIDAY",20,1
"169","101","WEEKDAY",60,1
"42","101","WEEKDAY",120,1
"78","101","WEEKDAY",40,1
"9","101","WEEKDAY",80,1
"164","101","WEEKDAY",6240,1
"212","101","WEEKENDS/HOLIDAY",160,1
"205","101","WEEKENDS/HOLIDAY",20,1
"70","101","WEEKDAY",3100,1
"110","101","WEEKENDS/HOLIDAY",20,1
"313","45","WEEKENDS/HOLIDAY",6,1
"125","45","WEEKDAY",10,1
"101","45","WEEKENDS/HOLIDAY",74,1
"101","45","WEEKDAY",216,1
"95","45","WEEKENDS/HOLIDAY",36,1
"262","45","WEEKENDS/HOLIDAY",8,1
"57","45","WEEKDAY",1458,1
"168","45","WEEKDAY",10,1
"125","45","WEEKENDS/HOLIDAY",40,1
"163","45","WEEKENDS/HOLIDAY",14,1
"95","45","WEEKDAY",36,1
"238","45","WEEKDAY",2,1
"133","45","WEEKENDS/HOLIDAY",14,1
"238","45","WEEKENDS/HOLIDAY",2,1
"107","45","WEEKENDS/HOLIDAY",36,1
"181","45","WEEKDAY",18,1
"31","45","WEEKDAY",360,1
"46","45","WEEKENDS/HOLIDAY",18,1
"57","45","WEEKENDS/HOLIDAY",468,1
"83","45","WEEKENDS/HOLIDAY",26,1
"168","45","WEEKENDS/HOLIDAY",4,1
"138","45","WEEKENDS/HOLIDAY",14,1
"46","45","WEEKDAY",36,1
"165","45","WEEKDAY",4,1
"58","45","WEEKENDS/HOLIDAY",2,1
"45","45","WEEKENDS/HOLIDAY",180,1
"195","45","WEEKENDS/HOLIDAY",2,1
"135","45","WEEKDAY",6,1
"239","45","WEEKENDS/HOLIDAY",36,1
"45","45","WEEKDAY",434,1
"135","45","WEEKENDS/HOLIDAY",10,1
"48","45","WEEKENDS/HOLIDAY",4,1
"108","103","WEEKDAY",320,1
"59","103","WEEKENDS/HOLIDAY",60,1
"59","103","WEEKDAY",80,1
"283","103","WEEKENDS/HOLIDAY",20,1
"108","103","WEEKENDS/HOLIDAY",20,1
"189","103","WEEKENDS/HOLIDAY",60,1
"82","103","WEEKDAY",20,1
"199","103","WEEKDAY",40,1
"149","103","WEEKDAY",20,1
"82","103","WEEKENDS/HOLIDAY",20,1
"163","103","WEEKDAY",980,1
"135","103","WEEKDAY",100,1
"92","103","WEEKENDS/HOLIDAY",100,1
"163","103","WEEKENDS/HOLIDAY",560,1
"135","103","WEEKENDS/HOLIDAY",20,1
"199","103","WEEKENDS/HOLIDAY",120,1
"71","24","WEEKDAY",380,1
"197","24","WEEKENDS/HOLIDAY",20,1
"83","24","WEEKDAY",40,1
"9","24","WEEKDAY",360,1
"130","24","WEEKDAY",980,1
"120","24","WEEKENDS/HOLIDAY",20,1
"171","24","WEEKDAY",100,1
"101","24","WEEKENDS/HOLIDAY",460,1
"21","24","WEEKDAY",60,1
"171","24","WEEKENDS/HOLIDAY",60,1
"175","24","WEEKENDS/HOLIDAY",20,1
"153","24","WEEKENDS/HOLIDAY",20,1
"30","24","WEEKENDS/HOLIDAY",40,1
"135","24","WEEKDAY",280,1
"83","24","WEEKENDS/HOLIDAY",40,1
"130","24","WEEKENDS/HOLIDAY",140,1
"175","24","WEEKDAY",20,1
"101","24","WEEKDAY",220,1
"197","24","WEEKDAY",100,1
"42","24","WEEKDAY",60,1
"9","24","WEEKENDS/HOLIDAY",160,1
"110","24","WEEKDAY",20,1
"36","24","WEEKDAY",160,1
"42","24","WEEKENDS/HOLIDAY",40,1
"36","24","WEEKENDS/HOLIDAY",180,1
"71","24","WEEKENDS/HOLIDAY",140,1
"135","24","WEEKENDS/HOLIDAY",60,1
"30","24","WEEKDAY",340,1
"120","24","WEEKDAY",20,1
"155","186","WEEKDAY",60,1
"186","186","WEEKENDS/HOLIDAY",80,1
"240","186","WEEKENDS/HOLIDAY",40,1
