"from","to","DAY_TYPE","weight","category"
"167","95","WEEKDAY",2,1
"67","95","WEEKDAY",40,1
"36","95","WEEKDAY",200,1
"42","95","WEEKDAY",520,1
"6","95","WEEKDAY",60,1
"110","95","WEEKDAY",20,1
"42","95","WEEKENDS/HOLIDAY",580,1
"57","95","WEEKDAY",120,1
"6","95","WEEKENDS/HOLIDAY",40,1
"83","95","WEEKDAY",90,1
"101","95","WEEKDAY",40,1
"36","95","WEEKENDS/HOLIDAY",80,1
"57","95","WEEKENDS/HOLIDAY",40,1
"67","95","WEEKENDS/HOLIDAY",20,1
"137","95","WEEKDAY",20,1
"260","248","WEEKENDS/HOLIDAY",60,1
"236","248","WEEKDAY",40,1
"217","248","WEEKDAY",20,1
"240","248","WEEKENDS/HOLIDAY",60,1
"250","248","WEEKDAY",20,1
"251","248","WEEKDAY",1280,1
"176","248","WEEKENDS/HOLIDAY",40,1
"236","248","WEEKENDS/HOLIDAY",20,1
"184","248","WEEKDAY",20,1
"260","248","WEEKDAY",360,1
"200","248","WEEKENDS/HOLIDAY",180,1
"250","248","WEEKENDS/HOLIDAY",60,1
"248","248","WEEKDAY",340,1
"101","248","WEEKDAY",20,1
"248","248","WEEKENDS/HOLIDAY",80,1
"262","248","WEEKENDS/HOLIDAY",1480,1
"228","248","WEEKDAY",40,1
"208","248","WEEKDAY",480,1
"240","248","WEEKDAY",1400,1
"200","248","WEEKDAY",400,1
"262","248","WEEKDAY",1700,1
"208","248","WEEKENDS/HOLIDAY",60,1
"251","248","WEEKENDS/HOLIDAY",180,1
"171","158","WEEKENDS/HOLIDAY",100,1
"146","158","WEEKDAY",520,1
"146","158","WEEKENDS/HOLIDAY",20,1
"177","158","WEEKDAY",660,1
"183","158","WEEKENDS/HOLIDAY",20,1
"171","158","WEEKDAY",60,1
"183","158","WEEKDAY",40,1
"199","39","WEEKDAY",144,1
"163","39","WEEKENDS/HOLIDAY",2,1
"55","39","WEEKDAY",72,1
"163","39","WEEKDAY",6,1
"243","39","WEEKDAY",90,1
"58","39","WEEKDAY",232,1
"149","39","WEEKENDS/HOLIDAY",144,1
"149","39","WEEKDAY",198,1
"199","39","WEEKENDS/HOLIDAY",486,1
"108","39","WEEKENDS/HOLIDAY",90,1
"137","39","WEEKDAY",2,1
"58","39","WEEKENDS/HOLIDAY",126,1
"108","39","WEEKDAY",540,1
"181","36","WEEKDAY",8,1
"53","36","WEEKENDS/HOLIDAY",2,1
"238","36","WEEKENDS/HOLIDAY",28,1
"152","36","WEEKDAY",18,1
"121","36","WEEKENDS/HOLIDAY",6,1
"53","36","WEEKDAY",6,1
"39","36","WEEKENDS/HOLIDAY",108,1
"63","36","WEEKDAY",30,1
"136","36","WEEKDAY",54,1
"48","36","WEEKENDS/HOLIDAY",20,1
"239","36","WEEKDAY",4,1
"110","36","WEEKDAY",2,1
"108","36","WEEKENDS/HOLIDAY",108,1
"170","36","WEEKENDS/HOLIDAY",2,1
"121","36","WEEKDAY",12,1
"39","36","WEEKDAY",190,1
"165","36","WEEKDAY",18,1
"63","36","WEEKENDS/HOLIDAY",12,1
"181","36","WEEKENDS/HOLIDAY",6,1
"165","36","WEEKENDS/HOLIDAY",36,1
"208","36","WEEKENDS/HOLIDAY",12,1
"236","36","WEEKENDS/HOLIDAY",4,1
"101","36","WEEKDAY",90,1
"3","36","WEEKDAY",1152,1
"108","36","WEEKDAY",396,1
"164","36","WEEKDAY",12,1
"238","36","WEEKDAY",120,1
"22","36","WEEKDAY",2,1
"48","36","WEEKDAY",48,1
"3","36","WEEKENDS/HOLIDAY",558,1
"208","36","WEEKDAY",2,1
"285","220","WEEKDAY",20,1
"223","220","WEEKENDS/HOLIDAY",40,1
"268","220","WEEKENDS/HOLIDAY",360,1
"264","220","WEEKENDS/HOLIDAY",20,1
"264","220","WEEKDAY",40,1
"285","220","WEEKENDS/HOLIDAY",160,1
"207","220","WEEKDAY",160,1
"259","220","WEEKDAY",160,1
"268","220","WEEKDAY",100,1
"237","220","WEEKDAY",20,1
"219","259","WEEKDAY",60,1
"259","259","WEEKDAY",280,1
"219","259","WEEKENDS/HOLIDAY",60,1
"259","259","WEEKENDS/HOLIDAY",60,1
"264","259","WEEKENDS/HOLIDAY",40,1
"264","259","WEEKDAY",800,1
"249","240","WEEKENDS/HOLIDAY",20,1
"242","240","WEEKENDS/HOLIDAY",160,1
"163","240","WEEKDAY",340,1
"251","240","WEEKENDS/HOLIDAY",140,1
"170","240","WEEKENDS/HOLIDAY",120,1
"218","240","WEEKENDS/HOLIDAY",20,1
"251","240","WEEKDAY",220,1
"260","240","WEEKENDS/HOLIDAY",40,1
"190","240","WEEKDAY",40,1
"218","240","WEEKDAY",40,1
"260","240","WEEKDAY",180,1
"163","240","WEEKENDS/HOLIDAY",40,1
"249","240","WEEKDAY",140,1
"170","240","WEEKDAY",80,1
"242","240","WEEKDAY",40,1
"69","48","WEEKENDS/HOLIDAY",72,1
"53","48","WEEKENDS/HOLIDAY",252,1
"58","48","WEEKENDS/HOLIDAY",702,1
"167","48","WEEKDAY",2,1
"69","48","WEEKDAY",162,1
"148","48","WEEKENDS/HOLIDAY",10,1
"309","48","WEEKENDS/HOLIDAY",18,1
"168","48","WEEKENDS/HOLIDAY",108,1
"38","48","WEEKENDS/HOLIDAY",62,1
"167","48","WEEKENDS/HOLIDAY",8,1
"110","48","WEEKDAY",4,1
"108","48","WEEKDAY",2,1
"163","48","WEEKDAY",126,1
"46","48","WEEKDAY",6,1
"66","48","WEEKDAY",4,1
"210","48","WEEKDAY",50,1
"148","48","WEEKDAY",30,1
"42","48","WEEKENDS/HOLIDAY",30,1
"100","48","WEEKENDS/HOLIDAY",198,1
"42","48","WEEKDAY",20,1
"100","48","WEEKDAY",396,1
"53","48","WEEKDAY",756,1
"38","48","WEEKDAY",2338,1
"58","48","WEEKDAY",828,1
"45","48","WEEKDAY",972,1
"210","48","WEEKENDS/HOLIDAY",44,1
"163","48","WEEKENDS/HOLIDAY",36,1
"66","48","WEEKENDS/HOLIDAY",4,1
"67","48","WEEKENDS/HOLIDAY",18,1
"72","48","WEEKENDS/HOLIDAY",2,1
"309","48","WEEKDAY",18,1
"176","48","WEEKDAY",2,1
"168","48","WEEKDAY",54,1
"45","48","WEEKENDS/HOLIDAY",792,1
"176","48","WEEKENDS/HOLIDAY",2,1
"9","48","WEEKENDS/HOLIDAY",20,1
"164","48","WEEKDAY",8,1
"236","48","WEEKENDS/HOLIDAY",54,1
"165","48","WEEKENDS/HOLIDAY",4,1
"58","21","WEEKENDS/HOLIDAY",6,1
"58","21","WEEKDAY",4,1
"29","21","WEEKDAY",20,1
"45","21","WEEKENDS/HOLIDAY",40,1
"21","21","WEEKDAY",160,1
"45","21","WEEKDAY",20,1
"41","21","WEEKENDS/HOLIDAY",60,1
"24","8","WEEKENDS/HOLIDAY",54,1
"64","8","WEEKENDS/HOLIDAY",2,1
"64","8","WEEKDAY",2,1
"101","8","WEEKDAY",4,1
"24","8","WEEKDAY",72,1
"167","8","WEEKDAY",2,1
"80","130","WEEKENDS/HOLIDAY",60,1
"80","130","WEEKDAY",80,1
"30","130","WEEKENDS/HOLIDAY",20,1
"151","130","WEEKDAY",260,1
"133","130","WEEKDAY",20,1
"78","130","WEEKENDS/HOLIDAY",4880,1
"78","130","WEEKDAY",30500,1
"24","130","WEEKDAY",20,1
"200","130","WEEKDAY",60,1
"171","130","WEEKDAY",40,1
"151","130","WEEKENDS/HOLIDAY",100,1
"136","130","WEEKENDS/HOLIDAY",320,1
"11","130","WEEKDAY",260,1
"172","130","WEEKENDS/HOLIDAY",140,1
"206","130","WEEKENDS/HOLIDAY",60,1
"133","130","WEEKENDS/HOLIDAY",40,1
"30","130","WEEKDAY",40,1
"206","130","WEEKDAY",60,1
"171","130","WEEKENDS/HOLIDAY",40,1
"172","130","WEEKDAY",400,1
"136","130","WEEKDAY",420,1
"233","168","WEEKDAY",240,1
"72","168","WEEKENDS/HOLIDAY",40,1
"136","168","WEEKENDS/HOLIDAY",20,1
"192","168","WEEKDAY",20,1
"160","168","WEEKDAY",6080,1
"160","168","WEEKENDS/HOLIDAY",4080,1
"233","168","WEEKENDS/HOLIDAY",20,1
"72","168","WEEKDAY",20,1
"53","74","WEEKDAY",20,1
"74","74","WEEKENDS/HOLIDAY",20,1
"100","78","WEEKDAY",20,1
"9","78","WEEKDAY",40,1
"152","78","WEEKDAY",60,1
"147","78","WEEKDAY",40,1
"48","78","WEEKDAY",20,1
"171","78","WEEKENDS/HOLIDAY",740,1
"131","78","WEEKENDS/HOLIDAY",20,1
"114","78","WEEKDAY",20,1
"147","78","WEEKENDS/HOLIDAY",20,1
"78","78","WEEKDAY",800,1
"171","78","WEEKDAY",1320,1
"48","78","WEEKENDS/HOLIDAY",20,1
"38","43","WEEKENDS/HOLIDAY",450,1
"103","43","WEEKENDS/HOLIDAY",24,1
"159","43","WEEKDAY",54,1
"103","43","WEEKDAY",50,1
"223","43","WEEKDAY",2,1
"38","43","WEEKDAY",1764,1
"159","43","WEEKENDS/HOLIDAY",18,1
"7","70","WEEKDAY",80,1
"49","70","WEEKDAY",200,1
"70","70","WEEKDAY",640,1
"70","70","WEEKENDS/HOLIDAY",340,1
"49","70","WEEKENDS/HOLIDAY",120,1
"7","70","WEEKENDS/HOLIDAY",60,1
"218","226","WEEKDAY",40,1
"272","226","WEEKDAY",40,1
"157","226","WEEKENDS/HOLIDAY",40,1
"136","226","WEEKENDS/HOLIDAY",20,1
"34","226","WEEKDAY",60,1
"272","226","WEEKENDS/HOLIDAY",40,1
"239","226","WEEKDAY",520,1
"34","226","WEEKENDS/HOLIDAY",20,1
"239","226","WEEKENDS/HOLIDAY",80,1
"157","226","WEEKDAY",220,1
"195","226","WEEKDAY",20,1
"133","116","WEEKDAY",100,1
"84","116","WEEKDAY",20,1
"197","116","WEEKDAY",60,1
"83","116","WEEKENDS/HOLIDAY",60,1
"116","116","WEEKDAY",260,1
"113","116","WEEKENDS/HOLIDAY",20,1
"113","116","WEEKDAY",200,1
"83","116","WEEKDAY",220,1
"186","116","WEEKDAY",60,1
"186","116","WEEKENDS/HOLIDAY",60,1
"161","116","WEEKDAY",380,1
"163","116","WEEKENDS/HOLIDAY",20,1
"116","116","WEEKENDS/HOLIDAY",40,1
"126","100","WEEKENDS/HOLIDAY",144,1
"308","100","WEEKDAY",2,1
"82","100","WEEKENDS/HOLIDAY",954,1
"92","100","WEEKDAY",20,1
"46","100","WEEKENDS/HOLIDAY",480,1
"283","100","WEEKDAY",18,1
"167","100","WEEKENDS/HOLIDAY",72,1
"27","100","WEEKDAY",252,1
"21","100","WEEKENDS/HOLIDAY",2,1
"133","100","WEEKDAY",360,1
"103","100","WEEKDAY",500,1
"133","100","WEEKENDS/HOLIDAY",72,1
"167","100","WEEKDAY",36,1
"46","100","WEEKDAY",1160,1
"163","100","WEEKDAY",10,1
"231","100","WEEKENDS/HOLIDAY",4,1
"32","100","WEEKDAY",2,1
"82","100","WEEKDAY",1764,1
"163","100","WEEKENDS/HOLIDAY",20,1
"103","100","WEEKENDS/HOLIDAY",180,1
"126","100","WEEKDAY",666,1
"222","245","WEEKDAY",140,1
"268","245","WEEKENDS/HOLIDAY",20,1
"222","245","WEEKENDS/HOLIDAY",120,1
"189","184","WEEKDAY",160,1
"137","184","WEEKDAY",340,1
"243","184","WEEKENDS/HOLIDAY",80,1
"202","184","WEEKENDS/HOLIDAY",20,1
"137","184","WEEKENDS/HOLIDAY",40,1
"202","184","WEEKDAY",40,1
"184","184","WEEKDAY",20,1
"243","184","WEEKDAY",420,1
"24","33","WEEKDAY",60,1
"42","33","WEEKDAY",100,1
"78","57","WEEKENDS/HOLIDAY",36,1
"167","57","WEEKDAY",2,1
"38","57","WEEKENDS/HOLIDAY",18,1
"189","57","WEEKENDS/HOLIDAY",54,1
"110","57","WEEKDAY",66,1
"87","57","WEEKENDS/HOLIDAY",60,1
"219","57","WEEKDAY",76,1
"38","57","WEEKDAY",54,1
"78","57","WEEKDAY",18,1
"189","57","WEEKDAY",36,1
"46","57","WEEKDAY",36,1
"219","57","WEEKENDS/HOLIDAY",46,1
"45","57","WEEKDAY",40,1
"224","57","WEEKENDS/HOLIDAY",62,1
"110","57","WEEKENDS/HOLIDAY",44,1
"87","57","WEEKDAY",180,1
"45","57","WEEKENDS/HOLIDAY",8,1
"126","57","WEEKENDS/HOLIDAY",20,1
"224","57","WEEKDAY",110,1
"136","57","WEEKENDS/HOLIDAY",2,1
"126","57","WEEKDAY",54,1
"33","57","WEEKDAY",12,1
"33","57","WEEKENDS/HOLIDAY",12,1
"116","71","WEEKDAY",20,1
"45","71","WEEKENDS/HOLIDAY",20,1
"30","71","WEEKDAY",200,1
"240","71","WEEKDAY",100,1
"35","195","WEEKDAY",20,1
"205","195","WEEKENDS/HOLIDAY",20,1
"138","63","WEEKDAY",20,1
"103","63","WEEKDAY",54,1
"173","63","WEEKENDS/HOLIDAY",60,1
"167","63","WEEKDAY",40,1
"29","63","WEEKENDS/HOLIDAY",18,1
"68","63","WEEKDAY",36,1
"46","63","WEEKENDS/HOLIDAY",60,1
"167","63","WEEKENDS/HOLIDAY",20,1
"42","63","WEEKDAY",20,1
"236","63","WEEKDAY",20,1
"46","63","WEEKDAY",300,1
"78","63","WEEKDAY",20,1
"173","63","WEEKDAY",40,1
"107","63","WEEKDAY",20,1
"29","63","WEEKDAY",64,1
"69","63","WEEKDAY",20,1
"4","63","WEEKDAY",36,1
"30","63","WEEKDAY",36,1
"172","63","WEEKDAY",108,1
"186","106","WEEKDAY",40,1
"78","106","WEEKENDS/HOLIDAY",20,1
"186","106","WEEKENDS/HOLIDAY",40,1
"30","106","WEEKENDS/HOLIDAY",40,1
"72","106","WEEKDAY",20,1
"30","106","WEEKDAY",320,1
"147","106","WEEKDAY",60,1
"206","222","WEEKENDS/HOLIDAY",3200,1
"206","222","WEEKDAY",7000,1
"100","88","WEEKDAY",20,1
"119","88","WEEKENDS/HOLIDAY",60,1
"52","88","WEEKENDS/HOLIDAY",20,1
"48","88","WEEKDAY",80,1
"52","88","WEEKDAY",80,1
"119","88","WEEKDAY",740,1
"2","88","WEEKDAY",20,1
"220","120","WEEKDAY",72,1
"130","120","WEEKENDS/HOLIDAY",4,1
"126","120","WEEKENDS/HOLIDAY",540,1
"130","120","WEEKDAY",28,1
"131","120","WEEKDAY",8,1
"220","120","WEEKENDS/HOLIDAY",90,1
"317","120","WEEKDAY",40,1
"131","120","WEEKENDS/HOLIDAY",2,1
"317","120","WEEKENDS/HOLIDAY",200,1
"182","120","WEEKENDS/HOLIDAY",720,1
"309","120","WEEKENDS/HOLIDAY",220,1
"309","120","WEEKDAY",200,1
"126","120","WEEKDAY",1040,1
"241","120","WEEKENDS/HOLIDAY",20,1
"182","120","WEEKDAY",1530,1
"241","120","WEEKDAY",40,1
"270","262","WEEKDAY",60,1
"279","262","WEEKENDS/HOLIDAY",20,1
"226","262","WEEKDAY",640,1
"261","262","WEEKDAY",60,1
"225","262","WEEKDAY",160,1
"279","262","WEEKDAY",60,1
"273","262","WEEKDAY",460,1
"261","262","WEEKENDS/HOLIDAY",60,1
"200","262","WEEKDAY",40,1
"249","262","WEEKENDS/HOLIDAY",20,1
"226","262","WEEKENDS/HOLIDAY",160,1
"262","262","WEEKDAY",180,1
"228","262","WEEKDAY",120,1
"273","262","WEEKENDS/HOLIDAY",180,1
"189","232","WEEKDAY",20,1
"182","232","WEEKENDS/HOLIDAY",40,1
"214","232","WEEKDAY",380,1
"214","232","WEEKENDS/HOLIDAY",40,1
"232","232","WEEKDAY",60,1
"83","87","WEEKDAY",32,1
"22","87","WEEKENDS/HOLIDAY",72,1
"12","87","WEEKDAY",6,1
"126","87","WEEKDAY",90,1
"70","87","WEEKENDS/HOLIDAY",18,1
"22","87","WEEKDAY",126,1
"7","87","WEEKDAY",40,1
"110","87","WEEKDAY",72,1
"126","87","WEEKENDS/HOLIDAY",144,1
"83","87","WEEKENDS/HOLIDAY",54,1
"189","167","WEEKENDS/HOLIDAY",480,1
"38","167","WEEKDAY",520,1
"12","167","WEEKDAY",20,1
"118","167","WEEKDAY",40,1
"258","167","WEEKDAY",20,1
"197","167","WEEKDAY",10,1
"170","167","WEEKDAY",20,1
"208","167","WEEKENDS/HOLIDAY",20,1
"96","167","WEEKENDS/HOLIDAY",100,1
"269","167","WEEKDAY",20,1
"258","167","WEEKENDS/HOLIDAY",40,1
"163","167","WEEKENDS/HOLIDAY",140,1
"96","167","WEEKDAY",400,1
"213","167","WEEKENDS/HOLIDAY",20,1
"27","167","WEEKDAY",40,1
"83","167","WEEKDAY",660,1
"46","167","WEEKDAY",20,1
"22","167","WEEKDAY",20,1
"189","167","WEEKDAY",1280,1
"149","167","WEEKDAY",860,1
"208","167","WEEKDAY",120,1
"170","167","WEEKENDS/HOLIDAY",40,1
"48","167","WEEKDAY",260,1
"48","167","WEEKENDS/HOLIDAY",80,1
"163","167","WEEKDAY",180,1
"69","167","WEEKENDS/HOLIDAY",20,1
"82","167","WEEKENDS/HOLIDAY",20,1
"246","167","WEEKDAY",40,1
"199","167","WEEKDAY",200,1
"133","167","WEEKDAY",20,1
"108","167","WEEKENDS/HOLIDAY",20,1
"8","167","WEEKDAY",20,1
"149","167","WEEKENDS/HOLIDAY",300,1
"167","167","WEEKENDS/HOLIDAY",880,1
"69","167","WEEKDAY",20,1
"132","167","WEEKDAY",80,1
"272","167","WEEKDAY",20,1
"246","167","WEEKENDS/HOLIDAY",40,1
"182","167","WEEKDAY",680,1
"221","167","WEEKDAY",40,1
"199","167","WEEKENDS/HOLIDAY",120,1
"167","167","WEEKDAY",1420,1
"83","167","WEEKENDS/HOLIDAY",240,1
"182","167","WEEKENDS/HOLIDAY",80,1
"190","167","WEEKDAY",20,1
"10","268","WEEKENDS/HOLIDAY",20,1
"219","268","WEEKDAY",80,1
"45","268","WEEKDAY",20,1
"10","268","WEEKDAY",20,1
"307","268","WEEKDAY",40,1
"268","268","WEEKDAY",600,1
"288","268","WEEKDAY",80,1
"220","268","WEEKDAY",200,1
"288","268","WEEKENDS/HOLIDAY",20,1
"257","268","WEEKENDS/HOLIDAY",20,1
"268","268","WEEKENDS/HOLIDAY",2040,1
"70","268","WEEKDAY",20,1
"257","268","WEEKDAY",20,1
"233","268","WEEKENDS/HOLIDAY",20,1
"206","268","WEEKENDS/HOLIDAY",60,1
"206","268","WEEKDAY",380,1
"220","268","WEEKENDS/HOLIDAY",100,1
"219","268","WEEKENDS/HOLIDAY",120,1
"163","105","WEEKENDS/HOLIDAY",20,1
"167","105","WEEKENDS/HOLIDAY",40,1
"103","105","WEEKDAY",160,1
"163","105","WEEKDAY",100,1
"242","105","WEEKENDS/HOLIDAY",160,1
"242","105","WEEKDAY",120,1
"167","105","WEEKDAY",20,1
"239","105","WEEKDAY",20,1
"103","105","WEEKENDS/HOLIDAY",80,1
"147","170","WEEKDAY",20,1
"108","170","WEEKDAY",240,1
"24","170","WEEKENDS/HOLIDAY",40,1
"184","170","WEEKDAY",20,1
"195","170","WEEKDAY",540,1
"130","170","WEEKDAY",60,1
"197","170","WEEKENDS/HOLIDAY",240,1
"170","170","WEEKENDS/HOLIDAY",40,1
"130","170","WEEKENDS/HOLIDAY",40,1
"24","170","WEEKDAY",80,1
"228","170","WEEKDAY",60,1
"108","170","WEEKENDS/HOLIDAY",20,1
"182","170","WEEKDAY",20,1
"133","170","WEEKDAY",140,1
"184","170","WEEKENDS/HOLIDAY",40,1
"163","170","WEEKENDS/HOLIDAY",60,1
"246","170","WEEKDAY",20,1
"197","170","WEEKDAY",440,1
"189","170","WEEKENDS/HOLIDAY",220,1
"138","170","WEEKDAY",120,1
"195","170","WEEKENDS/HOLIDAY",140,1
"117","170","WEEKDAY",4800,1
"167","170","WEEKENDS/HOLIDAY",280,1
"189","170","WEEKDAY",60,1
"138","170","WEEKENDS/HOLIDAY",20,1
"167","170","WEEKDAY",380,1
"117","170","WEEKENDS/HOLIDAY",1040,1
"204","170","WEEKENDS/HOLIDAY",200,1
"101","170","WEEKDAY",20,1
"137","170","WEEKENDS/HOLIDAY",100,1
"204","170","WEEKDAY",420,1
"170","170","WEEKDAY",20,1
"137","170","WEEKDAY",280,1
"15","170","WEEKDAY",40,1
"248","170","WEEKENDS/HOLIDAY",280,1
"239","170","WEEKENDS/HOLIDAY",840,1
"248","170","WEEKDAY",580,1
"190","170","WEEKENDS/HOLIDAY",100,1
"190","170","WEEKDAY",300,1
"239","170","WEEKDAY",1160,1
"168","125","WEEKDAY",760,1
"125","125","WEEKENDS/HOLIDAY",40,1
"168","125","WEEKENDS/HOLIDAY",320,1
"67","125","WEEKDAY",10060,1
"125","125","WEEKDAY",120,1
"67","125","WEEKENDS/HOLIDAY",3620,1
"237","255","WEEKDAY",20,1
"66","255","WEEKDAY",100,1
"185","255","WEEKENDS/HOLIDAY",60,1
"66","255","WEEKENDS/HOLIDAY",40,1
"174","255","WEEKENDS/HOLIDAY",120,1
"220","255","WEEKDAY",40,1
"255","255","WEEKDAY",40,1
"206","255","WEEKENDS/HOLIDAY",320,1
"174","255","WEEKDAY",300,1
"233","255","WEEKDAY",40,1
"233","255","WEEKENDS/HOLIDAY",120,1
"57","255","WEEKENDS/HOLIDAY",20,1
"6","255","WEEKDAY",20,1
"185","255","WEEKDAY",140,1
"207","255","WEEKENDS/HOLIDAY",480,1
"106","255","WEEKDAY",40,1
"206","255","WEEKDAY",1320,1
"255","255","WEEKENDS/HOLIDAY",340,1
"207","255","WEEKDAY",520,1
"220","127","WEEKDAY",20,1
"121","127","WEEKDAY",6660,1
"121","127","WEEKENDS/HOLIDAY",620,1
"320","292","WEEKDAY",100,1
"320","292","WEEKENDS/HOLIDAY",320,1
"220","185","WEEKDAY",60,1
"25","185","WEEKENDS/HOLIDAY",80,1
"175","185","WEEKDAY",20,1
"220","185","WEEKENDS/HOLIDAY",60,1
"56","185","WEEKDAY",40,1
"56","185","WEEKENDS/HOLIDAY",20,1
"215","185","WEEKENDS/HOLIDAY",20,1
"112","86","WEEKENDS/HOLIDAY",20,1
"112","86","WEEKDAY",20,1
"217","4","WEEKDAY",20,1
"54","4","WEEKDAY",380,1
"24","4","WEEKDAY",20,1
"54","4","WEEKENDS/HOLIDAY",220,1
"95","4","WEEKDAY",80,1
"130","4","WEEKENDS/HOLIDAY",20,1
"119","4","WEEKDAY",220,1
"119","4","WEEKENDS/HOLIDAY",40,1
"217","4","WEEKENDS/HOLIDAY",20,1
"130","4","WEEKDAY",100,1
"52","4","WEEKENDS/HOLIDAY",40,1
"95","4","WEEKENDS/HOLIDAY",100,1
"12","4","WEEKENDS/HOLIDAY",220,1
"12","4","WEEKDAY",1220,1
"188","4","WEEKDAY",60,1
"167","4","WEEKDAY",20,1
"52","4","WEEKDAY",20,1
"29","4","WEEKENDS/HOLIDAY",100,1
"24","156","WEEKENDS/HOLIDAY",140,1
"268","156","WEEKDAY",20,1
"24","156","WEEKDAY",300,1
"211","156","WEEKENDS/HOLIDAY",20,1
"211","156","WEEKDAY",20,1
"188","233","WEEKDAY",80,1
"134","233","WEEKDAY",20,1
"211","233","WEEKENDS/HOLIDAY",60,1
"211","233","WEEKDAY",120,1
"173","233","WEEKDAY",120,1
"175","233","WEEKENDS/HOLIDAY",60,1
"233","233","WEEKDAY",4500,1
"175","233","WEEKDAY",480,1
"255","233","WEEKDAY",120,1
"210","233","WEEKDAY",20,1
"147","233","WEEKDAY",20,1
"30","233","WEEKDAY",240,1
"255","233","WEEKENDS/HOLIDAY",20,1
"136","233","WEEKDAY",20,1
"233","233","WEEKENDS/HOLIDAY",3160,1
"135","119","WEEKENDS/HOLIDAY",300,1
"212","119","WEEKDAY",20,1
"67","119","WEEKDAY",160,1
"129","119","WEEKDAY",20,1
"135","119","WEEKDAY",220,1
"164","119","WEEKDAY",340,1
"164","119","WEEKENDS/HOLIDAY",140,1
"107","136","WEEKENDS/HOLIDAY",20,1
"313","136","WEEKDAY",1280,1
"228","136","WEEKENDS/HOLIDAY",20,1
"6","136","WEEKENDS/HOLIDAY",60,1
"136","136","WEEKENDS/HOLIDAY",20,1
"6","136","WEEKDAY",100,1
"130","136","WEEKENDS/HOLIDAY",1800,1
"164","136","WEEKENDS/HOLIDAY",20,1
"83","136","WEEKENDS/HOLIDAY",60,1
"65","136","WEEKENDS/HOLIDAY",100,1
"136","136","WEEKDAY",20,1
"83","136","WEEKDAY",60,1
"107","136","WEEKDAY",20,1
"184","136","WEEKDAY",20,1
"197","136","WEEKENDS/HOLIDAY",20,1
"65","136","WEEKDAY",60,1
"245","136","WEEKDAY",80,1
"211","136","WEEKENDS/HOLIDAY",20,1
"10","136","WEEKDAY",20,1
"164","136","WEEKDAY",160,1
"200","136","WEEKDAY",20,1
"211","136","WEEKDAY",60,1
"197","136","WEEKDAY",180,1
"130","136","WEEKDAY",8580,1
"313","136","WEEKENDS/HOLIDAY",140,1
"31","177","WEEKDAY",80,1
"64","177","WEEKENDS/HOLIDAY",20,1
"64","177","WEEKDAY",160,1
"175","177","WEEKENDS/HOLIDAY",460,1
"119","177","WEEKENDS/HOLIDAY",20,1
"146","177","WEEKENDS/HOLIDAY",80,1
"152","177","WEEKENDS/HOLIDAY",3640,1
"146","177","WEEKDAY",120,1
"192","177","WEEKENDS/HOLIDAY",140,1
"172","177","WEEKENDS/HOLIDAY",20,1
"129","177","WEEKDAY",20,1
"116","177","WEEKDAY",200,1
"177","177","WEEKDAY",720,1
"177","177","WEEKENDS/HOLIDAY",280,1
"175","177","WEEKDAY",740,1
"160","177","WEEKDAY",180,1
"174","177","WEEKDAY",2000,1
"193","177","WEEKENDS/HOLIDAY",1460,1
"119","177","WEEKDAY",260,1
"192","177","WEEKDAY",480,1
"193","177","WEEKDAY",1940,1
"172","177","WEEKDAY",80,1
"160","177","WEEKENDS/HOLIDAY",20,1
"174","177","WEEKENDS/HOLIDAY",160,1
"152","177","WEEKDAY",8880,1
"175","237","WEEKDAY",11420,1
"109","237","WEEKDAY",100,1
"237","237","WEEKDAY",20,1
"175","237","WEEKENDS/HOLIDAY",2740,1
"48","237","WEEKENDS/HOLIDAY",40,1
"109","237","WEEKENDS/HOLIDAY",100,1
"169","243","WEEKDAY",40,1
"266","243","WEEKDAY",820,1
"180","243","WEEKDAY",20,1
"306","243","WEEKDAY",20,1
"9","243","WEEKENDS/HOLIDAY",20,1
"248","243","WEEKENDS/HOLIDAY",240,1
"273","243","WEEKENDS/HOLIDAY",100,1
"208","243","WEEKDAY",40,1
"254","243","WEEKDAY",120,1
"208","243","WEEKENDS/HOLIDAY",40,1
"282","243","WEEKDAY",140,1
"231","243","WEEKDAY",820,1
"248","243","WEEKDAY",780,1
"136","243","WEEKDAY",60,1
"254","243","WEEKENDS/HOLIDAY",20,1
"282","243","WEEKENDS/HOLIDAY",20,1
"218","243","WEEKENDS/HOLIDAY",120,1
"306","243","WEEKENDS/HOLIDAY",20,1
"218","243","WEEKDAY",240,1
"246","243","WEEKDAY",100,1
"83","243","WEEKENDS/HOLIDAY",20,1
"8","243","WEEKENDS/HOLIDAY",20,1
"246","243","WEEKENDS/HOLIDAY",100,1
"266","243","WEEKENDS/HOLIDAY",180,1
"273","243","WEEKDAY",40,1
"231","243","WEEKENDS/HOLIDAY",440,1
"239","243","WEEKDAY",20,1
"218","202","WEEKDAY",40,1
"260","202","WEEKDAY",180,1
"204","202","WEEKDAY",20,1
"190","202","WEEKDAY",220,1
"204","202","WEEKENDS/HOLIDAY",20,1
"243","202","WEEKENDS/HOLIDAY",180,1
"218","202","WEEKENDS/HOLIDAY",40,1
"149","202","WEEKENDS/HOLIDAY",20,1
"208","202","WEEKDAY",180,1
"260","202","WEEKENDS/HOLIDAY",120,1
