X1,DAY_TYPE,TIME_PER_HOUR,TOTAL_TRIPS,BusStopCode_x,BusStopCode_y
4168,WEEKDAY,19,60,72041,62249
4169,WEEKENDS/HOLIDAY,19,100,72041,62249
4170,WEEKENDS/HOLIDAY,11,2,5241,7361
4171,WEEKENDS/HOLIDAY,16,20,20171,20209
4172,WEEKDAY,13,120,47571,58271
4173,WEEKENDS/HOLIDAY,13,100,47571,58271
4174,WEEKENDS/HOLIDAY,22,100,14329,10189
4175,WEEKDAY,12,60,13171,11221
4176,WEEKDAY,6,320,44221,40039
4177,WEEKENDS/HOLIDAY,6,80,44221,40039
4178,WEEKENDS/HOLIDAY,16,100,63309,71081
4179,WEEKDAY,16,120,63309,71081
4180,WEEKENDS/HOLIDAY,10,54,11511,8138
4181,WEEKDAY,10,18,11511,8138
4182,WEEKDAY,20,680,59579,59231
4183,WEEKENDS/HOLIDAY,20,160,59579,59231
4184,WEEKDAY,10,4,50209,3218
4185,WEEKDAY,15,900,13021,11231
4186,WEEKDAY,15,900,13021,11231
4187,WEEKENDS/HOLIDAY,15,40,13021,11231
4188,WEEKENDS/HOLIDAY,15,40,13021,11231
4189,WEEKENDS/HOLIDAY,12,20,67061,63341
4190,WEEKDAY,9,36,92159,1329
4191,WEEKENDS/HOLIDAY,9,72,92159,1329
4192,WEEKDAY,13,1320,44239,43529
4193,WEEKENDS/HOLIDAY,13,320,44239,43529
4194,WEEKDAY,11,340,52451,52181
4195,WEEKENDS/HOLIDAY,11,500,52451,52181
4196,WEEKDAY,15,20,53221,67121
4197,WEEKENDS/HOLIDAY,15,60,53221,67121
4198,WEEKDAY,20,2,58029,1521
4199,WEEKDAY,10,80,93019,40091
4200,WEEKENDS/HOLIDAY,6,2,42169,6031
4201,WEEKENDS/HOLIDAY,5,60,43341,28401
4202,WEEKDAY,5,1280,43341,28401
4203,WEEKENDS/HOLIDAY,11,94,8057,3509
4204,WEEKDAY,11,112,8057,3509
4205,WEEKENDS/HOLIDAY,17,20,53081,58399
4206,WEEKDAY,17,20,53081,58399
4207,WEEKENDS/HOLIDAY,22,20,13059,44191
4208,WEEKDAY,22,20,13059,44191
4209,WEEKENDS/HOLIDAY,16,20,43141,42039
4210,WEEKDAY,16,40,43141,42039
4211,WEEKENDS/HOLIDAY,9,60,41049,11059
4212,WEEKDAY,9,240,41049,11059
4213,WEEKENDS/HOLIDAY,13,20,92059,70291
4214,WEEKDAY,9,20,17031,20161
4215,WEEKENDS/HOLIDAY,6,20,71029,52039
4216,WEEKDAY,6,180,71029,52039
4217,WEEKDAY,13,40,66461,66471
4218,WEEKDAY,19,40,64611,54279
4219,WEEKENDS/HOLIDAY,19,20,64611,54279
4220,WEEKDAY,19,20,14151,19021
4221,WEEKDAY,12,36,76079,8057
4222,WEEKENDS/HOLIDAY,12,54,76079,8057
4223,WEEKDAY,8,660,53069,51099
4224,WEEKENDS/HOLIDAY,8,40,53069,51099
4225,WEEKDAY,11,2,14129,4151
4226,WEEKENDS/HOLIDAY,11,4,14129,4151
4227,WEEKDAY,15,20,43429,16239
4228,WEEKDAY,18,1100,60241,80109
4229,WEEKENDS/HOLIDAY,18,180,60241,80109
4230,WEEKENDS/HOLIDAY,16,2,8138,5069
4231,WEEKDAY,16,6,8138,5069
4232,WEEKENDS/HOLIDAY,8,40,98059,67441
4233,WEEKDAY,7,30,70109,7529
4234,WEEKENDS/HOLIDAY,7,22,70109,7529
4235,WEEKDAY,17,2340,75339,75101
4236,WEEKENDS/HOLIDAY,17,180,75339,75101
4237,WEEKDAY,18,234,10289,6169
4238,WEEKENDS/HOLIDAY,18,90,10289,6169
4239,WEEKDAY,0,20,81109,67079
4240,WEEKDAY,8,300,70289,82032
4241,WEEKENDS/HOLIDAY,8,100,70289,82032
4242,WEEKENDS/HOLIDAY,12,162,8138,5029
4243,WEEKDAY,12,270,8138,5029
4244,WEEKDAY,9,20,11111,54301
4245,WEEKENDS/HOLIDAY,18,160,20191,16019
4246,WEEKDAY,18,380,20191,16019
4247,WEEKDAY,9,504,11139,9038
4248,WEEKENDS/HOLIDAY,9,342,11139,9038
4249,WEEKENDS/HOLIDAY,18,54,3151,8041
4250,WEEKDAY,18,1692,3151,8041
4251,WEEKDAY,14,120,12121,12129
4252,WEEKENDS/HOLIDAY,14,40,12121,12129
4253,WEEKDAY,12,180,93069,82029
4254,WEEKENDS/HOLIDAY,12,180,93069,82029
4255,WEEKDAY,7,20,23349,24541
4256,WEEKDAY,14,60,92049,18071
4257,WEEKDAY,13,880,46801,46921
4258,WEEKENDS/HOLIDAY,13,40,46801,46921
4259,WEEKENDS/HOLIDAY,9,60,64399,64039
4260,WEEKDAY,9,180,64399,64039
4261,WEEKDAY,9,20,4111,11211
4262,WEEKDAY,19,160,43431,60119
4263,WEEKENDS/HOLIDAY,19,140,43431,60119
4264,WEEKENDS/HOLIDAY,7,18,5029,5069
4265,WEEKENDS/HOLIDAY,18,40,75299,84481
4266,WEEKDAY,18,460,75299,84481
4267,WEEKDAY,13,60,7361,52139
4268,WEEKDAY,22,20,56269,56051
4269,WEEKENDS/HOLIDAY,7,18,28431,6169
4270,WEEKDAY,13,80,6169,10009
4271,WEEKENDS/HOLIDAY,20,80,66491,65149
4272,WEEKDAY,20,220,66491,65149
4273,WEEKDAY,14,60,7111,52499
4274,WEEKENDS/HOLIDAY,14,60,7111,52499
4275,WEEKDAY,14,80,96061,97201
4276,WEEKDAY,23,60,11381,11239
4277,WEEKENDS/HOLIDAY,23,20,11381,11239
4278,WEEKENDS/HOLIDAY,10,14,63399,7319
4279,WEEKDAY,10,16,63399,7319
4280,WEEKDAY,13,20,17389,11149
4281,WEEKENDS/HOLIDAY,13,20,17389,11149
4282,WEEKENDS/HOLIDAY,15,80,76161,76171
4283,WEEKDAY,15,20,76161,76171
4284,WEEKDAY,9,60,74021,75319
4285,WEEKENDS/HOLIDAY,18,20,4223,50051
4286,WEEKDAY,18,360,4223,50051
4287,WEEKDAY,8,216,15049,3031
4288,WEEKDAY,9,440,80101,60139
4289,WEEKENDS/HOLIDAY,9,520,80101,60139
4290,WEEKDAY,6,4,1039,5649
4291,WEEKENDS/HOLIDAY,6,6,1039,5649
4292,WEEKENDS/HOLIDAY,16,22,54219,9219
4293,WEEKDAY,16,60,54219,9219
4294,WEEKDAY,15,2,10429,1012
4295,WEEKENDS/HOLIDAY,11,20,43061,43091
4296,WEEKDAY,5,20,57071,59431
4297,WEEKDAY,20,1,11089,28021
4298,WEEKDAY,20,19,11089,28021
4299,WEEKENDS/HOLIDAY,20,40,9037,75051
4300,WEEKDAY,20,140,9037,75051
4301,WEEKDAY,17,400,3031,93041
4302,WEEKDAY,23,19,40239,10041
4303,WEEKDAY,23,1,40239,10041
4304,WEEKDAY,18,60,52329,84621
4305,WEEKDAY,19,20,16081,28689
4306,WEEKENDS/HOLIDAY,19,100,16081,28689
4307,WEEKENDS/HOLIDAY,19,12,60219,7211
4308,WEEKDAY,19,104,60219,7211
4309,WEEKDAY,13,60,92049,28439
4310,WEEKENDS/HOLIDAY,21,80,80029,58299
4311,WEEKDAY,11,25,43091,59009
4312,WEEKDAY,11,75,43091,59009
4313,WEEKENDS/HOLIDAY,11,40,78059,93099
4314,WEEKDAY,11,40,78059,93099
4315,WEEKDAY,21,36,4179,2061
4316,WEEKENDS/HOLIDAY,21,18,4179,2061
4317,WEEKDAY,13,1420,44451,44689
4318,WEEKENDS/HOLIDAY,13,220,44451,44689
