X1,DAY_TYPE,TIME_PER_HOUR,TOTAL_TRIPS,BusStopCode_x,BusStopCode_y
0,WEEKENDS/HOLIDAY,16,80,4168,10051
1,WEEKDAY,16,60,4168,10051
2,WEEKENDS/HOLIDAY,14,80,80119,90079
3,WEEKDAY,14,240,80119,90079
4,WEEKDAY,17,260,20281,20141
5,WEEKENDS/HOLIDAY,17,40,20281,20141
6,WEEKDAY,7,20,19051,10017
7,WEEKENDS/HOLIDAY,17,18,11169,4219
8,WEEKDAY,14,40,81049,70161
9,WEEKENDS/HOLIDAY,14,20,81049,70161
10,WEEKDAY,13,2,51059,4019
11,WEEKENDS/HOLIDAY,13,6,51059,4019
12,WEEKENDS/HOLIDAY,10,2,82049,15151
13,WEEKDAY,10,152,82049,15151
14,WEEKDAY,10,8,82049,15151
15,WEEKENDS/HOLIDAY,10,38,82049,15151
16,WEEKDAY,20,100,83169,82149
17,WEEKENDS/HOLIDAY,20,40,83169,82149
18,WEEKENDS/HOLIDAY,9,4,14179,3071
19,WEEKDAY,9,28,14179,3071
20,WEEKDAY,14,20,43241,44211
21,WEEKENDS/HOLIDAY,14,40,43241,44211
22,WEEKENDS/HOLIDAY,15,120,14519,28649
23,WEEKDAY,17,20,65431,70259
24,WEEKENDS/HOLIDAY,14,20,44111,45309
25,WEEKDAY,14,60,44111,45309
26,WEEKENDS/HOLIDAY,16,80,14249,43431
27,WEEKENDS/HOLIDAY,14,220,76209,82029
28,WEEKDAY,14,60,76209,82029
29,WEEKENDS/HOLIDAY,7,60,71071,84011
30,WEEKDAY,7,100,71071,84011
31,WEEKDAY,19,80,92079,11419
32,WEEKDAY,14,50,92231,3019
33,WEEKENDS/HOLIDAY,14,24,92231,3019
34,WEEKENDS/HOLIDAY,9,60,46491,43119
35,WEEKENDS/HOLIDAY,11,60,93019,28009
36,WEEKDAY,8,20,11321,11341
37,WEEKDAY,10,600,28349,28009
38,WEEKENDS/HOLIDAY,10,320,28349,28009
39,WEEKDAY,11,360,76061,67241
40,WEEKENDS/HOLIDAY,11,300,76061,67241
41,WEEKENDS/HOLIDAY,10,40,83101,55251
42,WEEKENDS/HOLIDAY,21,120,60249,60161
43,WEEKDAY,21,320,60249,60161
44,WEEKENDS/HOLIDAY,19,40,60261,63349
45,WEEKDAY,19,620,60261,63349
46,WEEKDAY,17,100,11459,14169
47,WEEKENDS/HOLIDAY,17,100,11459,14169
48,WEEKDAY,17,2,17079,4321
49,WEEKENDS/HOLIDAY,17,10,17079,4321
50,WEEKENDS/HOLIDAY,18,60,55171,54199
51,WEEKDAY,18,240,55171,54199
52,WEEKENDS/HOLIDAY,9,500,28091,21419
53,WEEKDAY,9,560,28091,21419
54,WEEKDAY,17,40,66031,70049
55,WEEKENDS/HOLIDAY,17,20,66031,70049
56,WEEKDAY,6,5,14129,59009
57,WEEKDAY,6,15,14129,59009
58,WEEKDAY,19,180,15129,16011
59,WEEKENDS/HOLIDAY,13,60,9212,42021
60,WEEKDAY,13,60,9212,42021
61,WEEKENDS/HOLIDAY,14,40,84491,62011
62,WEEKDAY,14,40,84491,62011
63,WEEKDAY,17,20,28459,17169
64,WEEKDAY,12,340,7531,44129
65,WEEKENDS/HOLIDAY,12,320,7531,44129
66,WEEKDAY,10,18,3111,9022
67,WEEKDAY,11,20,15229,91081
68,WEEKENDS/HOLIDAY,15,20,2151,14101
69,WEEKDAY,15,20,2151,14101
70,WEEKDAY,20,60,7531,52329
71,WEEKDAY,8,20,96031,98011
72,WEEKDAY,9,8820,43199,42159
73,WEEKENDS/HOLIDAY,9,2540,43199,42159
74,WEEKDAY,6,480,65061,75319
75,WEEKENDS/HOLIDAY,6,20,65061,75319
76,WEEKENDS/HOLIDAY,12,60,43471,60119
77,WEEKDAY,23,120,53239,67049
78,WEEKENDS/HOLIDAY,23,40,53239,67049
79,WEEKDAY,17,60,43019,10089
80,WEEKDAY,12,80,43129,42149
81,WEEKDAY,8,20,76399,98081
82,WEEKENDS/HOLIDAY,13,12,59039,7319
83,WEEKDAY,13,10,59039,7319
84,WEEKDAY,9,180,65229,65339
85,WEEKDAY,9,40,84061,92119
86,WEEKENDS/HOLIDAY,9,120,84061,92119
87,WEEKENDS/HOLIDAY,17,20,22231,27401
88,WEEKDAY,17,1292,22231,27401
89,WEEKENDS/HOLIDAY,17,380,22231,27401
90,WEEKDAY,17,68,22231,27401
91,WEEKDAY,19,2680,59111,58309
92,WEEKENDS/HOLIDAY,19,1280,59111,58309
93,WEEKDAY,8,380,3111,80251
94,WEEKDAY,18,162,91049,4111
95,WEEKENDS/HOLIDAY,18,72,91049,4111
96,WEEKENDS/HOLIDAY,15,100,76241,66351
97,WEEKDAY,15,180,76241,66351
98,WEEKDAY,6,72,20201,8121
99,WEEKDAY,13,2100,85099,84239
100,WEEKENDS/HOLIDAY,13,880,85099,84239
101,WEEKENDS/HOLIDAY,11,20,17079,82032
102,WEEKENDS/HOLIDAY,19,100,45059,44069
103,WEEKDAY,19,460,45059,44069
104,WEEKDAY,19,1080,67371,65031
105,WEEKENDS/HOLIDAY,19,540,67371,65031
106,WEEKDAY,17,380,1311,71119
107,WEEKENDS/HOLIDAY,17,100,1311,71119
108,WEEKDAY,11,20,84521,76219
109,WEEKDAY,22,160,78101,65289
110,WEEKENDS/HOLIDAY,22,20,78101,65289
111,WEEKDAY,14,20,83079,60031
112,WEEKENDS/HOLIDAY,14,40,83079,60031
113,WEEKDAY,17,940,63301,66381
114,WEEKENDS/HOLIDAY,17,140,63301,66381
115,WEEKDAY,0,40,81029,52129
116,WEEKENDS/HOLIDAY,0,20,81029,52129
117,WEEKENDS/HOLIDAY,12,40,28521,27521
118,WEEKDAY,12,100,28521,27521
119,WEEKDAY,22,60,46009,46399
120,WEEKENDS/HOLIDAY,22,1640,46399,46009
121,WEEKDAY,22,3080,46399,46009
122,WEEKENDS/HOLIDAY,22,40,46009,46399
123,WEEKDAY,16,60,13051,70171
124,WEEKDAY,6,20,82071,62041
125,WEEKDAY,10,60,58399,58299
126,WEEKDAY,9,540,59061,47829
127,WEEKENDS/HOLIDAY,9,40,59061,47829
128,WEEKDAY,13,1880,84669,84049
129,WEEKENDS/HOLIDAY,13,820,84669,84049
130,WEEKENDS/HOLIDAY,13,40,20171,20219
131,WEEKDAY,13,60,20171,20219
132,WEEKENDS/HOLIDAY,21,100,10231,10191
133,WEEKDAY,21,180,10231,10191
134,WEEKDAY,23,40,58541,56039
135,WEEKDAY,0,60,81081,70151
136,WEEKENDS/HOLIDAY,0,40,81081,70151
137,WEEKDAY,14,60,60179,10111
138,WEEKDAY,11,160,92159,80219
139,WEEKDAY,13,40,84051,96181
140,WEEKENDS/HOLIDAY,13,40,84051,96181
141,WEEKENDS/HOLIDAY,11,60,20191,14139
142,WEEKDAY,11,100,20191,14139
143,WEEKDAY,13,20,28249,16229
144,WEEKENDS/HOLIDAY,13,20,28249,16229
145,WEEKDAY,19,180,7351,7231
146,WEEKDAY,13,400,21391,27131
147,WEEKENDS/HOLIDAY,13,120,21391,27131
148,WEEKENDS/HOLIDAY,11,20,72051,64421
149,WEEKDAY,15,20,70149,80071
150,WEEKDAY,13,820,63099,63061
151,WEEKENDS/HOLIDAY,13,440,63099,63061
152,WEEKDAY,16,18,70031,7369
153,WEEKDAY,17,252,59069,7518
154,WEEKENDS/HOLIDAY,17,126,59069,7518
155,WEEKDAY,17,40,21669,20039
156,WEEKDAY,21,260,70259,82089
157,WEEKENDS/HOLIDAY,21,100,70259,82089
158,WEEKDAY,11,420,46641,58371
159,WEEKENDS/HOLIDAY,11,20,46641,58371
160,WEEKENDS/HOLIDAY,8,40,75071,76129
161,WEEKDAY,8,80,75071,76129
162,WEEKDAY,15,60,3111,62031
163,WEEKDAY,13,20,28651,53339
164,WEEKENDS/HOLIDAY,20,8,9179,2051
165,WEEKDAY,23,20,10009,28441
166,WEEKENDS/HOLIDAY,17,120,70129,52079
167,WEEKDAY,17,180,70129,52079
168,WEEKDAY,8,620,15169,10009
169,WEEKENDS/HOLIDAY,8,140,15169,10009
170,WEEKDAY,7,1548,44661,3059
171,WEEKDAY,11,980,85099,84141
172,WEEKENDS/HOLIDAY,11,800,85099,84141
173,WEEKENDS/HOLIDAY,20,40,11141,50201
174,WEEKDAY,20,100,11141,50201
175,WEEKENDS/HOLIDAY,19,40,11201,42191
176,WEEKENDS/HOLIDAY,10,54,16059,9011
177,WEEKDAY,10,36,16059,9011
178,WEEKDAY,7,20,28221,43251
179,WEEKDAY,23,20,10131,43091
180,WEEKENDS/HOLIDAY,23,40,5029,20031
181,WEEKDAY,23,100,5029,20031
182,WEEKENDS/HOLIDAY,13,18,11169,4142
183,WEEKDAY,13,72,11169,4142
184,WEEKENDS/HOLIDAY,16,20,67549,68119
185,WEEKDAY,8,100,68011,67379
186,WEEKENDS/HOLIDAY,8,100,68011,67379
187,WEEKDAY,13,320,92231,10091
188,WEEKENDS/HOLIDAY,13,60,92231,10091
189,WEEKDAY,6,20,66529,52361
190,WEEKENDS/HOLIDAY,16,20,11029,60201
191,WEEKDAY,9,20,70151,70021
192,WEEKDAY,9,100,48059,48131
193,WEEKENDS/HOLIDAY,22,500,7231,50031
194,WEEKDAY,22,840,7231,50031
195,WEEKENDS/HOLIDAY,22,20,62011,67059
196,WEEKENDS/HOLIDAY,20,8,60269,3509
197,WEEKDAY,20,32,60269,3509
198,WEEKENDS/HOLIDAY,16,20,63399,53079
199,WEEKDAY,16,20,63399,53079
200,WEEKDAY,15,80,44051,45011
201,WEEKENDS/HOLIDAY,15,120,44051,45011
202,WEEKDAY,12,340,84039,83079
203,WEEKENDS/HOLIDAY,12,220,84039,83079
204,WEEKDAY,23,40,92111,84159
205,WEEKENDS/HOLIDAY,11,20,82049,40081
206,WEEKDAY,11,20,82049,40081
207,WEEKDAY,18,480,28041,44459
208,WEEKDAY,20,20,45031,46531
209,WEEKDAY,17,110,44241,8057
210,WEEKENDS/HOLIDAY,17,62,44241,8057
211,WEEKDAY,19,40,98031,99181
212,WEEKENDS/HOLIDAY,11,60,17021,20201
213,WEEKDAY,10,1120,27539,28409
214,WEEKENDS/HOLIDAY,10,1140,27539,28409
215,WEEKENDS/HOLIDAY,22,40,2141,63359
216,WEEKENDS/HOLIDAY,18,20,81151,80259
217,WEEKDAY,18,160,81151,80259
218,WEEKENDS/HOLIDAY,17,1000,27411,22499
219,WEEKDAY,17,820,27411,22499
220,WEEKDAY,14,100,9169,80031
221,WEEKENDS/HOLIDAY,14,20,9169,80031
222,WEEKENDS/HOLIDAY,18,60,44351,60081
223,WEEKDAY,18,440,44351,60081
224,WEEKENDS/HOLIDAY,7,2,54071,2151
225,WEEKDAY,7,2,54071,2151
226,WEEKDAY,16,20,46109,40279
227,WEEKDAY,14,34,84009,1319
228,WEEKENDS/HOLIDAY,14,10,84009,1319
229,WEEKDAY,16,3460,20189,20239
230,WEEKDAY,16,740,20239,20189
231,WEEKENDS/HOLIDAY,16,740,20189,20239
232,WEEKENDS/HOLIDAY,16,220,20239,20189
233,WEEKENDS/HOLIDAY,14,20,64491,64191
234,WEEKDAY,14,60,64491,64191
235,WEEKDAY,17,200,76249,84491
236,WEEKENDS/HOLIDAY,17,80,76249,84491
237,WEEKDAY,19,40,58191,54241
238,WEEKDAY,13,20,41041,28289
239,WEEKENDS/HOLIDAY,13,40,41041,28289
240,WEEKDAY,11,100,99009,77021
241,WEEKENDS/HOLIDAY,11,160,99009,77021
242,WEEKDAY,13,18,2111,7331
243,WEEKENDS/HOLIDAY,13,20,9121,11101
244,WEEKDAY,13,80,9121,11101
245,WEEKENDS/HOLIDAY,20,220,59051,59309
246,WEEKDAY,20,780,59051,59309
247,WEEKDAY,17,440,66481,67181
248,WEEKENDS/HOLIDAY,17,60,66481,67181
249,WEEKDAY,14,40,83099,11529
250,WEEKENDS/HOLIDAY,12,560,58549,58061
251,WEEKDAY,12,680,58549,58061
252,WEEKENDS/HOLIDAY,10,160,76279,84039
253,WEEKDAY,10,440,76279,84039
254,WEEKENDS/HOLIDAY,17,8,67041,2151
255,WEEKDAY,22,4,10421,1121
256,WEEKDAY,14,20,11441,42141
257,WEEKDAY,13,36,42059,6049
258,WEEKDAY,9,20,83291,53009
259,WEEKDAY,14,20,75061,76051
260,WEEKENDS/HOLIDAY,14,100,75061,76051
261,WEEKENDS/HOLIDAY,21,20,58029,95129
262,WEEKENDS/HOLIDAY,21,20,28039,53051
263,WEEKENDS/HOLIDAY,20,100,40089,40069
264,WEEKDAY,20,60,40089,40069
265,WEEKENDS/HOLIDAY,16,60,55101,67051
266,WEEKDAY,16,60,55101,67051
267,WEEKDAY,12,176,60179,7211
268,WEEKENDS/HOLIDAY,12,12,60179,7211
269,WEEKENDS/HOLIDAY,12,96,60179,7211
270,WEEKDAY,12,22,60179,7211
271,WEEKDAY,5,140,76471,75009
272,WEEKENDS/HOLIDAY,5,60,76471,75009
273,WEEKDAY,23,320,46009,59149
274,WEEKENDS/HOLIDAY,23,260,46009,59149
275,WEEKENDS/HOLIDAY,7,20,77331,64429
276,WEEKDAY,14,120,11401,12051
277,WEEKENDS/HOLIDAY,14,20,11401,12051
278,WEEKDAY,13,880,45049,44029
279,WEEKENDS/HOLIDAY,13,1640,45049,44029
280,WEEKDAY,15,40,21179,16019
281,WEEKENDS/HOLIDAY,15,60,21179,16019
282,WEEKDAY,7,60,84669,84481
283,WEEKENDS/HOLIDAY,13,60,81049,52059
284,WEEKDAY,13,40,81049,52059
285,WEEKENDS/HOLIDAY,21,340,54071,66389
286,WEEKDAY,21,560,54071,66389
287,WEEKDAY,10,20,45059,11059
288,WEEKENDS/HOLIDAY,21,200,28561,28459
289,WEEKDAY,21,380,28561,28459
290,WEEKENDS/HOLIDAY,16,1800,17009,12039
291,WEEKDAY,16,8580,17009,12039
292,WEEKDAY,6,40,42229,28109
293,WEEKENDS/HOLIDAY,15,2300,84009,72041
294,WEEKDAY,15,5000,84009,72041
295,WEEKDAY,7,120,42129,42139
296,WEEKDAY,15,440,55041,60119
297,WEEKENDS/HOLIDAY,15,20,55041,60119
298,WEEKDAY,15,126,11269,8069
299,WEEKENDS/HOLIDAY,15,90,11269,8069
300,WEEKDAY,11,140,28241,43379
301,WEEKENDS/HOLIDAY,11,80,28241,43379
302,WEEKENDS/HOLIDAY,12,4,83029,1319
303,WEEKDAY,12,2,83029,1319
304,WEEKDAY,11,160,11541,11579
305,WEEKENDS/HOLIDAY,17,20,63041,77239
306,WEEKDAY,17,40,63041,77239
307,WEEKDAY,9,80,54229,40239
308,WEEKENDS/HOLIDAY,9,60,54229,40239
309,WEEKDAY,21,80,62021,64389
310,WEEKDAY,9,20,52271,21379
311,WEEKENDS/HOLIDAY,9,40,32059,44519
312,WEEKDAY,9,360,92119,1059
313,WEEKENDS/HOLIDAY,9,378,92119,1059
314,WEEKDAY,17,40,21431,28079
315,WEEKENDS/HOLIDAY,17,60,21431,28079
316,WEEKDAY,7,720,42071,46101
317,WEEKENDS/HOLIDAY,7,500,42071,46101
318,WEEKDAY,2,40,7011,64471
319,WEEKDAY,16,40,65409,66351
320,WEEKDAY,7,20,9149,10141
321,WEEKDAY,15,8,16141,4142
322,WEEKDAY,10,4,28431,3381
323,WEEKDAY,20,160,44081,44391
324,WEEKDAY,11,20,15209,10249
325,WEEKDAY,18,11420,43009,43679
326,WEEKENDS/HOLIDAY,18,2360,43679,43009
327,WEEKDAY,18,5520,43679,43009
328,WEEKENDS/HOLIDAY,18,2740,43009,43679
329,WEEKENDS/HOLIDAY,17,100,85041,76051
330,WEEKDAY,17,800,85041,76051
331,WEEKDAY,13,20,99019,52141
332,WEEKENDS/HOLIDAY,18,90,60029,1319
333,WEEKDAY,18,7542,60029,1319
334,WEEKENDS/HOLIDAY,10,80,98021,99009
335,WEEKENDS/HOLIDAY,17,936,1339,1429
336,WEEKDAY,17,1764,1339,1429
337,WEEKENDS/HOLIDAY,15,80,92049,60069
338,WEEKDAY,15,160,92049,60069
339,WEEKENDS/HOLIDAY,8,90,42039,9169
340,WEEKDAY,8,144,42039,9169
341,WEEKENDS/HOLIDAY,19,18,82109,7351
342,WEEKDAY,19,414,82109,7351
343,WEEKDAY,12,280,51071,53231
344,WEEKENDS/HOLIDAY,12,420,51071,53231
345,WEEKDAY,15,20,99119,75009
346,WEEKENDS/HOLIDAY,15,20,75009,99119
347,WEEKENDS/HOLIDAY,15,20,99119,75009
348,WEEKDAY,15,40,75009,99119
349,WEEKENDS/HOLIDAY,15,60,63219,82119
350,WEEKDAY,15,120,63219,82119
351,WEEKENDS/HOLIDAY,6,20,54009,68011
352,WEEKDAY,10,20,75419,70291
353,WEEKENDS/HOLIDAY,9,4,84029,1339
354,WEEKDAY,9,14,84029,1339
355,WEEKDAY,13,180,66099,59041
356,WEEKENDS/HOLIDAY,6,2,14109,1421
357,WEEKDAY,21,13,34029,44251
358,WEEKDAY,21,7,34029,44251
359,WEEKDAY,21,1,60209,10011
360,WEEKDAY,21,19,60209,10011
361,WEEKENDS/HOLIDAY,13,2,55051,7529
362,WEEKDAY,13,8,55051,7529
363,WEEKDAY,18,40,66489,67599
364,WEEKDAY,23,40,5271,50179
365,WEEKENDS/HOLIDAY,17,144,1619,3059
366,WEEKDAY,17,216,1619,3059
367,WEEKDAY,19,300,83049,20151
368,WEEKENDS/HOLIDAY,19,20,83049,20151
369,WEEKDAY,9,20,10009,40099
370,WEEKDAY,10,20,11369,64341
371,WEEKDAY,18,20,10501,20271
372,WEEKENDS/HOLIDAY,12,200,84461,84209
373,WEEKDAY,12,280,84461,84209
374,WEEKENDS/HOLIDAY,18,6,48019,2089
375,WEEKDAY,10,100,54081,66121
376,WEEKDAY,20,2,64381,1339
377,WEEKENDS/HOLIDAY,13,920,51071,54241
378,WEEKDAY,13,1360,51071,54241
379,WEEKDAY,15,440,68111,65069
380,WEEKENDS/HOLIDAY,15,40,68111,65069
381,WEEKDAY,20,20,20171,28221
382,WEEKDAY,6,20,40011,40091
383,WEEKENDS/HOLIDAY,10,60,63199,82032
384,WEEKDAY,10,80,63199,82032
385,WEEKENDS/HOLIDAY,12,4,7518,7211
386,WEEKDAY,12,12,7518,7211
387,WEEKENDS/HOLIDAY,22,20,3511,11201
388,WEEKDAY,22,20,3511,11201
389,WEEKDAY,18,20,62241,42011
390,WEEKDAY,14,40,60011,71141
391,WEEKDAY,8,180,60221,80009
392,WEEKENDS/HOLIDAY,8,20,60221,80009
393,WEEKENDS/HOLIDAY,15,60,59251,58009
394,WEEKDAY,15,380,59251,58009
395,WEEKENDS/HOLIDAY,15,40,58009,59251
396,WEEKDAY,15,20,58009,59251
397,WEEKDAY,9,60,14159,82011
398,WEEKENDS/HOLIDAY,10,180,21689,28339
399,WEEKDAY,10,500,21689,28339
400,WEEKDAY,12,100,43321,16139
401,WEEKDAY,19,20,59211,59181
402,WEEKDAY,8,28,90061,81091
403,WEEKDAY,8,52,90061,81091
404,WEEKENDS/HOLIDAY,8,40,92141,93129
405,WEEKDAY,8,60,92141,93129
406,WEEKENDS/HOLIDAY,15,20,78061,66059
407,WEEKDAY,12,20,17389,10289
408,WEEKENDS/HOLIDAY,12,220,56099,40019
409,WEEKDAY,12,200,56099,40019
410,WEEKENDS/HOLIDAY,13,20,60161,84631
411,WEEKDAY,13,20,60161,84631
412,WEEKENDS/HOLIDAY,21,40,55121,56041
413,WEEKDAY,21,20,55121,56041
414,WEEKENDS/HOLIDAY,22,40,54461,54199
415,WEEKENDS/HOLIDAY,20,10,59299,58991
416,WEEKDAY,11,620,75141,95029
417,WEEKENDS/HOLIDAY,11,760,75141,95029
418,WEEKENDS/HOLIDAY,19,22,14009,1112
419,WEEKDAY,19,24,14009,1112
420,WEEKENDS/HOLIDAY,13,60,80091,82119
421,WEEKDAY,22,20,14191,17291
422,WEEKDAY,12,20,54351,64141
423,WEEKDAY,21,60,52129,11119
424,WEEKDAY,17,20,11379,11149
425,WEEKENDS/HOLIDAY,8,160,10139,10109
426,WEEKDAY,8,2860,10139,10109
427,WEEKDAY,12,20,82179,16009
428,WEEKDAY,19,20,42061,44449
429,WEEKDAY,14,140,43411,43081
430,WEEKENDS/HOLIDAY,14,60,43411,43081
431,WEEKENDS/HOLIDAY,20,4,63029,1529
432,WEEKENDS/HOLIDAY,13,100,44451,43371
433,WEEKDAY,13,40,44451,43371
434,WEEKENDS/HOLIDAY,9,40,12081,53121
435,WEEKENDS/HOLIDAY,23,49,44009,44251
436,WEEKDAY,23,217,44009,44251
437,WEEKDAY,23,403,44009,44251
438,WEEKENDS/HOLIDAY,23,91,44009,44251
439,WEEKDAY,9,40,17059,43111
440,WEEKDAY,12,20,58069,54241
441,WEEKENDS/HOLIDAY,10,10,14271,3151
442,WEEKDAY,10,50,14271,3151
443,WEEKENDS/HOLIDAY,9,20,62021,66109
444,WEEKDAY,11,40,72131,72161
445,WEEKDAY,11,260,54419,54181
446,WEEKENDS/HOLIDAY,11,240,54419,54181
447,WEEKENDS/HOLIDAY,8,6,54101,3529
448,WEEKDAY,8,2,54101,3529
449,WEEKENDS/HOLIDAY,18,40,62119,61029
450,WEEKDAY,18,440,62119,61029
451,WEEKENDS/HOLIDAY,23,40,44819,44009
452,WEEKENDS/HOLIDAY,8,2,11059,1621
453,WEEKENDS/HOLIDAY,17,40,81141,10071
454,WEEKDAY,17,20,81141,10071
455,WEEKENDS/HOLIDAY,17,20,60099,40011
456,WEEKDAY,17,60,60099,40011
457,WEEKENDS/HOLIDAY,19,80,80151,93091
458,WEEKDAY,19,260,80151,93091
459,WEEKDAY,8,580,10201,16159
460,WEEKENDS/HOLIDAY,8,420,10201,16159
461,WEEKDAY,22,40,21019,17049
462,WEEKENDS/HOLIDAY,22,20,21019,17049
463,WEEKDAY,18,200,43471,28451
464,WEEKENDS/HOLIDAY,18,40,43471,28451
465,WEEKDAY,19,60,62149,65071
466,WEEKDAY,19,60,60269,80009
467,WEEKDAY,15,40,47031,58159
468,WEEKDAY,8,100,7419,10219
469,WEEKENDS/HOLIDAY,7,60,80101,54031
470,WEEKDAY,7,60,80101,54031
471,WEEKDAY,15,940,59581,59241
472,WEEKENDS/HOLIDAY,15,220,59581,59241
473,WEEKENDS/HOLIDAY,22,2,12059,8057
474,WEEKENDS/HOLIDAY,20,20,85041,85051
475,WEEKDAY,20,60,85041,85051
476,WEEKDAY,20,20,51031,53041
477,WEEKENDS/HOLIDAY,20,20,51031,53041
478,WEEKDAY,21,20,44269,18079
479,WEEKENDS/HOLIDAY,21,20,44269,18079
480,WEEKDAY,17,160,10017,54181
481,WEEKENDS/HOLIDAY,5,80,52271,54331
482,WEEKDAY,13,120,42299,43021
483,WEEKENDS/HOLIDAY,13,64,55331,55189
484,WEEKDAY,13,68,55331,55189
485,WEEKDAY,13,272,55331,55189
486,WEEKENDS/HOLIDAY,13,16,55331,55189
487,WEEKENDS/HOLIDAY,11,120,7419,75251
488,WEEKDAY,11,120,7419,75251
489,WEEKENDS/HOLIDAY,15,144,81151,1139
490,WEEKDAY,15,306,81151,1139
491,WEEKDAY,0,20,9111,11029
492,WEEKENDS/HOLIDAY,0,20,9111,11029
493,WEEKENDS/HOLIDAY,17,20,93059,10389
494,WEEKENDS/HOLIDAY,7,14,1129,4239
495,WEEKENDS/HOLIDAY,7,4,1129,4239
496,WEEKDAY,13,200,60179,81171
497,WEEKENDS/HOLIDAY,13,120,60179,81171
498,WEEKENDS/HOLIDAY,19,600,83109,82069
499,WEEKDAY,19,2940,83109,82069
500,WEEKDAY,12,40,42011,44459
501,WEEKENDS/HOLIDAY,12,120,42011,44459
502,WEEKENDS/HOLIDAY,7,280,50031,50051
503,WEEKDAY,7,2220,50031,50051
504,WEEKENDS/HOLIDAY,12,20,15051,11451
505,WEEKDAY,12,160,15051,11451
506,WEEKDAY,0,20,43041,44051
507,WEEKDAY,17,180,75471,75351
508,WEEKENDS/HOLIDAY,17,280,75471,75351
509,WEEKDAY,14,80,9179,14381
510,WEEKENDS/HOLIDAY,14,80,9179,14381
511,WEEKDAY,15,40,67571,65289
512,WEEKDAY,7,18,11179,4179
513,WEEKENDS/HOLIDAY,15,36,40239,2151
514,WEEKENDS/HOLIDAY,15,20,43529,43229
515,WEEKDAY,15,120,43529,43229
516,WEEKDAY,6,180,13191,50051
517,WEEKENDS/HOLIDAY,6,60,13191,50051
518,WEEKDAY,14,20,10109,60011
519,WEEKDAY,17,160,41021,12089
520,WEEKENDS/HOLIDAY,17,20,41021,12089
521,WEEKDAY,16,340,66541,64561
522,WEEKENDS/HOLIDAY,16,100,66541,64561
523,WEEKDAY,9,20,80169,17151
524,WEEKDAY,10,460,67111,65311
525,WEEKENDS/HOLIDAY,10,320,67111,65311
526,WEEKDAY,14,660,28389,21681
527,WEEKENDS/HOLIDAY,20,80,71091,52151
528,WEEKDAY,20,160,71091,52151
529,WEEKDAY,22,60,43519,42189
530,WEEKDAY,19,20,46039,45029
531,WEEKENDS/HOLIDAY,19,20,46039,45029
532,WEEKDAY,23,60,80051,85061
533,WEEKDAY,13,2016,6171,6031
534,WEEKENDS/HOLIDAY,13,846,6171,6031
535,WEEKENDS/HOLIDAY,9,40,67259,95041
536,WEEKDAY,9,120,67259,95041
537,WEEKDAY,19,460,75341,76119
538,WEEKENDS/HOLIDAY,19,80,75341,76119
539,WEEKDAY,22,40,80051,70021
540,WEEKENDS/HOLIDAY,22,60,80051,70021
541,WEEKENDS/HOLIDAY,7,40,65079,64049
542,WEEKDAY,7,340,65079,64049
543,WEEKENDS/HOLIDAY,10,44,44261,4159
544,WEEKDAY,10,50,44261,4159
545,WEEKDAY,6,20,13141,52071
546,WEEKENDS/HOLIDAY,6,20,13141,52071
547,WEEKENDS/HOLIDAY,7,100,17149,14009
548,WEEKDAY,7,620,17149,14009
549,WEEKENDS/HOLIDAY,18,480,8069,80161
550,WEEKDAY,18,1160,8069,80161
551,WEEKDAY,19,120,43529,42169
552,WEEKDAY,9,40,43199,84009
553,WEEKDAY,18,36,14389,3151
554,WEEKDAY,23,39,95051,77031
555,WEEKDAY,23,21,95051,77031
556,WEEKENDS/HOLIDAY,18,20,9121,11201
557,WEEKDAY,18,40,9121,11201
558,WEEKDAY,18,40,78049,77379
559,WEEKDAY,8,360,3391,2159
560,WEEKDAY,7,1440,67239,55059
561,WEEKDAY,22,60,17069,82011
562,WEEKENDS/HOLIDAY,22,20,17069,82011
563,WEEKDAY,19,280,70301,66339
564,WEEKENDS/HOLIDAY,19,40,70301,66339
565,WEEKDAY,22,60,94031,85061
566,WEEKENDS/HOLIDAY,22,80,94031,85061
567,WEEKDAY,0,20,2049,91041
568,WEEKENDS/HOLIDAY,14,80,82109,52501
569,WEEKDAY,14,120,82109,52501
570,WEEKDAY,8,54,4222,7351
571,WEEKDAY,6,820,59581,59381
572,WEEKENDS/HOLIDAY,6,60,59581,59381
573,WEEKENDS/HOLIDAY,22,240,46841,46399
574,WEEKDAY,22,440,46841,46399
575,WEEKDAY,6,380,52029,41071
576,WEEKDAY,7,504,43471,3031
577,WEEKENDS/HOLIDAY,9,2,7249,1039
578,WEEKDAY,9,38,7249,1039
579,WEEKDAY,16,20,41109,11261
580,WEEKENDS/HOLIDAY,16,20,41109,11261
581,WEEKENDS/HOLIDAY,15,108,84049,5039
582,WEEKDAY,15,396,84049,5039
583,WEEKDAY,14,40,64621,64619
584,WEEKENDS/HOLIDAY,14,60,64621,64619
585,WEEKDAY,13,144,11149,2089
586,WEEKDAY,23,20,14161,10179
587,WEEKENDS/HOLIDAY,17,4,17189,2171
588,WEEKDAY,18,20,46679,46331
589,WEEKDAY,21,80,75361,65069
590,WEEKENDS/HOLIDAY,21,40,75361,65069
591,WEEKDAY,11,19,13031,40191
592,WEEKDAY,11,1,13031,40191
593,WEEKDAY,8,1820,80141,80049
