"from","to","DAY_TYPE","weight","category"
"133","130","WEEKENDS/HOLIDAY",40,1
"136","130","WEEKENDS/HOLIDAY",500,1
"151","130","WEEKDAY",300,1
"42","130","WEEKENDS/HOLIDAY",100,1
"130","130","WEEKENDS/HOLIDAY",20,1
"56","130","WEEKDAY",140,1
"116","130","WEEKDAY",120,1
"151","130","WEEKENDS/HOLIDAY",120,1
"30","130","WEEKDAY",40,1
"240","130","WEEKENDS/HOLIDAY",40,1
"80","130","WEEKENDS/HOLIDAY",180,1
"80","130","WEEKDAY",160,1
"60","130","WEEKDAY",80,1
"160","130","WEEKDAY",160,1
"171","130","WEEKENDS/HOLIDAY",80,1
"116","130","WEEKENDS/HOLIDAY",20,1
"78","130","WEEKENDS/HOLIDAY",4920,1
"60","130","WEEKENDS/HOLIDAY",40,1
"206","130","WEEKENDS/HOLIDAY",60,1
"130","130","WEEKDAY",40,1
"30","130","WEEKENDS/HOLIDAY",20,1
"78","130","WEEKDAY",30880,1
"172","130","WEEKDAY",400,1
"172","130","WEEKENDS/HOLIDAY",140,1
"95","130","WEEKDAY",20,1
"133","130","WEEKDAY",20,1
"177","130","WEEKENDS/HOLIDAY",100,1
"177","130","WEEKDAY",120,1
"146","130","WEEKDAY",20,1
"160","130","WEEKENDS/HOLIDAY",20,1
"171","130","WEEKDAY",180,1
"24","130","WEEKDAY",20,1
"175","168","WEEKENDS/HOLIDAY",40,1
"150","168","WEEKENDS/HOLIDAY",40,1
"233","168","WEEKDAY",240,1
"136","168","WEEKENDS/HOLIDAY",20,1
"151","168","WEEKDAY",2140,1
"72","168","WEEKDAY",20,1
"192","168","WEEKDAY",20,1
"72","168","WEEKENDS/HOLIDAY",40,1
"171","168","WEEKDAY",1800,1
"150","168","WEEKDAY",140,1
"74","168","WEEKENDS/HOLIDAY",280,1
"106","168","WEEKDAY",3100,1
"106","168","WEEKENDS/HOLIDAY",1280,1
"74","168","WEEKDAY",6220,1
"175","168","WEEKDAY",140,1
"171","168","WEEKENDS/HOLIDAY",860,1
"160","168","WEEKENDS/HOLIDAY",4080,1
"233","168","WEEKENDS/HOLIDAY",20,1
"160","168","WEEKDAY",6160,1
"148","168","WEEKENDS/HOLIDAY",20,1
"148","168","WEEKDAY",20,1
"151","168","WEEKENDS/HOLIDAY",840,1
"193","168","WEEKDAY",100,1
"83","74","WEEKDAY",40,1
"171","74","WEEKENDS/HOLIDAY",20,1
"74","74","WEEKENDS/HOLIDAY",180,1
"60","74","WEEKDAY",20,1
"74","74","WEEKDAY",360,1
"9","74","WEEKENDS/HOLIDAY",80,1
"53","74","WEEKDAY",20,1
"135","74","WEEKENDS/HOLIDAY",380,1
"135","74","WEEKDAY",260,1
"171","74","WEEKDAY",80,1
"168","74","WEEKDAY",1580,1
"9","74","WEEKDAY",120,1
"163","74","WEEKENDS/HOLIDAY",20,1
"168","74","WEEKENDS/HOLIDAY",340,1
"9","78","WEEKENDS/HOLIDAY",20,1
"7","78","WEEKDAY",40,1
"48","78","WEEKDAY",20,1
"48","78","WEEKENDS/HOLIDAY",20,1
"3","78","WEEKENDS/HOLIDAY",20,1
"11","78","WEEKDAY",1420,1
"35","78","WEEKENDS/HOLIDAY",200,1
"147","78","WEEKENDS/HOLIDAY",20,1
"71","78","WEEKENDS/HOLIDAY",40,1
"130","78","WEEKDAY",220,1
"11","78","WEEKENDS/HOLIDAY",160,1
"136","78","WEEKDAY",840,1
"130","78","WEEKENDS/HOLIDAY",80,1
"78","78","WEEKDAY",800,1
"9","78","WEEKDAY",40,1
"114","78","WEEKDAY",20,1
"169","78","WEEKENDS/HOLIDAY",40,1
"147","78","WEEKDAY",40,1
"236","78","WEEKDAY",40,1
"100","78","WEEKDAY",20,1
"71","78","WEEKDAY",80,1
"131","78","WEEKENDS/HOLIDAY",20,1
"152","78","WEEKDAY",60,1
"169","78","WEEKDAY",200,1
"35","78","WEEKDAY",680,1
"171","78","WEEKENDS/HOLIDAY",740,1
"136","78","WEEKENDS/HOLIDAY",480,1
"171","78","WEEKDAY",1360,1
"236","78","WEEKENDS/HOLIDAY",60,1
"110","43","WEEKDAY",22,1
"92","43","WEEKDAY",72,1
"32","43","WEEKDAY",24,1
"46","43","WEEKENDS/HOLIDAY",18,1
"2","43","WEEKENDS/HOLIDAY",108,1
"236","43","WEEKDAY",2,1
"170","43","WEEKDAY",216,1
"21","43","WEEKDAY",2,1
"32","43","WEEKENDS/HOLIDAY",8,1
"46","43","WEEKDAY",252,1
"103","43","WEEKENDS/HOLIDAY",78,1
"103","43","WEEKDAY",104,1
"170","43","WEEKENDS/HOLIDAY",54,1
"38","43","WEEKENDS/HOLIDAY",450,1
"110","43","WEEKENDS/HOLIDAY",8,1
"223","43","WEEKDAY",2,1
"159","43","WEEKDAY",54,1
"287","43","WEEKENDS/HOLIDAY",2,1
"287","43","WEEKDAY",2,1
"38","43","WEEKDAY",1764,1
"159","43","WEEKENDS/HOLIDAY",18,1
"163","43","WEEKDAY",20,1
"163","43","WEEKENDS/HOLIDAY",2,1
"82","43","WEEKDAY",450,1
"35","43","WEEKENDS/HOLIDAY",18,1
"92","43","WEEKENDS/HOLIDAY",18,1
"70","70","WEEKENDS/HOLIDAY",340,1
"70","70","WEEKDAY",640,1
"116","70","WEEKDAY",280,1
"40","70","WEEKENDS/HOLIDAY",20,1
"135","70","WEEKENDS/HOLIDAY",140,1
"40","70","WEEKDAY",20,1
"7","70","WEEKDAY",80,1
"206","70","WEEKENDS/HOLIDAY",20,1
"49","70","WEEKENDS/HOLIDAY",120,1
"116","70","WEEKENDS/HOLIDAY",200,1
"7","70","WEEKENDS/HOLIDAY",60,1
"135","70","WEEKDAY",100,1
"49","70","WEEKDAY",200,1
"254","226","WEEKENDS/HOLIDAY",20,1
"239","226","WEEKDAY",520,1
"136","226","WEEKENDS/HOLIDAY",20,1
"201","226","WEEKDAY",680,1
"34","226","WEEKENDS/HOLIDAY",20,1
"272","226","WEEKENDS/HOLIDAY",40,1
"195","226","WEEKENDS/HOLIDAY",20,1
"201","226","WEEKENDS/HOLIDAY",360,1
"254","226","WEEKDAY",80,1
"157","226","WEEKDAY",220,1
"272","226","WEEKDAY",40,1
"216","226","WEEKDAY",40,1
"239","226","WEEKENDS/HOLIDAY",80,1
"34","226","WEEKDAY",60,1
"218","226","WEEKDAY",40,1
"157","226","WEEKENDS/HOLIDAY",40,1
"195","226","WEEKDAY",20,1
"167","116","WEEKENDS/HOLIDAY",20,1
"155","116","WEEKENDS/HOLIDAY",140,1
"113","116","WEEKENDS/HOLIDAY",20,1
"32","116","WEEKDAY",20,1
"155","116","WEEKDAY",180,1
"63","116","WEEKDAY",40,1
"116","116","WEEKENDS/HOLIDAY",40,1
"133","116","WEEKDAY",100,1
"60","116","WEEKDAY",20,1
"46","116","WEEKENDS/HOLIDAY",60,1
"208","116","WEEKENDS/HOLIDAY",20,1
"64","116","WEEKDAY",40,1
"161","116","WEEKDAY",380,1
"116","116","WEEKDAY",260,1
"83","116","WEEKDAY",220,1
"197","116","WEEKDAY",60,1
"113","116","WEEKDAY",200,1
"218","116","WEEKDAY",60,1
"167","116","WEEKDAY",180,1
"119","116","WEEKDAY",240,1
"84","116","WEEKDAY",20,1
"208","116","WEEKDAY",20,1
"186","116","WEEKENDS/HOLIDAY",60,1
"186","116","WEEKDAY",60,1
"105","116","WEEKDAY",20,1
"163","116","WEEKENDS/HOLIDAY",20,1
"119","116","WEEKENDS/HOLIDAY",60,1
"83","116","WEEKENDS/HOLIDAY",60,1
"126","100","WEEKENDS/HOLIDAY",144,1
"126","100","WEEKDAY",666,1
"101","100","WEEKDAY",8,1
"231","100","WEEKENDS/HOLIDAY",46,1
"133","100","WEEKENDS/HOLIDAY",378,1
"49","100","WEEKDAY",4,1
"163","100","WEEKENDS/HOLIDAY",20,1
"103","100","WEEKDAY",500,1
"138","100","WEEKDAY",864,1
"167","100","WEEKDAY",130,1
"205","100","WEEKENDS/HOLIDAY",2,1
"231","100","WEEKDAY",182,1
"101","100","WEEKENDS/HOLIDAY",2,1
"184","100","WEEKDAY",8,1
"118","100","WEEKDAY",32,1
"27","100","WEEKDAY",252,1
"291","100","WEEKENDS/HOLIDAY",2,1
"133","100","WEEKDAY",1062,1
"163","100","WEEKDAY",110,1
"53","100","WEEKENDS/HOLIDAY",220,1
"170","100","WEEKDAY",18,1
"283","100","WEEKDAY",18,1
"53","100","WEEKDAY",560,1
"15","100","WEEKENDS/HOLIDAY",4,1
"15","100","WEEKDAY",8,1
"21","100","WEEKENDS/HOLIDAY",2,1
"113","100","WEEKDAY",2,1
"61","100","WEEKDAY",36,1
"118","100","WEEKENDS/HOLIDAY",10,1
"308","100","WEEKDAY",2,1
"48","100","WEEKENDS/HOLIDAY",18,1
"167","100","WEEKENDS/HOLIDAY",110,1
"24","100","WEEKENDS/HOLIDAY",100,1
"138","100","WEEKENDS/HOLIDAY",504,1
"243","100","WEEKENDS/HOLIDAY",6,1
"82","100","WEEKENDS/HOLIDAY",954,1
"6","100","WEEKDAY",6,1
"31","100","WEEKENDS/HOLIDAY",2,1
"24","100","WEEKDAY",20,1
"92","100","WEEKDAY",20,1
"243","100","WEEKDAY",54,1
"46","100","WEEKDAY",1160,1
"82","100","WEEKDAY",1764,1
"205","100","WEEKDAY",8,1
"6","100","WEEKENDS/HOLIDAY",4,1
"103","100","WEEKENDS/HOLIDAY",180,1
"48","100","WEEKDAY",90,1
"170","100","WEEKENDS/HOLIDAY",38,1
"32","100","WEEKDAY",2,1
"119","100","WEEKENDS/HOLIDAY",36,1
"46","100","WEEKENDS/HOLIDAY",480,1
"119","100","WEEKDAY",72,1
"31","100","WEEKDAY",18,1
"53","245","WEEKDAY",420,1
"222","245","WEEKENDS/HOLIDAY",120,1
"206","245","WEEKDAY",220,1
"53","245","WEEKENDS/HOLIDAY",120,1
"233","245","WEEKDAY",100,1
"222","245","WEEKDAY",140,1
"268","245","WEEKENDS/HOLIDAY",20,1
"246","184","WEEKENDS/HOLIDAY",40,1
"248","184","WEEKDAY",20,1
"275","184","WEEKDAY",20,1
"184","184","WEEKDAY",280,1
"189","184","WEEKDAY",160,1
"243","184","WEEKENDS/HOLIDAY",220,1
"137","184","WEEKENDS/HOLIDAY",40,1
"246","184","WEEKDAY",60,1
"180","184","WEEKDAY",60,1
"137","184","WEEKDAY",340,1
"180","184","WEEKENDS/HOLIDAY",80,1
"202","184","WEEKDAY",40,1
"248","184","WEEKENDS/HOLIDAY",40,1
"204","184","WEEKDAY",60,1
"202","184","WEEKENDS/HOLIDAY",20,1
"243","184","WEEKDAY",880,1
"216","184","WEEKDAY",100,1
"24","33","WEEKENDS/HOLIDAY",40,1
"27","33","WEEKDAY",60,1
"27","33","WEEKENDS/HOLIDAY",40,1
"24","33","WEEKDAY",80,1
"42","33","WEEKDAY",100,1
"48","57","WEEKENDS/HOLIDAY",22,1
"45","57","WEEKDAY",40,1
"110","57","WEEKDAY",66,1
"167","57","WEEKDAY",2,1
"83","57","WEEKDAY",18,1
"45","57","WEEKENDS/HOLIDAY",8,1
"7","57","WEEKENDS/HOLIDAY",414,1
"46","57","WEEKDAY",54,1
"219","57","WEEKDAY",76,1
"24","57","WEEKENDS/HOLIDAY",18,1
"12","57","WEEKENDS/HOLIDAY",10,1
"103","57","WEEKDAY",28,1
"12","57","WEEKDAY",110,1
"83","57","WEEKENDS/HOLIDAY",18,1
"110","57","WEEKENDS/HOLIDAY",44,1
"189","57","WEEKENDS/HOLIDAY",54,1
"29","57","WEEKENDS/HOLIDAY",2,1
"219","57","WEEKENDS/HOLIDAY",46,1
"224","57","WEEKENDS/HOLIDAY",62,1
"7","57","WEEKDAY",1152,1
"103","57","WEEKENDS/HOLIDAY",34,1
"87","57","WEEKDAY",180,1
"126","57","WEEKENDS/HOLIDAY",20,1
"309","57","WEEKDAY",12,1
"126","57","WEEKDAY",54,1
"107","57","WEEKDAY",144,1
"32","57","WEEKDAY",60,1
"32","57","WEEKENDS/HOLIDAY",2,1
"177","57","WEEKDAY",54,1
"77","57","WEEKENDS/HOLIDAY",2,1
"222","57","WEEKDAY",4,1
"78","57","WEEKENDS/HOLIDAY",36,1
"309","57","WEEKENDS/HOLIDAY",2,1
"33","57","WEEKENDS/HOLIDAY",12,1
"4","57","WEEKENDS/HOLIDAY",4,1
"224","57","WEEKDAY",110,1
"189","57","WEEKDAY",36,1
"77","57","WEEKDAY",16,1
"107","57","WEEKENDS/HOLIDAY",54,1
"87","57","WEEKENDS/HOLIDAY",60,1
"33","57","WEEKDAY",12,1
"38","57","WEEKENDS/HOLIDAY",18,1
"78","57","WEEKDAY",18,1
"4","57","WEEKDAY",8,1
"38","57","WEEKDAY",54,1
"136","57","WEEKENDS/HOLIDAY",16,1
"136","57","WEEKDAY",32,1
"48","57","WEEKDAY",48,1
"168","71","WEEKDAY",700,1
"168","71","WEEKENDS/HOLIDAY",220,1
"64","71","WEEKDAY",20,1
"51","71","WEEKDAY",60,1
"67","71","WEEKDAY",3320,1
"57","71","WEEKDAY",40,1
"57","71","WEEKENDS/HOLIDAY",20,1
"63","71","WEEKDAY",20,1
"10","71","WEEKDAY",80,1
"42","71","WEEKDAY",20,1
"68","71","WEEKENDS/HOLIDAY",20,1
"240","71","WEEKDAY",100,1
"67","71","WEEKENDS/HOLIDAY",220,1
"116","71","WEEKENDS/HOLIDAY",20,1
"24","71","WEEKDAY",80,1
"11","71","WEEKENDS/HOLIDAY",20,1
"116","71","WEEKDAY",20,1
"11","71","WEEKDAY",20,1
"6","71","WEEKDAY",20,1
"30","71","WEEKDAY",200,1
"283","71","WEEKDAY",20,1
"45","71","WEEKENDS/HOLIDAY",20,1
"136","71","WEEKDAY",40,1
"154","71","WEEKDAY",20,1
"157","195","WEEKDAY",20,1
"64","195","WEEKDAY",340,1
"88","195","WEEKENDS/HOLIDAY",400,1
"212","195","WEEKDAY",20,1
"35","195","WEEKDAY",20,1
"236","195","WEEKENDS/HOLIDAY",20,1
"175","195","WEEKENDS/HOLIDAY",20,1
"192","195","WEEKDAY",20,1
"175","195","WEEKDAY",20,1
"320","195","WEEKDAY",20,1
"157","195","WEEKENDS/HOLIDAY",20,1
"146","195","WEEKENDS/HOLIDAY",20,1
"212","195","WEEKENDS/HOLIDAY",20,1
"146","195","WEEKDAY",20,1
"205","195","WEEKENDS/HOLIDAY",20,1
"64","195","WEEKENDS/HOLIDAY",200,1
"88","195","WEEKDAY",1040,1
"163","50","WEEKENDS/HOLIDAY",440,1
"68","63","WEEKDAY",36,1
"69","63","WEEKDAY",28,1
"36","63","WEEKDAY",1140,1
"46","63","WEEKDAY",300,1
"113","63","WEEKDAY",20,1
"36","63","WEEKENDS/HOLIDAY",820,1
"33","63","WEEKDAY",18,1
"27","63","WEEKENDS/HOLIDAY",26,1
"48","63","WEEKDAY",360,1
"9","63","WEEKENDS/HOLIDAY",20,1
"107","63","WEEKDAY",20,1
"48","63","WEEKENDS/HOLIDAY",40,1
"236","63","WEEKDAY",20,1
"103","63","WEEKDAY",132,1
"147","63","WEEKENDS/HOLIDAY",18,1
"147","63","WEEKDAY",18,1
"31","63","WEEKDAY",1020,1
"72","63","WEEKDAY",60,1
"42","63","WEEKDAY",20,1
"46","63","WEEKENDS/HOLIDAY",60,1
"21","63","WEEKENDS/HOLIDAY",216,1
"103","63","WEEKENDS/HOLIDAY",60,1
"110","63","WEEKDAY",20,1
"152","63","WEEKENDS/HOLIDAY",18,1
"31","63","WEEKENDS/HOLIDAY",100,1
"21","63","WEEKDAY",162,1
"78","63","WEEKDAY",20,1
"167","63","WEEKENDS/HOLIDAY",20,1
"138","63","WEEKDAY",20,1
"173","63","WEEKDAY",40,1
"29","63","WEEKDAY",64,1
"69","63","WEEKENDS/HOLIDAY",4,1
"4","63","WEEKENDS/HOLIDAY",40,1
"8","63","WEEKENDS/HOLIDAY",20,1
"30","63","WEEKDAY",36,1
"172","63","WEEKDAY",108,1
"167","63","WEEKDAY",40,1
"8","63","WEEKDAY",220,1
"28","63","WEEKDAY",36,1
"4","63","WEEKDAY",36,1
"173","63","WEEKENDS/HOLIDAY",60,1
"27","63","WEEKDAY",72,1
"29","63","WEEKENDS/HOLIDAY",18,1
"163","63","WEEKDAY",40,1
"52","106","WEEKDAY",20,1
"186","106","WEEKENDS/HOLIDAY",40,1
"9","106","WEEKDAY",120,1
"30","106","WEEKDAY",320,1
"147","106","WEEKDAY",60,1
"24","106","WEEKDAY",320,1
"72","106","WEEKDAY",20,1
"146","106","WEEKENDS/HOLIDAY",40,1
"30","106","WEEKENDS/HOLIDAY",40,1
"171","106","WEEKDAY",40,1
"24","106","WEEKENDS/HOLIDAY",80,1
"172","106","WEEKENDS/HOLIDAY",20,1
"9","106","WEEKENDS/HOLIDAY",40,1
"78","106","WEEKENDS/HOLIDAY",20,1
"146","106","WEEKDAY",480,1
"186","106","WEEKDAY",40,1
"206","222","WEEKDAY",7000,1
"57","222","WEEKENDS/HOLIDAY",740,1
"210","222","WEEKDAY",129,1
"206","222","WEEKENDS/HOLIDAY",3200,1
"222","222","WEEKDAY",12260,1
"57","222","WEEKDAY",3540,1
"210","222","WEEKENDS/HOLIDAY",80,1
"222","222","WEEKENDS/HOLIDAY",420,1
"53","88","WEEKENDS/HOLIDAY",60,1
"2","88","WEEKDAY",20,1
"35","88","WEEKDAY",280,1
"100","88","WEEKDAY",20,1
"6","88","WEEKENDS/HOLIDAY",20,1
"48","88","WEEKDAY",80,1
"35","88","WEEKENDS/HOLIDAY",100,1
"6","88","WEEKDAY",140,1
"52","88","WEEKENDS/HOLIDAY",20,1
"52","88","WEEKDAY",80,1
"119","88","WEEKENDS/HOLIDAY",60,1
"53","88","WEEKDAY",240,1
"119","88","WEEKDAY",740,1
"45","120","WEEKDAY",164,1
"12","120","WEEKENDS/HOLIDAY",22,1
"130","120","WEEKDAY",28,1
"119","120","WEEKENDS/HOLIDAY",72,1
"220","120","WEEKDAY",72,1
"49","120","WEEKENDS/HOLIDAY",72,1
"45","120","WEEKENDS/HOLIDAY",42,1
"105","120","WEEKDAY",38,1
"107","120","WEEKDAY",162,1
"241","120","WEEKENDS/HOLIDAY",20,1
"131","120","WEEKENDS/HOLIDAY",2,1
"241","120","WEEKDAY",40,1
"195","120","WEEKDAY",216,1
"182","120","WEEKENDS/HOLIDAY",720,1
"12","120","WEEKDAY",14,1
"182","120","WEEKDAY",1530,1
"131","120","WEEKDAY",8,1
"309","120","WEEKENDS/HOLIDAY",220,1
"130","120","WEEKENDS/HOLIDAY",4,1
"317","120","WEEKDAY",40,1
"156","120","WEEKENDS/HOLIDAY",6,1
"49","120","WEEKDAY",12,1
"309","120","WEEKDAY",200,1
"126","120","WEEKENDS/HOLIDAY",540,1
"107","120","WEEKENDS/HOLIDAY",36,1
"317","120","WEEKENDS/HOLIDAY",200,1
"113","120","WEEKENDS/HOLIDAY",18,1
"195","120","WEEKENDS/HOLIDAY",288,1
"220","120","WEEKENDS/HOLIDAY",90,1
"8","120","WEEKDAY",270,1
"105","120","WEEKENDS/HOLIDAY",32,1
"126","120","WEEKDAY",1040,1
"156","120","WEEKDAY",16,1
"8","120","WEEKENDS/HOLIDAY",234,1
"226","262","WEEKENDS/HOLIDAY",160,1
"279","262","WEEKENDS/HOLIDAY",20,1
"249","262","WEEKENDS/HOLIDAY",20,1
"267","262","WEEKDAY",240,1
"161","262","WEEKDAY",20,1
"261","262","WEEKDAY",60,1
"202","262","WEEKENDS/HOLIDAY",20,1
"262","262","WEEKENDS/HOLIDAY",220,1
"273","262","WEEKDAY",740,1
"279","262","WEEKDAY",60,1
"180","262","WEEKDAY",240,1
"275","262","WEEKENDS/HOLIDAY",220,1
"275","262","WEEKDAY",1120,1
"262","262","WEEKDAY",280,1
"217","262","WEEKDAY",80,1
"270","262","WEEKDAY",60,1
"263","262","WEEKENDS/HOLIDAY",100,1
"180","262","WEEKENDS/HOLIDAY",60,1
"205","262","WEEKDAY",100,1
"226","262","WEEKDAY",640,1
"272","262","WEEKDAY",2400,1
"260","262","WEEKDAY",20,1
"202","262","WEEKDAY",20,1
"200","262","WEEKDAY",40,1
"261","262","WEEKENDS/HOLIDAY",60,1
"225","262","WEEKDAY",160,1
"267","262","WEEKENDS/HOLIDAY",160,1
"228","262","WEEKDAY",120,1
"205","262","WEEKENDS/HOLIDAY",20,1
"273","262","WEEKENDS/HOLIDAY",420,1
"272","262","WEEKENDS/HOLIDAY",980,1
"239","232","WEEKENDS/HOLIDAY",40,1
"153","232","WEEKDAY",20,1
"170","232","WEEKDAY",40,1
"232","232","WEEKDAY",200,1
"199","232","WEEKDAY",1220,1
"239","232","WEEKDAY",20,1
"271","232","WEEKDAY",40,1
"204","232","WEEKDAY",20,1
"271","232","WEEKENDS/HOLIDAY",20,1
"232","232","WEEKENDS/HOLIDAY",360,1
"214","232","WEEKDAY",450,1
"189","232","WEEKDAY",20,1
"182","232","WEEKENDS/HOLIDAY",40,1
"199","232","WEEKENDS/HOLIDAY",200,1
"214","232","WEEKENDS/HOLIDAY",96,1
"170","232","WEEKENDS/HOLIDAY",40,1
"70","87","WEEKENDS/HOLIDAY",18,1
"126","87","WEEKENDS/HOLIDAY",162,1
"22","87","WEEKENDS/HOLIDAY",72,1
"148","87","WEEKENDS/HOLIDAY",20,1
"35","87","WEEKDAY",10,1
"165","87","WEEKDAY",40,1
"83","87","WEEKENDS/HOLIDAY",54,1
"121","87","WEEKDAY",90,1
"121","87","WEEKENDS/HOLIDAY",72,1
"66","87","WEEKDAY",594,1
"55","87","WEEKDAY",40,1
"110","87","WEEKDAY",72,1
"148","87","WEEKDAY",80,1
"109","87","WEEKDAY",2,1
"22","87","WEEKDAY",126,1
"55","87","WEEKENDS/HOLIDAY",20,1
"47","87","WEEKENDS/HOLIDAY",100,1
"7","87","WEEKDAY",40,1
"165","87","WEEKENDS/HOLIDAY",220,1
"66","87","WEEKENDS/HOLIDAY",144,1
"4","87","WEEKDAY",2,1
"83","87","WEEKDAY",32,1
"12","87","WEEKDAY",6,1
"47","87","WEEKDAY",540,1
"71","87","WEEKDAY",36,1
"109","87","WEEKENDS/HOLIDAY",2,1
"126","87","WEEKDAY",90,1
"35","87","WEEKENDS/HOLIDAY",4,1
"27","167","WEEKDAY",60,1
"130","167","WEEKDAY",20,1
"269","167","WEEKENDS/HOLIDAY",20,1
"214","167","WEEKDAY",500,1
"132","167","WEEKDAY",80,1
"182","167","WEEKENDS/HOLIDAY",80,1
"190","167","WEEKDAY",80,1
"170","167","WEEKENDS/HOLIDAY",420,1
"103","167","WEEKDAY",20,1
"197","167","WEEKDAY",10,1
"77","167","WEEKENDS/HOLIDAY",20,1
"69","167","WEEKDAY",20,1
"83","167","WEEKENDS/HOLIDAY",240,1
"36","167","WEEKDAY",60,1
"198","167","WEEKENDS/HOLIDAY",400,1
"181","167","WEEKDAY",20,1
"271","167","WEEKENDS/HOLIDAY",40,1
"197","167","WEEKENDS/HOLIDAY",40,1
"103","167","WEEKENDS/HOLIDAY",20,1
"149","167","WEEKDAY",860,1
"199","167","WEEKDAY",540,1
"118","167","WEEKENDS/HOLIDAY",20,1
"246","167","WEEKDAY",220,1
"118","167","WEEKDAY",160,1
"184","167","WEEKDAY",60,1
"246","167","WEEKENDS/HOLIDAY",60,1
"48","167","WEEKENDS/HOLIDAY",80,1
"167","167","WEEKDAY",2790,1
"214","167","WEEKENDS/HOLIDAY",160,1
"133","167","WEEKDAY",40,1
"182","167","WEEKDAY",680,1
"248","167","WEEKDAY",80,1
"258","167","WEEKDAY",20,1
"82","167","WEEKENDS/HOLIDAY",20,1
"269","167","WEEKDAY",40,1
"46","167","WEEKDAY",20,1
"208","167","WEEKENDS/HOLIDAY",40,1
"170","167","WEEKDAY",1400,1
"8","167","WEEKDAY",40,1
"83","167","WEEKDAY",660,1
"189","167","WEEKENDS/HOLIDAY",500,1
"22","167","WEEKDAY",20,1
"153","167","WEEKDAY",920,1
"157","167","WEEKDAY",20,1
"131","167","WEEKDAY",40,1
"77","167","WEEKDAY",20,1
"30","167","WEEKDAY",80,1
"163","167","WEEKDAY",680,1
"96","167","WEEKENDS/HOLIDAY",100,1
"190","167","WEEKENDS/HOLIDAY",20,1
"12","167","WEEKDAY",20,1
"108","167","WEEKENDS/HOLIDAY",1680,1
"96","167","WEEKDAY",400,1
"69","167","WEEKENDS/HOLIDAY",20,1
"258","167","WEEKENDS/HOLIDAY",40,1
"163","167","WEEKENDS/HOLIDAY",320,1
"198","167","WEEKDAY",2520,1
"108","167","WEEKDAY",3220,1
"221","167","WEEKDAY",40,1
"248","167","WEEKENDS/HOLIDAY",20,1
"272","167","WEEKDAY",20,1
"199","167","WEEKENDS/HOLIDAY",200,1
"271","167","WEEKDAY",100,1
"117","167","WEEKENDS/HOLIDAY",20,1
"149","167","WEEKENDS/HOLIDAY",380,1
"153","167","WEEKENDS/HOLIDAY",400,1
"48","167","WEEKDAY",260,1
"167","167","WEEKENDS/HOLIDAY",1620,1
"208","167","WEEKDAY",140,1
"213","167","WEEKDAY",460,1
"38","167","WEEKDAY",520,1
"213","167","WEEKENDS/HOLIDAY",20,1
"189","167","WEEKDAY",1920,1
"185","268","WEEKDAY",20,1
"121","268","WEEKDAY",60,1
"70","268","WEEKDAY",20,1
"219","268","WEEKENDS/HOLIDAY",120,1
"315","268","WEEKDAY",80,1
"220","268","WEEKDAY",200,1
"288","268","WEEKDAY",80,1
"220","268","WEEKENDS/HOLIDAY",100,1
"192","268","WEEKENDS/HOLIDAY",20,1
"10","268","WEEKENDS/HOLIDAY",20,1
"288","268","WEEKENDS/HOLIDAY",20,1
"219","268","WEEKDAY",80,1
"45","268","WEEKDAY",20,1
"210","268","WEEKDAY",160,1
"313","268","WEEKENDS/HOLIDAY",80,1
"257","268","WEEKDAY",20,1
"10","268","WEEKDAY",20,1
"210","268","WEEKENDS/HOLIDAY",40,1
"257","268","WEEKENDS/HOLIDAY",20,1
"289","268","WEEKDAY",40,1
"268","268","WEEKDAY",600,1
"206","268","WEEKDAY",380,1
"206","268","WEEKENDS/HOLIDAY",60,1
"307","268","WEEKDAY",40,1
"313","268","WEEKDAY",140,1
"268","268","WEEKENDS/HOLIDAY",2060,1
"252","268","WEEKENDS/HOLIDAY",20,1
"121","268","WEEKENDS/HOLIDAY",20,1
"233","268","WEEKENDS/HOLIDAY",20,1
"138","105","WEEKDAY",9620,1
"163","105","WEEKENDS/HOLIDAY",60,1
"132","105","WEEKDAY",720,1
"132","105","WEEKENDS/HOLIDAY",260,1
"167","105","WEEKENDS/HOLIDAY",40,1
"208","105","WEEKDAY",80,1
"138","105","WEEKENDS/HOLIDAY",1400,1
"133","105","WEEKENDS/HOLIDAY",120,1
"163","105","WEEKDAY",160,1
"242","105","WEEKENDS/HOLIDAY",160,1
"133","105","WEEKDAY",2500,1
"110","105","WEEKENDS/HOLIDAY",20,1
"103","105","WEEKENDS/HOLIDAY",80,1
"103","105","WEEKDAY",160,1
"167","105","WEEKDAY",20,1
"239","105","WEEKDAY",20,1
"242","105","WEEKDAY",120,1
"126","170","WEEKDAY",40,1
"180","170","WEEKENDS/HOLIDAY",60,1
"170","170","WEEKENDS/HOLIDAY",140,1
"77","170","WEEKENDS/HOLIDAY",60,1
"15","170","WEEKENDS/HOLIDAY",80,1
"170","170","WEEKDAY",580,1
"204","170","WEEKDAY",420,1
"77","170","WEEKDAY",20,1
"165","170","WEEKDAY",120,1
"126","170","WEEKENDS/HOLIDAY",60,1
"132","170","WEEKDAY",460,1
"180","170","WEEKDAY",60,1
"213","170","WEEKENDS/HOLIDAY",80,1
"190","170","WEEKENDS/HOLIDAY",100,1
"213","170","WEEKDAY",140,1
"204","170","WEEKENDS/HOLIDAY",200,1
"15","170","WEEKDAY",100,1
