"long.f","lat.f","between.f","closeness.f","eigen.f","degree.f","BusStopCode","Description","RoadName","planning_area","combined.f"
103.7033808,1.33327,0,0,0,0,"22309","Aft Fan Yoong Rd","Enterprise Rd","Jurong West",-Inf
103.7054525,1.331981389,0,0,0,0,"22319","Bef Enterprise Rd","Wan Lee Rd","Jurong West",-Inf
103.7050159,1.330243469,0,0,0,0,"22329","Opp Sam Mccoy Engrg","Wan Lee Rd","Jurong West",-Inf
103.7031792,1.304858477,0,0,0,0,"22331","Jurong Shipyard","Tg Kling Rd","Boon Lay",-Inf
103.7010333,1.344916161,0.0348586138428726,0.977325571328245,7.70254534864579e-08,0.125,"22341","Blk 673C","Jurong West Ave 4","Jurong West",-1.36343144214267
103.7007963,1.345205373,0.0022487774549251,0.983318192179918,1.12737903163925e-17,0.125,"22349","Blk 734A CP","Jurong West Ave 4","Jurong West",-1.39242399227534
103.6980338,1.342774219,0,0,0,0,"22351","Opp Blk 717","Jurong West Ave 4","Jurong West",-Inf
103.6972753,1.342526667,0,0.983645840360155,0,0.125,"22359","Blk 717","Jurong West Ave 4","Jurong West",-1.39450505663457
103.6958728,1.340778056,0,0,0,0,"22361","Blk 641","Jurong West Ave 4","Jurong West",-Inf
103.6951104,1.340331864,0,0,0,0,"22369","Blk 704","Jurong West Ave 4","Jurong West",-Inf
103.6957231,1.313427499,0,0,1.8374855828278e-17,0,"22391","Bef Jln Buroh","Tg Kling Rd","Boon Lay",-Inf
103.696016,1.313457071,0,0,0,0,"22399","Aft Jln Buroh","Tg Kling Rd","Boon Lay",-Inf
103.6971497,1.310078753,7.52854856017776e-07,0.000137412218853923,7.8007149988968e-18,0.125,"22401","Aft Shipyard Rd","Tg Kling Rd","Boon Lay",-2.0793033860466
103.6974199,1.310142566,0,0,0,0,"22409","Bef Shipyard Rd","Tg Kling Rd","Boon Lay",-Inf
103.703801,1.34626796,0.0347825755024148,0.976853806413294,1.13208902767122e-07,0.125,"22411","Blk 676B","Jurong West Ave 4","Jurong West",-1.3637435015319
103.7028613,1.346225978,0.00449604920013816,0.982990512159986,1.79792293532868e-17,0.125,"22419","Jurong West Sub-Stn","Jurong West Ave 4","Jurong West",-1.39034950457843
103.6987239,1.307755,0,0,0,0,"22421","Natl Oxygen Pte Ltd","Tg Kling Rd","Boon Lay",-Inf
103.6990807,1.307257497,0,0,0,0,"22429","Opp Natl Oxygen Pte Ltd","Tg Kling Rd","Boon Lay",-Inf
103.7074221,1.333082426,0,0,0,0,"22431","Opp Four Leaves","Enterprise Rd","Jurong West",-Inf
103.7068094,1.333112575,0,0,0,0,"22439","Aft Four Leaves","Enterprise Rd","Jurong West",-Inf
103.7036275,1.342669872,0.0303310164392442,0.973130210784222,1.19823207156205e-07,0.125,"22441","Blk 669 CP","Jurong West St 64","Jurong West",-1.36994007485575
103.7038066,1.342762115,0.0712524421380904,0.981531909193102,7.21168554100858e-09,0.25,"22449","Blk 685B","Jurong West St 64","Jurong West",-0.633595646198994
103.6956128,1.338170226,0.0409027548984129,0.978216297663121,6.57521034333769e-08,0.125,"22451","Opp Blk 643","Pioneer Rd Nth","Jurong West",-1.35715752681922
103.6957204,1.338562904,0.0357710739283661,0.9801483805397,8.39912423563563e-09,0.25,"22459","Blk 643","Pioneer Rd Nth","Jurong West",-0.667976422847681
103.696205,1.335961944,0.091463655303206,0.980119046631225,7.25474216259734e-09,0.25,"22461","Opp Blk 653B","Pioneer Rd Nth","Jurong West",-0.615617787887095
103.6963187,1.336490625,0.0711343156261581,0.977338600271863,6.65307219910623e-08,0.25,"22469","Blk 653B","Pioneer Rd Nth","Jurong West",-0.635824300309856
103.6931454,1.335090477,0.0670213978472705,0.979646657431458,9.62304990943243e-10,0.125,"22471","Bef Jurong West St 93","Upp Jurong Rd","Jurong West",-1.33165214144552
103.6931026,1.334742425,0.0473764032343426,0.974975431402826,4.52663959184093e-08,0.125,"22479","Aft Jurong West St 93","Upp Jurong Rd","Jurong West",-1.35259716422028
103.7055409,1.342462238,0.0134051614851426,0.982328503492677,3.44493974963462e-17,0.125,"22481","Blk 691A CP","Jurong West Ctrl 1","Jurong West",-1.38185326878621
103.7053683,1.342584603,0.0382619300697322,0.980636048103768,1.24729917901044e-07,0.25,"22489","Blk 683A","Jurong West Ctrl 1","Jurong West",-0.665328112834186
103.704782,1.337212743,0.0450241405019249,0.981534943312048,9.95955404725985e-08,0.25,"22491","Blk 662D","Jurong West St 64","Jurong West",-0.658382507145044
103.7048816,1.337527553,0,0.981659032234605,1.19823207286404e-07,0.125,"22499","Opp Blk 662C","Jurong West St 64","Jurong West",-1.39550703292032
103.7029713,1.337691991,0.0908682976830706,0.976868892407957,1.87586355602943e-07,0.125,"22501","Blk 662A","Jurong West St 63","Jurong West",-1.31095314603913
103.7032349,1.337994051,0.126515752844075,0.981526320055426,4.93040581295632e-09,0.125,"22509","Blk 664C","Jurong West St 63","Jurong West",-1.27644465561953
103.7002967,1.337461817,0.0909443360235285,0.977340983637216,1.27630634379484e-07,0.125,"22511","Blk 658C","Jurong West St 63","Jurong West",-1.3106447249592
103.6999522,1.337733596,0.126439714503617,0.981052177778562,7.24651147474604e-09,0.125,"22519","Blk 608","Jurong West St 63","Jurong West",-1.27675146424836
103.6977679,1.337416479,0.113429099153354,0.977813342076034,8.93850458144922e-08,0.25,"22521","Pioneer Stn Exit A","Jurong West St 63","Jurong West",-0.596857878161302
103.6972862,1.337772628,0.128854872881722,0.980586279584573,1.06506301049747e-08,0.25,"22529","Pioneer Stn Exit B","Jurong West St 63","Jurong West",-0.581697716721401
103.6981438,1.339226733,0.00032146902351959,0.977272822074479,7.24651144417835e-09,0.125,"22531","Opp Jurong West Pr Sch","Jurong West St 61","Jurong West",-1.39740158438787
103.6983868,1.339195237,0.0201629587538681,0.977342254768187,3.74389852673924e-09,0.125,"22539","Jurong West Pr Sch","Jurong West St 61","Jurong West",-1.37772551246725
103.6976102,1.334968048,0,0,0,0,"22541","Blk 655","Boon Lay Way","Jurong West",-Inf
103.6979536,1.334635631,0,0,0,0,"22549","Opp Blk 655 CP","Boon Lay Way","Jurong West",-Inf
103.7006562,1.334982043,0,0,0,0,"22551","Blk 657","Boon Lay Way","Jurong West",-Inf
103.701014,1.334654622,0,0,0,0,"22559","Opp Blk 657 CP","Boon Lay Way","Jurong West",-Inf
103.7041443,1.334970385,0,0,0,0,"22561","Blk 660","Boon Lay Way","Jurong West",-Inf
103.704582,1.334649396,0,0,0,0,"22569","Opp Blk 660 CP","Boon Lay Way","Jurong West",-Inf
103.706891,1.337803814,0,0,0,0,"22571","Opp Boon Lay Stn","Boon Lay Way","Jurong West",-Inf
103.7032958,1.344258333,0.0304070547797019,0.973598923105992,8.1525716021277e-08,0.125,"22591","Blk 670A","Jurong West St 64","Jurong West",-1.36962879658453
103.703081,1.344840383,0.0711764037976326,0.981057444549831,1.05994443844171e-08,0.125,"22599","Blk 678D","Jurong West St 64","Jurong West",-1.3270532787001
103.6983014,1.330482103,0.0174753386183471,0.978699814727352,2.09547883817809e-08,0.125,"22609","Soon Lee Bus Pk","Soon Lee Rd","Jurong West",-1.37967715013155
103.6925083,1.322405185,0,0,0,0,"23011","Carrier Transicold P/L","Jln Ahmad Ibrahim","Pioneer",-Inf
103.692567,1.323021,0,0,0,0,"23019","Nippon Paint","Jln Ahmad Ibrahim","Pioneer",-Inf
103.6851861,1.322435952,0,0,0,0,"23021","Aft Benoi Sector","Jln Ahmad Ibrahim","Pioneer",-Inf
103.6862289,1.323021944,0,0,0,0,"23029","Stamford Tyre","Jln Ahmad Ibrahim","Pioneer",-Inf
103.6809911,1.322395431,0,0,0,0,"23031","Bef Benoi Flyover","Jln Ahmad Ibrahim","Pioneer",-Inf
103.6815139,1.323031111,0,0,0,0,"23039","Aft Benoi Flyover","Jln Ahmad Ibrahim","Pioneer",-Inf
103.6905597,1.333340887,0.0474524415748004,0.975445183424289,3.07985024046726e-08,0.125,"23041","Opp Jurong Camp","Upp Jurong Rd","Jurong West",-1.3522867586548
103.6906114,1.334107641,0.0669453595068127,0.979174535107587,1.4143570226555e-09,0.125,"23049","Jurong Camp","Upp Jurong Rd","Jurong West",-1.33196192239846
103.6892814,1.331689722,0.0475284799152582,0.975915200314104,2.0954788390028e-08,0.125,"23051","Bef Kian Teck Rd","Upp Jurong Rd","Jurong West",-1.35197627623323
103.6881376,1.330712847,0.0668693211663549,0.978702679433519,2.0787648628098e-09,0.125,"23059","Aft Kian Teck Rd","Upp Jurong Rd","Jurong West",-1.33227163036192
103.6865222,1.329527778,0.047604518255716,0.976385482296353,1.42572893006551e-08,0.125,"23061","Aft Kian Teck Rd","Upp Jurong Rd","Jurong West",-1.35166571838814
103.6858202,1.329899505,0.0667932828258971,0.978231090183417,3.05528473808644e-09,0.125,"23069","Bef Kian Teck Rd","Upp Jurong Rd","Jurong West",-1.33258126528173
103.682578,1.32977056,0.0476805565961738,0.976856029595369,9.70042234916036e-09,0.125,"23071","Opp SAFTI Military Inst","Upp Jurong Rd","Jurong West",-1.3513550860797
103.6818154,1.330179089,0.0667172444854393,0.977759767131697,4.49053415753972e-09,0.125,"23079","SAFTI Military Inst","Upp Jurong Rd","Jurong West",-1.33289082705686
103.678268,1.330116606,0.0151933638492947,0.000962458650826294,4.4905341522928e-09,0.125,"23081","Opp S'pore Discovery Ctr","Upp Jurong Rd","Pioneer",-2.06340044079963
103.6784347,1.330433729,0.0336977833553556,0.977652786508135,1.5814898927891e-17,0.125,"23089","S'pore Discovery Ctr","Upp Jurong Rd","Jurong West",-1.36438840733712
103.6927623,1.324518616,0,0,0,0,"23091","Nippon","Lok Yang Way","Pioneer",-Inf
103.6928614,1.324671172,0,0,0,0,"23099","Bef First Lok Yang Rd","Lok Yang Way","Pioneer",-Inf
103.6909133,1.324534722,0,0,0,0,"23101","Auto World Care","Lok Yang Way","Pioneer",-Inf
103.6906839,1.324681389,0,0,0,0,"23109","Aft Third Lok Yang Rd","Lok Yang Way","Pioneer",-Inf
103.6883647,1.324546667,0,0,0,0,"23111","Bef Fourth Lok Yang Rd","Lok Yang Way","Pioneer",-Inf
103.6884774,1.324675615,0,0,0,0,"23119","Aft Fourth Lok Yang Rd","Lok Yang Way","Pioneer",-Inf
103.6856463,1.324549519,0,0,0,0,"23121","Opp Leroy-Somer","Lok Yang Way","Pioneer",-Inf
103.6855876,1.324680967,0,0,0,0,"23129","Leroy-Somer","Lok Yang Way","Pioneer",-Inf
103.6840469,1.325371111,0,0,0,0,"23131","MES Logistic Hub","Sixth Lok Yang Rd","Pioneer",-Inf
103.6841478,1.325171667,0,0,0,0,"23139","Bef Lok Yang Way","Sixth Lok Yang Rd","Pioneer",-Inf
103.6840151,1.326668807,0,0,0,0,"23141","Opp Varco","Sixth Lok Yang Rd","Pioneer",-Inf
103.6841647,1.326830346,0,0,0,0,"23149","Varco","Sixth Lok Yang Rd","Pioneer",-Inf
103.6848346,1.32788229,0,0,0,0,"23151","Containers Printers","Intl Rd","Jurong West",-Inf
103.6856335,1.32766374,0,0,0,0,"23159","Aft Fifth Lok Yang Rd","Intl Rd","Pioneer",-Inf
103.6886947,1.327883956,0,0,0,0,"23161","Aft Kian Teck Rd","Intl Rd","Jurong West",-Inf
103.6886764,1.327688333,0,0,0,0,"23169","Bef Kian Teck Rd","Intl Rd","Pioneer",-Inf
103.6911897,1.327896036,0,0,0,0,"23171","SKK (S) Pte Ltd","Intl Rd","Jurong West",-Inf
103.6910203,1.327672844,0,0,0,0,"23179","Aft Second Lok Yang Rd","Intl Rd","Pioneer",-Inf
103.6944886,1.327903056,0,0,0,0,"23181","Aft Kian Teck Rd","Intl Rd","Jurong West",-Inf
103.6939753,1.327644597,0,0,0,0,"23189","Bef First Lok Yang Rd","Intl Rd","Pioneer",-Inf
103.6836277,1.319661456,0,0,0,0,"23191","Opp S'Pore Trspt Pte Ltd","Benoi Sector","Pioneer",-Inf
103.6831235,1.319512645,0,0,0,0,"23199","S'Pore Trspt Pte Ltd","Benoi Sector","Pioneer",-Inf
103.6862855,1.3196459,0,0,0,0,"23201","Opp Shimano Pte Ltd","Benoi Sector","Pioneer",-Inf
103.6857761,1.319503271,0,0,0,0,"23209","Aft Shimano Pte Ltd","Benoi Sector","Pioneer",-Inf
103.6892047,1.317920619,0,0,0,0,"23211","Mapletree Logistics Hub","Benoi Sector","Pioneer",-Inf
103.6885253,1.318327273,0,0,0,0,"23219","Tru-Marine","Benoi Sector","Pioneer",-Inf
103.671781,1.308966596,7.52854856017776e-07,0.000137412218853923,1.13517851979907e-17,0.125,"23221","Aft Gul Way","Pioneer Rd","Pioneer",-2.0793033860466
103.6718064,1.308687576,7.52854856017776e-07,0.000137412218853923,1.12679942572385e-17,0.125,"23229","Opp Gul Way","Pioneer Rd","Pioneer",-2.0793033860466
103.6749183,1.309265,0,0,1.24791337148048e-17,0,"23231","Keppel Logistics","Pioneer Rd","Pioneer",-Inf
103.67513,1.30916,0,0.000274851729108533,0,0.125,"23239","Opp Keppel Logistics","Pioneer Rd","Pioneer",-2.07916672771554
103.6798116,1.31025436,0,0,0,0,"23241","Aft Benoi Rd","Pioneer Rd","Pioneer",-Inf
103.6794885,1.309903487,0,0,0,0,"23249","Bef Benoi Rd","Pioneer Rd","Pioneer",-Inf
103.6837814,1.311722356,0,0,0,0,"23251","Aft Shipyard Rd","Pioneer Rd","Pioneer",-Inf
103.683665,1.311395562,0,0,1.26178575110424e-17,0,"23259","Bef Shipyard Rd","Pioneer Rd","Boon Lay",-Inf
103.6857734,1.312648632,0,0,0,0,"23261","Opp Exxon Mobil","Pioneer Rd","Boon Lay",-Inf
103.6857799,1.312406285,0,0.000137412218853923,0,0.125,"23269","Exxon Mobil","Pioneer Rd","Boon Lay",-2.07930413890118
103.6916285,1.314928759,0,0,0,0,"23279","Bef Benoi Sector","Pioneer Rd","Boon Lay",-Inf
103.6789674,1.306506176,0,0,0,0,"23281","Aft Pioneer Rd","Benoi Rd","Pioneer",-Inf
103.6793048,1.303824095,0,0,0,0,"23291","ST Marine","Benoi Rd","Pioneer",-Inf
103.679539,1.302120571,0,0,0,0,"23301","Bef Benoi Basin","Benoi Rd","Pioneer",-Inf
103.6774556,1.301786389,0,0,0,0,"23311","Keppel Shipyard","Benoi Rd","Pioneer",-Inf
103.6761848,1.30404333,0,0,0,0,"23321","Bef Benoi Lane","Benoi Rd","Pioneer",-Inf
103.6758422,1.306893333,0,0,0,0,"23331","Opp JP Nelson","Benoi Rd","Pioneer",-Inf
103.678508,1.311184964,0,0,0,0,"23341","Aft Pioneer Rd","Benoi Rd","Pioneer",-Inf
103.6787158,1.310768551,0,0,0,0,"23349","Bef Pioneer Rd","Benoi Rd","Pioneer",-Inf
103.6787494,1.316154859,0,0,0,0,"23351","Aft Gul Ave","Benoi Rd","Pioneer",-Inf
103.6788828,1.315005008,0,0,0,0,"23359","Opp Gul Ave","Benoi Rd","Pioneer",-Inf
103.6788383,1.319107705,0,0,0,0,"23361","Opp Keppel Logistics","Benoi Rd","Pioneer",-Inf
103.6791102,1.319078267,0,0,0,0,"23369","Keppel Logistics","Benoi Rd","Pioneer",-Inf
103.6790815,1.325954453,0.00673955667107113,0.977652786508135,2.05725912337411e-17,0.125,"23371","Bef Joo Koon Int","Benoi Rd","Pioneer",-1.39081391416152
103.6793944,1.326543123,0,0,0,0,"23379","Opp Joo Koon Int","Benoi Rd","Pioneer",-Inf
103.693773,1.307556447,0,0,0,0,"23389","PEC Ltd","Shipyard Rd","Boon Lay",-Inf
103.6923708,1.305336389,0,0,0,0,"23399","Keppel Offshore & Marine","Shipyard Rd","Boon Lay",-Inf
103.6893364,1.303521389,0,0,0,0,"23409","Mobil Marine Ter","Shipyard Rd","Boon Lay",-Inf
103.6861461,1.303807778,0,0,0,0,"23419","Bef Shipyard Cres","Shipyard Rd","Boon Lay",-Inf
103.6847205,1.304568337,0,0,0,0,"23429","Opp EMAS Marine Base","Shipyard Rd","Boon Lay",-Inf
103.6846866,1.30774278,0,0,0,0,"23439","Opp SML Shipyard Ltd","Shipyard Rd","Boon Lay",-Inf
103.678627,1.313041869,0,0,0,0,"23441","Bef Benoi Pl","Benoi Rd","Pioneer",-Inf
103.6787758,1.312841667,0,0,0,0,"23449","Aft Benoi Pl","Benoi Rd","Pioneer",-Inf
103.6972844,1.304026667,0,0,0,0,"23451","Jurong Shipyard","Jln Samulun","Boon Lay",-Inf
103.6964347,1.305469168,0,0,0,0,"23461","Tanoto Shipyard","Jln Samulun","Boon Lay",-Inf
103.6968346,1.305085201,0,0,0,0,"23469","Opp Tanoto Shipyard","Jln Samulun","Boon Lay",-Inf
103.6809719,1.319663409,0,0,0,0,"23471","Aft Benoi Rd","Benoi Sector","Pioneer",-Inf
103.6806599,1.319509245,0,0,0,0,"23479","Bef Benoi Rd","Benoi Sector","Pioneer",-Inf
103.6817467,1.327916917,0,0,0,0,"23481","Molex","Intl Rd","Jurong West",-Inf
103.6804886,1.327596882,0,0,0,0,"23489","Opp Molex","Intl Rd","Pioneer",-Inf
103.6778086,1.327924084,0,0,0,0,"23491","Joo Koon Stn Exit B","Joo Koon Circle","Pioneer",-Inf
103.678051,1.327550924,0,0,0,0,"23499","Joo Koon Stn Exit A","Joo Koon Circle","Pioneer",-Inf
103.6958354,1.324531603,0,0,0,0,"23501","Aft Pioneer Rd Nth","Lok Yang Way","Pioneer",-Inf
103.6956168,1.32468013,0,0,0,0,"23509","Hoe Keng Motor","Lok Yang Way","Pioneer",-Inf
103.679366,1.324793524,0.00651144164969774,0.000412318530754198,4.49053417672482e-09,0.125,"23519","Opp FairPrice Hub","Benoi Rd","Pioneer",-2.07253896984612
103.6783979,1.326972547,0.0926869727437725,0.977326842435741,6.60000593426781e-09,0.375,"24009","Joo Koon Int","Joo Koon Circle","Pioneer",-0.210443618017687
103.6776263,1.32230924,0.00434246680951053,0.000274851729108533,3.05528471470013e-09,0.125,"24011","M.C. Packaging Pte Ltd","Jln Ahmad Ibrahim","Pioneer",-2.07483365915301
103.6772821,1.322887219,0.00449454349042612,0.977978698897328,1.44857640315828e-17,0.125,"24019","Liang Huat Ind Cplx","Jln Ahmad Ibrahim","Pioneer",-1.39288160435493
103.6708798,1.321852572,0.00217198625961128,0.000137412218853923,2.07876486911484e-09,0.125,"24021","Meritor Heavy Veh Systems","Jln Ahmad Ibrahim","Pioneer",-2.07713450591504
103.6713266,1.322470964,0.00224802460006908,0.978304579491629,1.18900817084357e-17,0.125,"24029","Mazak S'pore","Jln Ahmad Ibrahim","Pioneer",-1.39495583519526
103.6749932,1.330353131,0.0130274004285316,0.000824882683843159,3.05528469588664e-09,0.125,"24041","Opp Pasir Laba Camp","Upp Jurong Rd","Pioneer",-2.06567372227451
103.6737907,1.33094145,0.0314618044329829,0.977978698897328,2.63499560808179e-17,0.125,"24049","Pasir Laba Camp","Upp Jurong Rd","Western Water Catchment",-1.36638905385301
103.67069,1.314455761,0,0,0,0,"24089","Aft Gul Ave","Gul Way","Pioneer",-Inf
103.6698714,1.326141806,0,0,0,0,"24129","Opp Yeow San Pte Ltd","Joo Koon Way","Pioneer",-Inf
103.6719301,1.327335922,0,0,0,0,"24139","Opp Toyo Ink","Joo Koon Circle","Pioneer",-Inf
103.6746632,1.327540111,0,0,0,0,"24149","Aft Joo Koon Cres","Joo Koon Circle","Pioneer",-Inf
103.6766424,1.326842223,0,0,0,0,"24159","Aft Joo Koon Rd","Joo Koon Circle","Pioneer",-Inf
103.6667159,1.310386247,0,0,0,0,"24169","Bef Gul Circle","Gul Cres","Pioneer",-Inf
103.6647713,1.309403123,0,0,0,0,"24179","Opp Hong Hock Hardware","Gul Cres","Pioneer",-Inf
103.6619381,1.311162291,0,0,0,0,"24189","Tai Sin Electric Cables","Gul Cres","Pioneer",-Inf
103.6599367,1.313081523,0,0,0,0,"24199","JB Ind Pte Ltd","Gul Cres","Pioneer",-Inf
103.6598693,1.315237641,0,0,0,0,"24209","Aft Gul Lane","Gul Cres","Pioneer",-Inf
103.6626715,1.318227016,0,0,0,0,"24219","Precision Products","Gul Circle","Pioneer",-Inf
103.6661535,1.319537781,0,0,0,0,"24229","Aft Gul St 3","Gul Circle","Pioneer",-Inf
103.6690039,1.319791667,0,0,0,0,"24239","Bef Gul St 1","Gul Circle","Pioneer",-Inf
103.6723107,1.320014171,0,0,0,0,"24249","Asiatic Agricultural Ind","Gul Circle","Pioneer",-Inf
103.6756286,1.320224304,0,0,0,0,"24259","DNV GL Laboratory","Gul Circle","Pioneer",-Inf
103.6766083,1.317960072,0,0,0,0,"24269","Sing Huat Hardware","Gul Circle","Pioneer",-Inf
103.6767463,1.314802775,0,0,0,0,"24279","Cameron Iron Works","Gul Circle","Pioneer",-Inf
103.6748585,1.312404575,0,0,0,0,"24289","Opp Keppel T&T","Gul Circle","Pioneer",-Inf
103.6716501,1.312158594,0,0,0,0,"24299","Aft Gul Way","Gul Circle","Pioneer",-Inf
103.6658491,1.312609859,0,0,0,0,"24301","SNL Logistics Pte Ltd","Gul Circle","Pioneer",-Inf
103.6686833,1.308548333,0,0.000274851729108533,0,0.125,"24331","Opp Hong Hang Bldg","Pioneer Rd","Pioneer",-2.07916672771554
103.6689933,1.308406667,0,0,2.14574113406477e-17,0,"24339","Hong Hang Bldg","Pioneer Rd","Pioneer",-Inf
103.6706958,1.295596248,0,0,0,0,"24341","Opp Keppel Shipyard","Gul Rd","Pioneer",-Inf
103.6709164,1.29557792,0,0,0,0,"24349","Keppel Shipyard","Gul Rd","Pioneer",-Inf
103.6683905,1.298117633,0,0,0,0,"24351","Opp S'pore Takada Ind","Gul Rd","Pioneer",-Inf
103.6685335,1.298225564,0,0,0,0,"24359","S'pore Takada Ind","Gul Rd","Pioneer",-Inf
103.6669833,1.300776877,0,0,0,0,"24369","Dyna-Mac Engrg Svcs","Gul Rd","Pioneer",-Inf
103.6658843,1.30366278,0,0,0,0,"24379","Opp Asia Ind Gases","Gul Rd","Pioneer",-Inf
103.6653272,1.306888056,0,0,0,0,"24381","GE Keppel Energy Svcs","Gul Rd","Pioneer",-Inf
103.6655156,1.306684311,0,0,0,0,"24389","Opp GE Keppel Energy Svcs","Gul Rd","Pioneer",-Inf
103.664471,1.298593199,0,0,0,0,"24391","Chem-Solv Technologies","Pioneer Sector 2","Pioneer",-Inf
103.6635578,1.300316389,0,0,0,0,"24401","Opp Hoe Huat Engrg","Pioneer Sector 2","Pioneer",-Inf
103.6617336,1.302437778,0,0,0,0,"24411","Gul Camp","Pioneer Sector 2","Pioneer",-Inf
103.6595061,1.304632778,0,0,0,0,"24421","Bef Pioneer Sector 1","Pioneer Sector 2","Pioneer",-Inf
103.6577,1.307266111,0,0,0,0,"24431","Aft Pioneer Sector 2","Pioneer Sector 1","Pioneer",-Inf
103.6609683,1.307134983,0,0,0,0,"24441","GSK","Pioneer Sector 3","Pioneer",-Inf
103.6637872,1.305993401,0,0,0,0,"24451","Opp Cambridge Ind Trust","Pioneer Sector 3","Pioneer",-Inf
103.6662602,1.297239315,0,0,0,0,"24461","Bef Nam Leong Co Pte Ltd","Pioneer Sector Lane","Pioneer",-Inf
103.6711106,1.325743957,0,0,0,0,"24489","Aft Joo Koon Way","Joo Koon Rd","Pioneer",-Inf
103.6743957,1.32598701,0,0,0,0,"24499","Panasonic Ind Devices","Joo Koon Rd","Pioneer",-Inf
103.6647979,1.324248968,0.0108599312980564,0.000687334008147425,2.07876487689986e-09,0.125,"24501","Bef Tuas Flyover","PIE","Pioneer",-2.06795305596876
103.6641162,1.324314785,0.029224319800898,0.978304579491629,3.049285204972e-17,0.125,"24509","Aft Tuas Flyover","PIE","Tuas",-1.36839590581183
103.6608911,1.319446944,0,0,1.41435702334317e-09,0,"24511","GUL CIRCLE STN EXIT A","Tuas Rd","Pioneer",-Inf
103.6598081,1.319071944,0,0.978630428179277,0,0.125,"24519","GUL CIRCLE STN EXIT B","Tuas Rd","Tuas",-1.39703663925
103.6588784,1.317440843,0,0,0,0,"24521","Bef Tuas Ave 5","Tuas Rd","Pioneer",-Inf
103.6581665,1.317212489,0,0,0,0,"24529","Aft Tuas Ave 5","Tuas Rd","Tuas",-Inf
103.6568842,1.306226389,0,0,0,0,"24531","Utracon Corp","Pioneer Sector 1","Pioneer",-Inf
103.6554803,1.304920202,0,0,0,0,"24539","Dundee Marine","Pioneer Sector 1","Pioneer",-Inf
103.6556555,1.302756576,0,0,0,0,"24541","Opp Keppel Shipyard","Pioneer Sector 1","Pioneer",-Inf
103.6554358,1.302736389,0,0,0,0,"24549","Keppel Shipyard","Pioneer Sector 1","Pioneer",-Inf
103.65748,1.300793056,0,0,0,0,"24559","HQ 6 Div","Pioneer Sector 1","Pioneer",-Inf
103.6690675,1.323675558,0,0,0,0,"24571","Seng Heng Engrg","Joo Koon Circle","Pioneer",-Inf
103.6669958,1.324961389,0,0,0,0,"24581","Opp ESAB","Joo Koon Circle","Pioneer",-Inf
103.6692664,1.325622844,0,0,0,0,"24599","Bef Joo Koon Way","Joo Koon Rd","Pioneer",-Inf
103.654865,1.31334,0,0,0,0,"24601","Progress Galvanizing","Tuas Rd","Tuas",-Inf
103.6547517,1.313431037,0,0,0,0,"24609","Opp Progress Galvanizing","Tuas Rd","Tuas",-Inf
103.6525406,1.310855629,0,0,0,0,"24611","Bef Marinteknik","Tuas Rd","Tuas",-Inf
103.6526047,1.31113972,0,0,0,0,"24619","Opp Marinteknik","Tuas Rd","Tuas",-Inf
103.6497794,1.307971389,0,0,0,0,"24621","Aft Ocean Tanker","Tuas Rd","Tuas",-Inf
103.6501553,1.308511389,0,0,0,0,"24629","Opp Ocean Tanker","Tuas Rd","Tuas",-Inf
103.6782444,1.320566576,0,0,0,0,"24631","Bef Benoi Rd","Gul Circle","Pioneer",-Inf
103.6779157,1.320410128,0,0,0,0,"24639","Aft Benoi Rd","Gul Circle","Pioneer",-Inf
103.6655139,1.31424,0,0,0,0,"24641","W Atelier","Gul Ave","Pioneer",-Inf
103.6688261,1.314900278,0,0,0,0,"24651","Metall-Treat Ind","Gul Ave","Pioneer",-Inf
103.66123,1.309578056,0,0,0,0,"24671","Hiap Teck Metal Co","Pioneer Rd","Pioneer",-Inf
103.661255,1.309293931,0,0,0,0,"24679","Opp Hiap Teck Metal Co","Pioneer Rd","Pioneer",-Inf
103.6586335,1.312008749,0,0,0,0,"24681","Opp Jurong Insp Ctr","Pioneer Rd","Pioneer",-Inf
103.6588959,1.311524362,0,0,0,0,"24689","Jurong Insp Ctr","Pioneer Rd","Pioneer",-Inf
103.6571281,1.313445,0,0,0,0,"24691","Aft Tuas Rd","Pioneer Rd","Tuas",-Inf
103.6569025,1.313453056,0,0,0,0,"24699","Bef Tuas Rd","Pioneer Rd","Tuas",-Inf
103.649116,1.321386,0,0,0,0,"24701","TUAS CRES STN EXIT B","Pioneer Rd","Tuas",-Inf
103.649026,1.32089,0,0,0,0,"24709","TUAS CRES STN EXIT A","Pioneer Rd","Tuas",-Inf
103.639994,1.329871,0,0.000137412218853923,0,0.125,"24711","TUAS WEST RD STN EXIT B","Pioneer Rd","Tuas",-2.07930413890118
103.639332,1.330051,0.00226082313262138,0.987680454529664,1.20831354400254e-17,0.125,"24719","TUAS WEST RD STN EXIT A","Pioneer Rd","Tuas",-1.39021491220576
103.6392036,1.344995428,4.74298559291199e-05,0.000962540753041432,4.12181838322304e-17,0.125,"25009","Tuas Ter","Tuas West Dr","Tuas",-2.07843203514093
103.6452875,1.327585,0,0,0,0,"25061","Kyocera Chemical","Tuas Ave 9","Tuas",-Inf
103.645518,1.327511796,0,0,0,0,"25069","Opp Kyocera Chemical","Tuas Ave 9","Tuas",-Inf
103.6432064,1.329582778,0,0,0,0,"25071","Opp Nissin Trspt","Tuas Ave 9","Tuas",-Inf
