"long.f","lat.f","between.f","closeness.f","eigen.f","degree.f","BusStopCode","Description","RoadName","planning_area","combined.f"
103.8633823,1.310173367,0,0,0,0,"7379","Aperia/Bef Kallang Rd ","Lavender St","Kallang",-Inf
103.856163,1.306530241,0,0,0,0,"7419","Opp Veerasamy Rd","Jln Besar","Others",-Inf
103.8524778,1.301452162,0,0,0,0,"7517","IBIS S'PORE ON BENCOOLEN","Bencoolen St","Others",-Inf
103.8521118,1.300958284,0,0,0,0,"7518","OPP NAFA CAMPUS 3","Bencoolen St","Others",-Inf
103.8550156,1.304319063,0,0,0,0,"7529","JLN BESAR STN EXIT A","Jln Besar","Others",-Inf
103.8525732,1.303656444,0,0,0,0,"7531","Rochor Stn","Rochor Canal Rd","Others",-Inf
103.852001,1.304613007,0,0,0,0,"7539","Opp Rochor Stn","Sungei Rd","Others",-Inf
103.8546132,1.301719758,0,0,0,0,"7551","Fu Lu Shou Cplx","Rochor Rd","Downtown Core",-Inf
103.8526798,1.299454465,0,0,0,0,"7561","Bef Waterloo St","Middle Rd","Others",-Inf
103.853014,1.299495313,0,0,0,0,"7569","Aft Waterloo St","Middle Rd","Others",-Inf
103.8511401,1.300634446,0,0,0,0,"7571","SUNSHINE PLAZA","Middle Rd","Others",-Inf
103.8555,1.303206098,0,0,0,0,"7589","Ch of Our Lady of Lourdes","Ophir Rd","Others",-Inf
103.8436103,1.29706985,0,0,0,0,"8011","Opp Haw Par Glass Twr","Clemenceau Ave","Others",-Inf
103.8440701,1.296246337,0,0,0,0,"8019","Aft Haw Par Glass Twr","Clemenceau Ave","Others",-Inf
103.845257,1.298311538,0,0,0,0,"8031","Dhoby Ghaut Stn Exit B","Penang Rd","Others",-Inf
103.8478064,1.298110142,0,0,0,0,"8041","YMCA","Orchard Rd","Others",-Inf
103.8452902,1.299309973,0,0,0,0,"8057","Dhoby Ghaut Stn","Orchard Rd","Others",-Inf
103.8465412,1.298958343,0,0,0,0,"8058","Aft Dhoby Ghaut Stn","Orchard Rd","Others",-Inf
103.8493613,1.298213823,0,0,0,0,"8069","BENCOOLEN STN EXIT B","Bras Basah Rd","Others",-Inf
103.8491033,1.299214444,0,0,0,0,"8079","Sch of the Arts","Prinsep St","Others",-Inf
103.8409375,1.299869287,0,0,0,0,"8111","Winsland Hse","Penang Rd","Others",-Inf
103.8387762,1.300275693,0,0,0,0,"8121","Somerset Stn","Somerset Rd","Others",-Inf
103.841005,1.300739684,0,0,0,0,"8137","Orchard Plaza","Orchard Rd","Others",-Inf
103.841847,1.300478573,0,0,0,0,"8138","Concorde Hotel S'pore","Orchard Rd","Others",-Inf
103.8343167,1.302113351,0,0,0,0,"9011","Opp Ngee Ann City","Orchard Turn","Others",-Inf
103.8323978,1.302528348,0,0,0,0,"9022","Bef Orchard Stn Exit B","Orchard Blvd","Others",-Inf
103.8325418,1.303237273,0,0,0,0,"9023","Opp Orchard Stn/ION","Orchard Turn","Others",-Inf
103.8370125,1.302340042,0,0,0,0,"9037","Opp Mandarin Orchard","Orchard Rd","Others",-Inf
103.8385248,1.301542625,0,0,0,0,"9038","Opp Somerset Stn","Orchard Rd","Others",-Inf
103.8329447,1.304460652,0,0,0,0,"9047","Orchard Stn/Tang Plaza","Orchard Rd","Others",-Inf
103.8341307,1.303866844,0,0,0,0,"9048","Orchard Stn/Lucky Plaza","Orchard Rd","Others",-Inf
103.836238,1.300442518,0,0,0,0,"9059","Natl Youth Council","Grange Rd","Others",-Inf
103.8291453,1.304537526,0,0,0,0,"9111","Opp Four Seasons Hotel","Orchard Blvd","Others",-Inf
103.8269965,1.303973792,0,0,0,0,"9121","Bef Tomlinson Rd","Orchard Blvd","Others",-Inf
103.8233381,1.30392,0,0,0,0,"9131","Grange Residences","Grange Rd","Others",-Inf
103.8235479,1.304199419,0,0,0,0,"9139","Aft Cuscaden Rd","Grange Rd","Others",-Inf
103.8217767,1.305435,0,0,0,0,"9141","British Council","Napier Rd","Others",-Inf
103.8212215,1.306089814,0,0,0,0,"9149","Opp British Council","Napier Rd","Others",-Inf
103.8256804,1.306026376,0,0,0,0,"9159","Aft Tomlinson Rd","Tanglin Rd","Others",-Inf
103.8283551,1.307013533,0,0,0,0,"9169","Delfi Orchard","Orchard Rd","Others",-Inf
103.83049,1.305879662,0,0,0,0,"9179","Royal Thai Embassy","Orchard Rd","Others",-Inf
103.8254976,1.304886531,0,0,0,0,"9191","The Regent S'pore","Tomlinson Rd","Others",-Inf
103.8326552,1.307022384,0,0,0,0,"9212","Royal Plaza On Scotts","Scotts Rd","Others",-Inf
103.8330508,1.307838056,0,0,0,0,"9213","Thong Teck Bldg","Scotts Rd","Others",-Inf
103.8331609,1.307319997,0,0,0,0,"9219","Far East Plaza","Scotts Rd","Others",-Inf
103.8172248,1.282101559,0.137683401016945,0.986213674277155,0.000302777548237683,0.5,"10009","Bt Merah Int","Bt Merah Ctrl","Bukit Merah",0.122379791776243
103.8374971,1.277738059,0,0.99146900934707,0,0.25,"10011","BEF NEIL RD","New Bridge Rd","Bukit Merah",-0.697421799064091
103.8376257,1.278320466,0.00217650338874739,0.000137412218853923,5.38669040371864e-05,0.125,"10017","Aft Hosp Dr","Eu Tong Sen St","Bukit Merah",-2.07707613521144
103.8386036,1.279008197,0,0,3.66501450716699e-05,0,"10018","Outram Pk Stn Exit F/SGH","Eu Tong Sen St","Bukit Merah",-Inf
103.8383889,1.277448379,0,0.991468362977186,0,0.125,"10021","Blk 3","Neil Rd","Bukit Merah",-1.39056930419348
103.8351907,1.276058348,0.0045020720389863,0.991138455952542,3.40745276566765e-17,0.375,"10041","BEF KAMPONG BAHRU TER","Kg Bahru Rd","Bukit Merah",-0.28763072140985
103.8348379,1.276233024,0.0043454782289346,0.000274851729108533,7.91714015013375e-05,0.125,"10049","OPP KAMPONG BAHRU TER","Kg Bahru Rd","Bukit Merah",-2.0747514955462
103.8321441,1.277411635,0.005506003989486,0.987509310626875,2.36482806413277e-17,0.125,"10051","Blk 149","Jln Bt Merah","Bukit Merah",-1.38706838819141
103.8327518,1.277396642,0.00569301313572082,0.000412318530754198,7.6296505945302e-05,0.125,"10059","Opp Blk 149","Jln Bt Merah","Bukit Merah",-2.0732761453542
103.8294864,1.278604722,0.00775177002498703,0.98717998895109,3.26121866292454e-17,0.125,"10061","Blk 140","Jln Bt Merah","Bukit Merah",-1.38500311951941
103.8300825,1.278554722,0.00786198797590803,0.000549812623774683,0.000112137525133749,0.125,"10069","Opp Blk 140","Jln Bt Merah","Bukit Merah",-2.07094850532479
103.8263892,1.280453094,0.00999603035077602,0.986850635711652,4.15734407284231e-18,0.125,"10071","Blk 111","Jln Bt Merah","Bukit Merah",-1.38294435119002
103.8270891,1.280395014,0.0100294571063832,0.000687334008147425,0.000164815208603692,0.125,"10079","Blk 201","Jln Bt Merah","Bukit Merah",-2.06861014626973
103.8224174,1.282278354,0.0556891128649675,0.986191834994348,0.000112839112479421,0.25,"10081","Opp Blk 120","Jln Bt Merah","Bukit Merah",-0.645768632518783
103.8216566,1.282923322,0.0461545950885118,0.983282986030446,0.000242238741712049,0.375,"10089","Blk 119","Jln Bt Merah","Bukit Merah",-0.250712347058951
103.8178396,1.283941086,0.0536046459823683,0.986512897578956,7.67738542997075e-05,0.125,"10091","Bt Merah Town Ctr","Jln Bt Merah","Bukit Merah",-1.34076670084283
103.8176572,1.284209239,0.0231109877990626,0.982808327620469,5.32551776459148e-05,0.125,"10099","Opp Bt Merah Town Ctr","Jln Bt Merah","Bukit Merah",-1.3720261272783
103.8137833,1.285061952,0.119096870141257,0.986989980241639,0.00019239789394434,0.125,"10101","OPP BT MERAH SEC SCH","Jln Bt Merah","Bukit Merah",-1.28010624731768
103.8137053,1.285353157,0.0230349494586048,0.982333938147346,7.82723107404246e-05,0.125,"10109","BT MERAH SEC SCH","Jln Bt Merah","Bukit Merah",-1.37231471519426
103.8093541,1.285928351,0.119172908481715,0.987467977527038,0.000130904325217524,0.125,"10111","Opp Blk 28","Jln Bt Merah","Bukit Merah",-1.27985925251093
