,YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,ORIGIN_PT_CODE,DESTINATION_PT_CODE,TOTAL_TRIPS,BusStopCode_x,RoadName_Origin,Description_Origin,Planning_Area_Origin,Latitude_Origin,Longitude_Origin,BusStopCode_y,RoadName_Destination,Description_Destination,Planning_Area_Destination,Latitude_Destination,Longitude_Destination
0,2020-01,WEEKENDS/HOLIDAY,16,BUS,4168,10051,80,4168.0,Nth Bridge Rd,Aft City Hall Stn Exit B,DOWNTOWN CORE,1.29208221483052,103.85125994680256,10051.0,Jln Bt Merah,Blk 149,BUKIT MERAH,1.2774116353283995,103.83214410914844
1,2020-01,WEEKDAY,16,BUS,4168,10051,60,4168.0,Nth Bridge Rd,Aft City Hall Stn Exit B,DOWNTOWN CORE,1.29208221483052,103.85125994680256,10051.0,Jln Bt Merah,Blk 149,BUKIT MERAH,1.2774116353283995,103.83214410914844
2,2020-01,WEEKENDS/HOLIDAY,14,BUS,80119,90079,80,80119.0,Sims Way,Aft Geylang Rd,GEYLANG,1.30992065473549,103.87599804972947,90079.0,Rhu Cross,Opp Costa Rhu Condo,KALLANG,1.29760718196372,103.86732745550238
3,2020-01,WEEKDAY,14,BUS,80119,90079,240,80119.0,Sims Way,Aft Geylang Rd,GEYLANG,1.30992065473549,103.87599804972947,90079.0,Rhu Cross,Opp Costa Rhu Condo,KALLANG,1.29760718196372,103.86732745550238
4,2020-01,WEEKDAY,17,BUS,20281,20141,260,20281.0,West Coast Highway,Opp The Japanese Sec Sch,CLEMENTI,1.3123421952490602,103.75484214400764,20141.0,West Coast Rd,Opp Blk 408,JURONG EAST,1.31771999750607,103.74877105280329
5,2020-01,WEEKENDS/HOLIDAY,17,BUS,20281,20141,40,20281.0,West Coast Highway,Opp The Japanese Sec Sch,CLEMENTI,1.3123421952490602,103.75484214400764,20141.0,West Coast Rd,Opp Blk 408,JURONG EAST,1.31771999750607,103.74877105280329
6,2020-01,WEEKDAY,7,BUS,19051,10017,20,19051.0,Dover Rd,New Town Sec Sch,QUEENSTOWN,1.30896444398008,103.77392333299538,10017.0,Eu Tong Sen St,Aft Hosp Dr,BUKIT MERAH,1.2783204663339298,103.83762574759972
7,2020-01,WEEKENDS/HOLIDAY,17,BUS,11169,4219,18,11169.0,C'wealth Ave,C'Wealth Stn Exit B/C,QUEENSTOWN,1.30270500001823,103.79838166697328,4219.0,River Valley Rd,Opp Clarke Quay,MUSEUM,1.29096802754795,103.84686777836988
8,2020-01,WEEKDAY,14,BUS,81049,70161,40,81049.0,Geylang Rd,Aft Lor 34 Geylang,GEYLANG,1.314075556,103.8873525,70161.0,Merpati Rd,OPP MATTAR STN EXIT A,GEYLANG,1.32758635490072,103.88324806418215
9,2020-01,WEEKENDS/HOLIDAY,14,BUS,81049,70161,20,81049.0,Geylang Rd,Aft Lor 34 Geylang,GEYLANG,1.314075556,103.8873525,70161.0,Merpati Rd,OPP MATTAR STN EXIT A,GEYLANG,1.32758635490072,103.88324806418215
10,2020-01,WEEKDAY,13,BUS,51059,4019,2,51059.0,Thomson Rd,AFT TOA PAYOH RISE,NOVENA,1.3370325833883,103.83735019393414,4019.0,Bencoolen St,OPP BENCOOLEN STN EXIT B,MUSEUM,1.29807216909408,103.84975607305785
11,2020-01,WEEKENDS/HOLIDAY,13,BUS,51059,4019,6,51059.0,Thomson Rd,AFT TOA PAYOH RISE,NOVENA,1.3370325833883,103.83735019393414,4019.0,Bencoolen St,OPP BENCOOLEN STN EXIT B,MUSEUM,1.29807216909408,103.84975607305785
12,2020-01,WEEKENDS/HOLIDAY,10,BUS,82049,15151,2,82049.0,Changi Rd,Joo Chiat Cplx,GEYLANG,1.3163417054851398,103.89891621295055,15151.0,Pasir Panjang Rd,Opp Mapletree Biz City,QUEENSTOWN,1.2738919290693898,103.7982220898242
13,2020-01,WEEKDAY,10,BUS,82049,15151,152,82049.0,Changi Rd,Joo Chiat Cplx,GEYLANG,1.3163417054851398,103.89891621295055,15151.0,Pasir Panjang Rd,Opp Mapletree Biz City,QUEENSTOWN,1.2738919290693898,103.7982220898242
14,2020-01,WEEKDAY,10,BUS,82049,15151,8,82049.0,Changi Rd,Joo Chiat Cplx,GEYLANG,1.3163417054851398,103.89891621295055,15151.0,Pasir Panjang Rd,Opp Mapletree Biz City,QUEENSTOWN,1.2738919290693898,103.7982220898242
15,2020-01,WEEKENDS/HOLIDAY,10,BUS,82049,15151,38,82049.0,Changi Rd,Joo Chiat Cplx,GEYLANG,1.3163417054851398,103.89891621295055,15151.0,Pasir Panjang Rd,Opp Mapletree Biz City,QUEENSTOWN,1.2738919290693898,103.7982220898242
16,2020-01,WEEKDAY,20,BUS,83169,82149,100,83169.0,Joo Chiat Pl,Bef Still Rd,BEDOK,1.31428121358171,103.90687033808844,82149.0,Joo Chiat Rd,Bef Koon Seng Rd,GEYLANG,1.3110137247688702,103.90136361120994
17,2020-01,WEEKENDS/HOLIDAY,20,BUS,83169,82149,40,83169.0,Joo Chiat Pl,Bef Still Rd,BEDOK,1.31428121358171,103.90687033808844,82149.0,Joo Chiat Rd,Bef Koon Seng Rd,GEYLANG,1.3110137247688702,103.90136361120994
18,2020-01,WEEKENDS/HOLIDAY,9,BUS,14179,3071,4,14179.0,Telok Blangah Rd,Yeo's Bldg,BUKIT MERAH,1.27188454577735,103.80630000533795,3071.0,Robinson Rd,OPP SO SOFITEL S'PORE,DOWNTOWN CORE,1.2799060962676398,103.84940030424481
19,2020-01,WEEKDAY,9,BUS,14179,3071,28,14179.0,Telok Blangah Rd,Yeo's Bldg,BUKIT MERAH,1.27188454577735,103.80630000533795,3071.0,Robinson Rd,OPP SO SOFITEL S'PORE,DOWNTOWN CORE,1.2799060962676398,103.84940030424481
20,2020-01,WEEKDAY,14,BUS,43241,44211,20,43241.0,Hillview Ave,Opp Hillview Apts,BUKIT BATOK,1.35584392851879,103.76188709548236,44211.0,Petir Rd,Blk 127,BUKIT PANJANG,1.3761001582019698,103.76921822286215
21,2020-01,WEEKENDS/HOLIDAY,14,BUS,43241,44211,40,43241.0,Hillview Ave,Opp Hillview Apts,BUKIT BATOK,1.35584392851879,103.76188709548236,44211.0,Petir Rd,Blk 127,BUKIT PANJANG,1.3761001582019698,103.76921822286215
22,2020-01,WEEKENDS/HOLIDAY,15,BUS,14519,28649,120,14519.0,Sentosa Gateway,Resorts World Sentosa,SOUTHERN ISLANDS,1.25352193438281,103.82570322127441,28649.0,Toh Guan Rd,Blk 286A,JURONG EAST,1.33901303401774,103.74603439301079
23,2020-01,WEEKDAY,17,BUS,65431,70259,20,65431.0,Punggol Way,Twin Waterfalls,PUNGGOL,1.40238938083661,103.89673562171808,70259.0,Paya Lebar Rd,Macpherson Stn Exit B,GEYLANG,1.32498730068675,103.89080428753107
24,2020-01,WEEKENDS/HOLIDAY,14,BUS,44111,45309,20,44111.0,Choa Chu Kang Ave 1,Opp Blk 203,CHOA CHU KANG,1.38094121398036,103.74975224203959,45309.0,Choa Chu Kang Nth 5,Blk 754,CHOA CHU KANG,1.3919980495631,103.74665022024048
25,2020-01,WEEKDAY,14,BUS,44111,45309,60,44111.0,Choa Chu Kang Ave 1,Opp Blk 203,CHOA CHU KANG,1.38094121398036,103.74975224203959,45309.0,Choa Chu Kang Nth 5,Blk 754,CHOA CHU KANG,1.3919980495631,103.74665022024048
26,2020-01,WEEKENDS/HOLIDAY,16,BUS,14249,43431,80,14249.0,Henderson Rd,Blk 1,BUKIT MERAH,1.27947405747082,103.81732991211004,43431.0,Bt Batok East Ave 2,Opp Blk 242,BUKIT BATOK,1.35138376789986,103.75644264494996
27,2020-01,WEEKENDS/HOLIDAY,14,BUS,76209,82029,220,76209.0,Tampines Ave 7,Blk 233,TAMPINES,1.35660332787929,103.94766913185744,82029.0,Geylang Rd,Blk 14 Mkt/FC,GEYLANG,1.31569833821527,103.89559528546465
28,2020-01,WEEKDAY,14,BUS,76209,82029,60,76209.0,Tampines Ave 7,Blk 233,TAMPINES,1.35660332787929,103.94766913185744,82029.0,Geylang Rd,Blk 14 Mkt/FC,GEYLANG,1.31569833821527,103.89559528546465
29,2020-01,WEEKENDS/HOLIDAY,7,BUS,71071,84011,60,71071.0,Eunos Link,Opp Comfort Driving Ctr,BEDOK,1.33638181561906,103.89785574766542,84011.0,New Upp Changi Rd,Chai Chee Ind Pk,BEDOK,1.32257749632692,103.92233358172962
30,2020-01,WEEKDAY,7,BUS,71071,84011,100,71071.0,Eunos Link,Opp Comfort Driving Ctr,BEDOK,1.33638181561906,103.89785574766542,84011.0,New Upp Changi Rd,Chai Chee Ind Pk,BEDOK,1.32257749632692,103.92233358172962
31,2020-01,WEEKDAY,19,BUS,92079,11419,80,92079.0,Marine Parade Rd,Blk 57,MARINE PARADE,1.3068457580809598,103.91574700260745,11419.0,Holland Ave,Holland V Stn Exit A,BUKIT TIMAH,1.3110298137808505,103.79604399202722
32,2020-01,WEEKDAY,14,BUS,92231,3019,50,92231.0,Marine Cres,Blk 34,MARINE PARADE,1.30425500081318,103.9123223933556,3019.0,Collyer Quay,OUE Bayfront,DOWNTOWN CORE,1.284245000013,103.853108055996
33,2020-01,WEEKENDS/HOLIDAY,14,BUS,92231,3019,24,92231.0,Marine Cres,Blk 34,MARINE PARADE,1.30425500081318,103.9123223933556,3019.0,Collyer Quay,OUE Bayfront,DOWNTOWN CORE,1.284245000013,103.853108055996
34,2020-01,WEEKENDS/HOLIDAY,9,BUS,46491,43119,60,46491.0,Woodlands Ave 3,Blk 402,WOODLANDS,1.43188974761143,103.77200799456398,43119.0,Upp Bt Timah Rd,Bef Hazel Pk Terr,BUKIT PANJANG,1.37337830995776,103.76300821940876
35,2020-01,WEEKENDS/HOLIDAY,11,BUS,93019,28009,60,93019.0,Marine Parade Rd,Neptune Ct,BEDOK,1.30787614366531,103.92111718654822,28009.0,Jurong Gateway Rd,Jurong East Temp Int,JURONG EAST,1.3334081875974,103.74154249246223
36,2020-01,WEEKDAY,8,BUS,11321,11341,20,11321.0,Sixth Ave,Opp Regent Villa,BUKIT TIMAH,1.32123138902898,103.79010361098513,11341.0,Sixth Ave,Garlick Ville,BUKIT TIMAH,1.32551506183496,103.79282790894258
37,2020-01,WEEKDAY,10,BUS,28349,28009,600,28349.0,Boon Lay Way,Opp Chinese Gdn Stn,JURONG EAST,1.3425511374193302,103.73318514055592,28009.0,Jurong Gateway Rd,Jurong East Temp Int,JURONG EAST,1.3334081875974,103.74154249246223
38,2020-01,WEEKENDS/HOLIDAY,10,BUS,28349,28009,320,28349.0,Boon Lay Way,Opp Chinese Gdn Stn,JURONG EAST,1.3425511374193302,103.73318514055592,28009.0,Jurong Gateway Rd,Jurong East Temp Int,JURONG EAST,1.3334081875974,103.74154249246223
39,2020-01,WEEKDAY,11,BUS,76061,67241,360,76061.0,Tampines Ave 5,Blk 938,TAMPINES,1.3482019444416002,103.94189805552269,67241.0,Compassvale Rd,Blk 248A,SENGKANG,1.3929961219132398,103.89844142173672
40,2020-01,WEEKENDS/HOLIDAY,11,BUS,76061,67241,300,76061.0,Tampines Ave 5,Blk 938,TAMPINES,1.3482019444416002,103.94189805552269,67241.0,Compassvale Rd,Blk 248A,SENGKANG,1.3929961219132398,103.89844142173672
41,2020-01,WEEKENDS/HOLIDAY,10,BUS,83101,55251,40,83101.0,Jln Eunos,Eunos Stn,GEYLANG,1.32066709057479,103.90489836683336,55251.0,Lentor Ave,Countryside Est,ANG MO KIO,1.39093600499761,103.83885575492442
42,2020-01,WEEKENDS/HOLIDAY,21,BUS,60249,60161,120,60249.0,St. George'S Rd,Blk 14,KALLANG,1.3234680000084398,103.86194240512684,60161.0,S'goon Rd,St. Michael's Pl,KALLANG,1.32477289725503,103.8655673081052
43,2020-01,WEEKDAY,21,BUS,60249,60161,320,60249.0,St. George'S Rd,Blk 14,KALLANG,1.3234680000084398,103.86194240512684,60161.0,S'goon Rd,St. Michael's Pl,KALLANG,1.32477289725503,103.8655673081052
44,2020-01,WEEKENDS/HOLIDAY,19,BUS,60261,63349,40,60261.0,Upp S'goon Rd,Potong Pasir Stn Exit C,TOA PAYOH,1.3313247159434298,103.8689179493056,63349.0,Hougang Ave 2,Blk 708,HOUGANG,1.36687207146588,103.88923358520269
45,2020-01,WEEKDAY,19,BUS,60261,63349,620,60261.0,Upp S'goon Rd,Potong Pasir Stn Exit C,TOA PAYOH,1.3313247159434298,103.8689179493056,63349.0,Hougang Ave 2,Blk 708,HOUGANG,1.36687207146588,103.88923358520269
46,2020-01,WEEKDAY,17,BUS,11459,14169,100,11459.0,C'wealth Dr,Blk 50,QUEENSTOWN,1.30097055597804,103.7968519439962,14169.0,Telok Blangah Rd,Opp Telok Blangah Stn,BUKIT MERAH,1.27118550385957,103.80941810434496
47,2020-01,WEEKENDS/HOLIDAY,17,BUS,11459,14169,100,11459.0,C'wealth Dr,Blk 50,QUEENSTOWN,1.30097055597804,103.7968519439962,14169.0,Telok Blangah Rd,Opp Telok Blangah Stn,BUKIT MERAH,1.27118550385957,103.80941810434496
48,2020-01,WEEKDAY,17,BUS,17079,4321,2,17079.0,West Coast Rd,Blk 512,CLEMENTI,1.30968304242083,103.75999360222923,4321.0,Clemenceau Ave,Shell HSE,SINGAPORE RIVER,1.2921400077773,103.84303646191059
49,2020-01,WEEKENDS/HOLIDAY,17,BUS,17079,4321,10,17079.0,West Coast Rd,Blk 512,CLEMENTI,1.30968304242083,103.75999360222923,4321.0,Clemenceau Ave,Shell HSE,SINGAPORE RIVER,1.2921400077773,103.84303646191059
50,2020-01,WEEKENDS/HOLIDAY,18,BUS,55171,54199,60,55171.0,Ang Mo Kio Ave 6,CASTLE GREEN,ANG MO KIO,1.38564388899504,103.84229777803078,54199.0,Ang Mo Kio Ave 4,BLK 163,ANG MO KIO,1.37430000000968,103.83767277798229
51,2020-01,WEEKDAY,18,BUS,55171,54199,240,55171.0,Ang Mo Kio Ave 6,CASTLE GREEN,ANG MO KIO,1.38564388899504,103.84229777803078,54199.0,Ang Mo Kio Ave 4,BLK 163,ANG MO KIO,1.37430000000968,103.83767277798229
52,2020-01,WEEKENDS/HOLIDAY,9,BUS,28091,21419,500,28091.0,Boon Lay Way,Lakeside Stn,JURONG WEST,1.34425795644531,103.72012487725401,21419.0,Boon Lay Dr,Blk 188,JURONG WEST,1.34388060681347,103.71057645840756
53,2020-01,WEEKDAY,9,BUS,28091,21419,560,28091.0,Boon Lay Way,Lakeside Stn,JURONG WEST,1.34425795644531,103.72012487725401,21419.0,Boon Lay Dr,Blk 188,JURONG WEST,1.34388060681347,103.71057645840756
54,2020-01,WEEKDAY,17,BUS,66031,70049,40,66031.0,Lor Chuan,Cardiff Residence,SERANGOON,1.35465640659199,103.86572364607076,70049.0,Upp Aljunied Rd,Aft Blk 4,TOA PAYOH,1.33290666703267,103.87871499999149
55,2020-01,WEEKENDS/HOLIDAY,17,BUS,66031,70049,20,66031.0,Lor Chuan,Cardiff Residence,SERANGOON,1.35465640659199,103.86572364607076,70049.0,Upp Aljunied Rd,Aft Blk 4,TOA PAYOH,1.33290666703267,103.87871499999149
56,2020-01,WEEKDAY,6,BUS,14129,59009,5,14129.0,Telok Blangah Rd,Harbourfront Stn Exit A,BUKIT MERAH,1.26607869101924,103.81977877391114,59009.0,Yishun Ave 2,Yishun Int,YISHUN,1.4284,103.8360975
57,2020-01,WEEKDAY,6,BUS,14129,59009,15,14129.0,Telok Blangah Rd,Harbourfront Stn Exit A,BUKIT MERAH,1.26607869101924,103.81977877391114,59009.0,Yishun Ave 2,Yishun Int,YISHUN,1.4284,103.8360975
58,2020-01,WEEKDAY,19,BUS,15129,16011,180,15129.0,Sth Buona Vista Rd,Opp Sci Pk 2/The Gemini,QUEENSTOWN,1.28916467783169,103.78401870729117,16011.0,Pasir Panjang Rd,Opp Haw Par Villa Stn,QUEENSTOWN,1.2827776635531398,103.78186930413445
59,2020-01,WEEKENDS/HOLIDAY,13,BUS,9212,42021,60,9212.0,Scotts Rd,Royal Plaza On Scotts,ORCHARD,1.30702238421536,103.83265522662563,42021.0,Bt Timah Rd,Aft Maple Ave,BUKIT TIMAH,1.33254537683925,103.79237058676011
60,2020-01,WEEKDAY,13,BUS,9212,42021,60,9212.0,Scotts Rd,Royal Plaza On Scotts,ORCHARD,1.30702238421536,103.83265522662563,42021.0,Bt Timah Rd,Aft Maple Ave,BUKIT TIMAH,1.33254537683925,103.79237058676011
61,2020-01,WEEKENDS/HOLIDAY,14,BUS,84491,62011,40,84491.0,Bedok Reservoir Rd,Blk 629,BEDOK,1.33463946695939,103.91413940065628,62011.0,Upp Paya Lebar Rd,Aft Bartley Rd,SERANGOON,1.3421349999944,103.88345100001621
62,2020-01,WEEKDAY,14,BUS,84491,62011,40,84491.0,Bedok Reservoir Rd,Blk 629,BEDOK,1.33463946695939,103.91413940065628,62011.0,Upp Paya Lebar Rd,Aft Bartley Rd,SERANGOON,1.3421349999944,103.88345100001621
63,2020-01,WEEKDAY,17,BUS,28459,17169,20,28459.0,Jurong East Ave 1,Opp Parc Oasis,JURONG EAST,1.34440772894012,103.7343152870331,17169.0,C'wealth Ave West,Blk 329,CLEMENTI,1.31284527799656,103.76679666702314
64,2020-01,WEEKDAY,12,BUS,7531,44129,340,7531.0,Rochor Canal Rd,Rochor Stn,ROCHOR,1.30365644370093,103.8525732326128,44129.0,Choa Chu Kang Way,Opp Blk 113,CHOA CHU KANG,1.37741713631203,103.75092697249079
65,2020-01,WEEKENDS/HOLIDAY,12,BUS,7531,44129,320,7531.0,Rochor Canal Rd,Rochor Stn,ROCHOR,1.30365644370093,103.8525732326128,44129.0,Choa Chu Kang Way,Opp Blk 113,CHOA CHU KANG,1.37741713631203,103.75092697249079
66,2020-01,WEEKDAY,10,BUS,3111,9022,18,3111.0,Robinson Rd,Aft Capital Twr,DOWNTOWN CORE,1.2778259536078995,103.8481011719729,9022.0,Orchard Blvd,Bef Orchard Stn Exit B,RIVER VALLEY,1.3025283477364298,103.83239784275958
67,2020-01,WEEKDAY,11,BUS,15229,91081,20,15229.0,Pasir Panjang Rd,Bef Sth Buona Vista Rd,QUEENSTOWN,1.27937638961898,103.78572727156029,91081.0,Fort Rd,Fort Gdns,KALLANG,1.29930499999248,103.88533388902763
68,2020-01,WEEKENDS/HOLIDAY,15,BUS,2151,14101,20,2151.0,Temasek Blvd,Suntec Convention Ctr,DOWNTOWN CORE,1.2931777632081398,103.85784623004032,14101.0,Keppel Rd,Opp Keppel DP Blk 517,BUKIT MERAH,1.26837500002503,103.82825805600972
69,2020-01,WEEKDAY,15,BUS,2151,14101,20,2151.0,Temasek Blvd,Suntec Convention Ctr,DOWNTOWN CORE,1.2931777632081398,103.85784623004032,14101.0,Keppel Rd,Opp Keppel DP Blk 517,BUKIT MERAH,1.26837500002503,103.82825805600972
70,2020-01,WEEKDAY,20,BUS,7531,52329,60,7531.0,Rochor Canal Rd,Rochor Stn,ROCHOR,1.30365644370093,103.8525732326128,52329.0,Lor 6 Toa Payoh,Opp Toa Payoh Stadium,TOA PAYOH,1.3314681753237398,103.852686881995
71,2020-01,WEEKDAY,8,BUS,96031,98011,20,96031.0,Upp Changi Rd East,Opp Expo Halls 4/5/6,TAMPINES,1.33590500003397,103.95837000001772,98011.0,Loyang Ave,Blk 149A,PASIR RIS,1.3622138888951498,103.96291600002556
72,2020-01,WEEKDAY,9,BUS,43199,42159,8820,43199.0,Bt Batok East Ave 6,Ch Of St. Mary,BUKIT BATOK,1.34663409083885,103.75920055445124,42159.0,Jln Jurong Kechil,Opp Beauty World Stn,BUKIT TIMAH,1.34036805329812,103.7753089899666
73,2020-01,WEEKENDS/HOLIDAY,9,BUS,43199,42159,2540,43199.0,Bt Batok East Ave 6,Ch Of St. Mary,BUKIT BATOK,1.34663409083885,103.75920055445124,42159.0,Jln Jurong Kechil,Opp Beauty World Stn,BUKIT TIMAH,1.34036805329812,103.7753089899666
74,2020-01,WEEKDAY,6,BUS,65061,75319,480,65061.0,Punggol Rd,Blk 298A,SENGKANG,1.39490129020977,103.90185947591308,75319.0,Tampines Ave 10,Opp Tampines Dormitory,TAMPINES,1.36720805556001,103.93106194445039
75,2020-01,WEEKENDS/HOLIDAY,6,BUS,65061,75319,20,65061.0,Punggol Rd,Blk 298A,SENGKANG,1.39490129020977,103.90185947591308,75319.0,Tampines Ave 10,Opp Tampines Dormitory,TAMPINES,1.36720805556001,103.93106194445039
76,2020-01,WEEKENDS/HOLIDAY,12,BUS,43471,60119,60,43471.0,Bt Batok West Ave 2,Blk 306,BUKIT BATOK,1.35796999999619,103.74730694399489,60119.0,Bendemeer Rd,Opp Boon Keng Stn,KALLANG,1.31880431510648,103.86409707876385
77,2020-01,WEEKDAY,23,BUS,53239,67049,120,53239.0,Bishan Rd,OPP BISHAN STN,BISHAN,1.35100305612802,103.84765878186458,67049.0,Yio Chu Kang Rd,The Greenwich,SERANGOON,1.38773464426252,103.869986495669
78,2020-01,WEEKENDS/HOLIDAY,23,BUS,53239,67049,40,53239.0,Bishan Rd,OPP BISHAN STN,BISHAN,1.35100305612802,103.84765878186458,67049.0,Yio Chu Kang Rd,The Greenwich,SERANGOON,1.38773464426252,103.869986495669
79,2020-01,WEEKDAY,17,BUS,43019,10089,60,43019.0,Upp Bt Timah Rd,Springdale Condo,BUKIT PANJANG,1.3482019440000002,103.7710775,10089.0,Jln Bt Merah,Blk 119,BUKIT MERAH,1.28292332245689,103.82165660905856
80,2020-01,WEEKDAY,12,BUS,43129,42149,80,43129.0,Cashew Rd,Cashew Pk Condo,BUKIT PANJANG,1.37162881663563,103.76760246505873,42149.0,Clementi Rd,Aft Bt Timah Rd,BUKIT TIMAH,1.33607426889198,103.7786231371068
81,2020-01,WEEKDAY,8,BUS,76399,98081,20,76399.0,Tampines St 41,Blk 417,TAMPINES,1.3586225675181,103.94723337005571,98081.0,Old Tampines Rd,Aft Jln Batalong,PASIR RIS,1.36189974501014,103.96453090144483
82,2020-01,WEEKENDS/HOLIDAY,13,BUS,59039,7319,12,59039.0,Yishun Ave 2,Yishun Sports Hall,YISHUN,1.41342871609658,103.8315630055702,7319.0,Jln Besar,Aft Allenby Rd,KALLANG,1.31038833299803,103.85870666696985
83,2020-01,WEEKDAY,13,BUS,59039,7319,10,59039.0,Yishun Ave 2,Yishun Sports Hall,YISHUN,1.41342871609658,103.8315630055702,7319.0,Jln Besar,Aft Allenby Rd,KALLANG,1.31038833299803,103.85870666696985
84,2020-01,WEEKDAY,9,BUS,65229,65339,180,65229.0,Punggol Ctrl,Blk 298,PUNGGOL,1.4032021945410502,103.9055693149622,65339.0,Punggol Field,Blk 268C,PUNGGOL,1.4031330662472998,103.89804388955791
85,2020-01,WEEKDAY,9,BUS,84061,92119,40,84061.0,New Upp Changi Rd,The Tanamera Condo,BEDOK,1.32584790501258,103.94223128727673,92119.0,East Coast Rd,Roxy Sq,MARINE PARADE,1.30444500073,103.90277451423107
86,2020-01,WEEKENDS/HOLIDAY,9,BUS,84061,92119,120,84061.0,New Upp Changi Rd,The Tanamera Condo,BEDOK,1.32584790501258,103.94223128727673,92119.0,East Coast Rd,Roxy Sq,MARINE PARADE,1.30444500073,103.90277451423107
87,2020-01,WEEKENDS/HOLIDAY,17,BUS,22231,27401,20,22231.0,Jurong West St 61,Blk 639,JURONG WEST,1.34079486676221,103.69717899290251,27401.0,Jurong West St 81,Opp Blk 821,JURONG WEST,1.34736600563095,103.6941379590552
88,2020-01,WEEKDAY,17,BUS,22231,27401,1292,22231.0,Jurong West St 61,Blk 639,JURONG WEST,1.34079486676221,103.69717899290251,27401.0,Jurong West St 81,Opp Blk 821,JURONG WEST,1.34736600563095,103.6941379590552
89,2020-01,WEEKENDS/HOLIDAY,17,BUS,22231,27401,380,22231.0,Jurong West St 61,Blk 639,JURONG WEST,1.34079486676221,103.69717899290251,27401.0,Jurong West St 81,Opp Blk 821,JURONG WEST,1.34736600563095,103.6941379590552
90,2020-01,WEEKDAY,17,BUS,22231,27401,68,22231.0,Jurong West St 61,Blk 639,JURONG WEST,1.34079486676221,103.69717899290251,27401.0,Jurong West St 81,Opp Blk 821,JURONG WEST,1.34736600563095,103.6941379590552
91,2020-01,WEEKDAY,19,BUS,59111,58309,2680,59111.0,Yishun Ave 5,Blk 701,YISHUN,1.43016395103424,103.82888452126694,58309.0,Gambas Ave,Opp 3M Bldg,WOODLANDS,1.44466063592056,103.81036650514451
92,2020-01,WEEKENDS/HOLIDAY,19,BUS,59111,58309,1280,59111.0,Yishun Ave 5,Blk 701,YISHUN,1.43016395103424,103.82888452126694,58309.0,Gambas Ave,Opp 3M Bldg,WOODLANDS,1.44466063592056,103.81036650514451
93,2020-01,WEEKDAY,8,BUS,3111,80251,380,3111.0,Robinson Rd,Aft Capital Twr,DOWNTOWN CORE,1.2778259536078995,103.8481011719729,80251.0,Guillemard Rd,Aft Lor 14 Geylang,GEYLANG,1.31009487384598,103.87992501726276
94,2020-01,WEEKDAY,18,BUS,91049,4111,162,91049.0,Mountbatten Rd,Bef Fort Rd,MARINE PARADE,1.30069808015377,103.88643299699929,4111.0,Stamford Rd,Capitol Bldg,DOWNTOWN CORE,1.29395444170081,103.8513909663662
95,2020-01,WEEKENDS/HOLIDAY,18,BUS,91049,4111,72,91049.0,Mountbatten Rd,Bef Fort Rd,MARINE PARADE,1.30069808015377,103.88643299699929,4111.0,Stamford Rd,Capitol Bldg,DOWNTOWN CORE,1.29395444170081,103.8513909663662
96,2020-01,WEEKENDS/HOLIDAY,15,BUS,76241,66351,100,76241.0,Tampines Ave 7,Blk 497D,TAMPINES,1.3584580274625802,103.95917058122039,66351.0,S'goon Ctrl,S'Goon Stn Exit B,SERANGOON,1.3504983145016205,103.87324486521685
97,2020-01,WEEKDAY,15,BUS,76241,66351,180,76241.0,Tampines Ave 7,Blk 497D,TAMPINES,1.3584580274625802,103.95917058122039,66351.0,S'goon Ctrl,S'Goon Stn Exit B,SERANGOON,1.3504983145016205,103.87324486521685
98,2020-01,WEEKDAY,6,BUS,20201,8121,72,20201.0,Teban Gdns Rd,Teban Gdn PO,JURONG EAST,1.32127611097845,103.74340527799252,8121.0,Somerset Rd,Somerset Stn,ORCHARD,1.30027569326586,103.83877618459664
99,2020-01,WEEKDAY,13,BUS,85099,84239,2100,85099.0,New Upp Changi Rd,Tanah Merah Stn Exit A,BEDOK,1.32684437763421,103.94645987386455,84239.0,Bedok Nth Rd,Opp Blk 85,BEDOK,1.33151836127292,103.93835688451807
100,2020-01,WEEKENDS/HOLIDAY,13,BUS,85099,84239,880,85099.0,New Upp Changi Rd,Tanah Merah Stn Exit A,BEDOK,1.32684437763421,103.94645987386455,84239.0,Bedok Nth Rd,Opp Blk 85,BEDOK,1.33151836127292,103.93835688451807
101,2020-01,WEEKENDS/HOLIDAY,11,BUS,17079,82032,20,17079.0,West Coast Rd,Blk 512,CLEMENTI,1.30968304242083,103.75999360222923,82032.0,Sims Ave,Blk 416,GEYLANG,1.31776416388008,103.89719868894
102,2020-01,WEEKENDS/HOLIDAY,19,BUS,45059,44069,100,45059.0,Woodlands Rd,Opp Da Di Glass,SUNGEI KADUT,1.4034095255870602,103.75620896675814,44069.0,Woodlands Rd,Aft KJE Slip Rd,BUKIT PANJANG,1.38592018696626,103.75717769160772
103,2020-01,WEEKDAY,19,BUS,45059,44069,460,45059.0,Woodlands Rd,Opp Da Di Glass,SUNGEI KADUT,1.4034095255870602,103.75620896675814,44069.0,Woodlands Rd,Aft KJE Slip Rd,BUKIT PANJANG,1.38592018696626,103.75717769160772
