"BusStopCode","planning_area","Longitude","Latitude","subzone_name","district"
54079,"BISHAN",103.8458592,1.363898056,"Marymount","CENTRAL REGION"
54081,"ANG MO KIO",103.8478669,1.363589722,"Townsville","NORTH-EAST REGION"
54089,"BISHAN",103.8484912,1.362970011,"Marymount","CENTRAL REGION"
54091,"ANG MO KIO",103.850928,1.36167975,"Townsville","NORTH-EAST REGION"
54099,"BISHAN",103.8510481,1.361187778,"Marymount","CENTRAL REGION"
54101,"ANG MO KIO",103.8546576,1.357320978,"Chong Boon","NORTH-EAST REGION"
54109,"BISHAN",103.8543389,1.357081692,"Bishan East","CENTRAL REGION"
54161,"ANG MO KIO",103.8348293,1.371076646,"Kebun Bahru","NORTH-EAST REGION"
54169,"ANG MO KIO",103.8347669,1.370898333,"Shangri-La","NORTH-EAST REGION"
54181,"ANG MO KIO",103.836535,1.370533052,"Shangri-La","NORTH-EAST REGION"
54189,"ANG MO KIO",103.8367907,1.370469663,"Kebun Bahru","NORTH-EAST REGION"
54191,"ANG MO KIO",103.837564,1.374471933,"Kebun Bahru","NORTH-EAST REGION"
54199,"ANG MO KIO",103.8376728,1.3743,"Kebun Bahru","NORTH-EAST REGION"
54201,"ANG MO KIO",103.8392761,1.376084986,"Kebun Bahru","NORTH-EAST REGION"
54209,"ANG MO KIO",103.8395232,1.376381197,"Kebun Bahru","NORTH-EAST REGION"
54211,"ANG MO KIO",103.8363483,1.368612222,"Shangri-La","NORTH-EAST REGION"
54219,"ANG MO KIO",103.836794,1.368807771,"Shangri-La","NORTH-EAST REGION"
54221,"ANG MO KIO",103.8395934,1.36995608,"Kebun Bahru","NORTH-EAST REGION"
54229,"ANG MO KIO",103.8399327,1.369605779,"Shangri-La","NORTH-EAST REGION"
54231,"ANG MO KIO",103.8419391,1.369660125,"Kebun Bahru","NORTH-EAST REGION"
54239,"ANG MO KIO",103.8433202,1.369186094,"Shangri-La","NORTH-EAST REGION"
54241,"ANG MO KIO",103.8461801,1.369135186,"Ang Mo Kio Town Centre","NORTH-EAST REGION"
54247,"ANG MO KIO",103.8471931,1.368738365,"Townsville","NORTH-EAST REGION"
54248,"ANG MO KIO",103.8466101,1.368754906,"Townsville","NORTH-EAST REGION"
54251,"ANG MO KIO",103.846172,1.376890028,"Ang Mo Kio Town Centre","NORTH-EAST REGION"
54259,"ANG MO KIO",103.8462822,1.377209444,"Yio Chu Kang","NORTH-EAST REGION"
54261,"ANG MO KIO",103.8507545,1.369469419,"Cheng San","NORTH-EAST REGION"
54269,"ANG MO KIO",103.8511189,1.369210065,"Chong Boon","NORTH-EAST REGION"
54271,"ANG MO KIO",103.8535666,1.369963268,"Cheng San","NORTH-EAST REGION"
54279,"ANG MO KIO",103.8540476,1.36968919,"Chong Boon","NORTH-EAST REGION"
54281,"ANG MO KIO",103.8560128,1.369490257,"Cheng San","NORTH-EAST REGION"
54289,"ANG MO KIO",103.8561505,1.369103032,"Chong Boon","NORTH-EAST REGION"
54291,"ANG MO KIO",103.8588615,1.369188614,"Cheng San","NORTH-EAST REGION"
54299,"ANG MO KIO",103.8583266,1.368901527,"Chong Boon","NORTH-EAST REGION"
54301,"SERANGOON",103.8628468,1.370195005,"Serangoon North Ind Estate","NORTH-EAST REGION"
54309,"SERANGOON",103.863066,1.369888353,"Serangoon Garden","NORTH-EAST REGION"
54311,"ANG MO KIO",103.8525751,1.361436108,"Townsville","NORTH-EAST REGION"
54319,"ANG MO KIO",103.8530548,1.362059691,"Chong Boon","NORTH-EAST REGION"
54321,"ANG MO KIO",103.8523779,1.363984674,"Townsville","NORTH-EAST REGION"
54329,"ANG MO KIO",103.8524798,1.364497725,"Chong Boon","NORTH-EAST REGION"
54331,"ANG MO KIO",103.8505685,1.367194737,"Townsville","NORTH-EAST REGION"
54339,"ANG MO KIO",103.8505797,1.367844701,"Chong Boon","NORTH-EAST REGION"
54341,"ANG MO KIO",103.8478247,1.374621421,"Ang Mo Kio Town Centre","NORTH-EAST REGION"
54349,"ANG MO KIO",103.8481053,1.374773333,"Cheng San","NORTH-EAST REGION"
54351,"ANG MO KIO",103.8500347,1.376477779,"Yio Chu Kang East","NORTH-EAST REGION"
54359,"ANG MO KIO",103.8499921,1.376153348,"Cheng San","NORTH-EAST REGION"
54369,"ANG MO KIO",103.8558828,1.358746389,"Chong Boon","NORTH-EAST REGION"
54371,"ANG MO KIO",103.8556828,1.362383063,"Chong Boon","NORTH-EAST REGION"
54379,"ANG MO KIO",103.855948,1.362889989,"Chong Boon","NORTH-EAST REGION"
54381,"ANG MO KIO",103.8560862,1.365741674,"Chong Boon","NORTH-EAST REGION"
54389,"ANG MO KIO",103.8566054,1.366389736,"Chong Boon","NORTH-EAST REGION"
54391,"ANG MO KIO",103.8482886,1.371619722,"Ang Mo Kio Town Centre","NORTH-EAST REGION"
54399,"ANG MO KIO",103.8486611,1.371373023,"Cheng San","NORTH-EAST REGION"
54401,"ANG MO KIO",103.8516353,1.372946681,"Cheng San","NORTH-EAST REGION"
54409,"ANG MO KIO",103.8521389,1.372708333,"Cheng San","NORTH-EAST REGION"
54411,"ANG MO KIO",103.8542292,1.372353056,"Cheng San","NORTH-EAST REGION"
54419,"ANG MO KIO",103.8548909,1.372061678,"Cheng San","NORTH-EAST REGION"
54429,"ANG MO KIO",103.8581855,1.370346605,"Cheng San","NORTH-EAST REGION"
54439,"ANG MO KIO",103.8571539,1.373284742,"Cheng San","NORTH-EAST REGION"
54441,"ANG MO KIO",103.8507692,1.374181695,"Cheng San","NORTH-EAST REGION"
54449,"ANG MO KIO",103.8508896,1.374608105,"Cheng San","NORTH-EAST REGION"
54451,"ANG MO KIO",103.8405965,1.377235018,"Yio Chu Kang West","NORTH-EAST REGION"
54459,"ANG MO KIO",103.841201,1.376933361,"Kebun Bahru","NORTH-EAST REGION"
54461,"ANG MO KIO",103.8433994,1.377479971,"Yio Chu Kang West","NORTH-EAST REGION"
54469,"ANG MO KIO",103.8434968,1.37720167,"Kebun Bahru","NORTH-EAST REGION"
54471,"ANG MO KIO",103.8532966,1.376134708,"Yio Chu Kang East","NORTH-EAST REGION"
54479,"ANG MO KIO",103.8532004,1.375793351,"Cheng San","NORTH-EAST REGION"
54481,"ANG MO KIO",103.8557653,1.375994979,"Yio Chu Kang East","NORTH-EAST REGION"
54489,"ANG MO KIO",103.8557967,1.375661389,"Cheng San","NORTH-EAST REGION"
54491,"SERANGOON",103.8601032,1.377171653,"Seletar Hills","NORTH-EAST REGION"
54499,"SERANGOON",103.8605536,1.377008067,"Serangoon North Ind Estate","NORTH-EAST REGION"
54501,"SERANGOON",103.8626631,1.377871389,"Seletar Hills","NORTH-EAST REGION"
54509,"SERANGOON",103.8625705,1.377588358,"Serangoon North Ind Estate","NORTH-EAST REGION"
54511,"SERANGOON",103.8634476,1.371676382,"Serangoon North Ind Estate","NORTH-EAST REGION"
54519,"SERANGOON",103.8637356,1.371218056,"Serangoon North Ind Estate","NORTH-EAST REGION"
54521,"SERANGOON",103.8628875,1.373426407,"Serangoon North Ind Estate","NORTH-EAST REGION"
54529,"SERANGOON",103.8630362,1.373359729,"Serangoon North Ind Estate","NORTH-EAST REGION"
54531,"BISHAN",103.8513269,1.358399743,"Bishan East","CENTRAL REGION"
54539,"BISHAN",103.8510481,1.358571111,"Marymount","CENTRAL REGION"
54571,"ANG MO KIO",103.8549193,1.37425473,"Cheng San","NORTH-EAST REGION"
54579,"ANG MO KIO",103.8548308,1.374878174,"Cheng San","NORTH-EAST REGION"
54581,"ANG MO KIO",103.8566583,1.371058333,"Cheng San","NORTH-EAST REGION"
54589,"ANG MO KIO",103.8567189,1.371734416,"Cheng San","NORTH-EAST REGION"
54591,"SERANGOON",103.8617739,1.375306667,"Serangoon North Ind Estate","NORTH-EAST REGION"
54599,"SERANGOON",103.8618014,1.374894722,"Serangoon North Ind Estate","NORTH-EAST REGION"
54601,"ANG MO KIO",103.8551458,1.359421389,"Chong Boon","NORTH-EAST REGION"
54609,"ANG MO KIO",103.8552925,1.359357778,"Chong Boon","NORTH-EAST REGION"
54611,"ANG MO KIO",103.8405742,1.364894705,"Shangri-La","NORTH-EAST REGION"
54619,"BISHAN",103.8405029,1.364671684,"Upper Thomson","CENTRAL REGION"
54621,"ANG MO KIO",103.8377307,1.365953312,"Shangri-La","NORTH-EAST REGION"
54629,"BISHAN",103.8380167,1.36558807,"Upper Thomson","CENTRAL REGION"
54631,"SERANGOON",103.8669752,1.377021667,"Serangoon North Ind Estate","NORTH-EAST REGION"
54641,"SERANGOON",103.8646091,1.375739674,"Serangoon North Ind Estate","NORTH-EAST REGION"
54651,"SERANGOON",103.8655186,1.378542757,"Seletar Hills","NORTH-EAST REGION"
54659,"SERANGOON",103.8668627,1.37834008,"Serangoon North Ind Estate","NORTH-EAST REGION"
55009,"ANG MO KIO",103.847577,1.385898311,"Yio Chu Kang","NORTH-EAST REGION"
55011,"ANG MO KIO",103.8357043,1.382261657,"Tagore","NORTH-EAST REGION"
55019,"ANG MO KIO",103.8361694,1.382283056,"Yio Chu Kang West","NORTH-EAST REGION"
55021,"ANG MO KIO",103.8387271,1.385701178,"Tagore","NORTH-EAST REGION"
55029,"ANG MO KIO",103.8391711,1.385651937,"Yio Chu Kang West","NORTH-EAST REGION"
55031,"ANG MO KIO",103.8436033,1.389447742,"Yio Chu Kang North","NORTH-EAST REGION"
55039,"ANG MO KIO",103.8438314,1.389157323,"Yio Chu Kang","NORTH-EAST REGION"
55041,"ANG MO KIO",103.846028,1.391224067,"Yio Chu Kang North","NORTH-EAST REGION"
55049,"ANG MO KIO",103.8465928,1.391105477,"Yio Chu Kang","NORTH-EAST REGION"
55051,"ANG MO KIO",103.8489624,1.392399801,"Yio Chu Kang North","NORTH-EAST REGION"
55059,"ANG MO KIO",103.8490952,1.392082265,"Yio Chu Kang","NORTH-EAST REGION"
55071,"ANG MO KIO",103.8526183,1.392462741,"Yio Chu Kang North","NORTH-EAST REGION"
55079,"ANG MO KIO",103.853368,1.391952167,"Yio Chu Kang East","NORTH-EAST REGION"
55081,"ANG MO KIO",103.8559733,1.391771334,"Yio Chu Kang North","NORTH-EAST REGION"
55089,"ANG MO KIO",103.856304,1.391294037,"Yio Chu Kang East","NORTH-EAST REGION"
55101,"SENGKANG",103.8596792,1.390940142,"Sengkang West","NORTH-EAST REGION"
55109,"SERANGOON",103.8599335,1.390494473,"Seletar Hills","NORTH-EAST REGION"
55111,"ANG MO KIO",103.8377737,1.376955563,"Kebun Bahru","NORTH-EAST REGION"
55119,"ANG MO KIO",103.8378471,1.377285307,"Yio Chu Kang West","NORTH-EAST REGION"
55121,"ANG MO KIO",103.8351978,1.379431389,"Sembawang Hills","NORTH-EAST REGION"
55129,"ANG MO KIO",103.8354994,1.37955302,"Yio Chu Kang West","NORTH-EAST REGION"
55131,"ANG MO KIO",103.8396597,1.37986282,"Yio Chu Kang West","NORTH-EAST REGION"
55139,"ANG MO KIO",103.8400749,1.378940116,"Yio Chu Kang West","NORTH-EAST REGION"
55141,"ANG MO KIO",103.8390206,1.381513056,"Yio Chu Kang West","NORTH-EAST REGION"
55149,"ANG MO KIO",103.8392681,1.381476389,"Yio Chu Kang West","NORTH-EAST REGION"
55151,"ANG MO KIO",103.8403312,1.383394401,"Yio Chu Kang West","NORTH-EAST REGION"
55159,"ANG MO KIO",103.84065,1.383362,"Yio Chu Kang West","NORTH-EAST REGION"
55169,"ANG MO KIO",103.8410023,1.381236392,"Yio Chu Kang West","NORTH-EAST REGION"
55171,"ANG MO KIO",103.8422978,1.385643889,"Yio Chu Kang West","NORTH-EAST REGION"
55179,"ANG MO KIO",103.8425943,1.385731799,"Yio Chu Kang","NORTH-EAST REGION"
55181,"ANG MO KIO",103.8438923,1.381432514,"Yio Chu Kang West","NORTH-EAST REGION"
55189,"ANG MO KIO",103.843613,1.382955,"Yio Chu Kang","NORTH-EAST REGION"
55199,"ANG MO KIO",103.8426632,1.379524768,"Yio Chu Kang West","NORTH-EAST REGION"
55201,"ANG MO KIO",103.8443777,1.37859114,"Yio Chu Kang West","NORTH-EAST REGION"
55209,"ANG MO KIO",103.8446844,1.378631667,"Yio Chu Kang","NORTH-EAST REGION"
55211,"ANG MO KIO",103.8455676,1.386037595,"Yio Chu Kang","NORTH-EAST REGION"
55219,"ANG MO KIO",103.8459306,1.385607252,"Yio Chu Kang","NORTH-EAST REGION"
55221,"ANG MO KIO",103.8462112,1.387790028,"Yio Chu Kang","NORTH-EAST REGION"
55229,"ANG MO KIO",103.8459157,1.38851043,"Yio Chu Kang","NORTH-EAST REGION"
55231,"ANG MO KIO",103.8483169,1.385760939,"Yio Chu Kang","NORTH-EAST REGION"
55239,"ANG MO KIO",103.8480411,1.386997778,"Yio Chu Kang","NORTH-EAST REGION"
55241,"ANG MO KIO",103.8407103,1.389329853,"Tagore","NORTH-EAST REGION"
55249,"ANG MO KIO",103.840852,1.389664059,"Yio Chu Kang North","NORTH-EAST REGION"
55251,"ANG MO KIO",103.8388558,1.390936005,"Tagore","NORTH-EAST REGION"
55259,"ANG MO KIO",103.8387287,1.391413462,"Yio Chu Kang North","NORTH-EAST REGION"
55261,"ANG MO KIO",103.8364956,1.392424444,"Tagore","NORTH-EAST REGION"
55269,"ANG MO KIO",103.8369165,1.39252555,"Yio Chu Kang North","NORTH-EAST REGION"
55281,"YISHUN",103.8288132,1.398136957,"Springleaf","NORTH REGION"
55289,"YISHUN",103.8290392,1.398443393,"Lower Seletar","NORTH REGION"
55301,"ANG MO KIO",103.8444567,1.384251667,"Yio Chu Kang","NORTH-EAST REGION"
55309,"ANG MO KIO",103.8444475,1.384083333,"Yio Chu Kang","NORTH-EAST REGION"
55311,"ANG MO KIO",103.8468397,1.384303578,"Yio Chu Kang","NORTH-EAST REGION"
55319,"ANG MO KIO",103.8467826,1.384086699,"Yio Chu Kang","NORTH-EAST REGION"
55321,"ANG MO KIO",103.8472253,1.378363333,"Yio Chu Kang","NORTH-EAST REGION"
55329,"ANG MO KIO",103.8472253,1.379019701,"Yio Chu Kang East","NORTH-EAST REGION"
55331,"ANG MO KIO",103.837141,1.386922462,"Tagore","NORTH-EAST REGION"
55339,"ANG MO KIO",103.8371164,1.38708226,"Tagore","NORTH-EAST REGION"
55341,"ANG MO KIO",103.8366995,1.384985816,"Tagore","NORTH-EAST REGION"
55349,"ANG MO KIO",103.8364931,1.384791442,"Tagore","NORTH-EAST REGION"
55351,"ANG MO KIO",103.836964,1.389736788,"Tagore","NORTH-EAST REGION"
55361,"ANG MO KIO",103.838605,1.389836856,"Tagore","NORTH-EAST REGION"
55371,"ANG MO KIO",103.8344045,1.388614367,"Tagore","NORTH-EAST REGION"
55381,"ANG MO KIO",103.8362464,1.38990417,"Tagore","NORTH-EAST REGION"
55509,"ANG MO KIO",103.8455559,1.381132415,"Yio Chu Kang","NORTH-EAST REGION"
56011,"ANG MO KIO",103.828321,1.36865,"Sembawang Hills","NORTH-EAST REGION"
56019,"ANG MO KIO",103.8286291,1.369495535,"Sembawang Hills","NORTH-EAST REGION"
56021,"ANG MO KIO",103.8284292,1.37242859,"Sembawang Hills","NORTH-EAST REGION"
56029,"ANG MO KIO",103.8287,1.373595,"Sembawang Hills","NORTH-EAST REGION"
56031,"ANG MO KIO",103.8282253,1.376956667,"Sembawang Hills","NORTH-EAST REGION"
56039,"ANG MO KIO",103.8284839,1.376730556,"Sembawang Hills","NORTH-EAST REGION"
56041,"ANG MO KIO",103.8275778,1.379161667,"Tagore","NORTH-EAST REGION"
56049,"ANG MO KIO",103.8276883,1.379456389,"Tagore","NORTH-EAST REGION"
56051,"ANG MO KIO",103.825764,1.38249473,"Tagore","NORTH-EAST REGION"
56059,"ANG MO KIO",103.8260455,1.382688058,"Tagore","NORTH-EAST REGION"
56061,"ANG MO KIO",103.8228745,1.385147519,"Tagore","NORTH-EAST REGION"
56069,"ANG MO KIO",103.8232088,1.385304995,"Tagore","NORTH-EAST REGION"
56071,"ANG MO KIO",103.8196482,1.387177444,"Tagore","NORTH-EAST REGION"
56079,"ANG MO KIO",103.8195979,1.38756641,"Tagore","NORTH-EAST REGION"
56081,"CENTRAL WATER CATCHMENT",103.8182131,1.391697967,"Central Water Catchment","NORTH REGION"
56089,"ANG MO KIO",103.8186111,1.392050912,"Tagore","NORTH-EAST REGION"
56091,"YISHUN",103.818459,1.3962,"Nee Soon","NORTH REGION"
56099,"YISHUN",103.8188299,1.396068178,"Springleaf","NORTH REGION"
56191,"ANG MO KIO",103.8294408,1.378798333,"Tagore","NORTH-EAST REGION"
56199,"ANG MO KIO",103.8300364,1.378923333,"Sembawang Hills","NORTH-EAST REGION"
56201,"ANG MO KIO",103.8322476,1.380593816,"Tagore","NORTH-EAST REGION"
56209,"ANG MO KIO",103.8324031,1.380318633,"Sembawang Hills","NORTH-EAST REGION"
56241,"ANG MO KIO",103.8332083,1.371991667,"Kebun Bahru","NORTH-EAST REGION"
56249,"ANG MO KIO",103.8330111,1.372958319,"Sembawang Hills","NORTH-EAST REGION"
56251,"ANG MO KIO",103.8344186,1.376374722,"Kebun Bahru","NORTH-EAST REGION"
56259,"ANG MO KIO",103.8348403,1.376844444,"Sembawang Hills","NORTH-EAST REGION"
56261,"ANG MO KIO",103.8317274,1.36786219,"Shangri-La","NORTH-EAST REGION"
56269,"BISHAN",103.832334,1.367418354,"Upper Thomson","CENTRAL REGION"
56289,"ANG MO KIO",103.8323266,1.370231678,"Shangri-La","NORTH-EAST REGION"
57011,"YISHUN",103.8171721,1.400157254,"Nee Soon","NORTH REGION"
57019,"YISHUN",103.8173447,1.400562609,"Springleaf","NORTH REGION"
57021,"YISHUN",103.8183424,1.404140741,"Nee Soon","NORTH REGION"
57029,"YISHUN",103.8186226,1.403962906,"Springleaf","NORTH REGION"
57031,"YISHUN",103.8201226,1.40705412,"Nee Soon","NORTH REGION"
57039,"YISHUN",103.8199872,1.4061175,"Springleaf","NORTH REGION"
57041,"YISHUN",103.8219231,1.410692683,"Nee Soon","NORTH REGION"
57049,"YISHUN",103.8223353,1.410820278,"Springleaf","NORTH REGION"
57051,"MANDAI",103.8233905,1.415206,"Mandai East","NORTH REGION"
57059,"YISHUN",103.8235655,1.414727778,"Khatib","NORTH REGION"
57061,"YISHUN",103.8245465,1.419905,"Mandai East","NORTH REGION"
57069,"YISHUN",103.8246055,1.418965927,"Khatib","NORTH REGION"
57071,"YISHUN",103.8255225,1.424958,"Mandai Estate","NORTH REGION"
57079,"YISHUN",103.8256679,1.424438602,"Khatib","NORTH REGION"
57081,"YISHUN",103.8265547,1.427536111,"Mandai Estate","NORTH REGION"
57089,"YISHUN",103.8268567,1.427405009,"Yishun West","NORTH REGION"
57111,"YISHUN",103.8265494,1.431236226,"Mandai East","NORTH REGION"
57119,"YISHUN",103.8268877,1.431302571,"Yishun West","NORTH REGION"
57121,"MANDAI",103.8263113,1.433450833,"Mandai East","NORTH REGION"
57129,"MANDAI",103.8264145,1.434186569,"Yishun West","NORTH REGION"
57131,"SEMBAWANG",103.8252975,1.438084138,"Sembawang Springs","NORTH REGION"
57139,"SEMBAWANG",103.8255963,1.437956621,"Sembawang Springs","NORTH REGION"
57141,"YISHUN",103.8169623,1.402482551,"Nee Soon","NORTH REGION"
57149,"YISHUN",103.8168955,1.402368163,"Nee Soon","NORTH REGION"
58009,"SEMBAWANG",103.8194139,1.447481793,"Sembawang Central","NORTH REGION"
58011,"SEMBAWANG",103.8241875,1.441356114,"Sembawang Springs","NORTH REGION"
58019,"SEMBAWANG",103.82473,1.440851088,"Sembawang Springs","NORTH REGION"
58021,"SEMBAWANG",103.8236786,1.44324137,"Sembawang Springs","NORTH REGION"
58029,"SEMBAWANG",103.8239851,1.443159194,"Sembawang Springs","NORTH REGION"
58041,"SEMBAWANG",103.8268558,1.449393465,"Admiralty","NORTH REGION"
58049,"SEMBAWANG",103.8270354,1.449195252,"Sembawang East","NORTH REGION"
58051,"SEMBAWANG",103.8284308,1.450879722,"Admiralty","NORTH REGION"
58059,"SEMBAWANG",103.828663,1.450790077,"Sembawang East","NORTH REGION"
58061,"SEMBAWANG",103.8311063,1.452964231,"Admiralty","NORTH REGION"
58069,"SEMBAWANG",103.831184,1.452713863,"Sembawang East","NORTH REGION"
58071,"SEMBAWANG",103.8338898,1.455284221,"Sembawang Straits","NORTH REGION"
58079,"SEMBAWANG",103.8338122,1.455004462,"Sembawang Straits","NORTH REGION"
58081,"SEMBAWANG",103.8359461,1.458251944,"Sembawang Straits","NORTH REGION"
58089,"SEMBAWANG",103.8365422,1.458732559,"Sembawang Straits","NORTH REGION"
58091,"SEMBAWANG",103.8379192,1.46211498,"Sembawang Straits","NORTH REGION"
58099,"SEMBAWANG",103.8375658,1.461498762,"Sembawang Straits","NORTH REGION"
58101,"SEMBAWANG",103.8228228,1.446672778,"Sembawang Central","NORTH REGION"
58109,"SEMBAWANG",103.823093,1.446676079,"Admiralty","NORTH REGION"
58111,"SEMBAWANG",103.8207523,1.450962723,"Sembawang Central","NORTH REGION"
58119,"SEMBAWANG",103.8210232,1.450999255,"Admiralty","NORTH REGION"
58121,"SEMBAWANG",103.8192948,1.453291155,"Sembawang North","NORTH REGION"
58129,"SEMBAWANG",103.8198822,1.452842161,"Admiralty","NORTH REGION"
58131,"SEMBAWANG",103.82046,1.456253333,"Sembawang North","NORTH REGION"
58139,"SEMBAWANG",103.8207457,1.456375644,"Admiralty","NORTH REGION"
58141,"SEMBAWANG",103.8165318,1.463365158,"The Wharves","NORTH REGION"
58149,"SEMBAWANG",103.8178892,1.461903592,"Sembawang North","NORTH REGION"
58151,"SEMBAWANG",103.8220134,1.448359043,"Sembawang Central","NORTH REGION"
58159,"SEMBAWANG",103.8223561,1.448217087,"Admiralty","NORTH REGION"
58161,"SEMBAWANG",103.8203735,1.460527557,"The Wharves","NORTH REGION"
58169,"SEMBAWANG",103.8209245,1.459786963,"Sembawang North","NORTH REGION"
58171,"SEMBAWANG",103.8237988,1.458905808,"The Wharves","NORTH REGION"
58179,"SEMBAWANG",103.82351,1.458556453,"Admiralty","NORTH REGION"
58181,"SEMBAWANG",103.8262572,1.45964275,"Sembawang Straits","NORTH REGION"
58189,"SEMBAWANG",103.8260118,1.459154444,"Admiralty","NORTH REGION"
58191,"SEMBAWANG",103.8287551,1.458752029,"Sembawang Straits","NORTH REGION"
58199,"SEMBAWANG",103.8278843,1.459050157,"Admiralty","NORTH REGION"
58201,"SEMBAWANG",103.83099,1.455312349,"Sembawang Straits","NORTH REGION"
58209,"SEMBAWANG",103.8306264,1.455240833,"Admiralty","NORTH REGION"
58211,"SEMBAWANG",103.819794,1.449262026,"Sembawang Central","NORTH REGION"
58219,"SEMBAWANG",103.8199297,1.449534637,"Sembawang Central","NORTH REGION"
58221,"SEMBAWANG",103.8170658,1.448592648,"Sembawang Central","NORTH REGION"
58229,"SEMBAWANG",103.8168059,1.448750841,"Sembawang Central","NORTH REGION"
58241,"SEMBAWANG",103.8201849,1.447220646,"Sembawang Central","NORTH REGION"
58249,"SEMBAWANG",103.8211856,1.447117222,"Sembawang Central","NORTH REGION"
58251,"SEMBAWANG",103.8189521,1.448031488,"Sembawang Central","NORTH REGION"
58259,"SEMBAWANG",103.8189515,1.447772672,"Sembawang Central","NORTH REGION"
58261,"SEMBAWANG",103.8272631,1.447102138,"Sembawang Springs","NORTH REGION"
58269,"SEMBAWANG",103.82762,1.447023616,"Sembawang East","NORTH REGION"
58271,"SEMBAWANG",103.8147065,1.447027835,"Sembawang Central","NORTH REGION"
58279,"SEMBAWANG",103.8145692,1.446584623,"Sembawang Central","NORTH REGION"
58281,"SEMBAWANG",103.8162666,1.445013675,"Sembawang Central","NORTH REGION"
58289,"SEMBAWANG",103.8162716,1.444859608,"Sembawang Central","NORTH REGION"
58291,"SEMBAWANG",103.8199449,1.4457932,"Sembawang Central","NORTH REGION"
58299,"SEMBAWANG",103.8196846,1.445829153,"Sembawang Central","NORTH REGION"
58301,"SEMBAWANG",103.8105506,1.444856506,"Senoko South","NORTH REGION"
58309,"WOODLANDS",103.8103665,1.444660636,"Woodlands East","NORTH REGION"
58311,"SEMBAWANG",103.8181046,1.450197954,"Sembawang Central","NORTH REGION"
58319,"SEMBAWANG",103.8180219,1.449769339,"Sembawang Central","NORTH REGION"
58321,"SEMBAWANG",103.8161452,1.450205738,"Sembawang Central","NORTH REGION"
58329,"SEMBAWANG",103.8165596,1.450501869,"Sembawang North","NORTH REGION"
58331,"SEMBAWANG",103.8239761,1.449741296,"Admiralty","NORTH REGION"
58339,"SEMBAWANG",103.8243057,1.449361385,"Admiralty","NORTH REGION"
58341,"SEMBAWANG",103.8168777,1.452679929,"Sembawang North","NORTH REGION"
58349,"SEMBAWANG",103.8164234,1.452731395,"Sembawang North","NORTH REGION"
58351,"SEMBAWANG",103.8149106,1.455935487,"Sembawang North","NORTH REGION"
58359,"SEMBAWANG",103.8146541,1.4561944,"Sembawang North","NORTH REGION"
58361,"SEMBAWANG",103.8127071,1.461186885,"Sembawang North","NORTH REGION"
58369,"SEMBAWANG",103.8120614,1.460774518,"Sembawang North","NORTH REGION"
58371,"SEMBAWANG",103.8190895,1.444490096,"Sembawang Central","NORTH REGION"
58379,"SEMBAWANG",103.8190051,1.444285741,"Sembawang Central","NORTH REGION"
58381,"SEMBAWANG",103.8133779,1.447970493,"Sembawang North","NORTH REGION"
58389,"SEMBAWANG",103.8135667,1.44773992,"Sembawang Central","NORTH REGION"
58391,"SEMBAWANG",103.8224122,1.444264722,"Sembawang Central","NORTH REGION"
58399,"SEMBAWANG",103.8225647,1.443999125,"Sembawang Springs","NORTH REGION"
58401,"SEMBAWANG",103.8180021,1.455756583,"Sembawang North","NORTH REGION"
58409,"SEMBAWANG",103.8181006,1.456108385,"Sembawang North","NORTH REGION"
58411,"SEMBAWANG",103.8165837,1.454612002,"Sembawang North","NORTH REGION"
58419,"SEMBAWANG",103.8158379,1.454644618,"Sembawang North","NORTH REGION"
58421,"SEMBAWANG",103.8190292,1.451306124,"Sembawang Central","NORTH REGION"
58429,"SEMBAWANG",103.8189253,1.45151629,"Sembawang North","NORTH REGION"
58439,"WOODLANDS",103.7883392,1.428578964,"Woodlands South","NORTH REGION"
58449,"WOODLANDS",103.7890672,1.427092047,"Woodlands South","NORTH REGION"
58451,"SEMBAWANG",103.8153724,1.460026603,"Sembawang North","NORTH REGION"
58459,"SEMBAWANG",103.8151406,1.459940307,"Sembawang North","NORTH REGION"
58461,"WOODLANDS",103.7904456,1.429655918,"Woodlands South","NORTH REGION"
58479,"WOODLANDS",103.7897712,1.428336328,"Woodlands South","NORTH REGION"
58481,"SEMBAWANG",103.8226793,1.453059052,"Admiralty","NORTH REGION"
58489,"SEMBAWANG",103.8225109,1.452859466,"Admiralty","NORTH REGION"
58491,"SEMBAWANG",103.8243134,1.452721743,"Admiralty","NORTH REGION"
58499,"SEMBAWANG",103.8242877,1.452058697,"Admiralty","NORTH REGION"
58501,"SEMBAWANG",103.8270849,1.450718783,"Admiralty","NORTH REGION"
58509,"SEMBAWANG",103.8269643,1.450599271,"Admiralty","NORTH REGION"
58511,"SEMBAWANG",103.8315,1.44964,"Sembawang East","NORTH REGION"
58519,"SEMBAWANG",103.831062,1.44973306,"Sembawang East","NORTH REGION"
58521,"SEMBAWANG",103.8326,1.44819389,"Sembawang East","NORTH REGION"
58529,"SEMBAWANG",103.832461,1.44801889,"Sembawang East","NORTH REGION"
58531,"SEMBAWANG",103.8323,1.44543806,"Sembawang East","NORTH REGION"
58539,"SEMBAWANG",103.832311,1.44576806,"Sembawang East","NORTH REGION"
58541,"SEMBAWANG",103.830351,1.44284,"Sembawang East","NORTH REGION"
58549,"SEMBAWANG",103.830142,1.442578,"Sembawang Springs","NORTH REGION"
