"BusStopCode","planning_area","Longitude","Latitude","subzone_name","district"
25381,"TUAS",103.6473958,1.325563056,"Tuas North","WEST REGION"
25389,"TUAS",103.6472054,1.32595623,"Tuas North","WEST REGION"
25391,"TUAS",103.6370433,1.328969994,"Tuas Promenade","WEST REGION"
25399,"TUAS",103.6379445,1.329238655,"Tuas Bay","WEST REGION"
25411,"TUAS",103.6383056,1.343870621,"Tuas Promenade","WEST REGION"
25419,"TUAS",103.6383761,1.344389081,"Tuas Promenade","WEST REGION"
25421,"TUAS",103.6374504,1.341466526,"Tuas Promenade","WEST REGION"
25429,"TUAS",103.6369654,1.340558073,"Tuas Promenade","WEST REGION"
25431,"TUAS",103.6365874,1.338976449,"Tuas Promenade","WEST REGION"
25439,"TUAS",103.6364265,1.339125254,"Tuas Promenade","WEST REGION"
25441,"TUAS",103.6351235,1.334832118,"Tuas Promenade","WEST REGION"
25449,"TUAS",103.6348856,1.33559255,"Tuas Promenade","WEST REGION"
25451,"TUAS",103.6341031,1.3322833,"Tuas Promenade","WEST REGION"
25459,"TUAS",103.6341217,1.3328,"Tuas Promenade","WEST REGION"
25461,"TUAS",103.6329188,1.329448265,"Tuas Promenade","WEST REGION"
25469,"TUAS",103.6326458,1.329294722,"Tuas Promenade","WEST REGION"
25471,"TUAS",103.6418412,1.335523534,"Tuas Promenade","WEST REGION"
25479,"TUAS",103.6416297,1.335528056,"Tuas Promenade","WEST REGION"
25491,"TUAS",103.6381665,1.339010336,"Tuas Promenade","WEST REGION"
25499,"TUAS",103.6382378,1.338749722,"Tuas Promenade","WEST REGION"
25501,"TUAS",103.6436359,1.333790554,"Tuas North","WEST REGION"
25509,"TUAS",103.6436494,1.333559305,"Tuas North","WEST REGION"
25511,"TUAS",103.6408047,1.329815,"Tuas North","WEST REGION"
25519,"TUAS",103.6409965,1.329814516,"Tuas North","WEST REGION"
25531,"TUAS",103.645156,1.332349,"Tuas North","WEST REGION"
25539,"TUAS",103.64507,1.332311,"Tuas North","WEST REGION"
25541,"TUAS",103.647851,1.329782,"Tuas North","WEST REGION"
25549,"TUAS",103.647687,1.329815,"Tuas North","WEST REGION"
25551,"TUAS",103.645927,1.325522,"Tuas North","WEST REGION"
25559,"TUAS",103.645879,1.325651,"Tuas North","WEST REGION"
25561,"TUAS",103.637711,1.31836,"Tuas Bay","WEST REGION"
25569,"TUAS",103.637247,1.318191,"Tuas Bay","WEST REGION"
25571,"TUAS",103.635242,1.315444,"Tuas View","WEST REGION"
25579,"TUAS",103.634947,1.315542,"Tuas View","WEST REGION"
25589,"TUAS",103.648426,1.328334,"Tuas North","WEST REGION"
25591,"TUAS",103.63509,1.310246,"Tuas View","WEST REGION"
25599,"TUAS",103.635806,1.30943,"Tuas View","WEST REGION"
25601,"TUAS",103.634717,1.301632,"Tuas View","WEST REGION"
25609,"TUAS",103.634519,1.301942,"Tuas View","WEST REGION"
25611,"TUAS",103.633033,1.297703,"Tuas View","WEST REGION"
25621,"TUAS",103.631889,1.294382,"Tuas View","WEST REGION"
25631,"TUAS",103.631397,1.290329,"Tuas View","WEST REGION"
25641,"TUAS",103.638434,1.296157,"Tuas View","WEST REGION"
25651,"TUAS",103.63553,1.299345,"Tuas View","WEST REGION"
25661,"TUAS",103.639925,1.293361,"Tuas View","WEST REGION"
25669,"TUAS",103.639523,1.293396,"Tuas View","WEST REGION"
25671,"TUAS",103.641614,1.294546,"Tuas View","WEST REGION"
25681,"TUAS",103.637033,1.332541,"Tuas Promenade","WEST REGION"
25689,"TUAS",103.637126,1.332109,"Tuas Promenade","WEST REGION"
25691,"TUAS",103.639669,1.328519,"Tuas Bay","WEST REGION"
25701,"TUAS",103.627651,1.295593,"Tuas View","WEST REGION"
25709,"TUAS",103.627284,1.295671,"Tuas View","WEST REGION"
25711,"TUAS",103.625073,1.288627,"Tuas View Extension","WEST REGION"
25719,"TUAS",103.624893,1.289014,"Tuas View Extension","WEST REGION"
25729,"TUAS",103.628258,1.284932,"Tuas View Extension","WEST REGION"
25741,"TUAS",103.62711,1.280501,"Tuas View Extension","WEST REGION"
25751,"TUAS",103.621508,1.27637,"Tuas View Extension","WEST REGION"
25761,"TUAS",103.624222,1.275062,"Tuas View Extension","WEST REGION"
25771,"TUAS",103.632329,1.274334,"Tuas View Extension","WEST REGION"
25781,"TUAS",103.635811,1.276398,"Tuas View Extension","WEST REGION"
25791,"TUAS",103.636168,1.28207,"Tuas View Extension","WEST REGION"
25801,"TUAS",103.634186,1.28451,"Tuas View Extension","WEST REGION"
25811,"TUAS",103.643199,1.332261,"Tuas North","WEST REGION"
25819,"TUAS",103.64353,1.332495,"Tuas North","WEST REGION"
25821,"TUAS",103.652589,1.317492,"Tuas Bay","WEST REGION"
26011,"TUAS",103.6487671,1.319229656,"Tuas Bay","WEST REGION"
26019,"TUAS",103.648062,1.318612,"Tuas Bay","WEST REGION"
26021,"TUAS",103.6469309,1.317261394,"Tuas Bay","WEST REGION"
26029,"TUAS",103.647257,1.317805,"Tuas Bay","WEST REGION"
26031,"TUAS",103.6452468,1.315482572,"Tuas Bay","WEST REGION"
26039,"TUAS",103.645623,1.316062,"Tuas Bay","WEST REGION"
26041,"TUAS",103.643052,1.314711,"Tuas Bay","WEST REGION"
26049,"TUAS",103.6427515,1.314865764,"Tuas Bay","WEST REGION"
26051,"TUAS",103.641295,1.316385,"Tuas Bay","WEST REGION"
26059,"TUAS",103.6408389,1.316727778,"Tuas Bay","WEST REGION"
26061,"TUAS",103.639406,1.318186,"Tuas Bay","WEST REGION"
26069,"TUAS",103.6389756,1.318502778,"Tuas Bay","WEST REGION"
26071,"TUAS",103.637024,1.320508,"Tuas Bay","WEST REGION"
26079,"TUAS",103.6367553,1.320606111,"Tuas Bay","WEST REGION"
26081,"TUAS",103.634908,1.322491,"Tuas Bay","WEST REGION"
26089,"TUAS",103.6351002,1.322151716,"Tuas Bay","WEST REGION"
26091,"TUAS",103.636135,1.324656,"Tuas Bay","WEST REGION"
26099,"TUAS",103.6359969,1.324642494,"Tuas Bay","WEST REGION"
26101,"TUAS",103.638144,1.326868,"Tuas Bay","WEST REGION"
26109,"TUAS",103.6384905,1.327277428,"Tuas Bay","WEST REGION"
26111,"TUAS",103.6542583,1.314643056,"Tuas Bay","WEST REGION"
26121,"TUAS",103.6513642,1.317368402,"Tuas Bay","WEST REGION"
26131,"TUAS",103.6497,1.319022778,"Tuas Bay","WEST REGION"
26141,"TUAS",103.6402559,1.326686247,"Tuas Bay","WEST REGION"
26151,"TUAS",103.6425227,1.324529988,"Tuas Bay","WEST REGION"
26161,"TUAS",103.6448005,1.322383257,"Tuas Bay","WEST REGION"
26171,"TUAS",103.6471214,1.3201325,"Tuas Bay","WEST REGION"
26201,"TUAS",103.6319295,1.326952915,"Tuas Promenade","WEST REGION"
26209,"TUAS",103.6317533,1.32692,"Tuas Promenade","WEST REGION"
26211,"TUAS",103.6368387,1.290966108,"Tuas View","WEST REGION"
26221,"TUAS",103.6370023,1.293249778,"Tuas View","WEST REGION"
26241,"TUAS",103.6308499,1.320511398,"Tuas Promenade","WEST REGION"
26249,"TUAS",103.6312183,1.320473708,"Tuas View","WEST REGION"
26251,"TUAS",103.6297268,1.317447843,"Tuas Promenade","WEST REGION"
26259,"TUAS",103.6301108,1.317516394,"Tuas View","WEST REGION"
26261,"TUAS",103.6287122,1.314709069,"Tuas Promenade","WEST REGION"
26269,"TUAS",103.628955,1.314358333,"Tuas View","WEST REGION"
26279,"TUAS",103.6278419,1.311334252,"Tuas View","WEST REGION"
26289,"TUAS",103.6268207,1.308545754,"Tuas View","WEST REGION"
26299,"TUAS",103.6255635,1.305109544,"Tuas View","WEST REGION"
26311,"TUAS",103.6297812,1.302288265,"Tuas View","WEST REGION"
26321,"TUAS",103.6311689,1.306039533,"Tuas View","WEST REGION"
26331,"TUAS",103.6321343,1.308699576,"Tuas View","WEST REGION"
26349,"TUAS",103.6299385,1.311939692,"Tuas View","WEST REGION"
26369,"TUAS",103.6230858,1.298469994,"Tuas View","WEST REGION"
26379,"TUAS",103.6219215,1.293873807,"Tuas View","WEST REGION"
26389,"TUAS",103.6245338,1.290550809,"Tuas View","WEST REGION"
26399,"TUAS",103.6274603,1.28949499,"Tuas View","WEST REGION"
26409,"TUAS",103.6301987,1.289129093,"Tuas View","WEST REGION"
26419,"TUAS",103.6330196,1.288919373,"Tuas View","WEST REGION"
26429,"TUAS",103.6358691,1.2886975,"Tuas View","WEST REGION"
26431,"TUAS",103.6361912,1.29448159,"Tuas View","WEST REGION"
26441,"TUAS",103.6329657,1.295689275,"Tuas View","WEST REGION"
26451,"TUAS",103.6297779,1.296897702,"Tuas View","WEST REGION"
26461,"TUAS",103.6287678,1.299464722,"Tuas View","WEST REGION"
27011,"WESTERN WATER CATCHMENT",103.6861094,1.355863346,"Western Water Catchment","WEST REGION"
27021,"WESTERN WATER CATCHMENT",103.6819292,1.353241389,"Western Water Catchment","WEST REGION"
27031,"WESTERN WATER CATCHMENT",103.6805175,1.351868157,"Western Water Catchment","WEST REGION"
27041,"WESTERN WATER CATCHMENT",103.6786425,1.350719362,"Western Water Catchment","WEST REGION"
27051,"WESTERN WATER CATCHMENT",103.6766581,1.348453333,"Western Water Catchment","WEST REGION"
27061,"WESTERN WATER CATCHMENT",103.6838708,1.349847221,"Western Water Catchment","WEST REGION"
27069,"WESTERN WATER CATCHMENT",103.6841844,1.350089722,"Western Water Catchment","WEST REGION"
27071,"WESTERN WATER CATCHMENT",103.6845277,1.355075335,"Western Water Catchment","WEST REGION"
27091,"JURONG WEST",103.703885,1.34911,"Yunnan","WEST REGION"
27099,"JURONG WEST",103.70361,1.350236894,"Wenya","WEST REGION"
27101,"JURONG WEST",103.7011164,1.352594722,"Yunnan","WEST REGION"
27109,"JURONG WEST",103.7008231,1.353094722,"Wenya","WEST REGION"
27121,"WESTERN WATER CATCHMENT",103.6952128,1.356823056,"Western Water Catchment","WEST REGION"
27129,"WESTERN WATER CATCHMENT",103.6951604,1.357332172,"Western Water Catchment","WEST REGION"
27131,"JURONG WEST",103.6885297,1.34194,"Yunnan","WEST REGION"
27139,"JURONG WEST",103.6889815,1.342027461,"Yunnan","WEST REGION"
27141,"JURONG WEST",103.6877997,1.339675467,"Yunnan","WEST REGION"
27149,"JURONG WEST",103.688758,1.339065251,"Yunnan","WEST REGION"
27159,"JURONG WEST",103.6900514,1.340337778,"Yunnan","WEST REGION"
27169,"WESTERN WATER CATCHMENT",103.6942446,1.356931032,"Western Water Catchment","WEST REGION"
27171,"WESTERN WATER CATCHMENT",103.6916825,1.356045651,"Western Water Catchment","WEST REGION"
27179,"WESTERN WATER CATCHMENT",103.6917826,1.356184182,"Western Water Catchment","WEST REGION"
27181,"WESTERN WATER CATCHMENT",103.6890362,1.355875888,"Western Water Catchment","WEST REGION"
27189,"WESTERN WATER CATCHMENT",103.6890392,1.356072042,"Western Water Catchment","WEST REGION"
27199,"WESTERN WATER CATCHMENT",103.6868575,1.354342168,"Western Water Catchment","WEST REGION"
27209,"WESTERN WATER CATCHMENT",103.6856923,1.351507017,"Western Water Catchment","WEST REGION"
27211,"WESTERN WATER CATCHMENT",103.6805007,1.347931407,"Western Water Catchment","WEST REGION"
27219,"WESTERN WATER CATCHMENT",103.6802524,1.347932695,"Western Water Catchment","WEST REGION"
27221,"WESTERN WATER CATCHMENT",103.6785176,1.346231517,"Western Water Catchment","WEST REGION"
27231,"WESTERN WATER CATCHMENT",103.6792227,1.342079724,"Western Water Catchment","WEST REGION"
27241,"WESTERN WATER CATCHMENT",103.6808938,1.339987266,"Western Water Catchment","WEST REGION"
27251,"WESTERN WATER CATCHMENT",103.6842061,1.341622696,"Western Water Catchment","WEST REGION"
27261,"WESTERN WATER CATCHMENT",103.6863209,1.343320114,"Western Water Catchment","WEST REGION"
27271,"JURONG WEST",103.6913205,1.34199989,"Yunnan","WEST REGION"
27279,"JURONG WEST",103.6911929,1.34210239,"Yunnan","WEST REGION"
27281,"WESTERN WATER CATCHMENT",103.6878056,1.345655,"Western Water Catchment","WEST REGION"
27291,"WESTERN WATER CATCHMENT",103.6864993,1.347722674,"Western Water Catchment","WEST REGION"
27301,"JURONG WEST",103.6943978,1.34045285,"Yunnan","WEST REGION"
27309,"JURONG WEST",103.6942654,1.341070469,"Yunnan","WEST REGION"
27311,"WESTERN WATER CATCHMENT",103.6853929,1.349022111,"Western Water Catchment","WEST REGION"
27321,"JURONG WEST",103.6917308,1.344039444,"Yunnan","WEST REGION"
27329,"JURONG WEST",103.691865,1.3440425,"Yunnan","WEST REGION"
27331,"JURONG WEST",103.6994114,1.345373056,"Yunnan","WEST REGION"
27341,"JURONG WEST",103.6977882,1.346637034,"Yunnan","WEST REGION"
27349,"JURONG WEST",103.6978181,1.346808056,"Yunnan","WEST REGION"
27351,"JURONG WEST",103.6961317,1.34423201,"Yunnan","WEST REGION"
27359,"JURONG WEST",103.6960137,1.34441435,"Yunnan","WEST REGION"
27361,"JURONG WEST",103.6945224,1.342944904,"Yunnan","WEST REGION"
27369,"JURONG WEST",103.694104,1.342853733,"Yunnan","WEST REGION"
27371,"JURONG WEST",103.7009944,1.347513843,"Yunnan","WEST REGION"
27379,"JURONG WEST",103.7008739,1.348050421,"Yunnan","WEST REGION"
27381,"JURONG WEST",103.6986383,1.34814783,"Yunnan","WEST REGION"
27389,"JURONG WEST",103.6981044,1.348451809,"Yunnan","WEST REGION"
27391,"JURONG WEST",103.696312,1.348427066,"Yunnan","WEST REGION"
27399,"JURONG WEST",103.6964037,1.348664698,"Yunnan","WEST REGION"
27401,"JURONG WEST",103.694138,1.347366006,"Yunnan","WEST REGION"
27409,"JURONG WEST",103.6941675,1.34719,"Yunnan","WEST REGION"
27411,"JURONG WEST",103.6927375,1.345908333,"Yunnan","WEST REGION"
27419,"JURONG WEST",103.69282,1.345754722,"Yunnan","WEST REGION"
27421,"JURONG WEST",103.6953636,1.342834167,"Yunnan","WEST REGION"
27429,"JURONG WEST",103.6955581,1.342865,"Yunnan","WEST REGION"
27431,"JURONG WEST",103.6973463,1.349465273,"Yunnan","WEST REGION"
27439,"JURONG WEST",103.6971171,1.349410778,"Yunnan","WEST REGION"
27441,"JURONG WEST",103.7007933,1.350328688,"Yunnan","WEST REGION"
27449,"JURONG WEST",103.701079,1.350532425,"Yunnan","WEST REGION"
27451,"JURONG WEST",103.7041506,1.351286137,"Wenya","WEST REGION"
27459,"JURONG WEST",103.7039904,1.3514507,"Wenya","WEST REGION"
27461,"JURONG WEST",103.7051286,1.352933058,"Wenya","WEST REGION"
27469,"JURONG WEST",103.7048671,1.353071922,"Wenya","WEST REGION"
27471,"JURONG WEST",103.7078248,1.352166558,"Wenya","WEST REGION"
27479,"JURONG WEST",103.7081826,1.351892343,"Wenya","WEST REGION"
27501,"JURONG WEST",103.6916711,1.340971167,"Yunnan","WEST REGION"
27509,"JURONG WEST",103.6913582,1.340436472,"Yunnan","WEST REGION"
27511,"JURONG WEST",103.6931057,1.339252023,"Yunnan","WEST REGION"
27519,"JURONG WEST",103.692924,1.340042855,"Yunnan","WEST REGION"
27521,"JURONG WEST",103.6940617,1.336808966,"Yunnan","WEST REGION"
27529,"JURONG WEST",103.694063,1.336298048,"Yunnan","WEST REGION"
27531,"JURONG WEST",103.686973,1.340527952,"Yunnan","WEST REGION"
27539,"JURONG WEST",103.6868923,1.340716145,"Yunnan","WEST REGION"
28009,"JURONG EAST",103.7415425,1.333408188,"Jurong Gateway","WEST REGION"
28011,"CLEMENTI",103.7591472,1.324258056,"Faber","WEST REGION"
28019,"CLEMENTI",103.7589433,1.324927205,"Toh Tuck","WEST REGION"
28021,"CLEMENTI",103.7554502,1.326158084,"Faber","WEST REGION"
28029,"CLEMENTI",103.7543603,1.326889982,"Toh Tuck","WEST REGION"
28031,"CLEMENTI",103.751015,1.327901,"Faber","WEST REGION"
28039,"CLEMENTI",103.7514083,1.328075,"Toh Tuck","WEST REGION"
28041,"JURONG EAST",103.7482837,1.3300835,"International Business Park","WEST REGION"
28049,"JURONG EAST",103.7481034,1.330699213,"Toh Guan","WEST REGION"
28051,"JURONG EAST",103.74574,1.332289997,"Jurong Gateway","WEST REGION"
28059,"JURONG EAST",103.7458072,1.332606389,"Jurong Gateway","WEST REGION"
28061,"JURONG EAST",103.7425481,1.335963908,"Jurong Gateway","WEST REGION"
28069,"JURONG EAST",103.7425574,1.336442401,"Toh Guan","WEST REGION"
28071,"JURONG EAST",103.7390424,1.337650353,"Yuhua East","WEST REGION"
28079,"JURONG EAST",103.7386009,1.338399066,"Yuhua East","WEST REGION"
28081,"JURONG EAST",103.7366476,1.339508308,"Yuhua East","WEST REGION"
28089,"JURONG EAST",103.7363464,1.340163586,"Yuhua East","WEST REGION"
28091,"JURONG WEST",103.7201249,1.344257956,"Taman Jurong","WEST REGION"
28099,"JURONG WEST",103.7192983,1.344320099,"Hong Kah","WEST REGION"
28101,"CLEMENTI",103.7590562,1.333124368,"Toh Tuck","WEST REGION"
28109,"CLEMENTI",103.7593318,1.333273442,"Toh Tuck","WEST REGION"
28111,"TENGAH",103.7358544,1.347828963,"Tengah","WEST REGION"
28119,"TENGAH",103.7360553,1.347850605,"Tengah","WEST REGION"
28121,"TENGAH",103.733396,1.350320655,"Tengah","WEST REGION"
28129,"TENGAH",103.7337431,1.350318839,"Tengah","WEST REGION"
28131,"TENGAH",103.7305039,1.352785657,"Tengah","WEST REGION"
28139,"TENGAH",103.7304425,1.353113025,"Tengah","WEST REGION"
28141,"TENGAH",103.7285725,1.353997778,"Tengah","WEST REGION"
28149,"TENGAH",103.7291206,1.354059771,"Tengah","WEST REGION"
28151,"TENGAH",103.7214746,1.355826007,"Tengah","WEST REGION"
28159,"TENGAH",103.7213845,1.355987547,"Tengah","WEST REGION"
28161,"TENGAH",103.7192784,1.356004212,"Tengah","WEST REGION"
28169,"TENGAH",103.719496,1.356162022,"Tengah","WEST REGION"
28181,"CLEMENTI",103.758198,1.329966425,"Toh Tuck","WEST REGION"
28189,"CLEMENTI",103.758506,1.329921247,"Toh Tuck","WEST REGION"
28201,"JURONG EAST",103.7418505,1.332057062,"Jurong Gateway","WEST REGION"
28211,"JURONG EAST",103.7407068,1.334186773,"Jurong Gateway","WEST REGION"
28221,"JURONG EAST",103.7449417,1.32761805,"Lakeside","WEST REGION"
28229,"JURONG EAST",103.7459319,1.325366752,"International Business Park","WEST REGION"
28231,"JURONG EAST",103.7424818,1.329862011,"Lakeside","WEST REGION"
28239,"JURONG EAST",103.7430715,1.329804425,"Jurong Gateway","WEST REGION"
28241,"JURONG EAST",103.7395749,1.331758585,"Lakeside","WEST REGION"
28249,"JURONG EAST",103.739045,1.332605,"Jurong Gateway","WEST REGION"
28251,"JURONG EAST",103.7369883,1.333828056,"Lakeside","WEST REGION"
28259,"JURONG EAST",103.7369883,1.334154722,"Yuhua East","WEST REGION"
28261,"JURONG EAST",103.7348988,1.33614237,"Lakeside","WEST REGION"
28269,"JURONG EAST",103.7349928,1.336532427,"Yuhua East","WEST REGION"
28271,"JURONG EAST",103.7339058,1.338992597,"Lakeside","WEST REGION"
28279,"JURONG EAST",103.7342365,1.339482955,"Yuhua East","WEST REGION"
28281,"JURONG EAST",103.7353755,1.342060328,"Yuhua West","WEST REGION"
28289,"JURONG EAST",103.7359889,1.342389722,"Yuhua East","WEST REGION"
28291,"JURONG EAST",103.736383,1.344460904,"Yuhua West","WEST REGION"
28299,"JURONG EAST",103.7366703,1.344383231,"Yuhua East","WEST REGION"
28301,"JURONG EAST",103.740303,1.334738999,"Jurong Gateway","WEST REGION"
28309,"JURONG EAST",103.7457849,1.326286276,"International Business Park","WEST REGION"
28311,"JURONG EAST",103.7410835,1.338252775,"Yuhua East","WEST REGION"
28319,"JURONG EAST",103.7417331,1.338626239,"Toh Guan","WEST REGION"
28321,"JURONG EAST",103.7409031,1.341271664,"Yuhua East","WEST REGION"
28329,"JURONG EAST",103.7404357,1.341470923,"Yuhua East","WEST REGION"
28331,"JURONG EAST",103.7380493,1.342043929,"Yuhua East","WEST REGION"
28339,"JURONG EAST",103.7373752,1.342705106,"Yuhua East","WEST REGION"
28341,"JURONG EAST",103.7327128,1.342470278,"Lakeside","WEST REGION"
28349,"JURONG EAST",103.7331851,1.342551137,"Yuhua West","WEST REGION"
28351,"JURONG EAST",103.7310558,1.343615278,"Lakeside","WEST REGION"
28359,"JURONG EAST",103.7311994,1.343887222,"Yuhua West","WEST REGION"
28361,"JURONG EAST",103.7274878,1.344188818,"Lakeside","WEST REGION"
28369,"JURONG WEST",103.7274714,1.344497222,"Hong Kah","WEST REGION"
28371,"JURONG EAST",103.7240919,1.344879722,"Lakeside","WEST REGION"
28379,"JURONG WEST",103.7242613,1.345136399,"Hong Kah","WEST REGION"
28381,"JURONG WEST",103.721296,1.346269671,"Hong Kah","WEST REGION"
28389,"JURONG WEST",103.7214723,1.3464621,"Hong Kah","WEST REGION"
28391,"JURONG WEST",103.7193717,1.349780932,"Hong Kah","WEST REGION"
28399,"JURONG WEST",103.7196482,1.349749472,"Hong Kah","WEST REGION"
28401,"JURONG WEST",103.718614,1.350654551,"Hong Kah","WEST REGION"
28409,"JURONG WEST",103.7179377,1.350811494,"Hong Kah","WEST REGION"
28411,"JURONG WEST",103.7176175,1.348054444,"Hong Kah","WEST REGION"
28421,"JURONG WEST",103.7193457,1.345915861,"Hong Kah","WEST REGION"
28431,"JURONG EAST",103.7388156,1.334496265,"Jurong Gateway","WEST REGION"
28439,"JURONG EAST",103.738575,1.33451434,"Yuhua East","WEST REGION"
28441,"JURONG EAST",103.7388492,1.335766389,"Yuhua East","WEST REGION"
28449,"JURONG EAST",103.739445,1.336181667,"Jurong Gateway","WEST REGION"
28451,"JURONG EAST",103.73466,1.343941891,"Yuhua West","WEST REGION"
28459,"JURONG EAST",103.7343153,1.344407729,"Yuhua West","WEST REGION"
28461,"JURONG EAST",103.7320538,1.345332403,"Yuhua West","WEST REGION"
28469,"JURONG EAST",103.7319331,1.346127173,"Yuhua West","WEST REGION"
28471,"JURONG EAST",103.7322464,1.348111456,"Yuhua West","WEST REGION"
28481,"JURONG EAST",103.7342159,1.346181391,"Yuhua West","WEST REGION"
28491,"JURONG EAST",103.7307863,1.349055961,"Yuhua West","WEST REGION"
28499,"JURONG EAST",103.730462,1.349630441,"Yuhua West","WEST REGION"
28501,"JURONG WEST",103.7273777,1.349803284,"Hong Kah","WEST REGION"
28509,"JURONG WEST",103.7265401,1.350034709,"Hong Kah","WEST REGION"
28511,"JURONG WEST",103.7237236,1.350635965,"Hong Kah","WEST REGION"
28519,"JURONG WEST",103.7245249,1.350584168,"Hong Kah","WEST REGION"
28521,"JURONG WEST",103.7212004,1.350975481,"Hong Kah","WEST REGION"
28529,"JURONG WEST",103.7206511,1.351179213,"Hong Kah","WEST REGION"
28531,"JURONG WEST",103.7165294,1.350061155,"Hong Kah","WEST REGION"
28539,"JURONG WEST",103.7154239,1.349754774,"Hong Kah","WEST REGION"
28541,"JURONG WEST",103.71726,1.352358056,"Hong Kah","WEST REGION"
28551,"JURONG WEST",103.71994,1.353092019,"Hong Kah","WEST REGION"
28561,"JURONG WEST",103.7223243,1.35318547,"Hong Kah","WEST REGION"
28571,"JURONG WEST",103.7254229,1.352420676,"Hong Kah","WEST REGION"
28581,"JURONG WEST",103.7257056,1.34925114,"Hong Kah","WEST REGION"
28591,"JURONG WEST",103.7253825,1.346456389,"Hong Kah","WEST REGION"
28601,"JURONG WEST",103.7231677,1.347337447,"Hong Kah","WEST REGION"
28611,"JURONG WEST",103.7210677,1.349277923,"Hong Kah","WEST REGION"
28621,"JURONG EAST",103.7435801,1.341543482,"Yuhua East","WEST REGION"
28629,"JURONG EAST",103.74425,1.341953312,"Toh Guan","WEST REGION"
28631,"JURONG EAST",103.7441862,1.340531577,"Toh Guan","WEST REGION"
28639,"JURONG EAST",103.74396,1.340456498,"Toh Guan","WEST REGION"
28641,"JURONG EAST",103.7461032,1.339178898,"Toh Guan","WEST REGION"
28649,"JURONG EAST",103.7460344,1.339013034,"Toh Guan","WEST REGION"
28651,"JURONG EAST",103.7479419,1.33515192,"Toh Guan","WEST REGION"
28659,"JURONG EAST",103.7476778,1.334461893,"Toh Guan","WEST REGION"
28661,"CLEMENTI",103.74952,1.336655228,"Toh Tuck","WEST REGION"
28669,"CLEMENTI",103.749355,1.336445,"Toh Tuck","WEST REGION"
28671,"CLEMENTI",103.7522638,1.3371523,"Toh Tuck","WEST REGION"
28679,"CLEMENTI",103.7511046,1.336614493,"Toh Tuck","WEST REGION"
28681,"CLEMENTI",103.7548889,1.337202426,"Toh Tuck","WEST REGION"
28689,"CLEMENTI",103.75441,1.337279344,"Toh Tuck","WEST REGION"
28691,"CLEMENTI",103.7574893,1.335652429,"Toh Tuck","WEST REGION"
28699,"CLEMENTI",103.757235,1.335668506,"Toh Tuck","WEST REGION"
28701,"CLEMENTI",103.75773,1.331498333,"Toh Tuck","WEST REGION"
28709,"CLEMENTI",103.7573441,1.331639972,"Toh Tuck","WEST REGION"
29011,"JURONG EAST",103.7336219,1.3085475,"Penjuru Crescent","WEST REGION"
29019,"JURONG EAST",103.7337659,1.30809,"Penjuru Crescent","WEST REGION"
29021,"JURONG EAST",103.7345023,1.312674999,"Jurong River","WEST REGION"
29029,"JURONG EAST",103.7349708,1.313669444,"Teban Gardens","WEST REGION"
29031,"JURONG EAST",103.7353866,1.316531388,"Jurong River","WEST REGION"
29039,"JURONG EAST",103.7359015,1.317914723,"Teban Gardens","WEST REGION"
29041,"JURONG EAST",103.7360537,1.306304994,"Penjuru Crescent","WEST REGION"
29049,"JURONG EAST",103.7366867,1.305983213,"Penjuru Crescent","WEST REGION"
29051,"JURONG EAST",103.7428493,1.304620528,"Teban Gardens","WEST REGION"
29059,"JURONG EAST",103.742525,1.304372802,"Penjuru Crescent","WEST REGION"
29069,"JURONG EAST",103.7460724,1.302969478,"Penjuru Crescent","WEST REGION"
29071,"JURONG EAST",103.7517938,1.304226652,"Penjuru Crescent","WEST REGION"
29081,"JURONG EAST",103.7528443,1.301778598,"Penjuru Crescent","WEST REGION"
29089,"JURONG EAST",103.7527049,1.301467542,"Penjuru Crescent","WEST REGION"
29091,"JURONG EAST",103.7525439,1.299418862,"Penjuru Crescent","WEST REGION"
29099,"JURONG EAST",103.7520719,1.299386684,"Penjuru Crescent","WEST REGION"
29101,"JURONG EAST",103.7499767,1.298560779,"Penjuru Crescent","WEST REGION"
29109,"JURONG EAST",103.7496962,1.298749171,"Penjuru Crescent","WEST REGION"
29111,"JURONG EAST",103.7468519,1.300025833,"Penjuru Crescent","WEST REGION"
29119,"JURONG EAST",103.747201,1.300759621,"Penjuru Crescent","WEST REGION"
29121,"JURONG EAST",103.7395513,1.306701858,"Penjuru Crescent","WEST REGION"
29129,"JURONG EAST",103.7394918,1.306391943,"Penjuru Crescent","WEST REGION"
29139,"JURONG EAST",103.7513745,1.302958465,"Penjuru Crescent","WEST REGION"
29149,"JURONG EAST",103.7484455,1.301692789,"Penjuru Crescent","WEST REGION"
29159,"JURONG EAST",103.737505,1.325324898,"Teban Gardens","WEST REGION"
30011,"WESTERN WATER CATCHMENT",103.7142257,1.373677995,"Western Water Catchment","WEST REGION"
30019,"WESTERN WATER CATCHMENT",103.7136584,1.373333068,"Western Water Catchment","WEST REGION"
30021,"WESTERN WATER CATCHMENT",103.7170523,1.374441956,"Western Water Catchment","WEST REGION"
30029,"WESTERN WATER CATCHMENT",103.7170963,1.374156028,"Western Water Catchment","WEST REGION"
30031,"WESTERN WATER CATCHMENT",103.7198387,1.374619354,"Western Water Catchment","WEST REGION"
30039,"WESTERN WATER CATCHMENT",103.7198188,1.374321622,"Western Water Catchment","WEST REGION"
