,Operator,ServiceNo,time_extracted,BusStopCode,OriginCode_NextBus1,DestinationCode_NextBus1,EstimatedArrival_NextBus1,Latitude_NextBus1,Longitude_NextBus1,VisitNumber_NextBus1,Load_NextBus1,Feature_NextBus1,Type_NextBus1
0,SBST,291,2020-02-24 00:19:47,75009,75009,75009,2020-02-24T00:18:00+08:00,0,0,1,SEA,WAB,SD
1,SBST,292,2020-02-24 00:19:47,75009,75009,75009,2020-02-24T00:21:00+08:00,0,0,1,SEA,WAB,SD
2,SBST,293,2020-02-24 00:19:47,75009,75009,75009,2020-02-24T00:20:39+08:00,1.3525028333333333,103.941392,2,SEA,WAB,SD
3,SBST,38,2020-02-24 00:19:47,75009,75009,84009,2020-02-24T00:28:00+08:00,0,0,1,SEA,WAB,SD
4,GAS,3A,2020-02-24 00:19:47,75009,75009,77331,2020-02-24T00:21:00+08:00,0,0,1,SEA,WAB,SD
5,SBST,292,2020-02-24 00:19:47,76059,75009,75009,2020-02-24T00:22:54+08:00,0,0,1,SEA,WAB,SD
6,SBST,293,2020-02-24 00:19:47,76059,75009,75009,2020-02-24T00:25:18+08:00,0,0,1,SEA,WAB,SD
7,GAS,3A,2020-02-24 00:19:47,76059,75009,77331,2020-02-24T00:34:46+08:00,0,0,1,SEA,WAB,SD
8,SBST,21,2020-02-24 00:19:47,76069,77009,52499,2020-02-24T00:24:08+08:00,1.356219,103.95312733333333,1,SEA,WAB,DD
9,SBST,27,2020-02-24 00:19:47,76069,64009,64009,2020-02-24T00:24:17+08:00,1.3603605,103.94080516666666,1,SEA,WAB,SD
10,SBST,292,2020-02-24 00:19:47,76069,75009,75009,2020-02-24T00:25:09+08:00,0,0,1,SEA,WAB,SD
11,GAS,17,2020-02-24 00:19:47,96289,77009,84009,2020-02-24T00:26:33+08:00,1.3577925,103.958817,1,SEA,WAB,DD
12,SBST,5,2020-02-24 00:19:47,96289,10009,77009,2020-02-24T00:24:01+08:00,1.338313,103.93407883333333,1,SEA,WAB,DD
13,GAS,17,2020-02-24 00:19:47,96109,77009,84009,2020-02-24T00:27:38+08:00,1.3577925,103.958817,1,SEA,WAB,DD
14,SBST,9,2020-02-24 00:19:47,96109,84009,84009,2020-02-24T00:23:08+08:00,1.3473066666666667,103.95792783333333,1,SEA,WAB,DD
15,SBST,9,2020-02-24 00:19:47,85079,84009,84009,2020-02-24T00:24:52+08:00,1.3473066666666667,103.95792783333333,1,SEA,WAB,DD
16,SBST,9,2020-02-24 00:19:47,85089,84009,84009,2020-02-24T00:25:09+08:00,1.3473066666666667,103.95792783333333,1,SEA,WAB,DD
17,SBST,9,2020-02-24 00:19:47,85069,84009,84009,2020-02-24T00:25:54+08:00,1.3473066666666667,103.95792783333333,1,SEA,WAB,DD
