,Operator,ServiceNo,time_extracted,BusStopCode,OriginCode_NextBus1,DestinationCode_NextBus1,EstimatedArrival_NextBus1,Latitude_NextBus1,Longitude_NextBus1,VisitNumber_NextBus1,Load_NextBus1,Feature_NextBus1,Type_NextBus1
0,SBST,127A,2020-02-23 23:48:45,75009,75009,75281,2020-02-24T00:05:00+08:00,0,0,1,SEA,WAB,SD
1,SBST,23,2020-02-23 23:48:45,75009,75009,75009,2020-02-23T23:50:00+08:00,0,0,1,SEA,WAB,DD
2,SBST,28,2020-02-23 23:48:45,75009,75009,52009,2020-02-24T00:01:00+08:00,0,0,1,SEA,WAB,SD
3,SBST,291,2020-02-23 23:48:45,75009,75009,75009,2020-02-23T23:49:00+08:00,0,0,1,SEA,WAB,SD
4,SBST,292,2020-02-23 23:48:45,75009,75009,75009,2020-02-23T23:51:00+08:00,0,0,1,SEA,WAB,SD
5,SBST,293,2020-02-23 23:48:45,75009,75009,75009,2020-02-23T23:51:22+08:00,1.3516396666666666,103.93907683333333,2,SEA,WAB,SD
6,SBST,38,2020-02-23 23:48:45,75009,75009,84009,2020-02-23T23:52:00+08:00,0,0,1,SEA,WAB,SD
7,GAS,3A,2020-02-23 23:48:45,75009,75009,77331,2020-02-23T23:53:00+08:00,0,0,1,SEA,WAB,SD
8,SBST,46,2020-02-23 23:48:45,75009,75009,94009,2020-02-23T23:47:12+08:00,1.353978,103.942879,1,SEA,WAB,DD
9,GAS,68,2020-02-23 23:48:45,75009,77009,77009,2020-02-24T00:14:22+08:00,1.3746278333333333,103.94989766666667,1,SEA,WAB,DD
10,SBST,23,2020-02-23 23:48:45,76059,75009,75009,2020-02-23T23:52:07+08:00,0,0,1,SEA,WAB,DD
11,SBST,292,2020-02-23 23:48:45,76059,75009,75009,2020-02-23T23:52:54+08:00,0,0,1,SEA,WAB,SD
12,SBST,293,2020-02-23 23:48:45,76059,75009,75009,2020-02-23T23:49:48+08:00,1.3542431666666666,103.94379616666667,1,SEA,WAB,SD
13,GAS,34,2020-02-23 23:48:45,76059,65009,65009,2020-02-23T23:57:39+08:00,1.3740798333333333,103.9312375,1,SEA,WAB,SD
14,GAS,3A,2020-02-23 23:48:45,76059,75009,77331,2020-02-24T00:06:46+08:00,0,0,1,SEA,WAB,SD
15,SBST,168,2020-02-23 23:48:45,76069,46009,84009,2020-02-23T23:49:01+08:00,1.3517523333333332,103.944663,1,SEA,WAB,DD
16,SBST,21,2020-02-23 23:48:45,76069,77009,52499,2020-02-23T23:51:53+08:00,1.356612,103.94753266666666,1,SEA,WAB,DD
17,SBST,23,2020-02-23 23:48:45,76069,75009,75009,2020-02-23T23:53:59+08:00,0,0,1,SEA,WAB,DD
18,SBST,27,2020-02-23 23:48:45,76069,64009,64009,2020-02-23T23:48:44+08:00,1.3516673333333333,103.94424583333333,1,SEA,WAB,SD
19,SBST,292,2020-02-23 23:48:45,76069,75009,75009,2020-02-23T23:55:09+08:00,0,0,1,SEA,WAB,SD
20,GAS,34,2020-02-23 23:48:45,76069,65009,65009,2020-02-23T23:59:29+08:00,1.3740798333333333,103.9312375,1,SEA,WAB,SD
21,GAS,118,2020-02-23 23:48:45,96289,65009,97009,2020-02-24T00:05:05+08:00,1.3775573333333333,103.92791633333333,1,SEA,WAB,DD
22,GAS,17,2020-02-23 23:48:45,96289,77009,84009,2020-02-23T23:58:53+08:00,1.3635438333333334,103.964204,1,SEA,WAB,DD
23,SBST,5,2020-02-23 23:48:45,96289,10009,77009,2020-02-23T23:58:50+08:00,1.3379988333333332,103.91626233333334,1,SEA,WAB,SD
24,GAS,118,2020-02-23 23:48:45,96109,65009,97009,2020-02-24T00:06:10+08:00,1.3775573333333333,103.92791633333333,1,SEA,WAB,DD
25,GAS,17,2020-02-23 23:48:45,96109,77009,84009,2020-02-24T00:00:00+08:00,1.3635438333333334,103.964204,1,SEA,WAB,DD
26,SBST,9,2020-02-23 23:48:45,96109,84009,84009,2020-02-23T23:50:51+08:00,1.3443761666666667,103.95769783333333,1,SEA,WAB,SD
27,GAS,2,2020-02-23 23:48:45,85079,99009,10499,2020-02-23T23:52:25+08:00,1.3407741666666666,103.96137666666667,1,SEA,WAB,DD
28,SBST,9,2020-02-23 23:48:45,85079,84009,84009,2020-02-23T23:52:34+08:00,1.3443761666666667,103.95769783333333,1,SEA,WAB,SD
29,GAS,2,2020-02-23 23:48:45,85089,99009,10499,2020-02-23T23:52:45+08:00,1.3407741666666666,103.96137666666667,1,SEA,WAB,DD
