Unnamed: 0,BusStopCode,Description,Latitude,Longitude,RoadName,planning_area
1441,27309,Blk 705,1.341070469,103.6942654,Pioneer Rd Nth,JURONG WEST
1442,27311,Hall 2,1.349022111,103.6853929,Lien Ying Chow Dr,WESTERN WATER CATCHMENT
1443,27321,Blk 949,1.344039444,103.6917308,Pioneer Rd Nth,JURONG WEST
1444,27329,Blk 840,1.3440425,103.691865,Pioneer Rd Nth,JURONG WEST
1445,27331,West Grove Pr Sch,1.345373056,103.6994114,Jurong West St 72,JURONG WEST
1446,27341,Blk 729,1.346637034,103.6977882,Jurong West St 72,JURONG WEST
1447,27349,Blk 745,1.346808056,103.6978181,Jurong West St 72,JURONG WEST
1448,27351,Blk 715,1.34423201,103.6961317,Jurong West Ave 5,JURONG WEST
1449,27359,Blk 817,1.34441435,103.6960137,Jurong West Ave 5,JURONG WEST
1450,27361,Blk 710,1.342944904,103.6945224,Jurong West Ave 5,JURONG WEST
1451,27369,Blk 834,1.342853733,103.694104,Jurong West Ave 5,JURONG WEST
1452,27371,Opp Blk 755,1.347513843,103.7009944,Jurong West St 75,JURONG WEST
1453,27379,Blk 755,1.348050421,103.7008739,Jurong West St 75,JURONG WEST
1454,27381,Blk 749,1.34814783,103.6986383,Jurong West St 75,JURONG WEST
1455,27389,Gek Poh Shop Ctr,1.348451809,103.6981044,Jurong West St 75,JURONG WEST
1456,27391,Blk 857,1.348427066,103.696312,Jurong West St 82,JURONG WEST
1457,27399,Bet Blks 859/860,1.348664698,103.6964037,Jurong West St 82,JURONG WEST
1458,27401,Opp Blk 821,1.347366006,103.694138,Jurong West St 81,JURONG WEST
1459,27409,Blk 821,1.34719,103.6941675,Jurong West St 81,JURONG WEST
1460,27411,Blk 844A CP,1.345908333,103.6927375,Jurong West St 81,JURONG WEST
1461,27419,Blk 827,1.345754722,103.69282,Jurong West St 81,JURONG WEST
1462,27421,Blk 701,1.342834167,103.6953636,Jurong West St 71,JURONG WEST
1463,27429,Blk 711,1.342865,103.6955581,Jurong West St 71,JURONG WEST
1464,27431,Blk 762,1.349465273,103.6973463,Jurong West Ave 5,JURONG WEST
1465,27439,Blk 861,1.349410778,103.6971171,Jurong West Ave 5,JURONG WEST
1466,27441,Bet Blks 757/758,1.350328688,103.7007933,Jurong West Ave 5,JURONG WEST
1467,27449,Aft Westwood Ave,1.350532425,103.701079,Jurong West Ave 5,JURONG WEST
1468,27451,Bet Blks 272D/271A,1.351286137,103.7041506,Jurong West Ave 3,JURONG WEST
1469,27459,Blk 273B,1.3514507,103.7039904,Jurong West Ave 3,JURONG WEST
1470,27461,Opp Blk 276B,1.352933058,103.7051286,Jurong West Ave 3,JURONG WEST
1471,27469,Blk 276B,1.353071922,103.7048671,Jurong West Ave 3,JURONG WEST
1472,27471,Corporation Pr Sch,1.352166558,103.7078248,Jurong West St 23,JURONG WEST
1473,27479,Opp Corporation Pr Sch,1.351892343,103.7081826,Jurong West St 23,JURONG WEST
1474,27501,NTUC HEALTH NURSING HME,1.340971167,103.6916711,Jurong West St 93,JURONG WEST
1475,27509,Bef Yunnan Cres,1.340436472,103.6913582,Jurong West St 93,JURONG WEST
1476,27511,Blk 974,1.339252023,103.6931057,Jurong West St 93,JURONG WEST
1477,27519,Opp Blk 974,1.340042855,103.692924,Jurong West St 93,JURONG WEST
1478,27521,Blk 986 CP,1.336808966,103.6940617,Jurong West St 93,JURONG WEST
1479,27529,Opp Blk 987A,1.336298048,103.694063,Jurong West St 93,JURONG WEST
1480,27531,Blk 918,1.340527952,103.686973,Jurong West St 91,JURONG WEST
1481,27539,BEF XINGNAN PR SCH,1.340716145,103.6868923,Jurong West St 91,JURONG WEST
1482,28009,Jurong East Temp Int,1.333408188,103.7415425,Jurong Gateway Rd,JURONG EAST
1483,28011,BEF TOH TUCK AVE,1.324258056,103.7591472,C'wealth Ave West,CLEMENTI
1484,28019,Aft Toh Tuck Ave,1.324927205,103.7589433,C'wealth Ave West,CLEMENTI
1485,28021,OPP 8 @TRADEHUB 21,1.326158084,103.7554502,Boon Lay Way,CLEMENTI
1486,28029,8 @ TRADEHUB 21,1.326889982,103.7543603,Boon Lay Way,CLEMENTI
1487,28031,Bef The Synergy,1.327901,103.751015,Boon Lay Way,CLEMENTI
1488,28039,Aft Boon Lay Sub Stn,1.328075,103.7514083,Boon Lay Way,CLEMENTI
1489,28041,The Synergy,1.3300835,103.7482837,Boon Lay Way,JURONG EAST
1490,28049,Opp The Synergy,1.330699213,103.7481034,Boon Lay Way,JURONG EAST
1491,28051,Big Box,1.332289997,103.74574,Boon Lay Way,JURONG EAST
1492,28059,Ng Teng Fong General Hosp,1.332606389,103.7458072,Boon Lay Way,JURONG EAST
1493,28061,Jurong East Stn/Int,1.335963908,103.7425481,Boon Lay Way,JURONG EAST
1494,28069,Blk 203,1.336442401,103.7425574,Boon Lay Way,JURONG EAST
1495,28071,Blk 105,1.337650353,103.7390424,Boon Lay Way,JURONG EAST
1496,28079,Blk 210,1.338399066,103.7386009,Boon Lay Way,JURONG EAST
1497,28081,Blk 112,1.339508308,103.7366476,Boon Lay Way,JURONG EAST
1498,28089,Bef Yuhua CC,1.340163586,103.7363464,Boon Lay Way,JURONG EAST
1499,28091,Lakeside Stn,1.344257956,103.7201249,Boon Lay Way,JURONG WEST
1500,28099,Opp Lakeside Stn,1.344320099,103.7192983,Boon Lay Way,JURONG WEST
1501,28101,Opp SMRT Ulu Pandan Depot,1.333124368,103.7590562,Toh Tuck Ave,CLEMENTI
1502,28109,SMRT Ulu Pandan Depot,1.333273442,103.7593318,Toh Tuck Ave,CLEMENTI
1503,28111,Aft Bt Batok Rd,1.347828963,103.7358544,Jurong Rd,TENGAH
1504,28119,Bef Bt Batok Rd,1.347850605,103.7360553,Jurong Rd,TENGAH
1505,28121,Opp Track 18,1.350320655,103.733396,Jurong Rd,TENGAH
1506,28129,Aft Track 18,1.350318839,103.7337431,Jurong Rd,TENGAH
1507,28131,Bef Jurong Lodge 1B,1.352785657,103.7305039,Jurong Rd,TENGAH
1508,28139,Aft Track 22,1.353113025,103.7304425,Jurong Rd,TENGAH
1509,28141,Aft Track 22,1.353997778,103.7285725,Jurong Rd,TENGAH
1510,28149,Opp Jurong Lodge 1B,1.354059771,103.7291206,Jurong Rd,TENGAH
1511,28151,Bef Hong Kah Circle,1.355826007,103.7214746,Jurong Rd,TENGAH
1512,28159,Aft Hong Kah Circle,1.355987547,103.7213845,Jurong Rd,TENGAH
1513,28161,Bef Hong Kah Flyover,1.356004212,103.7192784,Jurong Rd,TENGAH
1514,28169,Aft Hong Kah Flyover,1.356162022,103.719496,Jurong Rd,TENGAH
1515,28181,Bef Toh Tuck Link,1.329966425,103.758198,Toh Tuck Ave,CLEMENTI
1516,28189,Aft Toh Tuck Link,1.329921247,103.758506,Toh Tuck Ave,CLEMENTI
1517,28201,Opp The JTC Summit,1.332057062,103.7418505,Jurong Gateway Rd,JURONG EAST
1518,28211,Opp Blk 135,1.334186773,103.7407068,Jurong Gateway Rd,JURONG EAST
1519,28221,Opp Intl Business Pk,1.32761805,103.7449417,Jurong Town Hall Rd,JURONG EAST
1520,28229,German Ctr,1.325366752,103.7459319,Jurong Town Hall Rd,JURONG EAST
1521,28231,Jurong Town Hall,1.329862011,103.7424818,Jurong Town Hall Rd,JURONG EAST
1522,28239,Opp Jurong Town Hall,1.329804425,103.7430715,Jurong Town Hall Rd,JURONG EAST
1523,28241,Opp Jurong East Lib,1.331758585,103.7395749,Jurong Town Hall Rd,JURONG EAST
1524,28249,Jurong East Lib,1.332605,103.739045,Jurong Town Hall Rd,JURONG EAST
1525,28251,S'pore Science Ctr,1.333828056,103.7369883,Jurong Town Hall Rd,JURONG EAST
1526,28259,Opp S'pore Science Ctr,1.334154722,103.7369883,Jurong Town Hall Rd,JURONG EAST
1527,28261,Aft S'pore Science Ctr,1.33614237,103.7348988,Jurong Town Hall Rd,JURONG EAST
1528,28269,Blk 118,1.336532427,103.7349928,Jurong Town Hall Rd,JURONG EAST
1529,28271,Opp Blk 114,1.338992597,103.7339058,Jurong Town Hall Rd,JURONG EAST
1530,28279,Blk 114,1.339482955,103.7342365,Jurong Town Hall Rd,JURONG EAST
1531,28281,Opp Blk 227,1.342060328,103.7353755,Jurong Town Hall Rd,JURONG EAST
1532,28289,Blk 228,1.342389722,103.7359889,Jurong Town Hall Rd,JURONG EAST
1533,28291,Blk 303,1.344460904,103.736383,Jurong Town Hall Rd,JURONG EAST
1534,28299,Blk 253,1.344383231,103.7366703,Jurong Town Hall Rd,JURONG EAST
1535,28301,Blk 131,1.334738999,103.740303,Jurong Gateway Rd,JURONG EAST
1536,28309,Intl Business Pk,1.326286276,103.7457849,Jurong Town Hall Rd,JURONG EAST
1537,28311,Blk 209,1.338252775,103.7410835,Jurong East Ctrl,JURONG EAST
1538,28319,Blk 207,1.338626239,103.7417331,Jurong East Ctrl,JURONG EAST
1539,28321,Blk 239,1.341271664,103.7409031,Jurong East Ave 1,JURONG EAST
1540,28329,Blk 246,1.341470923,103.7404357,Jurong East Ave 1,JURONG EAST
1541,28331,Blk 229,1.342043929,103.7380493,Jurong East Ave 1,JURONG EAST
1542,28339,Blk 252,1.342705106,103.7373752,Jurong East Ave 1,JURONG EAST
1543,28341,Chinese Gdn Stn,1.342470278,103.7327128,Boon Lay Way,JURONG EAST
1544,28349,Opp Chinese Gdn Stn,1.342551137,103.7331851,Boon Lay Way,JURONG EAST
1545,28351,Opp Blk 350,1.343615278,103.7310558,Boon Lay Way,JURONG EAST
1546,28359,Blk 350,1.343887222,103.7311994,Boon Lay Way,JURONG EAST
1547,28361,Jurong Lake,1.344188818,103.7274878,Boon Lay Way,JURONG EAST
1548,28369,Opp Jurong Lake,1.344497222,103.7274714,Boon Lay Way,JURONG WEST
1549,28371,Bef Jurong West St 51,1.344879722,103.7240919,Boon Lay Way,JURONG EAST
1550,28379,Aft Jurong West St 51,1.345136399,103.7242613,Boon Lay Way,JURONG WEST
1551,28381,Blk 515,1.346269671,103.721296,Jurong West St 51,JURONG WEST
1552,28389,Opp Blk 515,1.3464621,103.7214723,Jurong West St 51,JURONG WEST
1553,28391,Blk 501,1.349780932,103.7193717,Jurong West St 51,JURONG WEST
1554,28399,Blk 458,1.349749472,103.7196482,Jurong West St 51,JURONG WEST
1555,28401,Blk 502,1.350654551,103.718614,Jurong West Ave 1,JURONG WEST
1556,28409,Blk 454,1.350811494,103.7179377,Jurong West Ave 1,JURONG WEST
1557,28411,Blk 526,1.348054444,103.7176175,Jurong West St 52,JURONG WEST
1558,28421,Blk 517,1.345915861,103.7193457,Jurong West St 52,JURONG WEST
1559,28431,Blk 134,1.334496265,103.7388156,Jurong East Ctrl,JURONG EAST
1560,28439,Blk 124,1.33451434,103.738575,Jurong East Ctrl,JURONG EAST
1561,28441,Seventh-Day Advent Ch,1.335766389,103.7388492,Jurong East Ctrl,JURONG EAST
1562,28449,Bef Seventh-Day Advent Ch,1.336181667,103.739445,Jurong East Ctrl,JURONG EAST
1563,28451,Parc Oasis,1.343941891,103.73466,Jurong East Ave 1,JURONG EAST
1564,28459,Opp Parc Oasis,1.344407729,103.7343153,Jurong East Ave 1,JURONG EAST
1565,28461,Blk 347,1.345332403,103.7320538,Jurong East Ave 1,JURONG EAST
1566,28469,Blk 316,1.346127173,103.7319331,Jurong East Ave 1,JURONG EAST
1567,28471,Opp Blk 311,1.348111456,103.7322464,Jurong East St 32,JURONG EAST
1568,28481,Blk 306,1.346181391,103.7342159,Jurong East St 32,JURONG EAST
1569,28491,Opp Jurong Polyclinic,1.349055961,103.7307863,Jurong East Ave 1,JURONG EAST
1570,28499,Jurong Polyclinic,1.349630441,103.730462,Jurong East Ave 1,JURONG EAST
1571,28501,Blk 490,1.349803284,103.7273777,Jurong West Ave 1,JURONG WEST
1572,28509,Blk 422,1.350034709,103.7265401,Jurong West Ave 1,JURONG WEST
1573,28511,Blk 463,1.350635965,103.7237236,Jurong West Ave 1,JURONG WEST
1574,28519,Blk 425,1.350584168,103.7245249,Jurong West Ave 1,JURONG WEST
1575,28521,Blk 457,1.350975481,103.7212004,Jurong West Ave 1,JURONG WEST
1576,28529,Blk 441,1.351179213,103.7206511,Jurong West Ave 1,JURONG WEST
1577,28531,Blk 536,1.350061155,103.7165294,Jurong West Ave 1,JURONG WEST
1578,28539,Blk 538,1.349754774,103.7154239,Jurong West Ave 1,JURONG WEST
1579,28541,Blk 551,1.352358056,103.71726,Jurong West St 42,JURONG WEST
1580,28551,Blk 560A,1.353092019,103.71994,Jurong West St 42,JURONG WEST
1581,28561,Blk 402,1.35318547,103.7223243,Jurong West St 42,JURONG WEST
1582,28571,Blk 416,1.352420676,103.7254229,Jurong West St 42,JURONG WEST
1583,28581,Blk 491,1.34925114,103.7257056,Jurong West St 41,JURONG WEST
1584,28591,Opp Blk 481,1.346456389,103.7253825,Jurong West St 41,JURONG WEST
1585,28601,Yuhua Sec Sch,1.347337447,103.7231677,Jurong West St 41,JURONG WEST
1586,28611,Opp Blk 461,1.349277923,103.7210677,Jurong West St 41,JURONG WEST
1587,28621,Blk 241,1.341543482,103.7435801,Jurong East Ctrl,JURONG EAST
1588,28629,Blk 266,1.341953312,103.74425,Jurong East Ctrl,JURONG EAST
1589,28631,Opp Blk 288D,1.340531577,103.7441862,Toh Guan Rd,JURONG EAST
1590,28639,Blk 288E,1.340456498,103.74396,Toh Guan Rd,JURONG EAST
1591,28641,Blk 284,1.339178898,103.7461032,Toh Guan Rd,JURONG EAST
1592,28649,Blk 286A,1.339013034,103.7460344,Toh Guan Rd,JURONG EAST
1593,28651,Opp IMM Bldg,1.33515192,103.7479419,Toh Guan Rd,JURONG EAST
1594,28659,IMM Bldg,1.334461893,103.7476778,Toh Guan Rd,JURONG EAST
1595,28661,Opp Jurong East Warehse,1.336655228,103.74952,Toh Guan Rd East,CLEMENTI
1596,28669,Jurong East Warehse,1.336445,103.749355,Toh Guan Rd East,CLEMENTI
1597,28671,Alliance Bldg,1.3371523,103.7522638,Toh Guan Rd East,CLEMENTI
1598,28679,Hitachi Elevator Bldg,1.336614493,103.7511046,Toh Guan Rd East,CLEMENTI
1599,28681,Toh Guan Ctr,1.337202426,103.7548889,Toh Guan Rd East,CLEMENTI
1600,28689,Opp Toh Guan Ctr,1.337279344,103.75441,Toh Guan Rd East,CLEMENTI
1601,28691,Wang-Fu Ind Pte Ltd,1.335652429,103.7574893,Toh Guan Rd East,CLEMENTI
1602,28699,Opp Uni-Tech Ctr,1.335668506,103.757235,Toh Guan Rd East,CLEMENTI
1603,28701,Aft Old Toh Tuck Rd,1.331498333,103.75773,Toh Tuck Link,CLEMENTI
1604,28709,Bef Old Toh Tuck Rd,1.331639972,103.7573441,Toh Tuck Link,CLEMENTI
1605,29011,Opp Sanmina-SCI,1.3085475,103.7336219,Penjuru Rd,JURONG EAST
1606,29019,Sanmina-SCI,1.30809,103.7337659,Penjuru Rd,JURONG EAST
1607,29021,Aft Jln Buroh,1.312674999,103.7345023,Penjuru Rd,JURONG EAST
1608,29029,Bef Penjuru Cl,1.313669444,103.7349708,Penjuru Rd,JURONG EAST
1609,29031,Aft Penjuru Pl,1.316531388,103.7353866,Penjuru Rd,JURONG EAST
1610,29039,Bef Penjuru Wk,1.317914723,103.7359015,Penjuru Rd,JURONG EAST
1611,29041,Ban Joo,1.306304994,103.7360537,Tg Penjuru,JURONG EAST
1612,29049,LTH Logistics,1.305983213,103.7366867,Tg Penjuru,JURONG EAST
1613,29051,Opp Caltex S'pore,1.304620528,103.7428493,Jln Buroh,JURONG EAST
1614,29059,Caltex S'pore,1.304372802,103.742525,Jln Buroh,JURONG EAST
1615,29069,Aft Pandan Rd,1.302969478,103.7460724,Jln Buroh,JURONG EAST
1616,29071,Gas Svc Intl,1.304226652,103.7517938,Pandan Rd,JURONG EAST
1617,29081,Franklin Offshore,1.301778598,103.7528443,Pandan Rd,JURONG EAST
1618,29089,Swanson Plastics,1.301467542,103.7527049,Pandan Rd,JURONG EAST
1619,29091,Opp Sia Huat,1.299418862,103.7525439,Pandan Rd,JURONG EAST
1620,29099,Bef Sia Huat,1.299386684,103.7520719,Pandan Rd,JURONG EAST
1621,29101,PPL Shipyard,1.298560779,103.7499767,Pandan Rd,JURONG EAST
1622,29109,Opp PPL Shipyard,1.298749171,103.7496962,Pandan Rd,JURONG EAST
1623,29111,Transerve,1.300025833,103.7468519,Pandan Rd,JURONG EAST
1624,29119,Comfortdelgro Engrg,1.300759621,103.747201,Pandan Rd,JURONG EAST
1625,29121,Opp Clp Intl,1.306701858,103.7395513,Tg Penjuru,JURONG EAST
1626,29129,Clp Intl,1.306391943,103.7394918,Tg Penjuru,JURONG EAST
1627,29139,Opp Foh Foh Pte Ltd,1.302958465,103.7513745,Pandan Ave,JURONG EAST
1628,29149,Senkee Logistics Hub,1.301692789,103.7484455,Pandan Ave,JURONG EAST
1629,29159,Aft Teban Gdns Cres,1.325324898,103.737505,Penjuru Rd,JURONG EAST
1630,30011,Tengah Air Base,1.373677995,103.7142257,Old Choa Chu Kang Rd,WESTERN WATER CATCHMENT
1631,30019,Opp Tengah Air Base,1.373333068,103.7136584,Old Choa Chu Kang Rd,WESTERN WATER CATCHMENT
1632,30021,Opp Keat Hong Camp,1.374441956,103.7170523,Old Choa Chu Kang Rd,WESTERN WATER CATCHMENT
1633,30029,Keat Hong Camp,1.374156028,103.7170963,Old Choa Chu Kang Rd,WESTERN WATER CATCHMENT
1634,30031,Opp Army Logistics Base,1.374619354,103.7198387,Old Choa Chu Kang Rd,WESTERN WATER CATCHMENT
1635,30039,Army Logistics Base,1.374321622,103.7198188,Old Choa Chu Kang Rd,WESTERN WATER CATCHMENT
1636,30041,Opp Home Team Academy,1.374620141,103.7218882,Old Choa Chu Kang Rd,WESTERN WATER CATCHMENT
1637,30049,Home Team Academy,1.374313322,103.7238366,Old Choa Chu Kang Rd,WESTERN WATER CATCHMENT
1638,30051,Aft Track 14,1.374555769,103.7253705,Old Choa Chu Kang Rd,WESTERN WATER CATCHMENT
1639,30059,Opp Track 14,1.374399352,103.726143,Old Choa Chu Kang Rd,WESTERN WATER CATCHMENT
1640,30081,Opp Hai Inn See Tp,1.377276847,103.7343131,Brickland Rd,TENGAH
1641,30089,Aft Hai Inn See Tp,1.37716,103.7340917,Brickland Rd,TENGAH
1642,30091,Chengtai Nursery,1.379430556,103.7308564,Sg Tengah Rd,WESTERN WATER CATCHMENT
1643,30099,Opp Chengtai Nursery,1.379721598,103.7312281,Sg Tengah Rd,WESTERN WATER CATCHMENT
1644,30101,Blk 485B,1.373713,103.738897,Brickland Rd,CHOA CHU KANG
1645,30109,Opp Blk 485A,1.373745,103.738354,Brickland Rd,TENGAH
1646,30111,Blk 804B,1.372457887,103.7428254,Brickland Rd,CHOA CHU KANG
1647,30119,AFT CHOA CHU KANG AVE 6,1.3728875,103.7404039,Brickland Rd,TENGAH
1648,30121,Blk 805D,1.37211783,103.7444371,Brickland Rd,CHOA CHU KANG
1649,30129,OPP BLK 805D,1.37203889,103.7438103,Brickland Rd,TENGAH
1650,31009,Choa Chu Kang Rd End,1.371743745,103.6842656,Old Choa Chu Kang Rd,WESTERN WATER CATCHMENT
1651,31011,Aft Nanyang Ave,1.359084608,103.6938952,Jln Bahar,WESTERN WATER CATCHMENT
1652,31019,Bef Nanyang Ave,1.359982605,103.6939891,Jln Bahar,WESTERN WATER CATCHMENT
1653,31021,Jln Bahar Power Stn,1.36247047,103.6928789,Jln Bahar,WESTERN WATER CATCHMENT
1654,31029,Opp Jln Bahar Power Stn,1.363079872,103.692966,Jln Bahar,WESTERN WATER CATCHMENT
1655,31031,Civil Defence Academy,1.365988907,103.6932732,Jln Bahar,WESTERN WATER CATCHMENT
1656,31039,Opp Civil Defence Academy,1.36563784,103.6933082,Jln Bahar,WESTERN WATER CATCHMENT
1657,31041,Bef Muslim Cemy Path 7,1.368932264,103.6939294,Jln Bahar,WESTERN WATER CATCHMENT
1658,31049,Aft Chr Cemy Path 9,1.369395544,103.6942437,Jln Bahar,WESTERN WATER CATCHMENT
1659,31051,Pusara Aman Mque,1.372260022,103.6944518,Jln Bahar,WESTERN WATER CATCHMENT
1660,31059,Aft Cemy Chapel,1.372075744,103.6946681,Jln Bahar,WESTERN WATER CATCHMENT
1661,31061,Opp Lim Chu Kang Camp II,1.375947222,103.6955703,Lim Chu Kang Rd,WESTERN WATER CATCHMENT
1662,31069,Bef Old Choa Chu Kang Rd,1.374931389,103.6955061,Lim Chu Kang Rd,WESTERN WATER CATCHMENT
1663,31071,Aft Chinese Cemy Path 11,1.378533142,103.6962605,Lim Chu Kang Rd,WESTERN WATER CATCHMENT
1664,31079,Opp Chinese Cemy Path 11,1.377686111,103.6963219,Lim Chu Kang Rd,WESTERN WATER CATCHMENT
1665,31081,Opp HQ 5th SIB Camp I,1.380562642,103.6973253,Old Lim Chu Kang Rd,WESTERN WATER CATCHMENT
1666,31089,HQ 5th SIB Camp I,1.379927294,103.6971152,Old Lim Chu Kang Rd,WESTERN WATER CATCHMENT
1667,31121,Nirvana Memorial Gdn,1.370355319,103.6880039,Old Choa Chu Kang Rd,WESTERN WATER CATCHMENT
1668,31129,Aft Nirvana Memorial Gdn,1.369973934,103.68741,Old Choa Chu Kang Rd,WESTERN WATER CATCHMENT
1669,31131,Aft Track 33,1.37210056,103.6901494,Old Choa Chu Kang Rd,WESTERN WATER CATCHMENT
1670,31139,Bef Track 33,1.372112815,103.6903841,Old Choa Chu Kang Rd,WESTERN WATER CATCHMENT
1671,31141,CCK Cemy Office,1.374096307,103.6934219,Old Choa Chu Kang Rd,WESTERN WATER CATCHMENT
1672,31149,Opp CCK Cemy Office,1.373948547,103.6940083,Old Choa Chu Kang Rd,WESTERN WATER CATCHMENT
1673,31151,Aft Lim Chu Kang Rd,1.373632274,103.6959675,Old Choa Chu Kang Rd,WESTERN WATER CATCHMENT
1674,31159,Bef Lim Chu Kang Rd,1.373366007,103.6961973,Old Choa Chu Kang Rd,WESTERN WATER CATCHMENT
1675,31161,Opp Teen Challenge,1.372533322,103.7020876,Old Choa Chu Kang Rd,WESTERN WATER CATCHMENT
1676,31169,Teen Challenge,1.372450942,103.7012194,Old Choa Chu Kang Rd,WESTERN WATER CATCHMENT
1677,31171,Opp Jln Berseri,1.372407883,103.704187,Old Choa Chu Kang Rd,WESTERN WATER CATCHMENT
1678,31179,Aft Jln Berseri,1.372344032,103.7035508,Old Choa Chu Kang Rd,WESTERN WATER CATCHMENT
1679,31191,B26 Old Choa Chu Kang Rd,1.371614444,103.7099108,Old Choa Chu Kang Rd,WESTERN WATER CATCHMENT
1680,31199,B25 Old Choa Chu Kang Rd,1.370975581,103.7093154,Old Choa Chu Kang Rd,WESTERN WATER CATCHMENT
1681,31201,Aft Chinese Cemy Path 13,1.38044982,103.6965941,Lim Chu Kang Rd,WESTERN WATER CATCHMENT
1682,31211,Aft Muslim Cemy Path 17,1.382839,103.6969997,Lim Chu Kang Rd,WESTERN WATER CATCHMENT
1683,32031,Opp Ama Keng Rd,1.402702994,103.7007817,Lim Chu Kang Rd,WESTERN WATER CATCHMENT
1684,32039,Aft Ama Keng Rd,1.402517888,103.7008148,Lim Chu Kang Rd,WESTERN WATER CATCHMENT
1685,32041,Opp LP 160,1.404361044,103.7016616,Lim Chu Kang Rd,WESTERN WATER CATCHMENT
1686,32049,Aft LP 161,1.404522544,103.7018703,Lim Chu Kang Rd,WESTERN WATER CATCHMENT
1687,32051,Aft Track 11,1.409293655,103.7009794,Lim Chu Kang Rd,WESTERN WATER CATCHMENT
1688,32059,Opp Track 11,1.409031408,103.7012078,Lim Chu Kang Rd,WESTERN WATER CATCHMENT
1689,32061,Opp LP 173,1.411463076,103.70006,Lim Chu Kang Rd,WESTERN WATER CATCHMENT
1690,32069,B26 Lim Chu Kang Rd,1.411032579,103.7003812,Lim Chu Kang Rd,WESTERN WATER CATCHMENT
1691,32071,Aft Track 13,1.416024604,103.7005678,Lim Chu Kang Rd,WESTERN WATER CATCHMENT
1692,32079,Opp Track 13,1.415128277,103.7002682,Lim Chu Kang Rd,WESTERN WATER CATCHMENT
1693,32081,Sg Gedong Camp,1.417446316,103.7012036,Lim Chu Kang Rd,WESTERN WATER CATCHMENT
1694,32089,Aft Sg Gedong Camp,1.416818912,103.7010851,Lim Chu Kang Rd,LIM CHU KANG
1695,32101,Aft Murai Farmway,1.38541383,103.6974447,Lim Chu Kang Rd,WESTERN WATER CATCHMENT
1696,32109,Bef Lor Serambi,1.38571767,103.6977027,Lim Chu Kang Rd,WESTERN WATER CATCHMENT
1697,32111,Aft LP 93,1.398372,103.6996458,Lim Chu Kang Rd,WESTERN WATER CATCHMENT
1698,32119,Aft LP 96,1.39858,103.6998827,Lim Chu Kang Rd,WESTERN WATER CATCHMENT
1699,33011,B19 Lim Chu Kang Rd,1.419591086,103.7022296,Lim Chu Kang Rd,LIM CHU KANG
1700,33019,B20 Lim Chu Kang Rd,1.419201592,103.7021566,Lim Chu Kang Rd,LIM CHU KANG
1701,33021,Opp Neo Tiew Rd,1.421790125,103.7032446,Lim Chu Kang Rd,LIM CHU KANG
1702,33029,Aft Neo Tiew Rd,1.420803148,103.7029219,Lim Chu Kang Rd,LIM CHU KANG
1703,33031,Aft Jln Bahtera,1.423979583,103.7042257,Lim Chu Kang Rd,LIM CHU KANG
1704,33039,Opp Jln Bahtera,1.423295992,103.7040803,Lim Chu Kang Rd,LIM CHU KANG
1705,33041,Opp Lim Chu Kang Lane 3,1.427619116,103.7059434,Lim Chu Kang Rd,LIM CHU KANG
1706,33049,Aft Lim Chu Kang Lane 3,1.426217435,103.705438,Lim Chu Kang Rd,LIM CHU KANG
1707,33051,Bef Lim Chu Kang Lane 3A,1.430249373,103.7068344,Lim Chu Kang Rd,LIM CHU KANG
1708,33059,Aft Lim Chu Kang Lane 3A,1.429359911,103.7066297,Lim Chu Kang Rd,LIM CHU KANG
1709,34009,Police Coast Guard,1.444826561,103.7075673,Lim Chu Kang Rd,LIM CHU KANG
1710,34011,Opp Lim Chu Kang Lane 4,1.433181996,103.7078232,Lim Chu Kang Rd,LIM CHU KANG
1711,34019,Aft Lim Chu Kang Lane 4,1.432534167,103.7077381,Lim Chu Kang Rd,LIM CHU KANG
1712,34021,Opp Lim Chu Kang Lane 5,1.435186498,103.7080476,Lim Chu Kang Rd,LIM CHU KANG
1713,34029,Bef Lim Chu Kang Lane 5,1.434971944,103.7081833,Lim Chu Kang Rd,LIM CHU KANG
1714,34031,Aft Lim Chu Kang Lane 6,1.437666053,103.7079565,Lim Chu Kang Rd,LIM CHU KANG
1715,34039,Bef Lim Chu Kang Lane 6,1.436591703,103.7081175,Lim Chu Kang Rd,LIM CHU KANG
1716,34041,B03 Lim Chu Kang Rd,1.438865086,103.7079067,Lim Chu Kang Rd,LIM CHU KANG
1717,34049,Aft Lim Chu Kang Lane 8,1.438374062,103.7080241,Lim Chu Kang Rd,LIM CHU KANG
1718,34051,Aft Lim Chu Kang Lane 8,1.442755586,103.7077541,Lim Chu Kang Rd,LIM CHU KANG
1719,34059,Yishun Dairy Farm,1.442343388,103.707869,Lim Chu Kang Rd,LIM CHU KANG
1720,34101,Aft Old Lim Chu Kang Rd,1.38440683,103.6979038,Lor Rusuk,WESTERN WATER CATCHMENT
1721,34109,Aft Lim Chu Kang Rd,1.38430083,103.6981122,Lor Rusuk,WESTERN WATER CATCHMENT
1722,40011,LITTLE INDIA STN EXIT A,1.306064115,103.8490875,Bt Timah Rd,ROCHOR
1723,40019,Little India Stn,1.306644045,103.8492042,Bt Timah Rd,ROCHOR
1724,40021,BEF WINSTEDT RD,1.311033889,103.8427911,Bt Timah Rd,NEWTON
